 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  i   
 -1.5436 -1.5208 -1.7053 -1.6999 -1.6076 -1.4598 -1.2835 -1.1648 -1.0625 -0.9533
 -0.8488 -0.7485 -0.6550 -0.5706 -0.4974 -0.3472 -0.2850 -0.2864 -0.2682
 -1.5325 -1.4403 -1.3657 -1.3237 -1.3149 -1.2802 -1.1955 -1.0932 -0.9937 -0.8971
 -0.8031 -0.7141 -0.6322 -0.5594 -0.4961 -0.3784 -0.3112 -0.2834 -0.2793 -0.2888
 -1.3932 -1.3083 -1.2264 -1.1538 -1.0970 -1.0694 -1.0556 -1.0136 -0.9416 -0.8569
 -0.7733 -0.6927 -0.6181 -0.5515 -0.4939 -0.3867 -0.3253 -0.3009 -0.2987 -0.3083
 -0.3254
 -1.2686 -1.2011 -1.1284 -1.0561 -0.9895 -0.9318 -0.8891 -0.8675 -0.8459 -0.8034
 -0.7420 -0.6736 -0.6070 -0.5464 -0.4936 -0.3946 -0.3372 -0.3152 -0.3149 -0.3251
 -0.3415 -0.3629
 -1.1447 -1.0978 -1.0414 -0.9791 -0.9162 -0.8570 -0.8039 -0.7585 -0.7265 -0.7016
 -0.6745 -0.6359 -0.5882 -0.5377 -0.4904 -0.3993 -0.3451 -0.3252 -0.3269 -0.3389
 -0.3559 -0.3767 -0.4013 -0.4300
 -1.0210 -0.9896 -0.9516 -0.9045 -0.8520 -0.7980 -0.7465 -0.6993 -0.6568 -0.6200
 -0.5909 -0.5664 -0.5398 -0.5091 -0.4762 -0.3987 -0.3480 -0.3294 -0.3331 -0.3487
 -0.3678 -0.3896 -0.4140 -0.4411 -0.4713 -0.5052 -0.5430 -0.5850 -0.6315 -0.6824
 -0.9010 -0.8794 -0.8558 -0.8231 -0.7844 -0.7408 -0.6955 -0.6515 -0.6108 -0.5729
 -0.5385 -0.5092 -0.4849 -0.4631 -0.4415 -0.3885 -0.3449 -0.3259 -0.3324 -0.3523
 -0.3757 -0.4001 -0.4258 -0.4531 -0.4823 -0.5124 -0.5452 -0.5826 -0.6264 -0.6765
 -0.7291
 -0.7885 -0.7721 -0.7559 -0.7344 -0.7079 -0.6771 -0.6421 -0.6048 -0.5683 -0.5339
 -0.5019 -0.4726 -0.4466 -0.4245 -0.4054 -0.3657 -0.3347 -0.3184 -0.3252 -0.3485
 -0.3773 -0.4063 -0.4351 -0.4641 -0.4939 -0.5246 -0.5558 -0.5894 -0.6274 -0.6715
 -0.7227
