 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -0.3555 -0.3039 -0.2591 -0.2191 -0.1824 -0.1474 -0.1154 -0.0884 -0.0676 -0.0549
 -0.0535
 -2.6842 -2.5236 -2.3725 -2.2285 -2.0893 -1.9551 -1.8295 -1.7140 -1.6085 -1.5112
 -1.4198 -1.3323 -1.2476 -1.1657 -1.0851 -0.8920 -0.7263 -0.5955 -0.4946 -0.4183
 -0.3603 -0.3141 -0.2749 -0.2398 -0.2078 -0.1777 -0.1480 -0.1210 -0.0992 -0.0847
 -0.0789
 -2.6155 -2.4566 -2.3080 -2.1647 -2.0348 -1.9083 -1.7869 -1.6730 -1.5687 -1.4731
 -1.3841 -1.3000 -1.2188 -1.1397 -1.0623 -0.8805 -0.7212 -0.5919 -0.4913 -0.4158
 -0.3602 -0.3182 -0.2845 -0.2554 -0.2289 -0.2037 -0.1799 -0.1574 -0.1379 -0.1215
 -0.1081
 -2.5664 -2.4065 -2.2573 -2.1178 -1.9872 -1.8648 -1.7494 -1.6389 -1.5354 -1.4403
 -1.3529 -1.2714 -1.1939 -1.1183 -1.0446 -0.8712 -0.7180 -0.5908 -0.4903 -0.4140
 -0.3582 -0.3180 -0.2884 -0.2648 -0.2443 -0.2250 -0.2067 -0.1888 -0.1718 -0.1563
 -0.1421
 -2.5326 -2.3690 -2.2174 -2.0768 -1.9461 -1.8247 -1.7117 -1.6059 -1.5050 -1.4104
 -1.3233 -1.2431 -1.1682 -1.0968 -1.0274 -0.8620 -0.7139 -0.5893 -0.4895 -0.4124
 -0.3555 -0.3150 -0.2871 -0.2674 -0.2523 -0.2392 -0.2270 -0.2149 -0.2029 -0.1914
 -0.1810
 -2.4975 -2.3242 -2.1691 -2.0292 -1.9015 -1.7837 -1.6738 -1.5702 -1.4726 -1.3810
 -1.2953 -1.2155 -1.1418 -1.0728 -1.0070 -0.8512 -0.7087 -0.5870 -0.4881
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -3.9284 -3.8312 -3.6902 -3.4366 -3.1519 -2.8818 -2.6523 -2.4581 -2.2804 -2.1125
 -1.9535 -1.8055 -1.6690 -1.5428 -1.4256 -1.1691 -0.9337 -0.7147 -0.5472
 -3.5896 -3.3700 -3.2449 -3.1658 -2.9866 -2.7455 -2.5132 -2.3143 -2.1390 -1.9749
 -1.8203 -1.6767 -1.5450 -1.4247 -1.3142 -1.0711 -0.8605 -0.6768 -0.5250 -0.4045
 -3.4039 -3.1563 -2.9507 -2.7961 -2.7093 -2.6048 -2.4182 -2.2170 -2.0395 -1.8799
 -1.7295 -1.5896 -1.4612 -1.3442 -1.2374 -1.0064 -0.8127 -0.6475 -0.5104 -0.4004
 -0.3118
 -3.2768 -3.0332 -2.8137 -2.6186 -2.4575 -2.3405 -2.2566 -2.1375 -1.9731 -1.8149
 -1.6683 -1.5320 -1.4062 -1.2914 -1.1867 -0.9627 -0.7795 -0.6274 -0.5020 -0.4008
 -0.3187 -0.2503
 -3.1803 -2.9483 -2.7308 -2.5343 -2.3599 -2.2042 -2.0721 -1.9668 -1.8778 -1.7624
 -1.6277 -1.4944 -1.3710 -1.2581 -1.1548 -0.9345 -0.7575 -0.6141 -0.4976 -0.4039
 -0.3278 -0.2644 -0.2098 -0.1619
 -3.1129 -2.8840 -2.6736 -2.4775 -2.3003 -2.1411 -1.9960 -1.8647 -1.7516 -1.6596
 -1.5694 -1.4633 -1.3486 -1.2374 -1.1353 -0.9172 -0.7435 -0.6052 -0.4950 -0.4076
 -0.3372 -0.2788 -0.2286 -0.1842 -0.1434 -0.1066 -0.0751 -0.0495 -0.0309 -0.0219
 -3.0560 -2.8339 -2.6311 -2.4386 -2.2607 -2.1001 -1.9548 -1.8217 -1.6991 -1.5892
 -1.4926 -1.4060 -1.3169 -1.2211 -1.1236 -0.9072 -0.7350 -0.5992 -0.4928 -0.4099
 -0.3448 -0.2917 -0.2463 -0.2063 -0.1699 -0.1351 -0.1036 -0.0775 -0.0587 -0.0481
 -0.0453
 -3.0147 -2.7955 -2.5994 -2.4115 -2.2348 -2.0722 -1.9259 -1.7933 -1.6716 -1.5590
 -1.4558 -1.3616 -1.2754 -1.1929 -1.1090 -0.9023 -0.7300 -0.5951 -0.4905 -0.4102
 -0.3491 -0.3009 -0.2608 -0.2258 -0.1940 -0.1627 -0.1334 -0.1081 -0.0884 -0.0756
 -0.0705
 -2.9947 -2.7709 -2.5750 -2.3913 -2.2169 -2.0537 -1.9048 -1.7704 -1.6490 -1.5375
 -1.4345 -1.3389 -1.2496 -1.1661 -1.0869 -0.8968 -0.7267 -0.5913 -0.4870 -0.4078
 -0.3489 -0.3047 -0.2698 -0.2404 -0.2140 -0.1894 -0.1665 -0.1461 -0.1282 -0.1126
 -0.0991
 -2.9994 -2.7628 -2.5624 -2.3818 -2.2100 -2.0477 -1.8962 -1.7582 -1.6342 -1.5222
 -1.4198 -1.3252 -1.2365 -1.1527 -1.0733 -0.8910 -0.7275 -0.5912 -0.4859 -0.4060
 -0.3471 -0.3046 -0.2735 -0.2493 -0.2288 -0.2099 -0.1923 -0.1754 -0.1595 -0.1452
 -0.1322
 -3.0224 -2.7716 -2.5631 -2.3803 -2.2096 -2.0488 -1.8971 -1.7556 -1.6270 -1.5115
 -1.4074 -1.3128 -1.2253 -1.1429 -1.0646 -0.8849 -0.7268 -0.5925 -0.4857 -0.4045
 -0.3445 -0.3018 -0.2723 -0.2518 -0.2365 -0.2237 -0.2121 -0.2008 -0.1898 -0.1794
 -0.1702
 -3.0585 -2.7974 -2.5771 -2.3857 -2.2142 -2.0545 -1.9036 -1.7615 -1.6289 -1.5081
 -1.3998 -1.3025 -1.2142 -1.1328 -1.0561 -0.8802 -0.7252 -0.5932 -0.4861
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.1264 -3.9212 -3.5916 -3.2592 -2.9463 -2.6785 -2.4707 -2.2889 -2.1200 -1.9636
 -1.8164 -1.6789 -1.5520 -1.4354 -1.3281 -1.0942 -0.8920 -0.7093 -0.5492
 -3.6605 -3.5595 -3.4404 -3.1704 -2.8764 -2.6039 -2.3766 -2.1892 -2.0201 -1.8650
 -1.7194 -1.5838 -1.4590 -1.3452 -1.2416 -1.0195 -0.8326 -0.6685 -0.5249 -0.4045
 -3.4724 -3.2310 -3.0925 -3.0185 -2.8233 -2.5669 -2.3276 -2.1271 -1.9562 -1.8023
 -1.6585 -1.5246 -1.4011 -1.2886 -1.1865 -0.9701 -0.7920 -0.6398 -0.5088 -0.3985
 -0.3077
 -3.3851 -3.1129 -2.8881 -2.7215 -2.6261 -2.5138 -2.3094 -2.0988 -1.9183 -1.7635
 -1.6217 -1.4893 -1.3669 -1.2550 -1.1534 -0.9391 -0.7657 -0.6209 -0.4989 -0.3967
 -0.3122 -0.2418
 -3.3360 -3.0602 -2.8162 -2.6062 -2.4324 -2.2994 -2.2062 -2.0787 -1.9047 -1.7414
 -1.6002 -1.4697 -1.3483 -1.2367 -1.1351 -0.9210 -0.7496 -0.6091 -0.4933 -0.3975
 -0.3187 -0.2531 -0.1973 -0.1485
 -3.3129 -3.0359 -2.7855 -2.5633 -2.3676 -2.1982 -2.0553 -1.9402 -1.8454 -1.7266
 -1.5896 -1.4599 -1.3394 -1.2284 -1.1267 -0.9114 -0.7401 -0.6019 -0.4901 -0.3993
 -0.3256 -0.2649 -0.2134 -0.1687 -0.1287 -0.0932 -0.0626 -0.0370 -0.0179 -0.0098
 -3.3126 -3.0333 -2.7781 -2.5491 -2.3461 -2.1677 -2.0090 -1.8666 -1.7429 -1.6411
 -1.5492 -1.4477 -1.3362 -1.2264 -1.1245 -0.9077 -0.7353 -0.5977 -0.4880 -0.4008
 -0.3314 -0.2754 -0.2286 -0.1882 -0.1522 -0.1190 -0.0895 -0.0647 -0.0454 -0.0333
 -0.0323
 -3.3285 -3.0492 -2.7895 -2.5538 -2.3434 -2.1573 -1.9930 -1.8454 -1.7116 -1.5911
 -1.4859 -1.3961 -1.3107 -1.2200 -1.1252 -0.9080 -0.7336 -0.5952 -0.4863 -0.4011
 -0.3349 -0.2831 -0.2411 -0.2056 -0.1740 -0.1453 -0.1180 -0.0937 -0.0745 -0.0619
 -0.0570
 -3.3637 -3.0768 -2.8155 -2.5737 -2.3547 -2.1607 -1.9896 -1.8378 -1.7012 -1.5766
 -1.4633 -1.3622 -1.2724 -1.1906 -1.1107 -0.9090 -0.7328 -0.5928 -0.4836 -0.3992
 -0.3349 -0.2863 -0.2489 -0.2184 -0.1921 -0.1683 -0.1466 -0.1276 -0.1111 -0.0971
 -0.0852
 -3.4222 -3.1253 -2.8570 -2.6132 -2.3873 -2.1832 -2.0029 -1.8441 -1.7032 -1.5762
 -1.4605 -1.3551 -1.2596 -1.1727 -1.0929 -0.9087 -0.7367 -0.5940 -0.4831 -0.3981
 -0.3339 -0.2867 -0.2524 -0.2266 -0.2056 -0.1873 -0.1707 -0.1552 -0.1409 -0.1284
 -0.1188
 -3.5016 -3.1778 -2.9065 -2.6621 -2.4352 -2.2237 -2.0326 -1.8636 -1.7150 -1.5830
 -1.4645 -1.3570 -1.2588 -1.1689 -1.0860 -0.9035 -0.7409 -0.5976 -0.4839 -0.3971
 -0.3320 -0.2846 -0.2517 -0.2291 -0.2128 -0.2001 -0.1892 -0.1791 -0.1696 -0.1609
 -0.1535
 -3.6016 -3.2505 -2.9640 -2.7164 -2.4883 -2.2760 -2.0795 -1.8996 -1.7400 -1.5995
 -1.4750 -1.3638 -1.2630 -1.1711 -1.0864 -0.9005 -0.7418 -0.6024 -0.4866
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.1607 -3.8702 -3.5037 -3.1706 -2.8656 -2.6026 -2.3954 -2.2182 -2.0565 -1.9038
 -1.7612 -1.6281 -1.5050 -1.3919 -1.2881 -1.0629 -0.8722 -0.7019 -0.5481
 -3.7542 -3.6794 -3.4327 -3.1127 -2.8136 -2.5415 -2.3201 -2.1361 -1.9723 -1.8205
 -1.6789 -1.5470 -1.4252 -1.3139 -1.2125 -0.9966 -0.8179 -0.6621 -0.5241 -0.4048
 -3.4992 -3.3010 -3.2335 -3.0676 -2.7906 -2.5227 -2.2837 -2.0879 -1.9207 -1.7694
 -1.6290 -1.4982 -1.3772 -1.2666 -1.1661 -0.9540 -0.7817 -0.6348 -0.5074 -0.3977
 -0.3059
 -3.4215 -3.1425 -2.9383 -2.8299 -2.7350 -2.5182 -2.2800 -2.0680 -1.8923 -1.7394
 -1.6003 -1.4706 -1.3503 -1.2399 -1.1394 -0.9281 -0.7587 -0.6171 -0.4969 -0.3947
 -0.3091 -0.2374
 -3.3945 -3.0974 -2.8445 -2.6426 -2.4952 -2.4018 -2.2711 -2.0737 -1.8843 -1.7242
 -1.5850 -1.4565 -1.3369 -1.2266 -1.1259 -0.9137 -0.7450 -0.6062 -0.4908 -0.3943
 -0.3141 -0.2471 -0.1903 -0.1410
 -3.3982 -3.0910 -2.8220 -2.5907 -2.3974 -2.2370 -2.1122 -2.0140 -1.8849 -1.7244
 -1.5791 -1.4510 -1.3322 -1.2221 -1.1210 -0.9069 -0.7374 -0.5998 -0.4875 -0.3951
 -0.3196 -0.2571 -0.2046 -0.1593 -0.1196 -0.0847 -0.0541 -0.0289 -0.0107 -0.0020
 -3.4284 -3.1116 -2.8302 -2.5845 -2.3724 -2.1904 -2.0326 -1.8959 -1.7844 -1.6871
 -1.5737 -1.4511 -1.3330 -1.2233 -1.1219 -0.9056 -0.7341 -0.5963 -0.4854 -0.3961
 -0.3243 -0.2662 -0.2182 -0.1770 -0.1410 -0.1089 -0.0808 -0.0565 -0.0367 -0.0248
 -0.0241
 -3.4766 -3.1557 -2.8627 -2.6036 -2.3779 -2.1830 -2.0135 -1.8635 -1.7296 -1.6120
 -1.5122 -1.4221 -1.3274 -1.2264 -1.1265 -0.9082 -0.7340 -0.5948 -0.4842 -0.3964
 -0.3273 -0.2729 -0.2293 -0.1929 -0.1612 -0.1330 -0.1066 -0.0833 -0.0649 -0.0528
 -0.0478
 -3.5429 -3.2131 -2.9139 -2.6424 -2.4029 -2.1952 -2.0152 -1.8575 -1.7170 -1.5899
 -1.4758 -1.3757 -1.2884 -1.2061 -1.1218 -0.9116 -0.7349 -0.5934 -0.4821 -0.3949
 -0.3275 -0.2759 -0.2363 -0.2047 -0.1781 -0.1545 -0.1335 -0.1144 -0.0977 -0.0848
 -0.0758
 -3.6294 -3.2867 -2.9841 -2.7058 -2.4532 -2.2307 -2.0380 -1.8705 -1.7233 -1.5916
 -1.4724 -1.3647 -1.2686 -1.1826 -1.1036 -0.9160 -0.7402 -0.5959 -0.4825 -0.3945
 -0.3272 -0.2768 -0.2398 -0.2124 -0.1908 -0.1725 -0.1564 -0.1418 -0.1285 -0.1171
 -0.1085
 -3.7367 -3.3713 -3.0624 -2.7821 -2.5237 -2.2883 -2.0805 -1.9000 -1.7429 -1.6045
 -1.4808 -1.3692 -1.2681 -1.1769 -1.0938 -0.9122 -0.7468 -0.6006 -0.4843 -0.3944
 -0.3260 -0.2755 -0.2397 -0.2150 -0.1977 -0.1847 -0.1741 -0.1647 -0.1561 -0.1484
 -0.1417
 -3.8656 -3.4688 -3.1464 -2.8637 -2.6044 -2.3637 -2.1440 -1.9487 -1.7783 -1.6296
 -1.4986 -1.3820 -1.2770 -1.1819 -1.0953 -0.9085 -0.7497 -0.6074 -0.4880
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.1781 -3.7902 -3.4162 -3.0928 -2.8076 -2.5505 -2.3421 -2.1618 -2.0026 -1.8540
 -1.7153 -1.5860 -1.4661 -1.3559 -1.2547 -1.0357 -0.8531 -0.6914 -0.5456
 -3.8960 -3.7166 -3.3857 -3.0529 -2.7602 -2.4977 -2.2793 -2.0953 -1.9316 -1.7835
 -1.6453 -1.5167 -1.3977 -1.2886 -1.1889 -0.9771 -0.8041 -0.6549 -0.5223 -0.4051
 -3.5381 -3.4349 -3.3265 -3.0471 -2.7486 -2.4823 -2.2500 -2.0570 -1.8903 -1.7413
 -1.6040 -1.4762 -1.3577 -1.2489 -1.1496 -0.9404 -0.7721 -0.6296 -0.5055 -0.3970
 -0.3044
 -3.4438 -3.1767 -3.0341 -2.9647 -2.7546 -2.4906 -2.2502 -2.0427 -1.8689 -1.7180
 -1.5813 -1.4542 -1.3361 -1.2274 -1.1279 -0.9185 -0.7520 -0.6133 -0.4948 -0.3928
 -0.3062 -0.2331
 -3.4339 -3.1206 -2.8726 -2.7013 -2.6085 -2.4859 -2.2681 -2.0521 -1.8651 -1.7079
 -1.5704 -1.4440 -1.3265 -1.2177 -1.1178 -0.9068 -0.7402 -0.6032 -0.4884 -0.3913
 -0.3097 -0.2411 -0.1830 -0.1331
 -3.4631 -3.1273 -2.8444 -2.6133 -2.4332 -2.3011 -2.2038 -2.0642 -1.8808 -1.7111
 -1.5679 -1.4415 -1.3244 -1.2157 -1.1154 -0.9022 -0.7340 -0.5975 -0.4848 -0.3913
 -0.3138 -0.2494 -0.1954 -0.1491 -0.1086 -0.0735 -0.0438 -0.0194 -0.0013  0.0068
 -3.5254 -3.1696 -2.8639 -2.6056 -2.3909 -2.2141 -2.0665 -1.9479 -1.8459 -1.7204
 -1.5745 -1.4444 -1.3275 -1.2189 -1.1183 -0.9026 -0.7320 -0.5946 -0.4829 -0.3917
 -0.3174 -0.2570 -0.2071 -0.1649 -0.1285 -0.0966 -0.0685 -0.0448 -0.0265 -0.0150
 -0.0137
 -3.6090 -3.2420 -2.9159 -2.6354 -2.3985 -2.1991 -2.0305 -1.8836 -1.7557 -1.6472
 -1.5494 -1.4432 -1.3330 -1.2254 -1.1249 -0.9070 -0.7332 -0.5940 -0.4821 -0.3921
 -0.3201 -0.2628 -0.2169 -0.1791 -0.1469 -0.1188 -0.0943 -0.0730 -0.0551 -0.0420
 -0.0371
 -3.7112 -3.3315 -2.9924 -2.6920 -2.4340 -2.2155 -2.0304 -1.8712 -1.7306 -1.6049
 -1.4938 -1.3968 -1.3091 -1.2207 -1.1291 -0.9125 -0.7356 -0.5937 -0.4807 -0.3910
 -0.3204 -0.2655 -0.2231 -0.1896 -0.1622 -0.1386 -0.1181 -0.1000 -0.0844 -0.0720
 -0.0646
 -3.8308 -3.4386 -3.0923 -2.7792 -2.5012 -2.2620 -2.0591 -1.8858 -1.7358 -1.6026
 -1.4828 -1.3752 -1.2799 -1.1955 -1.1165 -0.9208 -0.7427 -0.5976 -0.4822 -0.3914
 -0.3208 -0.2669 -0.2267 -0.1969 -0.1740 -0.1553 -0.1396 -0.1257 -0.1135 -0.1035
 -0.0961
 -3.9666 -3.5545 -3.2018 -2.8832 -2.5936 -2.3359 -2.1129 -1.9226 -1.7594 -1.6173
 -1.4912 -1.3779 -1.2759 -1.1846 -1.1023 -0.9207 -0.7514 -0.6037 -0.4852 -0.3923
 -0.3207 -0.2666 -0.2273 -0.1998 -0.1807 -0.1667 -0.1561 -0.1473 -0.1397 -0.1332
 -0.1273
 -4.1218 -3.6805 -3.3156 -2.9935 -2.6997 -2.4320 -2.1922 -1.9831 -1.8033 -1.6482
 -1.5128 -1.3931 -1.2860 -1.1895 -1.1024 -0.9165 -0.7572 -0.6121 -0.4902
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.1742 -3.7430 -3.3624 -3.0442 -2.7656 -2.5147 -2.3066 -2.1193 -1.9578 -1.8143
 -1.6787 -1.5523 -1.4352 -1.3274 -1.2283 -1.0138 -0.8364 -0.6827 -0.5435
 -3.8929 -3.7165 -3.3455 -3.0086 -2.7180 -2.4630 -2.2491 -2.0629 -1.8992 -1.7540
 -1.6186 -1.4927 -1.3762 -1.2690 -1.1708 -0.9618 -0.7923 -0.6479 -0.5199 -0.4051
 -3.6457 -3.5867 -3.3409 -3.0150 -2.7127 -2.4462 -2.2223 -2.0311 -1.8653 -1.7187
 -1.5838 -1.4586 -1.3424 -1.2354 -1.1373 -0.9298 -0.7639 -0.6247 -0.5034 -0.3963
 -0.3032
 -3.4667 -3.2474 -3.1864 -3.0163 -2.7334 -2.4617 -2.2230 -2.0209 -1.8494 -1.6999
 -1.5653 -1.4406 -1.3247 -1.2176 -1.1192 -0.9110 -0.7462 -0.6097 -0.4927 -0.3911
 -0.3036 -0.2292
 -3.4557 -3.1382 -2.9176 -2.8141 -2.7170 -2.4887 -2.2466 -2.0312 -1.8488 -1.6933
 -1.5574 -1.4330 -1.3174 -1.2102 -1.1114 -0.9013 -0.7358 -0.6004 -0.4862 -0.3887
 -0.3057 -0.2355 -0.1759 -0.1248
 -3.5053 -3.1452 -2.8582 -2.6422 -2.4980 -2.4078 -2.2655 -2.0593 -1.8651 -1.6987
 -1.5570 -1.4322 -1.3169 -1.2097 -1.1104 -0.8980 -0.7306 -0.5952 -0.4825 -0.3879
 -0.3085 -0.2422 -0.1863 -0.1388 -0.0980 -0.0631 -0.0333 -0.0086  0.0089  0.0167
 -3.5987 -3.2039 -2.8794 -2.6169 -2.4100 -2.2498 -2.1284 -2.0258 -1.8864 -1.7184
 -1.5659 -1.4366 -1.3211 -1.2140 -1.1145 -0.8996 -0.7294 -0.5928 -0.4807 -0.3880
 -0.3114 -0.2483 -0.1962 -0.1524 -0.1151 -0.0830 -0.0557 -0.0328 -0.0146 -0.0037
 -0.0024
 -3.7238 -3.3038 -2.9461 -2.6501 -2.4087 -2.2123 -2.0513 -1.9154 -1.8015 -1.6976
 -1.5782 -1.4470 -1.3291 -1.2219 -1.1221 -0.9052 -0.7316 -0.5928 -0.4802 -0.3884
 -0.3137 -0.2534 -0.2046 -0.1648 -0.1314 -0.1029 -0.0788 -0.0577 -0.0406 -0.0294
 -0.0249
 -3.8641 -3.4284 -3.0474 -2.7205 -2.4482 -2.2245 -2.0401 -1.8844 -1.7484 -1.6284
 -1.5234 -1.4266 -1.3277 -1.2280 -1.1301 -0.9121 -0.7353 -0.5935 -0.4795 -0.3877
 -0.3141 -0.2558 -0.2101 -0.1741 -0.1450 -0.1208 -0.1005 -0.0828 -0.0682 -0.0576
 -0.0514
 -4.0211 -3.5720 -3.1782 -2.8303 -2.5291 -2.2769 -2.0682 -1.8939 -1.7451 -1.6138
 -1.4960 -1.3908 -1.2972 -1.2124 -1.1295 -0.9233 -0.7439 -0.5986 -0.4820 -0.3889
 -0.3152 -0.2578 -0.2139 -0.1809 -0.1558 -0.1361 -0.1203 -0.1070 -0.0959 -0.0863
 -0.0812
 -4.1900 -3.7242 -3.3211 -2.9622 -2.6424 -2.3644 -2.1292 -1.9326 -1.7672 -1.6249
 -1.4993 -1.3866 -1.2851 -1.1946 -1.1134 -0.9288 -0.7546 -0.6061 -0.4863 -0.3909
 -0.3161 -0.2584 -0.2154 -0.1842 -0.1623 -0.1468 -0.1356 -0.1270 -0.1203 -0.1151
 -0.1104
 -4.3731 -3.8808 -3.4680 -3.1030 -2.7745 -2.4803 -2.2224 -2.0018 -1.8153 -1.6569
 -1.5203 -1.4002 -1.2929 -1.1964 -1.1096 -0.9252 -0.7635 -0.6160 -0.4927
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -4.0388 -3.6182 -3.2656 -2.9736 -2.7067 -2.4676 -2.2698 -2.0894 -1.9255 -1.7839
 -1.6512 -1.5271 -1.4124 -1.3065 -1.2092 -0.9978 -0.8197 -0.6684 -0.5404
 -3.9479 -3.6414 -3.2712 -2.9502 -2.6743 -2.4270 -2.2229 -2.0393 -1.8748 -1.7317
 -1.5988 -1.4752 -1.3609 -1.2555 -1.1586 -0.9513 -0.7835 -0.6419 -0.5174 -0.4050
 -3.7856 -3.6280 -3.3027 -2.9694 -2.6753 -2.4174 -2.1986 -2.0120 -1.8468 -1.7015
 -1.5688 -1.4457 -1.3317 -1.2264 -1.1295 -0.9230 -0.7580 -0.6206 -0.5015 -0.3958
 -0.3027
 -3.5781 -3.3762 -3.2803 -3.0033 -2.7038 -2.4353 -2.2012 -2.0036 -1.8344 -1.6858
 -1.5531 -1.4304 -1.3165 -1.2111 -1.1138 -0.9064 -0.7420 -0.6068 -0.4911 -0.3900
 -0.3018 -0.2260
 -3.4572 -3.1590 -3.0095 -2.9482 -2.7347 -2.4691 -2.2261 -2.0144 -1.8351 -1.6813
 -1.5469 -1.4242 -1.3104 -1.2049 -1.1072 -0.8980 -0.7326 -0.5982 -0.4847 -0.3868
 -0.3026 -0.2307 -0.1695 -0.1171
 -3.5175 -3.1488 -2.8742 -2.6975 -2.6136 -2.4855 -2.2618 -2.0431 -1.8510 -1.6878
 -1.5477 -1.4243 -1.3105 -1.2049 -1.1069 -0.8955 -0.7280 -0.5932 -0.4809 -0.3855
 -0.3044 -0.2359 -0.1780 -0.1289 -0.0868 -0.0512 -0.0212  0.0034  0.0204  0.0278
 -3.6372 -3.2145 -2.8829 -2.6275 -2.4417 -2.3171 -2.2218 -2.0720 -1.8824 -1.7073
 -1.5576 -1.4295 -1.3152 -1.2094 -1.1111 -0.8976 -0.7273 -0.5911 -0.4791 -0.3852
 -0.3065 -0.2409 -0.1863 -0.1404 -0.1016 -0.0688 -0.0409 -0.0181 -0.0011  0.0091
  0.0101
 -3.8036 -3.3359 -2.9554 -2.6526 -2.4145 -2.2305 -2.0866 -1.9721 -1.8659 -1.7318
 -1.5793 -1.4416 -1.3239 -1.2178 -1.1190 -0.9036 -0.7301 -0.5915 -0.4788 -0.3856
 -0.3084 -0.2452 -0.1934 -0.1510 -0.1158 -0.0864 -0.0619 -0.0417 -0.0258 -0.0147
 -0.0109
 -3.9934 -3.4943 -3.0756 -2.7295 -2.4505 -2.2282 -2.0507 -1.9038 -1.7779 -1.6682
 -1.5644 -1.4520 -1.3342 -1.2271 -1.1281 -0.9112 -0.7346 -0.5930 -0.4786 -0.3852
 -0.3090 -0.2474 -0.1982 -0.1590 -0.1276 -0.1021 -0.0813 -0.0644 -0.0507 -0.0410
 -0.0360
 -4.1911 -3.6787 -3.2362 -2.8569 -2.5387 -2.2794 -2.0705 -1.9000 -1.7563 -1.6299
 -1.5171 -1.4160 -1.3217 -1.2293 -1.1381 -0.9239 -0.7443 -0.5991 -0.4819 -0.3870
 -0.3106 -0.2497 -0.2022 -0.1655 -0.1374 -0.1158 -0.0991 -0.0859 -0.0757 -0.0682
 -0.0639
 -4.3934 -3.8715 -3.4144 -3.0159 -2.6693 -2.3753 -2.1326 -1.9345 -1.7709 -1.6316
 -1.5089 -1.3986 -1.2992 -1.2096 -1.1279 -0.9349 -0.7566 -0.6078 -0.4873 -0.3900
 -0.3124 -0.2513 -0.2043 -0.1693 -0.1438 -0.1257 -0.1131 -0.1042 -0.0980 -0.0940
 -0.0909
 -4.6003 -4.0728 -3.5969 -3.1886 -2.8258 -2.5085 -2.2354 -2.0068 -1.8177 -1.6597
 -1.5249 -1.4066 -1.3005 -1.2050 -1.0975 -0.9442 -0.7715 -0.6191 -0.4948
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = G_BP 
 -3.9593 -3.5483 -3.2088 -2.9338 -2.6699 -2.4392 -2.2404 -2.0638 -1.9015 -1.7625
 -1.6316 -1.5095 -1.3965 -1.2924 -1.1964 -0.9874 -0.8116 -0.6627 -0.5372
 -3.9978 -3.5857 -3.2191 -2.9089 -2.6441 -2.4041 -2.1995 -2.0206 -1.8566 -1.7162
 -1.5851 -1.4634 -1.3509 -1.2471 -1.1513 -0.9454 -0.7781 -0.6377 -0.5155 -0.4052
 -3.7582 -3.6249 -3.2560 -2.9319 -2.6474 -2.3965 -2.1811 -1.9976 -1.8326 -1.6896
 -1.5587 -1.4374 -1.3250 -1.2212 -1.1254 -0.9199 -0.7548 -0.6181 -0.5005 -0.3960
 -0.3029
