 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -3.2169 -3.2043 -3.3891 -3.3910 -3.3070 -3.1663 -2.9926 -2.8814 -2.7810 -2.6747
 -2.5725 -2.4765 -2.3863 -2.3048 -2.2319 -2.0818 -1.9836 -1.9275 -1.8919
 -3.2203 -3.1361 -3.0665 -3.0278 -3.0212 -2.9885 -2.9057 -2.8043 -2.7058 -2.6101
 -2.5174 -2.4296 -2.3484 -2.2749 -2.2092 -2.0776 -1.9880 -1.9331 -1.9017 -1.8848
 -3.0936 -3.0141 -2.9347 -2.8636 -2.8077 -2.7804 -2.7661 -2.7224 -2.6487 -2.5627
 -2.4786 -2.3978 -2.3226 -2.2544 -2.1936 -2.0725 -1.9909 -1.9422 -1.9151 -1.9007
 -1.8942
 -2.9789 -2.9154 -2.8432 -2.7703 -2.7028 -2.6442 -2.6002 -2.5766 -2.5522 -2.5062
 -2.4414 -2.3708 -2.3024 -2.2393 -2.1827 -2.0697 -1.9939 -1.9501 -1.9271 -1.9153
 -1.9101 -1.9097
 -2.8640 -2.8202 -2.7634 -2.6987 -2.6332 -2.5716 -2.5162 -2.4686 -2.4345 -2.4068
 -2.3754 -2.3315 -2.2790 -2.2242 -2.1725 -2.0669 -1.9954 -1.9555 -1.9364 -1.9280
 -1.9250 -1.9258 -1.9296 -1.9363
 -2.7478 -2.7202 -2.6816 -2.6313 -2.5745 -2.5165 -2.4616 -2.4113 -2.3663 -2.3274
 -2.2954 -2.2663 -2.2335 -2.1959 -2.1559 -2.0621 -1.9944 -1.9571 -1.9412 -1.9374
 -1.9379 -1.9409 -1.9463 -1.9534 -1.9616 -1.9719 -1.9856 -2.0037 -2.0268 -2.0554
 -2.6328 -2.6170 -2.5933 -2.5585 -2.5147 -2.4655 -2.4151 -2.3668 -2.3227 -2.2821
 -2.2450 -2.2120 -2.1826 -2.1543 -2.1248 -2.0513 -1.9898 -1.9529 -1.9403 -1.9414
 -1.9468 -1.9536 -1.9616 -1.9706 -1.9805 -1.9901 -2.0013 -2.0163 -2.0370 -2.0642
 -2.0965
 -2.5216 -2.5139 -2.5001 -2.4778 -2.4476 -2.4105 -2.3687 -2.3254 -2.2840 -2.2456
 -2.2102 -2.1773 -2.1466 -2.1187 -2.0925 -2.0322 -1.9808 -1.9462 -1.9342 -1.9387
 -1.9497 -1.9618 -1.9739 -1.9859 -1.9982 -2.0105 -2.0220 -2.0349 -2.0518 -2.0747
 -2.1050
 -2.4167 -2.4142 -2.4063 -2.3913 -2.3723 -2.3468 -2.3159 -2.2810 -2.2448 -2.2096
 -2.1770 -2.1469 -2.1186 -2.0918 -2.0665 -2.0111 -1.9671 -1.9369 -1.9245 -1.9304
 -1.9457 -1.9636 -1.9812 -1.9979 -2.0138 -2.0290 -2.0438 -2.0588 -2.0758 -2.0950
 -2.1161
 -2.3207 -2.3212 -2.3165 -2.3073 -2.2938 -2.2766 -2.2557 -2.2305 -2.2023 -2.1724
 -2.1433 -2.1163 -2.0912 -2.0672 -2.0444 -1.9933 -1.9529 -1.9259 -1.9140 -1.9189
 -1.9357 -1.9578 -1.9810 -2.0034 -2.0243 -2.0437 -2.0620 -2.0794 -2.0965 -2.1143
 -2.1330
 -2.2345 -2.2349 -2.2316 -2.2251 -2.2157 -2.2036 -2.1892 -2.1724 -2.1526 -2.1303
 -2.1065 -2.0832 -2.0614 -2.0412 -2.0221 -1.9773 -1.9396 -1.9147 -1.9040 -1.9073
 -1.9233 -1.9468 -1.9738 -2.0015 -2.0281 -2.0528 -2.0757 -2.0970 -2.1171 -2.1367
 -2.1566
 -2.1540 -2.1448 -2.1391 -2.1351 -2.1313 -2.1263 -2.1191 -2.1089 -2.0961 -2.0812
 -2.0644 -2.0464 -2.0285 -2.0117 -1.9960 -1.9600 -1.9271 -1.9037 -1.8937
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  G   
 -3.5077 -3.5074 -3.4695 -3.3480 -3.1971 -3.0479 -2.9201 -2.8135 -2.7159 -2.6224
 -2.5328 -2.4477 -2.3676 -2.2930 -2.2245 -2.0816 -1.9805 -1.9166 -1.8806
 -3.3219 -3.2412 -3.2102 -3.2053 -3.1286 -3.0028 -2.8755 -2.7665 -2.6710 -2.5813
 -2.4960 -2.4151 -2.3392 -2.2692 -2.2054 -2.0752 -1.9834 -1.9253 -1.8924 -1.8750
 -3.2094 -3.1141 -3.0293 -2.9697 -2.9539 -2.9258 -2.8380 -2.7322 -2.6371 -2.5513
