 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.1533 -2.1491 -2.3316 -2.3421 -2.2720 -2.1491 -1.9943 -1.8961 -1.8082 -1.7155
 -1.6268 -1.5426 -1.4655 -1.3956 -1.3359 -1.2149 -1.1606 -1.1695 -1.1728
 -2.1588 -2.0921 -2.0381 -2.0121 -2.0158 -1.9950 -1.9273 -1.8419 -1.7580 -1.6766
 -1.5977 -1.5233 -1.4550 -1.3942 -1.3414 -1.2445 -1.1940 -1.1796 -1.1858 -1.2032
 -2.0422 -1.9815 -1.9199 -1.8650 -1.8235 -1.8083 -1.8055 -1.7761 -1.7181 -1.6476
 -1.5779 -1.5107 -1.4485 -1.3931 -1.3450 -1.2567 -1.2103 -1.1982 -1.2060 -1.2236
 -1.2471
 -1.9343 -1.8898 -1.8363 -1.7809 -1.7296 -1.6859 -1.6555 -1.6443 -1.6331 -1.6024
 -1.5536 -1.4976 -1.4425 -1.3922 -1.3482 -1.2670 -1.2236 -1.2131 -1.2225 -1.2408
 -1.2640 -1.2909
 -1.8230 -1.7985 -1.7607 -1.7143 -1.6659 -1.6202 -1.5796 -1.5459 -1.5245 -1.5097
 -1.4928 -1.4647 -1.4275 -1.3866 -1.3476 -1.2733 -1.2326 -1.2237 -1.2347 -1.2548
 -1.2787 -1.3055 -1.3349 -1.3673
 -1.7076 -1.6996 -1.6803 -1.6488 -1.6099 -1.5685 -1.5291 -1.4932 -1.4615 -1.4352
 -1.4159 -1.4006 -1.3828 -1.3606 -1.3356 -1.2741 -1.2363 -1.2285 -1.2412 -1.2645
 -1.2907 -1.3186 -1.3484 -1.3801 -1.4138 -1.4501 -1.4896 -1.5325 -1.5792 -1.6298
 -1.5909 -1.5949 -1.5908 -1.5751 -1.5501 -1.5185 -1.4842 -1.4509 -1.4204 -1.3926
 -1.3679 -1.3475 -1.3313 -1.3171 -1.3026 -1.2650 -1.2340 -1.2256 -1.2408 -1.2683
 -1.2986 -1.3292 -1.3605 -1.3929 -1.4264 -1.4601 -1.4958 -1.5353 -1.5803 -1.6309
 -1.6838
 -1.4756 -1.4881 -1.4942 -1.4914 -1.4803 -1.4617 -1.4372 -1.4098 -1.3828 -1.3576
 -1.3346 -1.3138 -1.2955 -1.2806 -1.2681 -1.2432 -1.2246 -1.2188 -1.2342 -1.2649
 -1.3003 -1.3354 -1.3698 -1.4041 -1.4387 -1.4737 -1.5086 -1.5453 -1.5858 -1.6316
 -1.6838
 -1.3646 -1.3828 -1.3950 -1.4002 -1.4005 -1.3940 -1.3814 -1.3637 -1.3431 -1.3220
 -1.3022 -1.2843 -1.2681 -1.2537 -1.2413 -1.2194 -1.2085 -1.2082 -1.2234 -1.2555
 -1.2952 -1.3359 -1.3750 -1.4129 -1.4500 -1.4865 -1.5232 -1.5604 -1.5998 -1.6415
 -1.6854
 -1.2607 -1.2825 -1.2985 -1.3095 -1.3157 -1.3178 -1.3157 -1.3087 -1.2977 -1.2832
 -1.2681 -1.2538 -1.2410 -1.2294 -1.2190 -1.1996 -1.1913 -1.1945 -1.2105 -1.2417
 -1.2832 -1.3281 -1.3726 -1.4154 -1.4563 -1.4958 -1.5345 -1.5728 -1.6111 -1.6505
 -1.6916
 -1.1656 -1.1877 -1.2055 -1.2196 -1.2302 -1.2376 -1.2423 -1.2442 -1.2427 -1.2373
 -1.2291 -1.2198 -1.2109 -1.2030 -1.1960 -1.1822 -1.1756 -1.1808 -1.1980 -1.2276
 -1.2684 -1.3149 -1.3633 -1.4111 -1.4569 -1.5006 -1.5426 -1.5833 -1.6231 -1.6628
 -1.7032
 -1.0771 -1.0886 -1.1035 -1.1199 -1.1364 -1.1514 -1.1640 -1.1733 -1.1794 -1.1825
 -1.1826 -1.1802 -1.1765 -1.1728 -1.1695 -1.1640 -1.1616 -1.1676 -1.1856
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.4351 -2.4452 -2.4193 -2.3149 -2.1833 -2.0533 -1.9428 -1.8517 -1.7688 -1.6897
 -1.6142 -1.5425 -1.4751 -1.4124 -1.3556 -1.2400 -1.1725 -1.1530 -1.1559
 -2.2654 -2.2014 -2.1831 -2.1888 -2.1282 -2.0221 -1.9140 -1.8222 -1.7423 -1.6678
 -1.5973 -1.5303 -1.4675 -1.4096 -1.3574 -1.2559 -1.1955 -1.1726 -1.1758 -1.1925
 -2.1613 -2.0851 -2.0176 -1.9731 -1.9694 -1.9551 -1.8862 -1.7997 -1.7216 -1.6515
 -1.5856 -1.5231 -1.4645 -1.4106 -1.3621 -1.2685 -1.2127 -1.1909 -1.1946 -1.2115
 -1.2351
 -2.0711 -2.0056 -1.9349 -1.8664 -1.8126 -1.7851 -1.7809 -1.7569 -1.6991 -1.6352
 -1.5743 -1.5163 -1.4617 -1.4114 -1.3661 -1.2788 -1.2267 -1.2057 -1.2096 -1.2270
 -1.2506 -1.2780
 -1.9793 -1.9317 -1.8718 -1.8077 -1.7469 -1.6929 -1.6524 -1.6303 -1.6219 -1.5980
 -1.5555 -1.5058 -1.4561 -1.4094 -1.3671 -1.2855 -1.2366 -1.2164 -1.2205 -1.2391
 -1.2637 -1.2914 -1.3216 -1.3554
 -1.8834 -1.8515 -1.8085 -1.7553 -1.6986 -1.6442 -1.5942 -1.5512 -1.5199 -1.5035
 -1.4915 -1.4710 -1.4394 -1.4016 -1.3636 -1.2877 -1.2418 -1.2224 -1.2269 -1.2473
 -1.2741 -1.3031 -1.3339 -1.3667 -1.4009 -1.4374 -1.4775 -1.5221 -1.5713 -1.6229
 -1.7783 -1.7621 -1.7360 -1.6986 -1.6526 -1.6036 -1.5559 -1.5115 -1.4718 -1.4389
 -1.4150 -1.3999 -1.3866 -1.3693 -1.3469 -1.2848 -1.2422 -1.2238 -1.2284 -1.2506
 -1.2805 -1.3123 -1.3449 -1.3783 -1.4130 -1.4486 -1.4863 -1.5272 -1.5724 -1.6225
 -1.6771
 -1.6714 -1.6646 -1.6532 -1.6308 -1.5996 -1.5611 -1.5197 -1.4788 -1.4404 -1.4053
 -1.3747 -1.3497 -1.3312 -1.3178 -1.3056 -1.2714 -1.2375 -1.2206 -1.2250 -1.2482
 -1.2817 -1.3175 -1.3531 -1.3886 -1.4243 -1.4595 -1.4955 -1.5341 -1.5767 -1.6241
 -1.6771
 -1.5676 -1.5654 -1.5622 -1.5521 -1.5341 -1.5091 -1.4782 -1.4440 -1.4097 -1.3770
 -1.3471 -1.3205 -1.2978 -1.2796 -1.2659 -1.2428 -1.2247 -1.2131 -1.2179 -1.2410
 -1.2770 -1.3174 -1.3575 -1.3964 -1.4346 -1.4724 -1.5106 -1.5503 -1.5916 -1.6343
 -1.6782
 -1.4716 -1.4710 -1.4710 -1.4666 -1.4591 -1.4457 -1.4269 -1.4031 -1.3760 -1.3481
 -1.3213 -1.2967 -1.2748 -1.2557 -1.2399 -1.2155 -1.2043 -1.2008 -1.2076 -1.2298
 -1.2662 -1.3099 -1.3547 -1.3983 -1.4403 -1.4809 -1.5210 -1.5606 -1.6004 -1.6412
 -1.6837
 -1.3890 -1.3828 -1.3816 -1.3799 -1.3791 -1.3732 -1.3641 -1.3510 -1.3341 -1.3137
 -1.2920 -1.2711 -1.2519 -1.2348 -1.2199 -1.1943 -1.1840 -1.1850 -1.1953 -1.2172
 -1.2524 -1.2971 -1.3453 -1.3937 -1.4403 -1.4850 -1.5283 -1.5703 -1.6115 -1.6526
 -1.6942
 -1.3169 -1.3006 -1.2941 -1.2933 -1.2949 -1.2957 -1.2938 -1.2887 -1.2810 -1.2701
 -1.2561 -1.2408 -1.2256 -1.2115 -1.1992 -1.1768 -1.1668 -1.1690 -1.1818
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.6175 -2.5618 -2.4178 -2.2612 -2.1073 -1.9767 -1.8826 -1.8042 -1.7311 -1.6614
 -1.5960 -1.5340 -1.4752 -1.4197 -1.3677 -1.2583 -1.1832 -1.1450 -1.1402
 -2.3670 -2.3695 -2.3549 -2.2409 -2.1036 -1.9731 -1.8676 -1.7860 -1.7133 -1.6464
 -1.5842 -1.5254 -1.4699 -1.4176 -1.3689 -1.2678 -1.2003 -1.1664 -1.1621 -1.1765
 -2.2566 -2.1740 -2.1431 -2.1515 -2.0842 -1.9712 -1.8615 -1.7726 -1.6999 -1.6350
 -1.5756 -1.5199 -1.4674 -1.4180 -1.3722 -1.2775 -1.2151 -1.1838 -1.1796 -1.1938
 -1.2173
 -2.1850 -2.0946 -2.0116 -1.9568 -1.9479 -1.9318 -1.8553 -1.7654 -1.6888 -1.6245
 -1.5674 -1.5144 -1.4647 -1.4181 -1.3748 -1.2855 -1.2270 -1.1977 -1.1934 -1.2074
 -1.2311 -1.2593
 -2.1142 -2.0382 -1.9544 -1.8750 -1.8118 -1.7751 -1.7668 -1.7401 -1.6784 -1.6137
 -1.5578 -1.5074 -1.4603 -1.4162 -1.3753 -1.2908 -1.2356 -1.2079 -1.2038 -1.2179
 -1.2422 -1.2709 -1.3023 -1.3359
 -2.0361 -1.9785 -1.9082 -1.8321 -1.7590 -1.6958 -1.6484 -1.6212 -1.6102 -1.5863
 -1.5430 -1.4972 -1.4531 -1.4115 -1.3729 -1.2930 -1.2407 -1.2145 -1.2108 -1.2251
 -1.2506 -1.2807 -1.3128 -1.3468 -1.3824 -1.4206 -1.4627 -1.5096 -1.5606 -1.6118
 -1.9499 -1.9088 -1.8558 -1.7929 -1.7257 -1.6608 -1.6025 -1.5532 -1.5162 -1.4948
 -1.4822 -1.4642 -1.4362 -1.4020 -1.3669 -1.2918 -1.2424 -1.2176 -1.2144 -1.2289
 -1.2557 -1.2879 -1.3218 -1.3567 -1.3930 -1.4302 -1.4696 -1.5126 -1.5603 -1.6126
 -1.6661
 -1.8596 -1.8294 -1.7918 -1.7448 -1.6902 -1.6319 -1.5750 -1.5226 -1.4767 -1.4387
 -1.4105 -1.3928 -1.3805 -1.3667 -1.3475 -1.2868 -1.2405 -1.2172 -1.2142 -1.2287
 -1.2567 -1.2915 -1.3281 -1.3652 -1.4026 -1.4408 -1.4794 -1.5198 -1.5637 -1.6122
 -1.6662
 -1.7707 -1.7446 -1.7171 -1.6838 -1.6434 -1.5971 -1.5476 -1.4985 -1.4526 -1.4114
 -1.3759 -1.3472 -1.3260 -1.3114 -1.3002 -1.2697 -1.2341 -1.2130 -1.2105 -1.2249
 -1.2534 -1.2908 -1.3311 -1.3714 -1.4113 -1.4510 -1.4912 -1.5329 -1.5762 -1.6209
 -1.6668
 -1.6889 -1.6629 -1.6382 -1.6136 -1.5851 -1.5516 -1.5134 -1.4723 -1.4309 -1.3914
 -1.3554 -1.3237 -1.2973 -1.2762 -1.2603 -1.2366 -1.2192 -1.2051 -1.2035 -1.2172
 -1.2452 -1.2840 -1.3277 -1.3722 -1.4156 -1.4580 -1.5000 -1.5417 -1.5837 -1.6266
 -1.6715
 -1.6201 -1.5853 -1.5606 -1.5392 -1.5177 -1.4941 -1.4672 -1.4367 -1.4035 -1.3694
 -1.3363 -1.3057 -1.2785 -1.2555 -1.2365 -1.2068 -1.1950 -1.1907 -1.1933 -1.2071
 -1.2339 -1.2726 -1.3187 -1.3671 -1.4148 -1.4610 -1.5061 -1.5500 -1.5932 -1.6364
 -1.6801
 -1.5655 -1.5205 -1.4900 -1.4672 -1.4477 -1.4292 -1.4100 -1.3890 -1.3657 -1.3398
 -1.3127 -1.2860 -1.2608 -1.2385 -1.2192 -1.1861 -1.1724 -1.1718 -1.1795
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.6714 -2.5528 -2.3836 -2.2244 -2.0741 -1.9456 -1.8528 -1.7793 -1.7129 -1.6463
 -1.5848 -1.5266 -1.4717 -1.4198 -1.3709 -1.2649 -1.1881 -1.1442 -1.1328
 -2.4435 -2.4620 -2.3676 -2.2184 -2.0753 -1.9440 -1.8428 -1.7648 -1.6973 -1.6331
 -1.5742 -1.5190 -1.4668 -1.4175 -1.3712 -1.2724 -1.2027 -1.1640 -1.1545 -1.1664
 -2.2915 -2.2310 -2.2449 -2.1971 -2.0744 -1.9501 -1.8396 -1.7544 -1.6855 -1.6228
 -1.5663 -1.5136 -1.4641 -1.4174 -1.3735 -1.2803 -1.2155 -1.1801 -1.1714 -1.1829
 -1.2059
 -2.2259 -2.1257 -2.0514 -2.0343 -2.0290 -1.9468 -1.8425 -1.7490 -1.6757 -1.6133
 -1.5585 -1.5082 -1.4611 -1.4168 -1.3752 -1.2869 -1.2258 -1.1929 -1.1848 -1.1958
 -1.2188 -1.2474
 -2.1677 -2.0756 -1.9814 -1.9034 -1.8575 -1.8493 -1.8218 -1.7473 -1.6691 -1.6045
 -1.5499 -1.5015 -1.4566 -1.4145 -1.3752 -1.2914 -1.2334 -1.2024 -1.1949 -1.2058
 -1.2290 -1.2580 -1.2899 -1.3242
 -2.1028 -2.0277 -1.9427 -1.8566 -1.7812 -1.7237 -1.6912 -1.6793 -1.6505 -1.5954
 -1.5403 -1.4930 -1.4499 -1.4100 -1.3727 -1.2933 -1.2382 -1.2089 -1.2020 -1.2129
 -1.2365 -1.2666 -1.2992 -1.3340 -1.3710 -1.4108 -1.4541 -1.5011 -1.5517 -1.6043
 -2.0291 -1.9708 -1.9017 -1.8253 -1.7485 -1.6789 -1.6205 -1.5765 -1.5506 -1.5369
 -1.5145 -1.4787 -1.4401 -1.4027 -1.3675 -1.2924 -1.2402 -1.2123 -1.2059 -1.2170
 -1.2411 -1.2726 -1.3070 -1.3427 -1.3799 -1.4189 -1.4600 -1.5041 -1.5520 -1.6049
 -1.6584
 -1.9501 -1.9033 -1.8498 -1.7884 -1.7214 -1.6541 -1.5914 -1.5368 -1.4918 -1.4578
 -1.4364 -1.4225 -1.4068 -1.3848 -1.3574 -1.2885 -1.2392 -1.2127 -1.2068 -1.2178
 -1.2422 -1.2754 -1.3121 -1.3499 -1.3883 -1.4276 -1.4676 -1.5095 -1.5546 -1.6041
 -1.6585
 -1.8717 -1.8293 -1.7862 -1.7386 -1.6852 -1.6278 -1.5697 -1.5145 -1.4653 -1.4229
 -1.3883 -1.3622 -1.3447 -1.3325 -1.3204 -1.2785 -1.2343 -1.2097 -1.2043 -1.2152
 -1.2399 -1.2746 -1.3142 -1.3551 -1.3959 -1.4367 -1.4782 -1.5203 -1.5637 -1.6098
 -1.6588
 -1.7994 -1.7565 -1.7176 -1.6789 -1.6377 -1.5925 -1.5443 -1.4950 -1.4476 -1.4041
 -1.3658 -1.3333 -1.3072 -1.2876 -1.2736 -1.2497 -1.2245 -1.2035 -1.1987 -1.2091
 -1.2332 -1.2685 -1.3107 -1.3551 -1.3993 -1.4428 -1.4860 -1.5290 -1.5722 -1.6165
 -1.6627
 -1.7384 -1.6891 -1.6499 -1.6144 -1.5800 -1.5450 -1.5077 -1.4680 -1.4273 -1.3871
 -1.3496 -1.3160 -1.2870 -1.2630 -1.2440 -1.2153 -1.2014 -1.1922 -1.1900 -1.2004
 -1.2236 -1.2585 -1.3022 -1.3499 -1.3980 -1.4451 -1.4911 -1.5362 -1.5807 -1.6253
 -1.6701
 -1.6927 -1.6321 -1.5878 -1.5514 -1.5189 -1.4888 -1.4596 -1.4294 -1.3977 -1.3647
 -1.3317 -1.3003 -1.2717 -1.2467 -1.2257 -1.1906 -1.1761 -1.1733 -1.1776
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.6874 -2.5187 -2.3429 -2.1881 -2.0497 -1.9249 -1.8318 -1.7575 -1.6943 -1.6309
 -1.5725 -1.5176 -1.4659 -1.4172 -1.3713 -1.2698 -1.1927 -1.1455 -1.1257
 -2.5432 -2.4982 -2.3483 -2.1882 -2.0478 -1.9225 -1.8235 -1.7465 -1.6802 -1.6190
 -1.5628 -1.5104 -1.4611 -1.4147 -1.3708 -1.2753 -1.2045 -1.1618 -1.1471 -1.1553
 -2.3279 -2.3244 -2.3139 -2.1919 -2.0510 -1.9263 -1.8203 -1.7375 -1.6697 -1.6091
 -1.5551 -1.5050 -1.4581 -1.4139 -1.3722 -1.2815 -1.2151 -1.1761 -1.1631 -1.1710
 -1.1929
 -2.2545 -2.1550 -2.1177 -2.1275 -2.0500 -1.9317 -1.8231 -1.7324 -1.6608 -1.6003
 -1.5475 -1.4994 -1.4547 -1.4127 -1.3732 -1.2869 -1.2238 -1.1875 -1.1757 -1.1835
 -1.2049 -1.2336
 -2.2085 -2.1014 -2.0043 -1.9435 -1.9346 -1.9119 -1.8259 -1.7332 -1.6549 -1.5925
 -1.5394 -1.4928 -1.4500 -1.4101 -1.3726 -1.2906 -1.2305 -1.1961 -1.1854 -1.1931
 -1.2143 -1.2431 -1.2755 -1.3107
 -2.1585 -2.0648 -1.9660 -1.8748 -1.8054 -1.7674 -1.7563 -1.7218 -1.6533 -1.5861
 -1.5310 -1.4848 -1.4435 -1.4054 -1.3698 -1.2923 -1.2350 -1.2023 -1.1923 -1.2001
 -1.2212 -1.2505 -1.2836 -1.3190 -1.3566 -1.3972 -1.4417 -1.4909 -1.5436 -1.5953
 -2.1000 -2.0220 -1.9360 -1.8469 -1.7639 -1.6948 -1.6437 -1.6139 -1.5986 -1.5701
 -1.5221 -1.4755 -1.4352 -1.3987 -1.3648 -1.2914 -1.2371 -1.2059 -1.1964 -1.2044
 -1.2255 -1.2555 -1.2900 -1.3264 -1.3644 -1.4046 -1.4469 -1.4923 -1.5420 -1.5957
 -1.6492
 -2.0350 -1.9688 -1.8976 -1.8209 -1.7427 -1.6682 -1.6035 -1.5507 -1.5112 -1.4860
 -1.4701 -1.4495 -1.4205 -1.3886 -1.3571 -1.2879 -1.2365 -1.2068 -1.1978 -1.2056
 -1.2268 -1.2577 -1.2939 -1.3322 -1.3715 -1.4120 -1.4541 -1.4978 -1.5442 -1.5943
 -1.6492
 -1.9693 -1.9089 -1.8472 -1.7837 -1.7168 -1.6490 -1.5838 -1.5252 -1.4753 -1.4347
 -1.4037 -1.3827 -1.3678 -1.3538 -1.3365 -1.2805 -1.2325 -1.2046 -1.1961 -1.2040
 -1.2253 -1.2569 -1.2952 -1.3362 -1.3779 -1.4198 -1.4625 -1.5061 -1.5511 -1.5983
 -1.6491
 -1.9085 -1.8475 -1.7914 -1.7366 -1.6812 -1.6240 -1.5661 -1.5099 -1.4582 -1.4127
 -1.3743 -1.3430 -1.3189 -1.3018 -1.2896 -1.2615 -1.2256 -1.1997 -1.1917 -1.1992
 -1.2200 -1.2519 -1.2917 -1.3356 -1.3803 -1.4247 -1.4691 -1.5135 -1.5583 -1.6042
 -1.6519
 -1.8575 -1.7912 -1.7351 -1.6837 -1.6351 -1.5876 -1.5395 -1.4909 -1.4433 -1.3986
 -1.3583 -1.3234 -1.2941 -1.2705 -1.2525 -1.2257 -1.2078 -1.1911 -1.1844 -1.1918
 -1.2120 -1.2435 -1.2841 -1.3303 -1.3784 -1.4261 -1.4732 -1.5195 -1.5655 -1.6116
 -1.6577
 -1.8203 -1.7435 -1.6834 -1.6314 -1.5847 -1.5420 -1.5016 -1.4617 -1.4218 -1.3823
 -1.3444 -1.3097 -1.2790 -1.2527 -1.2312 -1.1963 -1.1810 -1.1745 -1.1739
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = G_RP 
 -2.6593 -2.4708 -2.2978 -2.1516 -2.0219 -1.9048 -1.8146 -1.7378 -1.6745 -1.6155
 -1.5596 -1.5070 -1.4579 -1.4119 -1.3686 -1.2721 -1.1963 -1.1450 -1.1207
