 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -4.5059 -4.1672 -3.9223 -3.6515 -3.3525 -3.1068 -2.9651 -2.8795 -2.7834 -2.6548
 -2.5098 -2.3531 -2.1960 -2.0483 -1.9067 -1.5851 -1.3121 -1.0955 -0.9209
 -4.1210 -3.7261 -3.4322 -3.1917 -2.9953 -2.8385 -2.7123 -2.6047 -2.5045 -2.4036
 -2.2958 -2.1758 -2.0429 -1.9065 -1.7766 -1.4908 -1.2533 -1.0621 -0.9119 -0.7973
 -3.8617 -3.4446 -3.1258 -2.8930 -2.7338 -2.6128 -2.5011 -2.3966 -2.3014 -2.2133
 -2.1239 -2.0273 -1.9164 -1.7942 -1.6750 -1.4165 -1.2065 -1.0367 -0.9050 -0.8027
 -0.7206
 -3.7280 -3.3227 -3.0031 -2.7554 -2.5680 -2.4297 -2.3315 -2.2552 -2.1741 -2.0839
 -1.9941 -1.9076 -1.8165 -1.7114 -1.6019 -1.3622 -1.1717 -1.0193 -0.9001 -0.8068
 -0.7313 -0.6679
 -3.6333 -3.2518 -2.9449 -2.6999 -2.5055 -2.3526 -2.2330 -2.1386 -2.0624 -1.9922
 -1.9118 -1.8235 -1.7379 -1.6477 -1.5494 -1.3243 -1.1467 -1.0072 -0.8986 -0.8133
 -0.7440 -0.6853 -0.6341 -0.5884
 -3.5345 -3.1864 -2.9014 -2.6683 -2.4769 -2.3194 -2.1899 -2.0830 -1.9926 -1.9130
 -1.8387 -1.7623 -1.6813 -1.5997 -1.5105 -1.2986 -1.1295 -0.9983 -0.8977 -0.8196
 -0.7564 -0.7029 -0.6559 -0.6136 -0.5749 -0.5396 -0.5080 -0.4815 -0.4627 -0.4556
 -3.4191 -3.1082 -2.8505 -2.6358 -2.4546 -2.3001 -2.1676 -2.0535 -1.9553 -1.8683
 -1.7880 -1.7108 -1.6340 -1.5596 -1.4809 -1.2816 -1.1180 -0.9916 -0.8958 -0.8233
 -0.7662 -0.7183 -0.6763 -0.6382 -0.6030 -0.5702 -0.5403 -0.5132 -0.4921 -0.4802
 -0.4799
