 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.5970 -5.5313 -5.7313 -5.6614 -5.4677 -5.2132 -4.9354 -4.7451 -4.5748 -4.3993
 -4.2349 -4.0828 -3.9437 -3.8143 -3.6944 -3.4372 -3.1925 -2.9637 -2.8350
 -5.5905 -5.3665 -5.1867 -5.0661 -4.9983 -4.8979 -4.7334 -4.5515 -4.3820 -4.2216
 -4.0699 -3.9286 -3.7983 -3.6783 -3.5669 -3.3206 -3.1149 -2.9518 -2.8299 -2.7379
 -5.3813 -5.1604 -4.9631 -4.7957 -4.6611 -4.5715 -4.5006 -4.3893 -4.2454 -4.0939
 -3.9524 -3.8206 -3.6988 -3.5868 -3.4839 -3.2608 -3.0793 -2.9356 -2.8265 -2.7431
 -2.6769
 -5.2150 -5.0126 -4.8204 -4.6471 -4.4953 -4.3644 -4.2575 -4.1789 -4.0983 -3.9901
 -3.8648 -3.7417 -3.6276 -3.5224 -3.4256 -3.2179 -3.0534 -2.9255 -2.8271 -2.7512
 -2.6901 -2.6394
 -5.0727 -4.8917 -4.7139 -4.5457 -4.3930 -4.2568 -4.1359 -4.0295 -3.9435 -3.8652
 -3.7795 -3.6792 -3.5751 -3.4760 -3.3846 -3.1882 -3.0347 -2.9179 -2.8291 -2.7604
 -2.7045 -2.6575 -2.6170 -2.5818
 -4.9499 -4.7847 -4.6246 -4.4670 -4.3188 -4.1835 -4.0619 -3.9526 -3.8547 -3.7673
 -3.6885 -3.6112 -3.5276 -3.4400 -3.3542 -3.1674 -3.0210 -2.9113 -2.8299 -2.7682
 -2.7181 -2.6756 -2.6386 -2.6056 -2.5745 -2.5468 -2.5244 -2.5088 -2.5011 -2.5020
 -4.8467 -4.6912 -4.5434 -4.3993 -4.2587 -4.1272 -4.0068 -3.8981 -3.8008 -3.7123
 -3.6303 -3.5532 -3.4790 -3.4046 -3.3290 -3.1521 -3.0107 -2.9042 -2.8278 -2.7723
 -2.7285 -2.6914 -2.6589 -2.6296 -2.6028 -2.5768 -2.5536 -2.5356 -2.5246 -2.5222
 -2.5293
 -4.7632 -4.6124 -4.4708 -4.3361 -4.2057 -4.0798 -3.9621 -3.8545 -3.7579 -3.6708
 -3.5909 -3.5155 -3.4427 -3.3725 -3.3038 -3.1406 -3.0031 -2.8982 -2.8234 -2.7715
 -2.7334 -2.7025 -2.6756 -2.6511 -2.6285 -2.6070 -2.5854 -2.5662 -2.5525 -2.5465
 -2.5498
 -4.6996 -4.5495 -4.4096 -4.2751 -4.1536 -4.0354 -3.9220 -3.8161 -3.7198 -3.6333
 -3.5549 -3.4825 -3.4134 -3.3462 -3.2806 -3.1274 -2.9960 -2.8927 -2.8172 -2.7663
 -2.7318 -2.7067 -2.6861 -2.6677 -2.6503 -2.6334 -2.6172 -2.6019 -2.5895 -2.5804
 -2.5741
 -4.6559 -4.5038 -4.3625 -4.2309 -4.1082 -3.9937 -3.8862 -3.7836 -3.6880 -3.6012
 -3.5231 -3.4523 -3.3864 -3.3226 -3.2607 -3.1161 -2.9900 -2.8886 -2.8128 -2.7606
 -2.7266 -2.7047 -2.6896 -2.6776 -2.6665 -2.6555 -2.6444 -2.6333 -2.6226 -2.6132
 -2.6050
 -4.6282 -4.4714 -4.3268 -4.1933 -4.0699 -3.9557 -3.8501 -3.7518 -3.6587 -3.5721
 -3.4935 -3.4227 -3.3584 -3.2984 -3.2409 -3.1045 -2.9832 -2.8841 -2.8088 -2.7551
 -2.7201 -2.6987 -2.6866 -2.6797 -2.6750 -2.6705 -2.6657 -2.6601 -2.6540 -2.6481
 -2.6431
 -4.5999 -4.4330 -4.2843 -4.1507 -4.0295 -3.9182 -3.8149 -3.7181 -3.6276 -3.5434
 -3.4657 -3.3945 -3.3302 -3.2718 -3.2173 -3.0907 -2.9754 -2.8788 -2.8041
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = G_BP 
 -5.9656 -5.8750 -5.7402 -5.4944 -5.2188 -4.9588 -4.7395 -4.5550 -4.3871 -4.2289
 -4.0796 -3.9408 -3.8131 -3.6955 -3.5872 -3.3546 -3.1495 -2.9660 -2.8343
 -5.6402 -5.4307 -5.3119 -5.2376 -5.0648 -4.8326 -4.6106 -4.4225 -4.2579 -4.1048
 -3.9612 -3.8282 -3.7065 -3.5959 -3.4949 -3.2767 -3.0948 -2.9436 -2.8238 -2.7313
 -5.4623 -5.2266 -5.0300 -4.8821 -4.8003 -4.7016 -4.5238 -4.3334 -4.1673 -4.0195
