 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -5.5481 -5.2053 -4.9569 -4.6834 -4.3826 -4.1366 -3.9938 -3.9082 -3.8136 -3.6881
 -3.5475 -3.3957 -3.2445 -3.1025 -2.9672 -2.6627 -2.4094 -2.2125 -2.0552
 -5.1616 -4.7646 -4.4694 -4.2283 -4.0318 -3.8755 -3.7501 -3.6441 -3.5461 -3.4483
 -3.3446 -3.2297 -3.1029 -2.9727 -2.8491 -2.5795 -2.3598 -2.1868 -2.0527 -1.9518
 -4.9015 -4.4836 -4.1649 -3.9329 -3.7749 -3.6554 -3.5459 -3.4441 -3.3520 -3.2675
 -3.1824 -3.0910 -2.9862 -2.8705 -2.7577 -2.5147 -2.3209 -2.1679 -2.0512 -1.9614
 -1.8898
 -4.7678 -4.3623 -4.0434 -3.7972 -3.6119 -3.4763 -3.3812 -3.3082 -3.2313 -3.1457
 -3.0609 -2.9796 -2.8944 -2.7959 -2.6930 -2.4683 -2.2927 -2.1558 -2.0506 -1.9688
 -1.9029 -1.8476
 -4.6731 -4.2921 -3.9863 -3.7431 -3.5512 -3.4015 -3.2858 -3.1955 -3.1236 -3.0582
 -2.9835 -2.9012 -2.8217 -2.7381 -2.6465 -2.4365 -2.2728 -2.1475 -2.0521 -1.9778
 -1.9174 -1.8663 -1.8218 -1.7822
 -4.5742 -4.2271 -3.9436 -3.7126 -3.5239 -3.3697 -3.2442 -3.1418 -3.0565 -2.9820
 -2.9131 -2.8425 -2.7678 -2.6929 -2.6108 -2.4144 -2.2587 -2.1408 -2.0531 -1.9858
 -1.9312 -1.8849 -1.8441 -1.8076 -1.7742 -1.7438 -1.7171 -1.6961 -1.6833 -1.6809
 -4.4582 -4.1487 -3.8929 -3.6806 -3.5023 -3.3512 -3.2226 -3.1131 -3.0200 -2.9386
 -2.8639 -2.7925 -2.7217 -2.6534 -2.5816 -2.3988 -2.2487 -2.1349 -2.0517 -1.9903
 -1.9419 -1.9011 -1.8651 -1.8324 -1.8021 -1.7739 -1.7485 -1.7258 -1.7095 -1.7030
 -1.7069
 -4.3319 -4.0574 -3.8290 -3.6374 -3.4737 -3.3310 -3.2052 -3.0939 -2.9959 -2.9098
 -2.8320 -2.7590 -2.6886 -2.6201 -2.5542 -2.3865 -2.2417 -2.1299 -2.0483 -1.9902
 -1.9472 -1.9124 -1.8820 -1.8544 -1.8285 -1.8038 -1.7807 -1.7596 -1.7418 -1.7297
 -1.7293
