 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_RP 
 -0.8223 -0.8090 -0.8383 -0.8459 -0.8165 -0.7892 -0.7972 -0.8226 -0.8287 -0.8021
 -0.7575 -0.6992 -0.6372 -0.5802 -0.5269 -0.4232 -0.3663 -0.3462 -0.3414
 -0.8264 -0.7725 -0.7473 -0.7323 -0.7255 -0.7271 -0.7336 -0.7395 -0.7394 -0.7303
 -0.7098 -0.6762 -0.6303 -0.5792 -0.5308 -0.4374 -0.3860 -0.3691 -0.3707 -0.3855
 -0.8289 -0.7569 -0.7028 -0.6701 -0.6626 -0.6680 -0.6721 -0.6733 -0.6738 -0.6733
 -0.6659 -0.6490 -0.6186 -0.5768 -0.5342 -0.4501 -0.4032 -0.3887 -0.3941 -0.4098
 -0.4317
 -0.8298 -0.7622 -0.7048 -0.6593 -0.6278 -0.6119 -0.6127 -0.6240 -0.6319 -0.6311
 -0.6258 -0.6176 -0.6021 -0.5730 -0.5371 -0.4613 -0.4179 -0.4050 -0.4117 -0.4279
 -0.4494 -0.4748
 -0.8106 -0.7550 -0.7047 -0.6603 -0.6234 -0.5960 -0.5794 -0.5728 -0.5755 -0.5828
 -0.5853 -0.5816 -0.5758 -0.5614 -0.5351 -0.4687 -0.4284 -0.4166 -0.4252 -0.4429
 -0.4651 -0.4903 -0.5182 -0.5484
 -0.7651 -0.7255 -0.6879 -0.6519 -0.6184 -0.5888 -0.5655 -0.5495 -0.5403 -0.5361
 -0.5356 -0.5354 -0.5337 -0.5311 -0.5195 -0.4700 -0.4333 -0.4223 -0.4332 -0.4539
 -0.4780 -0.5043 -0.5325 -0.5625 -0.5941 -0.6276 -0.6636 -0.7047 -0.7519 -0.8011
 -0.6941 -0.6712 -0.6487 -0.6255 -0.6011 -0.5764 -0.5532 -0.5334 -0.5187 -0.5085
 -0.5013 -0.4957 -0.4910 -0.4896 -0.4860 -0.4600 -0.4318 -0.4219 -0.4341 -0.4588
 -0.4868 -0.5157 -0.5455 -0.5761 -0.6078 -0.6406 -0.6752 -0.7119 -0.7538 -0.8026
 -0.8541
