 ID                  log(g) [Fe/H] Teff  E(B-V)  BC_1     BC_2    BC_3    BC_4   BC_5
205905204            2.5449 0.20300000000000001 4728   0      2.091   -0.081  0.590   -0.044  0.259  
205913955            2.5146 0.008  4846   0      2.014   -0.051  0.592   -0.020  0.261  
205919444            2.3779 -0.271 5005   0      1.912   -0.022  0.586   -0.001  0.257  
205921032            2.6367 -0.162 4771   0      2.058   -0.078  0.575   -0.055  0.246  
205925176            3.0742 -0.01699999999999999 4897   0      1.982   -0.041  0.589   -0.013  0.259  
