#Id,ALPHA,Av,Av2d,Av_68L,Av_68U,Av_95L,Av_95U,DDO51_finf,DDO51_finf_68L,DDO51_finf_68U,DDO51_finf_95L,DDO51_finf_95U,Gal_Rad,Glat,Glon,H,H_68L,H_68U,H_95L,H_95U,J,J_68L,J_68U,J_95L,J_95U,Kepler,Kepler_68L,Kepler_68U,Kepler_95L,Kepler_95U,Ks,Ks_68L,Ks_68U,Ks_95L,Ks_95U,Teff,Teff_err,W1,W1_68L,W1_68U,W1_95L,W1_95U,W2,W2_68L,W2_68U,W2_95L,W2_95U,W3,W3_68L,W3_68U,W3_95L,W3_95U,W4,W4_68L,W4_68U,W4_95L,W4_95U,X,Y,Z,age,age_68L,age_68U,age_95L,age_95U,age_err,alpha,dist,dist2d,dist_68L,dist_68U,dist_95L,dist_95U,dnu,dnu_err,feh,feh_err,fils,g,g_68L,g_68U,g_95L,g_95U,i,i_68L,i_68U,i_95L,i_95U,logAge,logg,logg_68L,logg_68U,logg_95L,logg_95U,logrho,logrho_68L,logrho_68U,logrho_95L,logrho_95U,m_seismo,mass,mass_68L,mass_68U,mass_95L,mass_95U,mass_err,mbol,mbol_68L,mbol_68U,mbol_95L,mbol_95U,mu0,mu02d,mu0_68L,mu0_68U,mu0_95L,mu0_95U,nfil,nmx,nmx_err,r,r_68L,r_68U,r_95L,r_95U,r_seismo,rad,rad_68L,rad_68U,rad_95L,rad_95U,rad_err,z,z_68L,z_68U,z_95L,z_95U,lgs,sig_Z,sig_Gal_Rad,sig_age,sig_mass,Rgaia,radius_val,Kabs,glogg,parallax,parallax_error,dist_ABJ,sig_dist_ABJ,BC_K,BC_G,A_K,sfd_A_K,Lumo,gLumo
206159629,,0.1079,0.1,-0.035,0.2571,-0.1788,0.4048,1.9271,1.75,2.1258,1.59,2.3608,7.29419054041835,-48.206,48.262,-0.9390000000000001,-1.036,-0.8303,-1.13,-0.7209,-0.3566,-0.47,-0.2438,-0.57,-0.1173,1.3056,1.163,1.45,1.03,1.6164,-1.0391,-1.1308,-0.9302,-1.2268,-0.8302,4576,70,-1.0819,-1.1892,-0.9899,-1.27,-0.8771,-0.9933,-1.0924,-0.8902,-1.19,-0.7882,-1.1071,-1.2096,-1.0102,-1.29,-0.8945,-1.1215,-1.21,-1.0123,-1.31,-0.9207,-7.185168205069232,1.2564129515373401,-1.8602052727109293,6.404,4.4157,9.2794,3.1989,14.3615,,0.001,2526.4341,2523.481,2435.0057,2617.583,2346.9292,2711.5643,5.901,0.091,0.225,0.21,griJHKs,2.1877,2.01,2.371,1.8504,2.5897,0.9412,0.81,1.0754,0.6906,1.2298,9.80645132324726,2.6718,2.6625,2.6824,2.6525,2.6922,-2.6888,-2.7038,-2.6752,-2.7172,-2.6613,1.4357873589260102,1.2161,1.1117,1.3589,0.9999,1.484,,1.1496,1.03,1.2814,0.91,1.4182,12.0125,12.01,11.9325,12.0895,11.8525,12.1661,6,60.25,1.25,1.2343,1.09,1.3784,0.9594,1.5501,3.3107846057330105e-05,8.4124,8.0538,8.7673,7.6913,9.0781,,0.7782,0.6606,0.9097,0.5474,1.0501,2.67714095876424,0.09128865,0.10431326579287199,2.43185,0.1236,11.517276781347817,,-1.73772200533959,2.3208046251094903,0.2703,0.0792,3.52235223522352,1.31057500797623,2.188,-0.135,0.005136503615085604,0.0,27.859570859471237,52.21967934264873
206166172,,0.011000000000000001,0.01,-0.125,0.1527,-0.2589,0.2849,1.9839,1.8176,2.1497,1.659,2.3096,8.066574514986721,-48.603,48.861000000000004,-0.7881,-0.8772,-0.6903,-0.97,-0.6272,-0.214,-0.3172,-0.11,-0.4098,-0.0302,1.4041,1.29,1.5496,1.1576,1.6501,-0.8851,-0.9718,-0.7899,-1.05,-0.713,4635,68,-0.9231,-1.011,-0.8303,-1.1044,-0.7699,-0.8438,-0.9344,-0.7503,-1.01,-0.6703,-0.9514,-1.05,-0.8686,-1.1236,-0.7902,-0.9628,-1.05,-0.8708,-1.1422,-0.8102,-8.06191860119053,0.27403078953182103,-0.3865400746375779,10.0053,7.0615,14.2914,5.4325,19.5521,,-0.035,550.2455,550.8077,531.4959,570.207,514.02,589.5046,6.103,0.08800000000000001,0.084,0.209,griJHKs,2.2602,2.09,2.4098,1.93,2.5567,1.0604,0.9482,1.1897,0.8378,1.2897,10.000230115100301,2.6685,2.6578,2.6774,2.6493,2.6874,-2.6599,-2.6719999999999997,-2.6463,-2.6863,-2.6362,1.22651310111907,1.0534,0.9505,1.1452,0.8833,1.2472,,1.2674,1.16,1.3897,1.0612,1.4897,8.7028,8.705,8.6275,8.7802,8.5549,8.8524,6,59.41,1.29,1.3295,1.2102,1.4697,1.0976,1.5897,3.51439684431063e-05,7.7657,7.4817,8.0798,7.2778,8.4097,,0.9135,0.8014,1.0298,0.69,1.1136,2.67382532124179,0.01935555,0.09994749032380901,3.61495,0.09735,8.018593495715628,7.52,-0.9725914364614939,2.6020151262805298,1.7554,0.0671,0.5700570057005699,0.022190465667469,2.149,-0.115,0.00962674014988855,0.0,24.98910500677174,26.643168936583265
206174388,,-0.0831,-0.08,-0.2052,0.0648,-0.3188,0.2149,1.9891,1.7668,2.1098,1.5584,2.1898,7.581341425620768,-48.77,49.306000000000004,-0.8648,-0.9552,-0.7902,-1.0766,-0.7702,-0.2711,-0.3758,-0.1903,-0.51,-0.1664,1.4,1.2409999999999999,1.4897,1.0704,1.5301,-0.963,-1.0506,-0.8903,-1.17,-0.868,4607,73,-1.0057,-1.09,-0.9305,-1.2094,-0.9102,-0.9228,-1.0132,-0.8503,-1.13,-0.8248,-1.0343,-1.13,-0.9699,-1.2274,-0.9303,-1.0471,-1.13,-0.9711,-1.247,-0.9499,-7.52729534672328,0.9036385201127471,-1.33548010761439,14.4786,10.3514,19.5133,6.6665,20.1778,,0.175,1808.2918,1811.3401,1759.7461,1872.7928,1719.8872,1939.7095,5.437,0.081,-0.10800000000000001,0.213,griJHKs,2.2556,2.05,2.3787,1.8444,2.4501,1.0409,0.9034,1.1297,0.75,1.1688,10.1607265700331,2.592,2.5825,2.6017,2.5745,2.6124,-2.7577,-2.7712,-2.7463,-2.7838,-2.7346,1.16410872506356,0.953,0.8871,1.0455,0.8511,1.1594,,1.2389,1.0972,1.31,0.9566,1.3497,11.2863,11.29,11.2273,11.3624,11.1775,11.4387,6,50.2,1.15,1.3329,1.17,1.4189,1.0106,1.4697,2.34969302684392e-05,8.1103,7.9068,8.4671,7.7496,8.8297,,0.8776,0.7396,0.9497,0.602,0.9897,2.59935372289621,0.05652335,0.089095394370408,4.58095,0.0792,9.766694339892945,8.69,-1.38848032826253,2.49775835938277,0.4558,0.0453,2.2022202220222002,0.239563116728236,2.164,-0.13,0.008583900257945061,0.0,26.60340444473628,38.57967557115243
206177144,,0.0428,0.02,-0.095,0.1728,-0.225,0.3025,1.9464,1.79,2.1226,1.63,2.2803,7.89163262061685,-50.282,50.75899999999999,-0.8095,-0.8972,-0.7104,-0.9898,-0.6304,-0.2338,-0.3364,-0.1302,-0.43,-0.0313,1.3848,1.251,1.51,1.13,1.6342,-0.9017,-0.9922,-0.81,-1.0826,-0.7302,4617,67,-0.9408,-1.0312,-0.8503,-1.12,-0.7703,-0.8599,-0.9542,-0.7699,-1.0464,-0.6902,-0.9718,-1.07,-0.8879,-1.141,-0.7904,-0.981,-1.07,-0.8905,-1.157,-0.8102,-7.874180903345,0.524538387709505,-0.789638304407369,8.1786,5.9265,11.8809,4.3152,16.5286,,0.151,1059.8694,1061.6951,1024.4717,1096.4473,991.9734,1133.4146,6.2139999999999995,0.08800000000000001,-0.034,0.212,griJHKs,2.2182,2.069,2.3897,1.91,2.5379,1.0411,0.91,1.1511,0.802,1.27,9.91267896818098,2.6871,2.6775,2.6969,2.6675,2.7057,-2.6432,-2.657,-2.6313,-2.6689,-2.6188,1.29512653723014,1.0886,1.0092,1.2164,0.9243,1.3242,,1.254,1.13,1.3593,1.0252,1.4701,10.1263,10.13,10.0525,10.1999,9.9825,10.2719,6,62.09,1.31,1.3068,1.19,1.449,1.0654,1.5697,3.80035120879058e-05,7.8348,7.5211,8.1287,7.2657,8.4338,,0.8889,0.77,0.9973,0.6692,1.1098,2.6921424967464,0.035987800000000014,0.097242136077598,2.9772,0.1036,7.844116491593428,7.26,-0.913839741826285,2.70348409625123,0.9414,0.0485,1.06510651065107,0.056481828438958014,2.1590000000000003,-0.125,0.0055444983562423595,0.0,25.04297138933123,25.102564831511753
206183134,,0.1391,0.14,0.065,0.226,-0.0109,0.3051,1.2042,1.11,1.301,0.977,1.37,7.9306014968717005,-50.15600000000001,50.851000000000006,-1.4903,-1.5386,-1.4302,-1.5930000000000002,-1.3902,-0.9325,-0.99,-0.8841,-1.0576,-0.8498,0.6743,0.61,0.743,0.5086,0.7701,-1.5859,-1.6382,-1.5302,-1.6968,-1.49,4656,68,-1.63,-1.6786,-1.5704,-1.7369999999999999,-1.5302,-1.5422,-1.5994,-1.4902,-1.65,-1.4429,-1.6559,-1.71,-1.6014,-1.7572,-1.5502,-1.6649,-1.7194,-1.6102,-1.77,-1.56,-7.9164210329664515,0.474044439889408,-0.706774260808445,11.7449,8.8186,14.9586,7.4955,19.7176,,-0.035,954.066,954.9924,933.6197,976.0722,914.9765,996.5211,3.783,0.087,0.055999999999999994,0.209,griJHKs,1.4977,1.4018,1.5902,1.285,1.6698,0.3279,0.2708,0.3898,0.1916,0.4297,10.0698493234011,2.363,2.3525,2.3733,2.3425,2.3841,-3.0985,-3.1137,-3.0885,-3.1288,-3.0788,1.00236204579472,0.9788,0.9119,1.0402,0.8590000000000001,1.1058,,0.5462,0.4932,0.6098,0.41,0.6414,9.8979,9.9,9.8509,9.9474,9.807,9.9924,6,29.29,0.83,0.5997,0.5388,0.6697,0.445,0.7097,6.6723401608429295e-06,10.6741,10.3438,10.9134,10.1391,11.2363,,0.1808,0.13,0.2426,0.0512,0.2698,2.3676667571273597,0.02122625,0.06343755840188299,3.07,0.06415,9.983247881909948,8.79,-1.45465590966657,2.50952859612244,1.1051,0.0312,0.9060906090609059,0.025794695839944003,2.135,-0.107,0.010190595231937612,0.0,48.073412392566794,42.05194868413739
206187398,,0.0481,0.04,-0.155,0.2457,-0.3419,0.4349,0.6048,0.3998,0.8297,0.1734,0.99,7.42845163848967,-53.336999999999996,54.172,-2.4138,-2.5828,-2.2698,-2.7256,-2.1502,-1.7616,-1.942,-1.6099,-2.09,-1.4802,-0.018000000000000002,-0.2028,0.1698,-0.38299999999999995,0.3097,-2.5205,-2.6812,-2.3704,-2.83,-2.2562,4407,60,-2.5647,-2.73,-2.4195,-2.8836,-2.3099,-2.4693,-2.6412,-2.3302,-2.7828,-2.2103,-2.5866,-2.7602,-2.4499,-2.9019999999999997,-2.3302,-2.6168,-2.7778,-2.4699,-2.9189999999999996,-2.3504,-7.29481408760555,1.40270494853747,-2.3004764047174997,7.0649,4.217,12.4484,2.7861,19.6191,,0.161,2897.4192,2904.0221,2744.7325,3070.1577,2605.2528,3239.5358,1.8940000000000001,0.057,-0.257,0.213,griJHKs,0.9017,0.71,1.1294,0.49,1.2846,-0.3989,-0.57,-0.2106,-0.754,-0.0899,9.84910601901465,2.004,1.9911,2.0174,1.9775,2.0289,-3.6672,-3.6937,-3.6408,-3.7213,-3.6173,1.3507701320702499,1.0934,0.9289,1.2656,0.8279,1.4611,,-0.23199999999999998,-0.41,-0.0668,-0.57,0.063,12.3101,12.315,12.1925,12.4358,12.0792,12.5524,6,13.22,0.4,-0.0774,-0.266,0.1098,-0.4486,0.2497,7.34416741791861e-07,17.0161,15.9221,18.2744,15.0744,19.4961,,-0.5851,-0.77,-0.4224,-0.9298,-0.2903,2.0102438800294298,0.16271259999999999,0.167052863981913,4.1157,0.16835,14.07802249213775,11.19,-2.12610367543961,2.14053232883259,0.4124,0.0525,2.43324332433243,0.35751628336662394,2.296,-0.21100000000000002,0.012988572103331882,0.0,98.05794560811275,67.11908716166126
206188504,,0.0176,0.02,-0.085,0.1007,-0.175,0.201,1.5564,1.43,1.6419,1.1918,1.7301,7.3674066032663,-48.675,49.698,-1.1541,-1.2422,-1.0903,-1.361,-1.0502,-0.5678,-0.6512,-0.4904,-0.7994,-0.4703,1.043,0.93,1.1108,0.7574,1.1698,-1.2413,-1.33,-1.1774,-1.45,-1.1373,4614,78,-1.281,-1.37,-1.2173,-1.49,-1.1774,-1.2095,-1.3014,-1.1503,-1.4182,-1.1102,-1.3169,-1.4014,-1.2502,-1.5190000000000001,-1.2103,-1.3328,-1.41,-1.2586,-1.5382,-1.2302,-7.2643244332222405,1.22811668286941,-1.8077686907518,14.8609,11.3658,19.715999999999998,7.034,20.1788,,0.157,2438.6839999999997,2432.2044,2379.578,2505.1275,2336.1458,2583.4994,4.354,0.071,-0.36200000000000004,0.212,griJHKs,1.8427,1.7214,1.9298,1.49,2.0183,0.7027,0.5962,0.7697,0.43,0.8136,10.1720451117932,2.4526,2.4431,2.4624,2.4337,2.4724,-2.9539999999999997,-2.9662,-2.9384,-2.9826,-2.9238,1.04457245626214,0.8681,0.8165,0.9603,0.787,1.0902,,0.9038,0.8022,0.9701,0.6448,1.0098,11.9358,11.93,11.8825,11.9941,11.8425,12.061,6,35.98,0.92,0.9775,0.8692,1.0498,0.6996,1.1097,1.0808276397659401e-05,9.1595,8.9125,9.5463,8.7498,10.0797,,0.5503,0.4416,0.6101,0.29,0.6515,2.4550408537269197,0.06277475,0.073312793090684,4.1751,0.0719,8.136785650181341,7.07,-0.9884192100363479,2.62677797383046,0.4625,0.0336,2.16621662166217,0.165083597155841,2.156,-0.133,0.006402606626200667,0.0,34.138499188409966,26.940561390791935
206189690,,0.0107,0.01,-0.125,0.1433,-0.255,0.2723,2.1799,2.0504,2.39,1.87,2.5333,7.5565034492213705,-48.095,49.232,-0.3938,-0.488,-0.3103,-0.57,-0.2365,0.154,0.05,0.252,-0.0494,0.33,1.7013,1.588,1.85,1.45,1.95,-0.4774,-0.5632,-0.3902,-0.6542,-0.3299,4716,79,-0.5153,-0.6018,-0.4303,-0.69,-0.3684,-0.4427,-0.53,-0.3536,-0.6212,-0.2902,-0.5444,-0.63,-0.4583,-0.7114,-0.3902,-0.5535,-0.6408,-0.4702,-0.73,-0.4098,-7.49846172796494,0.9347813072262159,-1.35097733077939,10.0685,7.3282,14.5396,5.3728,19.2674,,0.127,1847.9802,1853.5318,1788.5454,1909.5217,1735.8014,1973.2462,8.158,0.105,-0.155,0.212,griJHKs,2.4494,2.33,2.6588,2.15,2.7921,1.3793,1.27,1.5117,1.15,1.6087,10.0029647744021,2.8298,2.8186,2.8375,2.8125,2.8482,-2.4116,-2.4237,-2.4005,-2.4343,-2.3888,1.16903866023283,1.0022,0.9257,1.1015,0.8673,1.2022,,1.6016,1.4984,1.7297,1.371,1.8097,11.3335,11.34,11.2625,11.4046,11.1975,11.4759,6,85.35,1.72,1.6351,1.51,1.7715,1.39,1.8885,9.099917696264007e-05,6.3653,6.1224,6.5758,5.9588,6.8226,,1.2414,1.1422,1.3696,1.0202,1.4497,2.83493132328712,0.06048815,0.09221975972745199,3.6057,0.0879,6.073928697209893,5.32,-0.389760836103623,2.84719318362776,0.5614,0.0349,1.7851785178517898,0.115219268526314,2.093,-0.096,0.010698100477457045,0.0,17.993824052305545,16.384194474678043
206191788,,0.1598,0.17,0.0088,0.2849,-0.1421,0.4048,1.7095,1.59,1.9163,1.47,2.0692,7.783607430022402,-53.923,54.966,-0.6106,-0.69,-0.4961,-0.79,-0.4303,-0.1173,-0.19,0.0249,-0.2908,0.1097,1.341,1.23,1.4998,1.1102,1.6102,-0.6867,-0.77,-0.5804,-0.85,-0.4964,4812,81,-0.7168,-0.7984,-0.6102,-0.89,-0.5398,-0.6658,-0.75,-0.5561,-0.85,-0.4881,-0.7506,-0.83,-0.642,-0.9204,-0.5703,-0.764,-0.85,-0.6613,-0.93,-0.5791,-7.7422011583817305,0.80178915423726,-1.31878329380024,6.0677,4.5186,9.3871,3.2734,12.6234,,0.19899999999999998,1662.8557,1659.5872,1602.2491,1719.8169,1547.6402,1776.1774,7.546,0.10300000000000001,-0.721,0.213,griJHKs,1.984,1.85,2.1827,1.73,2.3388,1.0449,0.9390000000000001,1.19,0.8426,1.3096,9.783024100202141,2.7872,2.7775,2.7969999999999997,2.7694,2.8074,-2.4836,-2.4976,-2.4713,-2.5093,-2.4588,1.18428783667952,1.0739,0.9593,1.1625,0.8953,1.2757,,1.2774,1.17,1.4184,1.0698,1.5298,11.1043,11.1,11.0237,11.1774,10.9483,11.2474,6,76.48,1.59,1.2731,1.1634,1.4301,1.0554,1.5497,7.047318977590308e-05,6.8564,6.5766,7.1268,6.3387,7.3556,,0.9298,0.8316,1.0697,0.73,1.1741,2.79165158822679,0.058783900000000014,0.104238868699979,3.3194,0.1016,7.609878696827083,6.97,-0.9014726067511859,2.6685307303187797,0.5462,0.0544,1.84218421842184,0.20241364020231,2.022,-0.085,0.01635142511565783,0.0,22.63003871791057,27.87715646625184
206192826,,0.1003,0.1,-0.0587,0.2548,-0.215,0.3878,1.4995,1.37,1.7223,1.21,1.8866,7.509061645068611,-53.653999999999996,54.706,-0.9903,-1.082,-0.8699,-1.17,-0.7728,-0.4571,-0.5454,-0.3103,-0.6502,-0.21,1.0662,0.9586,1.2497,0.8178,1.3698,-1.0673,-1.1572,-0.9498,-1.25,-0.8618,4784,82,-1.1051,-1.19,-0.9842,-1.29,-0.9042,-1.0475,-1.13,-0.9183,-1.23,-0.8338,-1.1347,-1.2162,-1.0102,-1.3156,-0.9303,-1.1481,-1.23,-1.0243,-1.33,-0.9451,-7.39862599302433,1.28309789368749,-2.11241536304522,7.9106,5.1262,11.3503,3.5892,15.8912,,0.011000000000000001,2652.5147,2648.4999,2543.9,2753.5693,2451.1504,2854.2262,5.59,0.085,-0.324,0.21,griJHKs,1.785,1.6584,2.0098,1.49,2.1656,0.7726,0.65,0.9227,0.53,1.0452,9.89820942493975,2.613,2.6025,2.6233,2.5925,2.6332,-2.7424,-2.7552,-2.7263,-2.7692,-2.7138,1.1930679359495502,1.0496,0.932,1.148,0.8559,1.2647,,0.9964,0.87,1.1344,0.75,1.2485,12.1183,12.115,12.0275,12.1995,11.9468,12.2774,6,51.54,1.18,1.0176,0.89,1.1796,0.7616,1.3097,2.59862285780832e-05,8.2669,7.9068,8.6295,7.6208,8.9702,,0.6249,0.5294,0.7897,0.4004,0.8898,2.61898089932991,0.10483465,0.117272086217356,3.11205,0.10800000000000001,8.501839870145421,6.85,-1.13979762333944,2.56035088683756,0.3616,0.0384,2.76327632763276,0.32146598080898,2.0469999999999997,-0.079,0.014344984504890848,0.0,32.139608502129896,33.99233949180357
206196455,,0.0978,0.1,-0.004,0.1648,-0.085,0.2513,0.7298,0.63,0.8339,0.53,0.9309,7.75647345475015,-53.351000000000006,54.503,-1.5632,-1.63,-1.5201,-1.7172,-1.4899,-1.0685,-1.13,-1.0147,-1.2294,-0.9899,0.3659,0.29,0.4459,0.19699999999999998,0.5098,-1.6334,-1.6978,-1.5903,-1.79,-1.5641,4922,82,-1.6676,-1.7378,-1.6303,-1.814,-1.5903,-1.6172,-1.682,-1.5702,-1.77,-1.5352,-1.7012,-1.77,-1.6609,-1.85,-1.6254,-1.71,-1.7792,-1.6703,-1.8582,-1.6302,-7.71184605803884,0.8308494637144391,-1.3465904367116601,18.0793,12.7791,20.1781,8.2035,20.1785,,0.203,1709.6593,1702.1583,1676.8719,1747.3210000000001,1647.8208,1788.5022,3.638,0.087,-0.371,0.213,griJHKs,1.0167,0.9129999999999999,1.1297,0.81,1.2328,0.0768,0.0094,0.1497,-0.09,0.1967,10.2571816113151,2.3005,2.289,2.3124,2.2775,2.323,-3.1679,-3.1836,-3.1513,-3.1988,-3.1339,0.694675748171408,0.8107,0.7906,0.8806,0.7726,0.9638,,0.311,0.23,0.3725,0.1398,0.4301,11.1645,11.155,11.1225,11.2119,11.0845,11.2624,6,23.93,0.8,0.3018,0.21899999999999997,0.3701,0.13,0.4342,5.183445439057251e-06,10.6069,10.4232,10.9797,10.2329,11.3493,,-0.0352,-0.1026,0.0296,-0.2016,0.0702,2.29195440292168,0.03522455,0.06030371483391,5.3002,0.0699,9.005203188628073,8.5,-1.3010586228916001,2.4508480037145297,0.6919,0.05,1.4521452145214495,0.11073442353504401,1.9609999999999999,-0.044000000000000004,0.013198622355738258,0.0,59.28351097240679,42.73109286479414
206196672,,-0.0039,-0.01,-0.1277,0.135,-0.2363,0.2748,1.1583,0.9786,1.2901,0.833,1.4301,7.85439894529922,-47.945,49.31,-1.3795,-1.5148,-1.3503,-1.5928,-1.3302,-0.8683,-1.0332,-0.8502,-1.1116,-0.8102,0.6269,0.4766,0.7101,0.3746,0.8098,-1.4676,-1.6108,-1.4503,-1.6792,-1.4303,4807,74,-1.5084,-1.6494,-1.4902,-1.716,-1.4702,-1.4265,-1.5719999999999998,-1.41,-1.6474,-1.3902,-1.5366,-1.6706,-1.5104,-1.75,-1.5005,-1.5427,-1.6702,-1.5102,-1.75,-1.5099,-7.8356028956442305,0.543056215956782,-0.7683974194139319,1.3963,1.1074,1.4618,0.8831,1.4618,,-0.022000000000000002,1069.2011,1064.1431,1029.2005,1108.7435,1003.4597,1138.6989,5.949,0.09300000000000001,0.41,0.21,griJHKs,1.4365,1.2662,1.5696,1.1256,1.7097,0.3036,0.17,0.385,0.06,0.4501,9.14497873802003,2.7399,2.7325,2.7483,2.7262,2.7574,-2.7108,-2.7238,-2.6988,-2.7363,-2.6874,2.2596381707366002,2.0011,1.9768,2.3149,1.9768,2.4868,,0.5512,0.41,0.6155,0.3178,0.6902,10.1453,10.135,10.0625,10.2242,10.0075,10.282,6,69.12,1.27,0.5436,0.3966,0.6298,0.29,0.723,3.95647446500036e-05,10.0316,9.9541,10.6681,9.8628,10.9592,,0.1746,0.0476,0.2497,-0.05,0.3064,2.7474816901600096,0.039771499999999994,0.10382040483295901,0.2889,0.3138,10.423260118355078,10.24,-1.5943662843631798,2.45486710392125,0.9189,0.0475,1.09210921092109,0.058062448696620986,2.044,-0.052000000000000005,0.008630858659608002,0.0,48.242236333126485,52.0827815535165
206201523,,0.023,0.03,-0.0853,0.1448,-0.205,0.2678,1.1369,0.97,1.2539,0.81,1.3793,7.14067812141168,-48.245,49.71,-1.6606,-1.7742,-1.6103,-1.9102,-1.5902,-1.0403,-1.1686,-0.9903,-1.3198,-0.9702,0.615,0.4652,0.69,0.3078,0.7501,-1.7588,-1.8746,-1.7103,-1.9948,-1.6703,4516,69,-1.8033,-1.9146,-1.7502,-2.05,-1.7232,-1.7209999999999999,-1.8324,-1.6702,-1.9672,-1.6502,-1.8297,-1.9536,-1.7899,-2.0704,-1.7503,-1.8483,-1.9536,-1.7903,-2.089,-1.7702,-6.962071719344982,1.587085822602,-2.30812648146877,19.9526,12.0199,20.1761,7.4765,20.1784,,0.18100000000000002,3124.3546,3126.0785,3051.4069,3227.7131,3002.6172,3372.8514,2.948,0.065,-0.292,0.213,griJHKs,1.4387,1.2724,1.55,1.1176,1.6697,0.2627,0.1212,0.3301,-0.042,0.3701,10.299999496117001,2.2218,2.2106,2.2324,2.1991,2.2425,-3.2932,-3.3146,-3.2787,-3.3353,-3.2638,0.991494233697542,0.8719,0.8128,0.9557,0.7838,1.0813,,0.4522,0.3154,0.5098,0.171,0.5497,12.4738,12.475,12.4225,12.5445,12.3875,12.64,6,21.25,0.63,0.5529,0.4042,0.6298,0.2436,0.6898,2.89514618927503e-06,11.8257,11.5345,12.4193,11.324000000000002,13.1311,,0.0967,-0.0468,0.1501,-0.1942,0.1898,2.22167680063764,0.08815310000000001,0.080566248055121,7.9327,0.07145,13.806690128820184,,-2.11258284612962,2.01812407512018,0.2638,0.037000000000000005,3.7353735373537402,0.587406778485372,2.222,-0.16699999999999998,0.00961929976940155,0.0,52.22277886560655,71.18449666356733
206207543,,0.0218,0.02,-0.055,0.1163,-0.135,0.2196,0.9573,0.8112,1.0696,0.63,1.2188,7.56617936261277,-49.824,51.306999999999995,-1.6089,-1.6472,-1.5702,-1.85,-1.5361,-1.0721,-1.1296,-1.0303,-1.33,-0.975,0.4751,0.3738,0.5497,0.1858,0.6498,-1.6955,-1.73,-1.6574,-1.93,-1.62,4765,73,-1.7342,-1.77,-1.699,-1.97,-1.6609,-1.6584,-1.69,-1.6133,-1.8992,-1.5902,-1.7603,-1.7994,-1.7302,-1.9968,-1.6903,-1.7713,-1.7996,-1.7303,-2.01,-1.7039,-7.49896860930524,1.0062504379537,-1.5024998435860601,3.9652,3.3497,4.6422,2.0999,5.5566,,-0.004,1998.372,2004.4722,1971.5596,2025.3009,1945.0019,2058.1839999999997,4.137,0.077,-0.042,0.21,grJHKs,1.2461,1.11,1.3665,0.9229999999999999,1.5097,0.151,0.07,0.2207,-0.1366,0.2898,9.598265097506287,2.4621,2.4525,2.4718,2.4425,2.4811,-3.0225,-3.0334,-3.0113,-3.0512,-2.9972,1.42156465643873,1.3207,1.2656,1.3866,1.2022,1.6354,,0.3796,0.3088,0.4498,0.1044,0.5098,11.5034,11.51,11.474,11.5324,11.4446,11.5674,5,36.65,0.88,0.3998,0.31,0.4825,0.1064,0.5697,1.01008079084616e-05,11.0771,10.9144,11.2524,10.7152,12.2379,,0.0163,-0.0638,0.0701,-0.26899999999999996,0.1298,2.47004633108917,0.02687065,0.03810326439724298,0.64625,0.0605,10.723052911458618,10.44,-1.63939021491163,2.55017767245558,0.5102,0.0361,1.96519651965197,0.14573378653667698,2.064,-0.075,0.01019259577515434,0.0,56.79293360621216,53.220511920813706
206211780,,0.0172,0.02,-0.155,0.1348,-0.3041,0.2549,1.9421,1.8364,2.1897,1.69,2.3376,7.939296898378941,-50.008,51.599,-0.4629,-0.55,-0.3604,-0.63,-0.2667,0.0552,-0.03,0.1862,-0.13,0.2796,1.5258,1.43,1.7117,1.31,1.8297,-0.5357,-0.63,-0.4462,-0.7044,-0.3503,4806,76,-0.5711,-0.6514,-0.4702,-0.7412,-0.39,-0.5179,-0.6,-0.4102,-0.69,-0.3261,-0.6009,-0.69,-0.5085,-0.77,-0.4185,-0.6128,-0.6926,-0.5103,-0.7818,-0.43,-7.9250138467708595,0.47601551350727705,-0.698307813887182,6.3868,4.7315,9.8513,3.5253,13.9586,,0.054000000000000006,945.1158,941.8895,913.1877,976.0837,880.2782,1008.0508,8.377,0.105,-0.364,0.21100000000000002,griJHKs,2.2177,2.11,2.4617,1.9664,2.6097,1.2251,1.13,1.39,1.0266,1.5097,9.805283316618867,2.8531,2.8425,2.8616,2.8325,2.8696,-2.394,-2.4052,-2.3813,-2.4183,-2.3713,1.22076739439404,1.0931,0.9999,1.1986,0.9099,1.294,,1.4523,1.37,1.6237,1.2586,1.7297,9.8774,9.87,9.8028,9.9474,9.7231,10.0174,6,88.86,1.76,1.4592,1.37,1.6488,1.25,1.7657,0.00010084511412200002,6.4526,6.2178,6.6979999999999995,5.95,6.8871,,1.1059999999999999,1.01,1.2551,0.91,1.367,2.85653909176364,0.031448000000000004,0.09359851002193101,3.4645,0.09935,6.075241174629358,5.89,-0.407933511588164,2.8700251859823798,1.128,0.0504,0.8880888088808879,0.040590764681121,2.032,-0.076,0.007301906254297393,0.0,19.943210962331477,17.67879427896283
