#Id,ALPHA,Av,Av2d,Av_68L,Av_68U,Av_95L,Av_95U,DDO51_finf,DDO51_finf_68L,DDO51_finf_68U,DDO51_finf_95L,DDO51_finf_95U,Gal_Rad,Glat,Glon,H,H_68L,H_68U,H_95L,H_95U,J,J_68L,J_68U,J_95L,J_95U,Kepler,Kepler_68L,Kepler_68U,Kepler_95L,Kepler_95U,Ks,Ks_68L,Ks_68U,Ks_95L,Ks_95U,Teff,Teff_err,W1,W1_68L,W1_68U,W1_95L,W1_95U,W2,W2_68L,W2_68U,W2_95L,W2_95U,W3,W3_68L,W3_68U,W3_95L,W3_95U,W4,W4_68L,W4_68U,W4_95L,W4_95U,X,Y,Z,age,age_68L,age_68U,age_95L,age_95U,age_err,alpha,dist,dist2d,dist_68L,dist_68U,dist_95L,dist_95U,dnu,dnu_err,feh,feh_err,fils,g,g_68L,g_68U,g_95L,g_95U,i,i_68L,i_68U,i_95L,i_95U,logAge,logg,logg_68L,logg_68U,logg_95L,logg_95U,logrho,logrho_68L,logrho_68U,logrho_95L,logrho_95U,m_seismo,mass,mass_68L,mass_68U,mass_95L,mass_95U,mass_err,mbol,mbol_68L,mbol_68U,mbol_95L,mbol_95U,mu0,mu02d,mu0_68L,mu0_68U,mu0_95L,mu0_95U,nfil,nmx,nmx_err,r,r_68L,r_68U,r_95L,r_95U,r_seismo,rad,rad_68L,rad_68U,rad_95L,rad_95U,rad_err,z,z_68L,z_68U,z_95L,z_95U,lgs,sig_Z,sig_Gal_Rad,sig_age,sig_mass,Rgaia,radius_val,Kabs,glogg,parallax,parallax_error,dist_ABJ,sig_dist_ABJ,BC_K,BC_G,A_K,sfd_A_K,Lumo,gLumo
212312807,0.085,0.1361,0.14,-0.0306,0.3149,-0.195,0.4756,2.2858,2.07,2.4921,1.89,2.6886,8.06900445452876,44.8,315.569,-0.6496,-0.7362,-0.5503,-0.8246,-0.4902,-0.0589,-0.1606,0.0498,-0.2696,0.11,1.624,1.4742,1.7701,1.3398,1.8896,-0.7511,-0.83,-0.652,-0.93,-0.6081,4558,100,-0.7945,-0.8852,-0.7103,-0.9666,-0.6503,-0.7047,-0.7912,-0.6103,-0.8772,-0.5503,-0.8184,-0.9068,-0.7303,-0.9888,-0.6702,-0.8308,-0.9226,-0.7503,-1.003,-0.6902,-8.06576697554914,-0.228551927022895,0.350447092279296,10.7373,7.6736,15.4605,5.8425,20.1765,,0.085,460.1071,460.2567,443.8742,476.9815,430.0311,494.0167,6.6739999999999995,0.08800000000000001,0.271,0.21100000000000002,grJHKs,2.5435,2.3306,2.7301,2.1542,2.9097,1.2571,1.13,1.3949,1.0022,1.4897,10.0308950874605,2.7244,2.7133,2.7324,2.7075,2.7441,-2.5824,-2.5947,-2.5713,-2.6063,-2.5606,1.26576542077816,1.0844,0.9862,1.1740000000000002,0.9259999999999999,1.2764,,1.4611,1.3436,1.5897,1.22,1.6697,8.3143,8.315,8.2363,8.3925,8.1675,8.4687,5,68.21,1.4,1.5391,1.41,1.7082,1.27,1.8263,4.785058518890421e-05,7.3858,7.145,7.6729,6.9502,7.9402,,1.0838,0.9686,1.2101,0.8504,1.2897,2.7301761095781703,0.01655365,0.102470336728178,3.89345,0.0939,5.325488158445889,4.75,-0.065913545048258,3.06492788165407,2.9582200000000003,0.1412,0.339033903390339,0.016641788583625,2.201,-0.141,0.012396895312453974,0.0,21.13892508518851,10.990226927870427
212316597,0.285,0.2506,0.23,0.0814,0.5049,-0.0744,0.7151,0.5992,0.25,0.6936,0.05,0.8232,7.51435213160413,44.01,320.603,-2.0197,-2.21,-1.9222,-2.31,-1.8,-1.4668,-1.69,-1.3694,-1.7914,-1.2302,0.1175,-0.1568,0.2297,-0.3242,0.3498,-2.1019,-2.29,-2.0075,-2.39,-1.8878,4849,100,-2.1398,-2.33,-2.0491,-2.4104,-1.9104,-2.0778,-2.27,-1.9844,-2.37,-1.8607,-2.1744,-2.35,-2.0703,-2.45,-1.9523,-2.1834,-2.3692,-2.0904,-2.4676,-1.9703,-7.48470150962929,-0.666881750759941,1.0393733922919002,2.2902,1.3646,3.1527,0.997,4.7299,,0.285,1460.9145,1475.7061,1391.4253,1546.9735,1344.3117,1645.4734,3.194,0.067,-0.365,0.214,griJHKs,0.8962,0.5426,0.9901,0.3442,1.1297,-0.2199,-0.4762,-0.1104,-0.6282,0.0097,9.35987341033274,2.3389,2.3275,2.3504,2.3175,2.3621,-3.2299,-3.2521,-3.2088,-3.2713,-3.1897,1.7219021102631298,1.4759,1.3238,1.7296,1.1684,1.8965,,-0.0143,-0.2626,0.0898,-0.39,0.2293,10.8231,10.845,10.7173,10.9474,10.6425,11.0815,6,27.43,0.68,0.0506,-0.2372,0.1498,-0.39,0.2827,4.5457061920001406e-06,13.4448,12.8825,14.501,12.1675,15.0671,,-0.3752,-0.6196,-0.2702,-0.741,-0.1303,2.34799279928714,0.07777410000000001,0.165583941562513,0.89405,0.2029,15.01284458425674,14.32,-2.40956511025244,1.94293128938815,0.55862,0.0534,1.8001800180018002,0.18850577354012304,2.0069999999999997,-0.062,0.030752000883221626,0.0,89.723861993307,111.87298954588998
212321350,0.045,0.1894,0.19,0.0669,0.3449,-0.095,0.5306,0.9691,0.797,1.09,0.65,1.3145,7.86876819078905,45.318999999999996,313.562,-1.5836,-1.6128,-1.5299,-1.75,-1.3718,-1.0528,-1.0974,-0.9899,-1.2312,-0.7902,0.515,0.39,0.5852,0.23,0.7889,-1.6654,-1.69,-1.6123,-1.83,-1.4581,4767,100,-1.7028,-1.73,-1.6544,-1.87,-1.5007,-1.6346,-1.67,-1.5859,-1.81,-1.4377,-1.7351,-1.767,-1.6903,-1.89,-1.5231,-1.742,-1.77,-1.6944,-1.91,-1.5465,-7.854976566057661,-0.4656779864439989,0.675393304422959,5.7899,4.8417,7.1864,3.4277,10.5353,,0.045,913.9347,916.2203,896.3961,930.4454,878.9215,951.6689,3.9730000000000003,0.076,-0.12,0.21100000000000002,rJHKs,1.2596,1.0958,1.3897,0.93,1.5986,0.1964,0.0844,0.2497,-0.07,0.4528,9.76267106289441,2.4117,2.4009,2.4224,2.3896,2.4324,-3.0645,-3.0759,-3.0538,-3.0938,-3.0357,1.1575104105312901,1.1451,1.0814,1.2008,0.9638,1.3441,,0.4256,0.313,0.4698,0.17,0.664,9.8046,9.81,9.7625,9.8435,9.7198,9.8924,4,32.42,0.85,0.4417,0.3198,0.5097,0.17,0.7326,8.24237473028844e-06,10.8956,10.7152,11.0874,10.1139,11.747,,0.057999999999999996,-0.0362,0.1098,-0.19,0.3017,2.41687648610086,0.01702465,0.051792793928064004,1.17235,0.0597,10.018968920481742,9.31,-1.4897556093188,2.37400505273958,1.14762,0.0441,0.8730873087308729,0.034094162469531,2.062,-0.077,0.008212618478104939,0.0,55.039368149748924,46.53901598022644
212325264,0.115,0.0541,0.13,-0.135,0.2348,-0.2863,0.3949,2.016,1.8666,2.3297,1.63,2.4528,7.774904300291411,44.87300000000001,317.39599999999996,-0.7645,-0.8886,-0.69,-0.9996,-0.6502,-0.1602,-0.31,-0.0822,-0.4278,-0.0302,1.4228,1.31,1.6345,1.1364,1.7097,-0.8693,-0.9786,-0.7903,-1.0866,-0.7502,4556,100,-0.9184,-1.0154,-0.8304,-1.13,-0.7956,-0.8244,-0.9438,-0.75,-1.0526,-0.7099,-0.9423,-1.05,-0.8627,-1.1658,-0.8299,-0.9594,-1.0532,-0.8702,-1.17,-0.8378,-7.75911659801021,-0.49522368397760397,0.7535820287641091,13.4722,8.2224,17.8834,5.5552,20.1777,,0.115,1032.3155,1023.2926,996.5518,1078.5809,969.5048,1125.8583,5.926,0.086,-0.01,0.212,griJHKs,2.2814,2.13,2.5703,1.91,2.6928,1.1871,0.97,1.2602,0.81,1.3211,10.1294385214724,2.6509,2.6421,2.6625,2.6333,2.6724,-2.6830000000000003,-2.6962,-2.6712,-2.7088,-2.6594,1.23759764543705,1.0073,0.9353,1.1219,0.8953,1.2528,,1.3808,1.1802,1.4497,1.0358,1.5097,10.0691,10.05,9.9925,10.1643,9.9327,10.2574,6,57.79,1.25,1.3489,1.244,1.5698,1.07,1.6466,3.1955637446719604e-05,7.8464,7.5509,8.1341,7.4131,8.5303,,1.0053,0.8248,1.0896,0.6674,1.1297,2.6580854517947596,0.04101455,0.117363841490069,4.8305,0.0933,8.396766999217276,7.7,-1.06697977033595,2.57664437780309,0.85882,0.0438,1.16711671167117,0.061211229292265,2.199,-0.146,0.02860578081652183,0.0,23.815860609862217,27.274047706183136
212326550,0.11,0.6705,0.3,0.265,0.7886,0.095,1.018,1.2329,1.035,1.5096,0.8744,1.7898,8.000461426899559,43.88800000000001,322.462,-1.5968,-1.63,-1.3436,-1.6582,-1.1703,-1.0445,-1.09,-0.7515,-1.13,-0.5682,0.6153,0.49,0.9112,0.41,1.1368,-1.6923,-1.73,-1.4419,-1.75,-1.2701,4519,100,-1.7319,-1.77,-1.4809999999999999,-1.7914,-1.3102,-1.6517,-1.69,-1.4048,-1.71,-1.2305,-1.758,-1.79,-1.5045,-1.8294,-1.3503,-1.7694,-1.81,-1.5254,-1.83,-1.3565,-7.99710286836599,-0.23179464204370398,0.3919634677089871,3.9451,3.3497,7.6751,3.0549,14.4924,,0.11,527.8704,529.6634,449.4381,536.4005,425.1087,548.7464,4.226,0.077,-0.114,0.212,griJHKs,1.5157,1.3230000000000002,1.7897,1.17,2.061,0.2537,0.15,0.5489999999999999,0.09,0.7621,9.596058016138027,2.4698,2.4575,2.4783,2.4475,2.4882,-3.0138,-3.0229,-2.9713,-3.0338,-2.9506,1.29678438279635,1.3763,1.097,1.4453,0.937,1.4995,,0.4723,0.39,0.7609999999999999,0.33,0.9556,8.6126,8.62,8.2633,8.6474,8.1425,8.6969,6,37.55,0.9,0.5354,0.4214,0.8498,0.33,1.0634,1.0516463920264699e-05,11.1604,10.0823,11.4276,9.4189,11.6081,,0.0917,0.01,0.3855,-0.038,0.5897,2.46907201163063,0.0434812,0.26539667609858,3.73,0.2793,9.516453628190137,8.19,-1.31575477375872,2.59270339147891,2.20452,0.0531,0.45304530453045294,0.011009281280461001,2.222,-0.162,0.017979357304827984,0.0,46.635798377082374,33.90862399709333
212327329,0.135,0.6108,0.51,0.495,0.7508,0.3537,0.885,0.1219,-0.03,0.2924,-0.1592,0.5501,6.8794105945004205,43.766999999999996,323.061,-2.0947,-2.21,-2.0002,-2.29,-1.8266,-1.6168,-1.7384,-1.5099,-1.8196,-1.3102,-0.2148,-0.35,-0.0719,-0.4524,0.1698,-2.1582,-2.2769999999999997,-2.07,-2.35,-1.8943,5093,100,-2.1881,-2.31,-2.1048,-2.383,-1.9302,-2.1572,-2.27,-2.0561,-2.35,-1.8802,-2.2237,-2.3368,-2.1303,-2.424,-1.97,-2.2369,-2.3574,-2.15,-2.43,-1.9751,-6.78521926909159,-1.13449971268078,1.8303237361831,1.5829,1.2283,2.2648,1.0351,3.9339,,0.135,2614.0952,2716.4394,2544.4262,2719.457000000001,2457.5359,2809.2493,3.417,0.065,-0.478,0.212,griJHKs,0.3954,0.23,0.5709,0.1052,0.8498,-0.4899,-0.63,-0.3692,-0.7140000000000001,-0.1302,9.19945347909483,2.367,2.3549,2.3775,2.3425,2.3892,-3.1981,-3.2153,-3.1813,-3.2306,-3.1588,1.60387716772835,1.56,1.4124,1.7429,1.1912,1.8828,,-0.2635,-0.39399999999999996,-0.1299,-0.4954,0.0897,12.0866,12.17,12.0279,12.1724,11.9525,12.243,6,28.6,0.72,-0.2715,-0.41,-0.1358,-0.51,0.1066,5.55933016889098e-06,13.333,12.9134,14.1238,11.9674,14.5342,,-0.598,-0.7206,-0.4704,-0.81,-0.2516,2.37679377084198,0.0875154,0.110606954354313,0.51825,0.16525,11.898285984826792,10.08,-1.95761147539724,2.5922351600126,0.37892,0.0598,2.6432643264326403,0.513639938722495,1.855,-0.012,0.02247637240022729,0.0,107.38435001814544,85.51731192684917
212328003,0.245,-0.0001,-0.02,-0.285,0.3177,-0.5161,0.6349,1.1035,0.85,1.337,0.5842,1.5097,7.8660306793433215,45.57,313.045,-1.7614,-1.8798,-1.6104,-2.0178,-1.5303,-1.138,-1.29,-0.988,-1.45,-0.9054,0.557,0.3462,0.73,0.13,0.8413,-1.8469,-1.9722,-1.7099,-2.11,-1.6324,4469,100,-1.8887,-2.0106,-1.7503,-2.1654,-1.6902,-1.8173,-1.9376,-1.6703,-2.0738,-1.5902,-1.9318,-2.05,-1.7887,-2.185,-1.7104,-1.9282,-2.0696,-1.8102,-2.202,-1.7303,-7.851504025936,-0.477831747669781,0.692514509529946,9.7449,5.4325,14.6335,3.6208,20.1774,,0.245,933.9925,939.7232,884.0972,987.3288,844.3061,1043.0772,3.033,0.067,-0.366,0.214,rJHKs,1.3886,1.1556,1.6296,0.8898,1.7897,0.1969,-0.008,0.3497,-0.2064,0.45,9.988777386842962,2.2665,2.2526,2.2774,2.2425,2.2906,-3.261,-3.2811,-3.2413,-3.3021,-3.2238,1.2409578356067499,1.025,0.8994,1.1627,0.8358,1.3365,,0.3805,0.1942,0.5297,0.0184,0.6298,9.8517,9.865,9.7325,9.9723,9.6325,10.0916,4,23.91,0.65,0.4861,0.2844,0.6697,0.0566,0.77,3.4301192028771704e-06,12.2542,11.6413,12.9986,11.2202,13.7712,,0.0197,-0.1666,0.1698,-0.3424,0.2696,2.2706256530707996,0.0516158,0.153047217267091,4.6005,0.13165,12.295161494057243,11.58,-1.8464716720634198,2.2406430084765403,1.0322200000000001,0.0432,0.972097209720972,0.04140823267285,2.252,-0.188,0.01072061353309069,0.0,53.77765699148432,54.13777756946118
212335603,0.115,0.2316,0.23,0.115,0.39399999999999996,-0.025,0.5342,1.1842,0.99,1.3107,0.8338,1.55,7.73927527557554,45.593999999999994,314.556,-1.2068,-1.31,-1.1071,-1.4202,-0.99,-0.6838,-0.81,-0.5868,-0.91,-0.4320000000000001,0.7783,0.6374,0.9096,0.51,1.1079999999999999,-1.2795,-1.3706,-1.1704,-1.49,-1.0683,4842,100,-1.3157,-1.41,-1.2115,-1.51,-1.0911,-1.2702,-1.3734,-1.17,-1.4836,-1.0499,-1.3495,-1.4480000000000002,-1.2502,-1.55,-1.1321,-1.3603,-1.4684,-1.2699,-1.5694,-1.1503,-7.716792379579751,-0.5894888986188039,0.86971565724961,4.4599,2.9854,6.2833,2.0682,10.1168,,0.115,1182.2634,1188.5022,1141.563,1224.674,1101.9956,1266.221,5.144,0.078,-0.652,0.212,griJHKs,1.4497,1.27,1.6,1.11,1.8425,0.4953,0.35,0.6053,0.23,0.7879999999999999,9.649325121058537,2.5803,2.5702,2.5924,2.5583,2.6024,-2.8127,-2.8288,-2.8003,-2.8429,-2.7838,1.31616674554138,1.1244,1.0519,1.2925,0.9289,1.4318,,0.7151,0.57,0.8226,0.4396,0.9898,10.3636,10.375,10.2875,10.4401,10.2109,10.5125,6,47.38,1.08,0.7279,0.5802,0.8497,0.45,1.042,2.0351152447254397e-05,9.0876,8.6696,9.4436,8.2794,9.9043,,0.3615,0.23,0.4744,0.11,0.6407,2.58504834856445,0.0415555,0.099984195775194,1.64895,0.1681,8.175028755456019,7.53,-1.06833593553379,2.41680761161835,0.8963200000000001,0.038,1.11911191119112,0.048303846225702995,2.005,-0.07400000000000001,0.017665315116674848,0.0,40.755673651964685,32.98133631940969
212336452,-99.9,0.4409,0.46,0.3341,0.5748,0.2076,0.6849,0.6542,0.53,0.7571,0.45,0.8905,6.73738301383159,45.44300000000001,315.791,-1.3846,-1.49,-1.2937,-1.5568,-1.1703,-0.9325,-1.0338,-0.8303,-1.11,-0.7116,0.3964,0.29,0.5091,0.2026,0.6297,-1.4473,-1.55,-1.3556,-1.63,-1.247,4970,100,-1.4819,-1.5842,-1.3902,-1.6502,-1.2702,-1.4967,-1.59,-1.3957,-1.67,-1.2904,-1.5234,-1.6238,-1.4304,-1.6902,-1.3103,-1.5472,-1.65,-1.4569999999999999,-1.7296,-1.3503,-6.51084093831337,-1.73242031593059,2.5444543096402996,3.7607,2.541,5.1592,2.0347,8.033,,-99.9,3541.1565,3531.8313,3428.309,3660.2062,3294.5039,3771.2908,4.724,0.079,-2.5810000000000004,0.2,grJHKs,0.8708,0.75,0.9823,0.659,1.11,0.1529,0.0364,0.2498,-0.0472,0.3697,9.57526869009851,2.5199,2.5075,2.5312,2.4977,2.5424,-2.8958,-2.91,-2.8813,-2.9227,-2.8663,1.1876681648325,1.1168,1.0056,1.2415,0.9078,1.3665,,0.3158,0.21,0.4266,0.1282,0.5496,12.7457,12.74,12.6754,12.8175,12.589,12.8825,5,40.34,1.0,0.3561,0.2312,0.45,0.1624,0.5898,1.4805173625732098e-05,9.552,9.1622,9.9863,8.7201,10.3266,,0.0477,-0.0596,0.1498,-0.1392,0.2698,2.52085498786826,0.11594860000000001,0.097944801577885,1.3091,0.11795,10.503204341300714,9.9,-1.6235401932315299,2.3078637197184504,0.22152,0.0289,4.41944194419442,0.623017634270045,1.8969999999999998,-0.08199999999999999,0.02339090718027595,0.0,49.980973676427574,60.43099074600704
212336837,0.04,0.3102,0.31,0.2368,0.3946,0.175,0.4801,1.2072,1.0544,1.3096,0.85,1.5208,7.912945049932599,44.44600000000001,321.307,-1.55,-1.59,-1.5184,-1.65,-1.2826,-1.0002,-1.0308,-0.9503,-1.11,-0.679,0.6638,0.55,0.7017,0.41,0.9658,-1.6457,-1.6782,-1.6103,-1.75,-1.3866,4598,100,-1.6866,-1.73,-1.6633,-1.79,-1.4272,-1.6041,-1.6394,-1.5702,-1.71,-1.3485,-1.7095,-1.7562,-1.69,-1.81,-1.4498,-1.7257,-1.7572,-1.6904,-1.83,-1.4735,-7.90672526654003,-0.31367964981850704,0.517880276889511,6.3449,5.4325,7.58,4.3152,13.1109,,0.04,702.8434,703.0722,691.385,713.6560000000003,681.4594,725.2742,4.056,0.075,0.17800000000000002,0.21100000000000002,griJHKs,1.5025,1.35,1.5983,1.15,1.8129,0.3105,0.21,0.3338,0.09,0.6071,9.802424781704099,2.4186,2.4075,2.4282,2.3975,2.4379,-3.0618,-3.0733,-3.0512,-3.0863,-3.0206,1.05113076859292,1.1806,1.1219,1.2386,0.9402,1.3243,,0.516,0.4354,0.5497,0.33,0.8106,9.2343,9.235,9.1986,9.2674,9.1672,9.3025,6,32.86,0.86,0.5913,0.4804,0.6297,0.33,0.8915,8.55121004014421e-06,10.9898,10.8143,11.1704,9.8801,11.5335,,0.1091,0.07,0.1763,-0.03,0.4534,2.4148929421905203,0.0111355,0.050243499040588,1.07375,0.05835,10.41283898429283,9.73,-1.53936562743435,2.36391604693869,1.4475200000000001,0.0406,0.6930693069306929,0.019568915845529,2.174,-0.125,0.01885386919124135,0.0,48.46698177429222,43.51156492575261
212343137,0.08,0.3028,0.31,0.175,0.4247,-0.0008,0.5248,1.7138,1.55,1.8787,1.4512,2.1497,7.62757602008534,44.32100000000001,322.626,-1.1308,-1.2182,-1.0302,-1.31,-0.9739,-0.5347,-0.63,-0.4238,-0.7178,-0.3502,1.1181,1.01,1.2678,0.91,1.4082,-1.2269,-1.3132,-1.1303,-1.41,-1.077,4461,100,-1.2694,-1.37,-1.1884,-1.4614,-1.1299,-1.1862,-1.275,-1.0903,-1.37,-1.037,-1.2966,-1.39,-1.2079,-1.4809999999999999,-1.1503,-1.3086,-1.4092,-1.2299,-1.4986,-1.1703,-7.609464087527,-0.525330603351561,0.8699149144879,11.3906,7.8523,15.8797,6.1334,20.1783,,0.08,1209.6516,1207.8138,1168.1535,1251.8302,1136.3184,1294.5258,4.647,0.077,0.025,0.21100000000000002,griJHKs,1.9904,1.8322,2.1496,1.7448,2.4098,0.7617,0.65,0.89,0.5589999999999999,1.0098,10.056546601149,2.5095,2.4975,2.5176,2.4883,2.5275,-2.8937,-2.9088,-2.88,-2.9243,-2.8663,1.1751904446236001,1.0027,0.9246,1.1124,0.8728,1.2358,,0.9612,0.85,1.0767,0.77,1.1867,10.4133,10.41,10.3375,10.4877,10.2775,10.5606,6,41.51,0.98,1.0494,0.93,1.1891,0.8446,1.3497,1.39667007708547e-05,9.1909,8.874,9.5941,8.6425,10.0448,,0.5984,0.49,0.716,0.41,0.8246,2.50980974462417,0.04183835,0.11289879795465302,4.0137,0.0939,10.948199544389292,10.18,-1.6045488135665,2.2165858047741898,0.66422,0.0479,1.51215121512151,0.11499004740996906,2.262,-0.184,0.01853673476049051,0.0,30.035544158083994,42.61915467751066
212351370,0.18,0.1335,0.13,-0.005,0.2903,-0.155,0.4693,0.478,0.35,0.5854,0.1702,0.7097,7.801640448698679,46.152,313.491,-1.6875,-1.755,-1.6502,-1.8554,-1.6102,-1.2205,-1.296,-1.1702,-1.41,-1.1105,0.1509,0.0448,0.23,-0.11,0.32299999999999995,-1.7526,-1.83,-1.729,-1.9084,-1.6703,5125,100,-1.7847,-1.8486,-1.7502,-1.9424,-1.7102,-1.7452,-1.8182,-1.7102,-1.9292,-1.6699,-1.817,-1.8884,-1.7903,-1.97,-1.7328,-1.8275,-1.8906,-1.7902,-1.9866,-1.7502,-7.78275400062145,-0.542525443257882,0.803825146828617,1.4047,1.2128,1.6027,1.0316,1.8832,,0.18,1079.4856,1081.434,1055.1395,1110.4228,1033.9512,1143.752,4.777,0.08900000000000001,-0.405,0.213,rJHKs,0.7433,0.61,0.8644,0.4124,0.9898,-0.1163,-0.2144,-0.05,-0.3564,0.0297,9.14758358242164,2.5641,2.5539,2.5724,2.5459,2.5824,-2.9198,-2.9325,-2.9087,-2.9462,-2.8963,1.5592091320033201,1.6563,1.6068,1.7658,1.5135,1.9026,,0.114,0.0186,0.1897,-0.1282,0.2698,10.1661,10.17,10.1165,10.2274,10.0725,10.2917,4,44.15,1.03,0.0904,-0.01,0.1695,-0.17,0.2524,1.68254916772217e-05,11.0651,10.9144,11.3505,10.6886,11.7476,,-0.2147,-0.302,-0.1503,-0.4486,-0.0902,2.56671854240233,0.02764165,0.072228979497745,0.19495,0.1095,7.878757699171171,7.78,-1.0626901715514399,2.58213204416326,1.2556200000000002,0.0576,0.798079807980798,0.037505870829804,1.8359999999999999,-0.005,0.0144864270418692,0.0,75.83622302621013,38.448685611274
212352700,0.185,0.2293,0.23,0.0297,0.4049,-0.1912,0.5549,0.4165,0.31,0.7165,0.23,0.9277,7.692861103915289,45.69300000000001,317.024,-1.7368,-1.79,-1.5132,-1.8738,-1.4303,-1.2707,-1.37,-1.0734,-1.4158,-0.9303,0.1,-0.0048,0.35,-0.07,0.5284,-1.8001,-1.85,-1.5796,-1.946,-1.5103,5027,100,-1.8336,-1.87,-1.6018,-1.97,-1.5374,-1.8047,-1.85,-1.5638,-1.9452,-1.4904,-1.8707,-1.91,-1.6404,-2.0042,-1.5703,-1.8821,-1.93,-1.6573,-2.028,-1.5903,-7.67068811156458,-0.583657313185198,0.902110133054843,5.0424,3.4277,9.437000000000001,2.9215,16.4093,,0.185,1225.7454,1224.6165,1158.244,1280.8098,1075.2267,1311.8410000000001,3.733,0.081,-0.7020000000000001,0.213,griJHKs,0.6827,0.59,1.0177,0.4742,1.2096,-0.1711,-0.27,0.0634,-0.3284,0.2296,9.70263729411756,2.3573,2.3425,2.3694,2.332,2.3824,-3.1294,-3.1463,-3.1039,-3.1562,-3.0813,1.02172655452501,1.0573,0.8857,1.148,0.8071,1.2587,,0.0564,-0.05,0.2936,-0.11,0.4578,10.442,10.44,10.319,10.5374,10.1575,10.5894,6,27.87,0.81,0.0423,-0.0584,0.2898,-0.13,0.4596,6.42372632293802e-06,11.2905,10.3001,11.533,9.9541,12.0206,,-0.2702,-0.37,-0.0475,-0.4252,0.1096,2.36273231095219,0.061282900000000015,0.148918941724582,4.3946,0.13115,9.98179611949011,9.19,-1.5521537529577898,2.33174482104475,0.8785200000000001,0.0479,1.14311431143114,0.064268912316335,1.89,-0.032,0.020045100817261862,0.0,73.08906748528759,57.12726873456123
212353324,-99.9,0.2202,0.22,0.0681,0.375,-0.065,0.5313,0.1789,0.01,0.289,-0.1228,0.3698,6.43144641378569,45.9,315.793,-2.0266,-2.1824,-1.9299,-2.301,-1.8503,-1.5379,-1.69,-1.4316,-1.8114,-1.3504,-0.1229,-0.29,-0.0183,-0.43,0.0527,-2.0876,-2.25,-1.9988,-2.37,-1.92,4950,100,-2.1268,-2.29,-2.0396,-2.399,-1.9503,-2.1503,-2.3008,-2.0502,-2.4178,-1.9704,-2.1825,-2.33,-2.0802,-2.4574,-2.0102,-2.2014,-2.3598,-2.1099,-2.4764,-2.0302,-6.05200541743289,-2.1764037770505302,3.24072813164066,10.2584,5.6715,15.3073,3.9165,20.1771,,-99.9,4485.3165,4487.4544,4297.8362,4704.3607,4135.2322,4929.2525,2.51,0.06,-2.551,0.2,grJHKs,0.4208,0.2454,0.5297,0.1092,0.6097,-0.3985,-0.57,-0.3033,-0.69,-0.2158,10.0110796292595,2.1253,2.1125,2.1394,2.1,2.1524,-3.4371,-3.4577,-3.4163,-3.4787,-3.3987,1.00073251158988,0.8556,0.7629,0.9953,0.703,1.1065,,-0.2187,-0.39,-0.1214,-0.5066,-0.0304,13.259,13.26,13.1662,13.3625,13.0825,13.4639,5,16.43,0.53,-0.1626,-0.342,-0.0703,-0.47,0.0113,1.69889776350451e-06,13.1031,12.5314,14.0245,12.087,14.7894,,-0.5226,-0.69,-0.4266,-0.81,-0.3409,2.12988106252669,0.20326225,0.140359432284858,4.8179,0.1162,11.191574120470626,,-1.7530768036230702,2.36554986867365,0.21902,0.0566,4.2604260426042595,1.25555542812957,1.915,-0.083,0.014592613022762624,0.0,92.54638016015232,67.51397463824469
212357707,0.1,0.0565,0.07,-0.1381,0.295,-0.325,0.5283,0.9913,0.6262,1.1297,0.42100000000000004,1.3497,7.7681389327771795,46.2,314.449,-1.7933,-2.01,-1.712,-2.1522,-1.5899,-1.2131,-1.45,-1.1153,-1.598,-0.9702,0.423,0.1332,0.5498,-0.0386,0.7301,-1.8925,-2.1024,-1.8102,-2.2428,-1.6903,4644,100,-1.9364,-2.15,-1.8593,-2.28,-1.7303,-1.8474,-2.0652,-1.7704,-2.2066,-1.6504,-1.9639,-2.1806,-1.8902,-2.31,-1.7608,-1.9752,-2.19,-1.9011,-2.33,-1.7847,-7.74792428316233,-0.560046231406062,0.8432926273495391,5.7597,3.8521,10.8343,2.49,16.4016,,0.1,1133.4569,1116.8631,1067.9476,1195.2448,1022.1154,1265.9007,3.016,0.069,-0.081,0.212,griJHKs,1.2854,0.93,1.4282,0.73,1.6449,0.0696,-0.2012,0.1898,-0.3544,0.3697,9.760399863329882,2.2663,2.2525,2.2784,2.2425,2.292,-3.2761,-3.3023,-3.2563,-3.325,-3.2363,1.29611952851386,1.1461,0.9682,1.2859,0.8671,1.4721,,0.2818,0.021,0.3898,-0.134,0.5497,10.272,10.24,10.1427,10.3873,10.0475,10.512,6,23.62,0.65,0.3483,0.07,0.4887,-0.1028,0.6697,3.41561027983666e-06,12.4722,12.0293,13.6129,11.4288,14.4345,,-0.0838,-0.35,0.0192,-0.4966,0.1897,2.27366689843561,0.0636486,0.161143054118986,5.0746,0.15885,13.322567657019798,12.6,-2.08029936132491,2.13557631956833,0.81092,0.0365,1.23612361236124,0.05680670146414499,2.141,-0.114,0.014461253925608476,0.0,64.95992382712826,74.11997138124266
