EPIC,ALPHA,Av,Av2d,Av_68L,Av_68U,Av_95L,Av_95U,DDO51_finf,DDO51_finf_68L,DDO51_finf_68U,DDO51_finf_95L,DDO51_finf_95U,Gal_Rad,Glat,Glon,H,H_68L,H_68U,H_95L,H_95U,J,J_68L,J_68U,J_95L,J_95U,Kepler,Kepler_68L,Kepler_68U,Kepler_95L,Kepler_95U,Ks,Ks_68L,Ks_68U,Ks_95L,Ks_95U,Teff,Teff_err,W1,W1_68L,W1_68U,W1_95L,W1_95U,W2,W2_68L,W2_68U,W2_95L,W2_95U,W3,W3_68L,W3_68U,W3_95L,W3_95U,W4,W4_68L,W4_68U,W4_95L,W4_95U,X,Y,Z,age,age_68L,age_68U,age_95L,age_95U,age_err,alpha,dist,dist2d,dist_68L,dist_68U,dist_95L,dist_95U,dnu,dnu_err,feh,feh_err,fils,g,g_68L,g_68U,g_95L,g_95U,i,i_68L,i_68U,i_95L,i_95U,logAge,logg,logg_68L,logg_68U,logg_95L,logg_95U,logrho,logrho_68L,logrho_68U,logrho_95L,logrho_95U,m_seismo,mass,mass_68L,mass_68U,mass_95L,mass_95U,mass_err,mbol,mbol_68L,mbol_68U,mbol_95L,mbol_95U,mu0,mu02d,mu0_68L,mu0_68U,mu0_95L,mu0_95U,nfil,nmx,nmx_err,r,r_68L,r_68U,r_95L,r_95U,r_seismo,rad,rad_68L,rad_68U,rad_95L,rad_95U,rad_err,z,z_68L,z_68U,z_95L,z_95U,lgs,sig_Z,sig_Gal_Rad,sig_age,sig_mass,Rgaia,radius_val,Kabs,glogg,parallax,parallax_error,dist_ABJ,sig_dist_ABJ
212309315,,0.0902,0.12,-0.045,0.2382,-0.1848,0.375,1.9829,1.8102,2.1701,1.63,2.3491,7.08075834789614,44.129,318.92,-0.622,-0.72,-0.5304,-0.81,-0.4407,-0.0705,-0.1848,0.0297,-0.2892,0.1296,1.4812,1.35,1.6284,1.21,1.7616,-0.7068,-0.81,-0.6258,-0.89,-0.5326,4709,83,-0.7504,-0.85,-0.6672,-0.93,-0.5758,-0.6726,-0.77,-0.5816,-0.87,-0.5029,-0.7752,-0.87,-0.6875,-0.966,-0.6099,-0.7855,-0.8722,-0.6902,-0.97,-0.6167,-6.98865261780599,-1.13836433927558,1.70322669872581,7.512,5.0699,10.4116,3.6728,14.9264,,0.211,2413.5298,2404.3625,2331.7392,2497.496,2262.0386,2589.3573,7.278,0.097,-0.154,0.213,griJHKs,2.2588,2.09,2.4395,1.91,2.6095,1.1604,1.03,1.287,0.9024,1.4096,9.87575557925806,2.7778,2.7683,2.7874,2.7575,2.7955,-2.51,-2.5233,-2.4987,-2.5341,-2.4863,1.28425939910157,1.1035,1.0232,1.2298,0.9332,1.3337,,1.3794,1.25,1.4964,1.13,1.6154,11.9133,11.905,11.8384,11.9875,11.7725,12.066,6,75.69,1.53,1.4129,1.2724,1.5497,1.1412,1.6897,6.41810165801411E-05,7.0763,6.8234,7.3616,6.5796,7.6196,,1.0213,0.89,1.1319,0.7742,1.2498,2.78244375008345,0.0828784,0.104318514236709,2.67085,0.1033,9.3565368228379,,-1.31471195774124,2.49013804630615,0.27772,0.0418,3.54935493549355,0.613566763890465
212317267,,0.1702,0.17,0.045,0.3171,-0.105,0.4518,2.1162,1.91,2.2299,1.81,2.4396,7.45584076582694,43.962,320.916,-0.2756,-0.37,-0.1821,-0.45,-0.0908,0.2371,0.1186,0.3301,0.05,0.4554,1.6987,1.5448,1.8101,1.456,1.9698,-0.3441,-0.45,-0.2669,-0.51,-0.1587,4879,81,-0.3797,-0.4712,-0.2903,-0.55,-0.2027,-0.3283,-0.43,-0.2418,-0.51,-0.1491,-0.4083,-0.51,-0.329,-0.5782,-0.2303,-0.4217,-0.5118,-0.3302,-0.59,-0.2418,-7.42193110563322,-0.710281767048144,1.11065800773664,8.1041,5.6144,11.6155,4.3152,17.1872,,0.137,1565.1654,1566.7513,1518.7975,1615.1337,1463.8611,1670.7228,9.274,0.12,-0.444,0.212,griJHKs,2.3826,2.17,2.4944,2.0754,2.7098,1.4071,1.2622,1.51,1.19,1.6676,9.908704791333,2.8956,2.8825,2.9031,2.8744,2.9124,-2.3122,-2.3238,-2.3,-2.3338,-2.2865,1.09436794811685,1.0105,0.9192,1.1065,0.8355,1.1863,,1.6348,1.49,1.7343,1.41,1.8801,10.9728,10.975,10.9075,11.041,10.8275,11.1145,6,97.39,1.96,1.6409,1.4872,1.7498,1.4016,1.9098,0.000136487725577,5.8698,5.6697,6.1095,5.43,6.2807,,1.2857,1.1548,1.3898,1.07,1.5229,2.89962067451465,0.0481681,0.096343751406091,3.00055,0.09365,5.71554316062258,5.23,-0.286859576903312,2.90439403082035,0.62082,0.0652,1.62616261626163,0.191469476809048
212319585,,0.2779,0.28,0.1307,0.425,-0.0067,0.5748,0.5295,0.3772,0.6697,0.23,0.7998,7.02027132096839,44.067,320.746,-1.6473,-1.77,-1.5302,-1.89,-1.4229,-1.1696,-1.301,-1.05,-1.4188,-0.9304,0.2275,0.073,0.3498,-0.05,0.4876,-1.7173,-1.8478,-1.6099,-1.953,-1.4902,4970,89,-1.7497,-1.87,-1.6329,-1.9906,-1.5302,-1.7496,-1.89,-1.6491,-1.9982,-1.5302,-1.7929,-1.9268,-1.6899,-2.0304,-1.5703,-1.8153,-1.9474,-1.7103,-2.0518,-1.5903,-6.93134630932677,-1.11384368750442,1.72643185910793,6.4105,3.7282,8.8109,2.498,13.0284,,0.384,2449.859,2449.0629,2355.2123,2555.529,2264.7483,2663.813,3.551,0.069,-1.831,0.216,griJHKs,0.7846,0.6236,0.9297,0.47,1.0657,-0.0428,-0.19,0.0774,-0.31,0.2092,9.8068919045223,2.3485,2.3375,2.3623,2.324,2.3724,-3.1283,-3.1473,-3.1113,-3.1662,-3.0962,1.1695040314091,0.9978,0.884,1.1323,0.7873,1.2763,,0.1485,0.01,0.2821,-0.13,0.399,11.9457,11.945,11.8602,12.0374,11.7751,12.1275,6,27.43,0.75,0.1805,0.0344,0.3097,-0.1062,0.43,5.68833264490701E-06,10.9449,10.4232,11.5727,9.9449,12.1904,,-0.1592,-0.2914,-0.0302,-0.419,0.0896,2.35334490159604,0.10015835,0.128799509915016,2.54135,0.12415,11.9765945908278,,-1.95018328779788,2.19200886296874,0.32792,0.0744,3.01530153015302,0.93231211970824
212320660,,0.2142,0.21,0.0675,0.3648,-0.085,0.5074,1.999,1.8234,2.1697,1.67,2.3628,7.88398815406862,44.173,320.392,-0.8363,-0.93,-0.7361,-1.0176,-0.6499,-0.2577,-0.364,-0.1503,-0.45,-0.0427,1.3824,1.2614,1.5297,1.146,1.67,-0.9356,-1.03,-0.8407,-1.1074,-0.7502,4604,66,-0.9779,-1.07,-0.8822,-1.15,-0.7953,-0.8931,-0.99,-0.7989,-1.07,-0.7087,-1.0028,-1.0986,-0.9102,-1.17,-0.8134,-1.0149,-1.11,-0.9238,-1.19,-0.8381,-7.87625135693832,-0.349190171427567,0.557757362697451,8.5431,6.0548,12.4409,4.5186,17.8508,,0.017,763.651,763.8358,736.9534,791.5576,711.6885,819.3746,6.052,0.088,0.185,0.21,grJHKs,2.2458,2.09,2.4231,1.9452,2.6102,1.0324,0.91,1.1592,0.8074,1.2897,9.93161548996287,2.6725,2.6625,2.6823,2.6525,2.6912,-2.6674,-2.6802,-2.6538,-2.6938,-2.6424,1.30253671227613,1.116,1.0092,1.2232,0.9259,1.3303,,1.2395,1.13,1.3669,1.03,1.4861,9.4145,9.415,9.3372,9.4924,9.2614,9.5674,5,60.14,1.28,1.3112,1.181,1.45,1.07,1.5963,3.48665164481521E-05,7.9867,7.6913,8.3328,7.4131,8.6197,,0.873,0.755,0.9898,0.658,1.1097,2.67767198086822,0.0273021,0.110681601690368,3.19305,0.107,8.91792668330703,7.36,-1.01805280138139,2.63961388620729,1.22842,0.0577,0.816081608160816,0.039300521900693
212321868,,0.1872,0.19,0.0093,0.4449,-0.1789,0.6148,0.4941,0.41,0.8118,0.2478,0.9298,7.16146399606168,44.079,321.009,-1.5619,-1.8176,-1.5303,-1.95,-1.4893,-1.0555,-1.334,-1.0302,-1.4622,-0.9702,0.3984,0.0754,0.4301,-0.0788,0.5097,-1.635,-1.8926,-1.6103,-2.003,-1.5503,5001,86,-1.6688,-1.931,-1.65,-2.04,-1.5903,-1.617,-1.88,-1.5904,-1.998,-1.5304,-1.7005,-1.9522,-1.6703,-2.07,-1.6186,-1.7136,-1.9732,-1.6903,-2.084,-1.6303,-7.09529320889236,-0.971277945149395,1.51791309910629,3.2883,2.9854,7.7832,2.0654,11.0761,,0.198,2148.8172,2167.7044,2115.9233,2433.4427,2072.5256,2553.3189,3.74,0.083,-0.411,0.213,griJHKs,0.7777,0.69,1.1057,0.51,1.2201,0.1071,-0.19,0.1467,-0.35,0.2048,9.51697143246933,2.3788,2.3675,2.3928,2.3575,2.4068,-3.0902,-3.1233,-3.0813,-3.1437,-3.0725,1.24501919473887,0.9914,0.9653,1.2821,0.8991,1.4519,,0.3375,0.033,0.3697,-0.1284,0.4297,11.661,11.68,11.6275,11.9311,11.5825,12.0355,6,29.92,0.82,0.3347,0.0196,0.3698,-0.15,0.431,6.90419199004746E-06,10.6305,10.5196,11.8952,10.2329,12.4745,,-0.0094,-0.31,0.0158,-0.45,0.085,2.39243091609111,0.1587597,0.233315292800091,4.4949,0.2907,8.15822890489855,11.13,-1.99019225508312,2.59258298782259,0.35802,0.0465,2.79027902790279,0.414938309077358
212322695,,0.0876,0.09,-0.1046,0.2348,-0.275,0.3843,1.4471,1.2914,1.7296,0.9666,1.9296,7.75004667218243,44.479,319.163,-1.1519,-1.29,-1.0446,-1.63,-0.9714,-0.5915,-0.73,-0.4557,-1.11,-0.3731,0.9626,0.8216,1.1698,0.4668,1.3298,-1.2445,-1.3688,-1.1303,-1.71,-1.0611,4699,71,-1.2853,-1.4068,-1.1702,-1.75,-1.1044,-1.208,-1.334,-1.0903,-1.67,-1.0177,-1.3118,-1.43,-1.1925,-1.77,-1.1227,-1.3218,-1.4466,-1.2104,-1.79,-1.1496,-7.73476509852836,-0.486448652576476,0.755663989805511,7.2674,4.5186,11.3122,1.8408,14.9544,,0.063,1042.6046,1042.3175,1001.1518,1085.49,962.7198,1131.2995,4.903,0.087,-0.176,0.211,griJHKs,1.7367,1.5796,2.0097,1.2404,2.19,0.6423,0.49,0.814,0.12,0.9501,9.86137906455709,2.5486,2.5375,2.561,2.5268,2.5724,-2.8499,-2.8663,-2.8318,-2.9055,-2.8138,1.29572114403467,1.098,0.9656,1.2245,0.9047,1.698,,0.8557,0.71,1.0196,0.3586,1.1497,10.0906,10.09,10.0025,10.1781,9.9175,10.2679,6,44.88,1.05,0.9032,0.75,1.097,0.3784,1.2501,1.72527764880367E-05,9.1268,8.6808,9.5931,8.4372,11.1156,,0.4982,0.3634,0.6696,-0.0262,0.77,2.55499647038443,0.0421691,0.122837088502139,3.3968,0.12945,8.37907004920719,8.4,-1.21059532665983,2.65197954224067,0.95292,0.0702,1.05610561056106,0.082609254844605
212323768,,0.1507,0.15,-0.035,0.3401,-0.2025,0.5249,0.6487,0.4538,0.8297,0.2342,0.95,7.46207643167436,44.409,319.678,-2.1545,-2.2944,-2.0102,-2.4444,-1.9303,-1.5517,-1.69,-1.3893,-1.8504,-1.3103,0.1273,-0.0464,0.2897,-0.2276,0.3897,-2.2513,-2.39,-2.1077,-2.5432,-2.0302,4542,65,-2.2812,-2.4318,-2.1499,-2.5828,-2.0702,-2.2134,-2.3526,-2.0703,-2.5016,-1.9903,-2.3256,-2.47,-2.1889,-2.6208,-2.1099,-2.3503,-2.4706,-2.1903,-2.63,-2.1198,-7.42537363975248,-0.739196173027816,1.14318277557005,9.2851,5.559,15.2187,3.6224,20.1788,,0.236,1599.1152,1603.2451,1517.3993,1684.647,1453.7844,1774.8019,2.233,0.064,-0.441,0.214,grJHKs,0.9637,0.7556,1.13,0.55,1.2589,-0.222,-0.395,-0.0699,-0.57,0.0228,9.96778658542791,2.0812,2.0675,2.0936,2.0566,2.1074,-3.5261,-3.5527,-3.5038,-3.5787,-3.4831,1.19041773692852,0.9878,0.8379,1.1117,0.7762,1.292,,-0.0383,-0.204,0.1096,-0.3784,0.1898,11.0194,11.025,10.9055,11.1325,10.8125,11.2457,5,15.55,0.48,0.062,-0.1076,0.2297,-0.29,0.3292,1.21902059569639E-06,14.803,13.8676,15.7177,13.366,16.843,,-0.4103,-0.5656,-0.2499,-0.73,-0.158,2.08729485792956,0.08362385,0.160778076113681,4.82985,0.1369,14.1062854178522,14.19,-2.41360276210826,2.0977897053819,0.53912,0.0371,1.86018601860186,0.133928531222343
212326456,,0.0856,0.09,-0.076,0.2448,-0.225,0.4042,1.0185,0.8252,1.1898,0.61,1.3163,6.8262219663984,44.603,319.092,-1.9875,-2.128,-1.89,-2.2626,-1.8303,-1.3538,-1.486,-1.2302,-1.6356,-1.1703,0.3848,0.2316,0.5298,0.05,0.6098,-2.0924,-2.2262,-1.9903,-2.37,-1.937,4428,63,-2.1432,-2.27,-2.034,-2.4224,-1.9899,-2.0565,-2.1862,-1.95,-2.3206,-1.8903,-2.1723,-2.3058,-2.0699,-2.4406,-2.0104,-2.1927,-2.31,-2.0759,-2.458,-2.0302,-6.68194148724506,-1.39605311344994,2.12427937173539,11.9536,7.3384,17.1749,4.7512,20.178,,0.151,2994.2472,2992.2648,2870.1199,3136.8084,2783.1719,3292.1767,2.418,0.059,-0.15,0.212,griJHKs,1.3027,1.119,1.4701,0.9114,1.59,0.0114,-0.1344,0.1497,-0.3172,0.2101,10.0774987190651,2.1306,2.1186,2.1424,2.1075,2.1543,-3.4556,-3.478,-3.4363,-3.5013,-3.4192,1.20841648763285,0.9895,0.8684,1.1014,0.8279,1.2767,,0.186,0.0422,0.3098,-0.1226,0.3696,12.3814,12.38,12.2895,12.4824,12.2227,12.5874,6,17.6,0.51,0.3361,0.1682,0.4697,-0.0166,0.5501,1.59738170363209E-06,13.976,13.3193,14.7916,13.0017,15.799,,-0.1746,-0.3218,-0.0502,-0.4888,0.0097,2.13555737354234,0.13334425,0.137995551686918,4.91825,0.1165,15.0428428822185,10.93,-1.98700817361972,2.06926667423587,0.31722,0.0544,3.12331233123312,0.65593151035551
212328705,,0.34,0.43,0.185,0.4924,0.035,0.6438,1.3448,1.1654,1.5296,0.8464,1.7098,8.04494753929826,44.83,318.208,-1.139,-1.2418,-1.0302,-1.5162,-0.9503,-0.616,-0.725,-0.4902,-1.03,-0.3975,0.9005,0.755,1.0497,0.4298,1.1898,-1.2113,-1.3172,-1.1104,-1.59,-1.0328,4808,76,-1.2495,-1.3552,-1.1498,-1.63,-1.0766,-1.1922,-1.29,-1.0783,-1.5682,-1.0103,-1.2818,-1.39,-1.1845,-1.6616,-1.1099,-1.2958,-1.3952,-1.19,-1.67,-1.1219,-8.04166246971532,-0.229881780994839,0.369065566618789,3.5261,2.541,5.4084,1.3032,6.9322,,0.054,486.3847,478.63,472.1499,507.5627,456.1523,525.3933,5.635,0.082,-0.235,0.211,griJHKs,1.6388,1.4464,1.8101,1.1284,1.9897,0.5897,0.4558,0.7297,0.13,0.8518,9.54729462470532,2.6481,2.6375,2.6588,2.6275,2.6703,-2.7395,-2.7513,-2.722,-2.7813,-2.7063,1.46067445972962,1.3051,1.164,1.4329,1.0867,1.8618,,0.816,0.6834,0.9501,0.3768,1.0697,8.4349,8.4,8.3704,8.5274,8.2955,8.6024,6,55.59,1.19,0.8352,0.69,0.9822,0.35,1.1136,2.85526474558638E-05,8.8615,8.4746,9.2459,8.249,10.4217,,0.4604,0.33,0.5906,0.0208,0.7096,2.65291980316075,0.0177064,0.108972795352911,1.4337,0.13445,9.16926580481133,7.45,-1.16876145371714,2.60258039758968,2.02032,0.0408,0.495049504950495,0.010048791855549
212329105,,0.1257,0.13,-0.055,0.2988,-0.225,0.472,0.8126,0.6242,1.0297,0.43,1.2194,7.58242855652208,44.83,318.276,-2.1719,-2.321,-2.05,-2.4594,-1.93,-1.5607,-1.71,-1.4149,-1.8616,-1.2902,0.1478,-0.0088,0.3297,-0.1696,0.4897,-2.281,-2.4202,-2.1503,-2.5564,-2.0302,4487,62,-2.3274,-2.4802,-2.2098,-2.61,-2.0842,-2.2322,-2.3802,-2.1103,-2.5168,-1.9903,-2.3571,-2.5002,-2.2303,-2.6356,-2.11,-2.3672,-2.5174,-2.2499,-2.65,-2.1293,-7.55339971087765,-0.662854148719758,1.01464071880224,3.1218,1.9999,4.7296,1.2514,6.9968,,0.087,1404.3348,1402.8135,1340.5096,1473.9488,1283.0099,1546.9715,2.667,0.06,0.214,0.211,griJHKs,1.1028,0.91,1.3017,0.7234,1.4898,-0.2323,-0.3746,-0.0503,-0.53,0.1005,9.49440507627968,2.2357,2.2246,2.2474,2.213,2.2574,-3.3815,-3.4062,-3.3612,-3.4288,-3.3409,1.69413898798365,1.4229,1.3185,1.7216,1.1476,1.9406,,-0.0366,-0.19,0.116,-0.33,0.2671,10.7374,10.735,10.6363,10.8424,10.5412,10.9474,6,22.3,0.56,0.0799,-0.0726,0.2701,-0.2378,0.4296,2.47861211407489E-06,15.1474,14.2653,16.067,13.5819,17.1367,,-0.4091,-0.55,-0.2385,-0.71,-0.1057,2.24122379743955,0.0667196,0.142894763048122,1.36485,0.2987,17.5212664780776,13.94,-2.17462348660202,2.04434185143589,0.71942,0.0379,1.3951395139514,0.075525225587853
212330911,,0.3313,0.35,0.235,0.4287,0.1297,0.535,1.0087,0.87,1.0776,0.6724,1.1901,6.86364897473876,44.424,320.616,-1.5238,-1.6324,-1.4703,-1.7798,-1.4498,-0.959,-1.0776,-0.9099,-1.2262,-0.8703,0.5909,0.4626,0.6497,0.27,0.7117,-1.604,-1.7134,-1.5502,-1.85,-1.5186,4708,79,-1.6422,-1.7534,-1.5903,-1.89,-1.5591,-1.5866,-1.6904,-1.5302,-1.8286,-1.5102,-1.6812,-1.7922,-1.6302,-1.917,-1.5903,-1.6897,-1.81,-1.648,-1.9314,-1.6102,-6.74486436656915,-1.27140942462219,1.98580808827445,16.3924,12.0254,20.1754,7.4748,20.1782,,0.253,2805.6588,2798.9809,2743.8478,2893.9156,2694.6355,3007.2309,3.267,0.065,-0.634,0.214,griJHKs,1.3053,1.17,1.3796,0.97,1.4911,0.2707,0.15,0.3296,-0.03,0.3841,10.2146425429818,2.2705,2.2614,2.2824,2.2512,2.2924,-3.2032,-3.2244,-3.1888,-3.2463,-3.1738,0.908219547094671,0.7822,0.7516,0.8859,0.7311,1.0002,,0.4708,0.3548,0.5298,0.181,0.5701,12.2402,12.235,12.1918,12.3074,12.1525,12.3908,6,23.18,0.69,0.529,0.403,0.59,0.21,0.6555,3.96013112696888E-06,10.7875,10.4983,11.3246,10.3276,11.9627,,0.1234,0.01,0.1853,-0.1588,0.2297,2.26847255833812,0.0750339,0.084931527542055,4.075,0.1037,12.4166566382188,9.02,-1.63717959689519,2.20860569586435,0.31512,0.0303,3.16231623162316,0.325374099854686
212333310,,0.1274,0.13,0.035,0.226,-0.048,0.335,1.5423,1.3968,1.6298,1.27,1.7231,6.81239817782256,44.871,318.7,-0.9066,-1.0054,-0.8702,-1.0932,-0.8303,-0.3583,-0.4536,-0.3104,-0.5666,-0.2903,1.1444,1.0254,1.2097,0.8934,1.2498,-0.9866,-1.07,-0.9347,-1.1692,-0.9103,4800,94,-1.0258,-1.105,-0.9703,-1.2082,-0.9503,-0.9679,-1.0638,-0.9303,-1.168,-0.9102,-1.0586,-1.1436,-1.0103,-1.2474,-0.9903,-1.0686,-1.1636,-1.0302,-1.2504,-0.9903,-6.65955416489809,-1.43495897432246,2.18607486654275,19.9526,12.7909,20.1779,8.5153,20.1789,,0.231,3067.838,3076.0962,3002.6172,3152.3341,2954.6088,3258.6755,5.116,0.082,-0.574,0.214,griJHKs,1.8389,1.69,1.9271,1.55,2.0088,0.8365,0.7196,0.8898,0.603,0.9298,10.299999496117,2.5286,2.5196,2.5374,2.5125,2.5474,-2.8183,-2.8336,-2.8063,-2.8463,-2.7931,0.91171891430465,0.8013,0.762,0.8758,0.7379,0.9639,,1.0508,0.944,1.1097,0.829,1.1497,12.4342,12.44,12.3875,12.4932,12.3525,12.5652,6,41.8,1.08,1.0839,0.968,1.1497,0.8384,1.1898,1.76822534322255E-05,8.0643,7.8343,8.336,7.6913,8.6686,,0.703,0.59,0.7508,0.4816,0.7897,2.52873780008768,0.07485845,0.075469454719663,7.1617,0.0569,9.3550208922386,8.04,-1.2843924571728,2.45833096805329,0.24922,0.0277,3.96639663966397,0.472958955987043
212334630,,0.1604,0.16,0.0461,0.2748,-0.0477,0.4148,2.0502,1.83,2.1621,1.6188,2.2498,6.64796311965672,44.299,321.681,-0.7926,-0.8868,-0.7502,-1.0026,-0.7302,-0.1892,-0.304,-0.1502,-0.4352,-0.1303,1.4556,1.3056,1.5297,1.1322,1.5697,-0.8928,-0.9842,-0.8503,-1.1004,-0.8299,4586,83,-0.9378,-1.024,-0.8903,-1.139,-0.8699,-0.8492,-0.9456,-0.8103,-1.0614,-0.7902,-0.9647,-1.05,-0.915,-1.1584,-0.8903,-0.9787,-1.0634,-0.9303,-1.177,-0.9102,-6.49425375840596,-1.42129580374602,2.25798257884718,18.8476,12.3197,20.1775,7.7233,20.1785,,0.25,3202.7997,3206.2689,3129.6804,3294.1003,3072.5574,3408.1296,5.573,0.086,-0.149,0.214,griJHKs,2.3011,2.1146,2.4296,1.9072,2.5096,1.1049,0.9714,1.1696,0.81,1.2018,10.2752560562333,2.6009,2.5925,2.6106,2.5825,2.619,-2.7394,-2.7509,-2.7263,-2.7637,-2.7148,1.10082759322669,0.9106,0.8709,1.0004,0.8394,1.1102,,1.3041,1.17,1.355,1.0266,1.3897,12.5276,12.53,12.4775,12.5887,12.4375,12.6626,6,51.04,1.18,1.3862,1.246,1.4697,1.0734,1.5097,2.5042945927404E-05,7.9007,7.7275,8.2024,7.5509,8.5172,,0.9426,0.8096,0.9901,0.6718,1.0296,2.60556859053491,0.08220995,0.08373639410867,6.5279,0.0898,10.6954192444537,6.95,-1.25377162870324,2.36328181709918,0.23042,0.0321,4.24842484248425,0.648747022017729
212336755,,0.1689,0.17,0.125,0.2407,0.075,0.3306,1.0542,1.01,1.1294,0.81,1.1679,7.69755027250724,44.976,318.657,-1.3574,-1.3962,-1.3302,-1.4922,-1.3102,-0.8473,-0.89,-0.8244,-0.9908,-0.8102,0.6339,0.59,0.6754,0.4496,0.7096,-1.4368,-1.4774,-1.4103,-1.5654,-1.3902,4837,77,-1.472,-1.5188,-1.4499,-1.602,-1.4302,-1.4042,-1.4402,-1.3702,-1.5556,-1.3702,-1.5024,-1.539,-1.4703,-1.6314,-1.4504,-1.5083,-1.55,-1.4793,-1.6458,-1.4702,-7.67825730946878,-0.544651161171623,0.848811694388768,19.9526,17.0884,20.1782,10.2873,20.1789,,0.162,1165.5594,1169.4995,1148.5501,1184.3645,1132.1654,1209.1767,4.154,0.077,-0.202,0.213,griJHKs,1.3479,1.3032,1.4298,1.0764,1.4502,0.3282,0.2966,0.3698,0.1606,0.3897,10.299999496117,2.3743,2.3675,2.3821,2.3572,2.3874,-3.0509,-3.0701,-3.0413,-3.0812,-3.0366,0.701268121541504,0.8327,0.809,0.854,0.7979,0.9496,,0.5674,0.5368,0.6096,0.39,0.6251,10.3327,10.34,10.3007,10.3674,10.2695,10.4124,6,28.9,0.88,0.5624,0.53,0.6076,0.3834,0.6297,8.09093122567218E-06,9.739,9.594,9.9344,9.5061,10.3136,,0.209,0.1804,0.2496,0.0398,0.2498,2.37012678607562,0.0179072,0.046613758326639,2.8642,0.0225,10.7964492997411,9.83,-1.60150370656613,2.40971189492175,0.76942,0.0389,1.3021302130213,0.067638980032166
212338139,,0.229,0.23,0.1762,0.2749,0.125,0.3258,1.0632,1.03,1.1017,1,1.1498,7.8689830607593,44.468,321.376,-1.3414,-1.368,-1.3302,-1.3818,-1.3102,-0.8373,-0.85,-0.8147,-0.8736,-0.8102,0.6433,0.6212,0.6697,0.5926,0.6898,-1.4199,-1.431,-1.3903,-1.461,-1.3902,4829,77,-1.4564,-1.47,-1.4319,-1.5034,-1.4302,-1.3873,-1.406,-1.3703,-1.43,-1.3537,-1.4846,-1.5074,-1.4703,-1.5268,-1.4502,-1.4927,-1.51,-1.4734,-1.5474,-1.4702,-7.86123531128394,-0.349104269723592,0.574559785774057,19.9526,18.7327,20.1779,17.0726,20.1789,,0.166,783.6909,783.4294,775.354,792.8466,766.4784,801.2963,4.274,0.083,-0.216,0.213,griJHKs,1.3551,1.3138,1.3901,1.29,1.4424,0.3402,0.326,0.3696,0.29,0.3812,10.299999496117,2.3789,2.3725,2.3824,2.3676,2.3874,-3.043,-3.0512,-3.034,-3.0612,-3.0291,0.624214239562905,0.8204,0.809,0.8345,0.8053,0.8593,,0.5801,0.5662,0.6098,0.53,0.6178,9.4707,9.47,9.4475,9.4959,9.4225,9.519,6,28.9,0.91,0.5711,0.55,0.596,0.53,0.6263,8.55805591904462E-06,9.6397,9.5596,9.771,9.5061,9.9065,,0.221,0.2096,0.2497,0.1736,0.2498,2.36976734508157,0.0087463,0.035465984601042,1.2199,0.01275,10.7223420435972,9.42,-1.45505280138139,2.40766662692313,1.22952,0.0413,0.816081608160816,0.027702189239427
212339359,,0.1269,0.14,-0.005,0.2551,-0.1368,0.415,1.8388,1.6312,1.9701,1.4,2.1097,7.43727866142374,44.802,319.939,-0.8171,-0.9586,-0.7503,-1.1822,-0.7302,-0.2254,-0.3826,-0.1704,-0.6126,-0.1503,1.3598,1.1726,1.4301,0.9352,1.4898,-0.9117,-1.061,-0.85,-1.2668,-0.8102,4663,79,-0.9545,-1.1024,-0.89,-1.3088,-0.8503,-0.8727,-1.0164,-0.8103,-1.2392,-0.7899,-0.9822,-1.1206,-0.9103,-1.33,-0.873,-0.9961,-1.1394,-0.9302,-1.3436,-0.8903,-7.39890506975666,-0.754531415116731,1.18835207476805,19.9526,11.0586,20.1781,5.4113,20.1789,,0.22,1652.2558,1651.9619,1608.7926,1717.0637,1575.7962,1811.3775,5.55,0.26,-0.183,0.213,griJHKs,2.1311,1.9208,2.2501,1.6808,2.3698,1.0334,0.8526,1.0898,0.614,1.1298,10.299999496117,2.5815,2.5725,2.5898,2.5637,2.5974,-2.76,-2.7856,-2.7363,-2.8219,-2.7188,0.966406209785216,0.8654,0.8165,0.9941,0.787,1.201,,1.2399,1.0628,1.2901,0.8352,1.3298,11.0904,11.09,11.0325,11.1739,10.9875,11.29,6,48.2,0.9,1.296,1.1144,1.3697,0.87,1.4246,2.36507736109874E-05,7.9269,7.6208,8.4218,7.4131,9.1847,,0.8871,0.7046,0.9301,0.479,0.9698,2.58432064559094,0.05413555,0.101992168030546,8.894,0.1287,9.28910519081225,7.32,-1.24162200487369,2.49817704852529,0.48612,0.0359,2.06120612061206,0.160158539178192
