EPIC,ALPHA,Av,Av2d,Av_68L,Av_68U,Av_95L,Av_95U,DDO51_finf,DDO51_finf_68L,DDO51_finf_68U,DDO51_finf_95L,DDO51_finf_95U,Gal_Rad,Glat,Glon,H,H_68L,H_68U,H_95L,H_95U,J,J_68L,J_68U,J_95L,J_95U,Kepler,Kepler_68L,Kepler_68U,Kepler_95L,Kepler_95U,Ks,Ks_68L,Ks_68U,Ks_95L,Ks_95U,Teff,Teff_err,W1,W1_68L,W1_68U,W1_95L,W1_95U,W2,W2_68L,W2_68U,W2_95L,W2_95U,W3,W3_68L,W3_68U,W3_95L,W3_95U,W4,W4_68L,W4_68U,W4_95L,W4_95U,X,Y,Z,age,age_68L,age_68U,age_95L,age_95U,age_err,alpha,dist,dist2d,dist_68L,dist_68U,dist_95L,dist_95U,dnu,dnu_err,feh,feh_err,fils,g,g_68L,g_68U,g_95L,g_95U,i,i_68L,i_68U,i_95L,i_95U,logAge,logg,logg_68L,logg_68U,logg_95L,logg_95U,logrho,logrho_68L,logrho_68U,logrho_95L,logrho_95U,m_seismo,mass,mass_68L,mass_68U,mass_95L,mass_95U,mass_err,mbol,mbol_68L,mbol_68U,mbol_95L,mbol_95U,mu0,mu02d,mu0_68L,mu0_68U,mu0_95L,mu0_95U,nfil,nmx,nmx_err,r,r_68L,r_68U,r_95L,r_95U,r_seismo,rad,rad_68L,rad_68U,rad_95L,rad_95U,rad_err,z,z_68L,z_68U,z_95L,z_95U,lgs,sig_Z,sig_Gal_Rad,sig_age,sig_mass,Rgaia,radius_val,Kabs,glogg,parallax,parallax_error,dist_ABJ,sig_dist_ABJ
206084311,,0.0198,0.02,-0.0459,0.1049,-0.125,0.1752,1.026,0.91,1.169,0.77,1.5373,7.27007593944543,-51.939,47.977,-1.6142,-1.6448,-1.5902,-1.71,-1.2707,-1.0692,-1.11,-1.0361,-1.19,-0.6851,0.5034,0.43,0.5846,0.33,0.9648,-1.7025,-1.73,-1.6781,-1.8042,-1.37,4684,80,-1.7428,-1.7754,-1.7302,-1.8428,-1.4102,-1.6619,-1.69,-1.6352,-1.7648,-1.3302,-1.7747,-1.7948,-1.7502,-1.87,-1.4402,-1.7801,-1.81,-1.7562,-1.87,-1.4447,-7.15721456330225,1.27604226425205,-2.17046604015244,2.8354,2.4797,3.1995,2.0654,7.3681,,0.13,2786.2159,2792.5433,2743.7213,2834.6633,2707.0725,2884.8222,4.46,0.08,0.119,0.212,griJHKs,1.3147,1.19,1.4429,1.07,1.8249,0.1682,0.1076,0.2298,0.01,0.6038,9.45261433502388,2.5143,2.5039,2.5224,2.4953,2.5324,-2.9728,-2.9846,-2.9613,-2.9963,-2.923,1.43591876627391,1.5221,1.4664,1.5847,1.1205,1.6825,,0.3976,0.335,0.4497,0.25,0.8081,12.2251,12.23,12.1917,12.2625,12.1625,12.3006,6,41,0.95,0.4268,0.358,0.5096,0.25,0.8891,1.30209195647138E-05,11.1808,11.1173,11.4133,9.7724,11.7311,,0.0269,-0.03,0.0751,-0.11,0.4489,2.51503319954474,0.045471,0.051189319298908,0.3599,0.05915,11.5652320141649,11.12,-1.80684028961609,2.33044295505778,0.3447,0.0447,2.8952895289529,0.427835531320802
206086346,,0.1004,0.1,0.045,0.1973,-0.0361,0.2749,1.0422,0.93,1.1677,0.79,1.3657,7.81831382208988,-47.292,44.341,-1.5549,-1.6026,-1.5299,-1.67,-1.3107,-1.0127,-1.0572,-0.9703,-1.13,-0.7179,0.551,0.47,0.6248,0.37,0.8728,-1.6449,-1.678,-1.6102,-1.75,-1.3924,4700,70,-1.6848,-1.717,-1.6503,-1.79,-1.4326,-1.6053,-1.6418,-1.5704,-1.71,-1.3587,-1.7084,-1.75,-1.6835,-1.81,-1.4565,-1.7225,-1.7564,-1.6903,-1.83,-1.4805,-7.80306955775658,0.487992312945862,-0.731040136334874,6.3328,5.3088,7.6034,4.217,12.5181,,0.021,1029.3967,1032.7613,1012.5816,1048.3053,996.3457,1072.7226,4.111,0.09,0.062,0.21,griJHKs,1.3333,1.2144,1.45,1.09,1.6654,0.2214,0.15,0.2805,0.05,0.525,9.8015957725263,2.4141,2.4025,2.4257,2.391,2.4374,-3.0618,-3.0738,-3.0512,-3.0887,-3.0218,0.96223569395376,1.151,1.091,1.2077,0.9096,1.2822,,0.4489,0.3868,0.5097,0.29,0.7349,10.0629,10.07,10.0272,10.1024,9.9921,10.1524,6,32.13,0.9,0.4773,0.398,0.5496,0.29,0.7992,8.68428858316213E-06,10.8804,10.7152,11.0508,9.8048,11.4276,,0.0825,0.0144,0.1297,-0.07,0.3779,2.40990055414422,0.01786185,0.051865202197441,1.1473,0.05835,12.0488381194034,11.28,-1.87118144269975,2.36712389341899,0.8919,0.0627,1.12811281128113,0.083630430730738
206090123,,0.0418,0.04,-0.095,0.187,-0.225,0.3293,2.3212,2.15,2.499,1.9784,2.6698,7.69846734948263,-46.941,44.244,-0.178,-0.27,-0.0776,-0.3652,0.0097,0.3457,0.234,0.4501,0.13,0.5519,1.8494,1.715,1.9897,1.5884,2.1298,-0.2529,-0.35,-0.1622,-0.435,-0.0699,4845,83,-0.2919,-0.3762,-0.1904,-0.47,-0.1086,-0.2235,-0.3218,-0.1302,-0.41,-0.037,-0.3182,-0.41,-0.224,-0.4922,-0.1304,-0.3253,-0.4156,-0.2302,-0.51,-0.1485,-7.67405702739488,0.612575114856444,-0.914606852743215,5.651,4.0272,8.1374,2.8688,11.3468,,0.002,1285.9321,1288.2491,1240.2235,1329.4655,1199.7751,1375.5784,10.673,0.161,-0.006,0.21,griJHKs,2.6007,2.41,2.7522,2.25,2.927,1.5424,1.415,1.6698,1.29,1.7905,9.7521253072979,3.0039,2.9947,3.0124,2.9875,3.0221,-2.1868,-2.1988,-2.1716,-2.2118,-2.1588,1.32673918755371,1.2102,1.0914,1.3087,1.0042,1.4319,,1.7748,1.65,1.8975,1.53,2.0165,10.5461,10.55,10.4675,10.6184,10.3955,10.6924,6,125.68,2.31,1.7823,1.65,1.9228,1.5128,2.0498,0.000232469360192,5.66,5.4475,5.8875,5.2495,6.1087,,1.4158,1.29,1.5309,1.1772,1.6498,3.00885396235016,0.044621,0.103341365720692,2.0551,0.10865,5.40807184261298,5.31,-0.178704840572516,2.97628762506273,0.7989,0.0559,1.25712571257126,0.092727883017877
206092674,,-0.0246,-0.02,-0.1502,0.095,-0.265,0.2175,2.582,2.41,2.727,2.27,2.8826,7.96395186656262,-52.82,49.177,-0.1,-0.19,-0.0268,-0.2584,0.0501,0.4502,0.35,0.5334,0.27,0.6174,2.0246,1.91,2.1484,1.7956,2.2498,-0.1876,-0.2684,-0.1102,-0.3314,-0.0303,4696,70,-0.2253,-0.307,-0.1502,-0.37,-0.0724,-0.1482,-0.2304,-0.0702,-0.31,-0.0053,-0.2508,-0.33,-0.1731,-0.4076,-0.1103,-0.2607,-0.346,-0.1903,-0.41,-0.1158,-7.9537268710897,0.403433009348326,-0.67700307965383,9.7378,7.1779,13.3296,5.4702,17.5803,,0.113,882.1866,881.049,856.0515,909.1184,832.7219,936.9185,10.254,0.12,0.029,0.212,griJHKs,2.8371,2.67,2.9735,2.53,3.1144,1.6906,1.5708,1.7901,1.473,1.8902,9.98846085053557,2.9675,2.96,2.9774,2.9486,2.9825,-2.2162,-2.2274,-2.2063,-2.2373,-2.1963,1.20841578827898,1.0545,0.9862,1.1577,0.9204,1.2463,,1.9085,1.81,2.0195,1.7124,2.1098,9.7278,9.725,9.6625,9.7931,9.6025,9.8585,6,117.31,2.15,1.956,1.83,2.0676,1.7166,2.17,0.000197181126709,5.5676,5.412,5.7804,5.2447,5.942,,1.5485,1.445,1.6501,1.35,1.7398,2.97213997853457,0.02653345,0.09313120963157,3.07585,0.08575,5.16988785405943,4.9,-0.108355031222748,3.07927477275555,1.1868,0.0611,0.846084608460846,0.044831430584347
206093273,,0.1678,0.17,0.085,0.2317,0.0232,0.3248,1.105,1.0162,1.1698,0.8586,1.2101,7.25164079194368,-50.239,46.956,-1.3871,-1.4546,-1.3503,-1.5332,-1.3303,-0.8659,-0.924,-0.8303,-1.01,-0.8117,0.6489,0.59,0.7016,0.465,0.71,-1.4693,-1.5368,-1.4303,-1.6144,-1.4102,4749,78,-1.5078,-1.5772,-1.4702,-1.6534,-1.4503,-1.4365,-1.518,-1.41,-1.5944,-1.3899,-1.5392,-1.6176,-1.5099,-1.693,-1.4902,-1.5451,-1.618,-1.5103,-1.694,-1.4902,-7.14399434571335,1.24484495572631,-2.02399785599142,17.6849,13.5456,20.1784,8.4372,20.1784,,0.151,2663.1708,2660.7251,2619.4495,2719.4665,2583.8659,2789.2424,4.054,0.079,-0.032,0.212,griJHKs,1.407,1.315,1.4698,1.1544,1.5101,0.3336,0.27,0.373,0.1736,0.3897,10.2476026084216,2.3706,2.363,2.3774,2.3525,2.386,-3.078,-3.0856,-3.0613,-3.0938,-3.0473,0.769369198357855,0.8457,0.8241,0.9154,0.809,1.0145,,0.5681,0.5102,0.6098,0.4106,0.6298,12.127,12.125,12.0911,12.1724,12.0613,12.2274,6,29.12,0.86,0.5753,0.5224,0.6297,0.4096,0.6497,7.69377679708232E-06,9.9554,9.7724,10.3195,9.6828,10.7023,,0.206,0.1544,0.2497,0.0426,0.2501,2.36943335505686,0.0500085,0.057668511689988,3.3164,0.0697,9.61023660865804,8.49,-1.45734396253776,2.54409680026237,0.3772,0.0481,2.65226522652265,0.387433539957672
206095220,,-0.0334,-0.03,-0.165,0.1092,-0.285,0.2544,1.8499,1.67,1.9911,1.5092,2.1101,7.99426441394821,-50.24,47.047,-0.7765,-0.8748,-0.6902,-0.981,-0.6503,-0.2078,-0.33,-0.1249,-0.4362,-0.0702,1.3607,1.2132,1.4696,1.0804,1.5498,-0.8658,-0.97,-0.7894,-1.0548,-0.7303,4717,71,-0.9029,-1.0098,-0.83,-1.093,-0.7703,-0.8336,-0.9334,-0.7503,-1.03,-0.6999,-0.9326,-1.03,-0.851,-1.13,-0.8064,-0.9446,-1.0488,-0.8703,-1.1312,-0.8102,-7.98711705364556,0.337971435897851,-0.529033272045756,11.9778,8.1809,16.4067,6.0021,20.1762,,-0.012,721.9875,722.7698,697.4289,748.8887,675.9585,775.3581,5.965,0.088,-0.136,0.21,griJHKs,2.123,1.9548,2.2698,1.8012,2.3896,1.0352,0.891,1.1301,0.7754,1.2096,10.0783770571518,2.6418,2.6325,2.6516,2.6225,2.6607,-2.6804,-2.6952,-2.6688,-2.7088,-2.6572,1.11826188935136,0.9663,0.8727,1.047,0.8269,1.1533,,1.2455,1.11,1.3396,0.9948,1.4097,9.2926,9.295,9.2175,9.3721,9.1496,9.4475,6,55.39,1.26,1.2958,1.15,1.4055,1.0222,1.4897,3.1576561637073E-05,7.6516,7.3926,7.979,7.2111,8.2941,,0.8859,0.7628,0.9896,0.6408,1.0498,2.64720520289438,0.0257299,0.107760986562685,4.1129,0.08715,8.5574173348004,8.12,-1.17266988606938,2.63931871112517,1.2295,0.0562,0.816081608160816,0.038155181046146
206097958,,0.0145,0.01,-0.115,0.1671,-0.2509,0.3048,2.4536,2.2596,2.6101,2.0994,2.7897,7.68958660815588,-52.942,49.55,-0.2304,-0.3286,-0.1502,-0.41,-0.0634,0.3185,0.21,0.4097,0.1202,0.5097,1.8962,1.7678,2.0297,1.6364,2.1498,-0.3182,-0.41,-0.2367,-0.49,-0.1542,4675,79,-0.3579,-0.45,-0.2784,-0.53,-0.1972,-0.2809,-0.37,-0.1941,-0.4512,-0.1103,-0.384,-0.47,-0.2982,-0.55,-0.2168,-0.3944,-0.4802,-0.3102,-0.5598,-0.2302,-7.65135428047376,0.765845858515904,-1.30784695619867,8.074,5.6885,11.0379,4.1908,15.3064,,0.174,1670.0361,1674.9428,1616.2186,1725.7086,1568.5559,1782.5299,9.629,0.128,-0.013,0.213,grJHKs,2.7025,2.53,2.8655,2.3702,3.0298,1.5597,1.43,1.6698,1.3198,1.7897,9.9070887450743,2.9406,2.9325,2.9503,2.9231,2.9574,-2.2696,-2.2812,-2.2573,-2.2938,-2.2471,1.28836003083468,1.1407,1.0422,1.2369,0.9638,1.3438,,1.7846,1.6604,1.8901,1.5604,2.0098,11.1136,11.12,11.0425,11.1848,10.9775,11.2552,5,110.45,2.04,1.8174,1.689,1.9496,1.5578,2.0698,0.000163342252403,5.9319,5.728,6.153,5.5208,6.3406,,1.4197,1.3052,1.5297,1.1912,1.6298,2.94499742743657,0.054745,0.10159744141415,2.6747,0.09735,5.56316827918438,4.55,-0.210993044366404,2.93283323587366,0.6289,0.0309,1.59315931593159,0.08015738336342
206098732,,-0.0207,-0.02,-0.185,0.1693,-0.3464,0.3449,1.1167,0.91,1.2756,0.71,1.4127,7.87131018111134,-53.031,49.67,-1.7654,-1.883,-1.6303,-2.029,-1.5703,-1.1435,-1.2828,-1.0103,-1.4426,-0.9499,0.5354,0.3772,0.6897,0.2084,0.7897,-1.846,-1.9814,-1.7302,-2.128,-1.6703,4509,64,-1.8888,-2.03,-1.7789,-2.1688,-1.7103,-1.8224,-1.9412,-1.6904,-2.086,-1.6303,-1.9365,-2.0602,-1.8099,-2.2068,-1.7502,-1.9558,-2.07,-1.8213,-2.21,-1.7541,-7.8534844080229,0.529439911801426,-0.897128614149051,10.6581,6.6834,16.2188,4.4249,20.1766,,0.164,1154.8408,1158.7772,1100.2716,1212.577,1058.0347,1272.8934,2.936,0.076,-0.257,0.213,grJHKs,1.4198,1.2122,1.5696,1.0262,1.7097,0.1756,0.03,0.3295,-0.1412,0.4098,10.0276797907073,2.2425,2.2325,2.2568,2.2199,2.2674,-3.2891,-3.3112,-3.2671,-3.3363,-3.2494,1.20791742764717,0.9663,0.8709,1.1176,0.8203,1.2927,,0.3625,0.2244,0.5096,0.05,0.5712,10.3126,10.32,10.2075,10.4185,10.1225,10.524,5,22.59,0.65,0.4669,0.31,0.6251,0.13,0.7158,3.05033887634128E-06,12.2623,11.6413,13.0051,11.324,13.9201,,-0.0038,-0.1386,0.1497,-0.31,0.2168,2.2478972481985,0.0561527,0.15033275092653,4.7677,0.12335,13.085619669279,11.81,-1.96395369711971,2.16919348996011,0.8296,0.0481,1.20912091209121,0.072674055997971
206100164,,-0.0232,-0.02,-0.145,0.0925,-0.265,0.2086,2.541,2.39,2.6901,2.2376,2.8496,7.90645362523836,-48.115,45.563,0.0862,0.01,0.1669,-0.07,0.2404,0.598,0.51,0.6871,0.4176,0.7698,2.0874,1.97,2.2022,1.8444,2.3098,0.0073,-0.07,0.0829,-0.15,0.1521,4872,78,-0.0237,-0.1016,0.0497,-0.17,0.128,0.0399,-0.0466,0.1102,-0.1188,0.1901,-0.0533,-0.13,0.0215,-0.209,0.0898,-0.0614,-0.13,0.0215,-0.21,0.0875,-7.89557815875755,0.414553334319629,-0.621735905327823,5.0847,3.7905,6.8368,2.851,9.1809,,0.004,869.6173,868.9603,844.5004,894.3391,821.2963,919.4188,13.169,0.157,-0.005,0.21,griJHKs,2.7891,2.6554,2.9497,2.4916,3.0901,1.7777,1.67,1.8833,1.563,1.9897,9.70626533440959,3.1293,3.1214,3.1374,3.1125,3.1441,-2.0065,-2.0174,-1.9962,-2.0277,-1.9862,1.35861091059029,1.244,1.1541,1.3426,1.0714,1.441,,2.0184,1.91,2.1181,1.81,2.2272,9.6966,9.695,9.633,9.7575,9.5725,9.8176,6,167.18,2.77,2.014,1.89,2.1193,1.77,2.2302,0.000472088253882,4.9903,4.8529,5.1695,4.6998,5.3203,,1.6569,1.55,1.7502,1.4504,1.8496,3.1339788603323,0.02491935,0.085127344518383,1.52315,0.09425,4.46138999702143,4.36,0.220670111703924,3.10572176412371,1.2784,0.0831,0.786078607860786,0.053662695337833
206100485,,0.0748,0.08,-0.0469,0.2148,-0.185,0.3312,1.1017,0.97,1.2351,0.85,1.3696,7.41263373418649,-52.85,49.588,-0.9884,-1.094,-0.8899,-1.19,-0.7941,-0.5343,-0.6472,-0.4299,-0.75,-0.3276,0.812,0.69,0.9352,0.5712,1.05,-1.0529,-1.1524,-0.9503,-1.25,-0.8574,5009,99,-1.0853,-1.19,-0.9887,-1.281,-0.8903,-1.0737,-1.1764,-0.97,-1.27,-0.8702,-1.1195,-1.23,-1.0283,-1.31,-0.9187,-1.14,-1.25,-1.0475,-1.33,-0.9376,-7.32187392148615,1.15641737926261,-1.98075945998892,2.4306,1.7462,3.5078,1.2853,4.953,,0.281,2514.964,2517.6771,2429.2377,2609.0451,2344.1201,2700.7288,6.63,0.112,-1.291,0.214,grJHKs,1.3461,1.21,1.4875,1.0838,1.6297,0.5567,0.4344,0.6697,0.3318,0.7896,9.38571349356723,2.7427,2.7327,2.7524,2.7225,2.7614,-2.595,-2.6113,-2.5807,-2.626,-2.5663,1.43624696333179,1.2849,1.1694,1.4368,1.0638,1.5847,,0.762,0.6486,0.8898,0.53,1.0002,12.0027,12.005,11.9274,12.0824,11.8499,12.1574,5,67.27,1.43,0.7596,0.6456,0.8898,0.53,1.0054,4.88206591914521E-05,7.9555,7.6208,8.3197,7.3114,8.6683,,0.4572,0.3408,0.5701,0.2434,0.6896,2.74463784315241,0.0899037,0.111308479170081,0.8808,0.1337,6.63780627509713,5.83,-0.754410316486649,2.74094527986721,0.454,0.0445,2.21122112211221,0.236514594667876
206102411,,0.0102,0.03,-0.1502,0.1548,-0.2949,0.285,1.8893,1.77,2.1118,1.617,2.2697,7.64382030596214,-52.417,49.283,-0.5167,-0.5956,-0.3903,-0.6936,-0.3103,-0.0003,-0.09,0.1387,-0.19,0.2359,1.495,1.386,1.6696,1.25,1.7819,-0.5901,-0.6702,-0.4702,-0.7654,-0.3903,4836,77,-0.6217,-0.7088,-0.5104,-0.803,-0.4302,-0.5736,-0.65,-0.4453,-0.75,-0.3674,-0.6546,-0.73,-0.5311,-0.83,-0.4574,-0.6621,-0.75,-0.5516,-0.8428,-0.4703,-7.59984158269329,0.818777618041102,-1.37889545666346,6.8853,5.1475,11.0885,3.6383,14.9649,,0.03,1771.1858,1766.0375,1700.2001,1834.1506,1634.9332,1895.4263,7.977,0.118,-0.329,0.21,griJHKs,2.1654,2.05,2.3922,1.89,2.5415,1.1797,1.084,1.3498,0.9534,1.4497,9.83792286768751,2.8174,2.8075,2.8269,2.7996,2.8374,-2.4373,-2.4513,-2.4231,-2.4638,-2.4091,1.17891260502113,1.0539,0.9505,1.1591,0.8749,1.2679,,1.4046,1.3104,1.5696,1.19,1.6742,11.2413,11.235,11.1525,11.3172,11.0675,11.3885,6,82.03,1.7,1.4274,1.31,1.5912,1.1824,1.7097,8.46787971903547E-05,6.5951,6.2806,6.8283,6.0534,7.0897,,1.0499,0.97,1.223,0.85,1.3209,2.82315675727019,0.06697525,0.116350782443507,4.2032,0.1043,6.46428774104719,6.2,-0.563887667259344,2.76099867153594,0.5701,0.0513,1.76417641764176,0.172006846338313
206102910,,0.0711,0.05,-0.015,0.1609,-0.105,0.2541,0.9079,0.7912,1.0098,0.6112,1.1296,6.74002644051853,-46.899,44.755,-1.512,-1.5682,-1.4503,-1.6786,-1.3903,-0.9955,-1.05,-0.9272,-1.19,-0.882,0.4926,0.4238,0.5894,0.25,0.6545,-1.5873,-1.647,-1.5299,-1.752,-1.4703,4882,88,-1.6232,-1.67,-1.5533,-1.7892,-1.5103,-1.5635,-1.61,-1.4912,-1.7378,-1.4503,-1.655,-1.71,-1.5939,-1.83,-1.5502,-1.6649,-1.71,-1.5922,-1.8314,-1.5503,-6.49592541543241,1.79747306406193,-2.70692136216345,12.0039,8.4859,16.0281,6.0604,20.1789,,0.212,3736.2765,3749.7298,3660.158,3812.1141,3585.088,3891.8952,3.763,0.079,-0.256,0.213,griJHKs,1.2025,1.0826,1.3098,0.8976,1.4298,0.1851,0.121,0.2697,-0.0392,0.3297,10.079322368823,2.3532,2.3425,2.366,2.3325,2.3773,-3.1035,-3.1169,-3.0888,-3.1337,-3.0764,0.971705660551413,0.9057,0.8511,0.9797,0.8032,1.0763,,0.4166,0.35,0.4979,0.2048,0.5698,12.8622,12.87,12.8175,12.9058,12.7725,12.9508,6,28.11,0.81,0.4243,0.35,0.5097,0.19,0.5862,6.48795469480405E-06,10.4579,10.1447,10.7141,9.9541,11.3147,,0.0615,0.01,0.1493,-0.15,0.1988,2.36010063277287,0.07597805,0.062024221272879,3.7711,0.0643,11.877493886656,,-1.91466344287222,2.25144420592786,0.2219,0.0288,4.41344134413441,0.618664451372392
206104478,,-0.0303,-0.06,-0.125,0.0543,-0.225,0.1748,1.2748,1.103,1.4298,0.8472,1.5098,7.55764445888786,-46.941,44.851,-1.5426,-1.6284,-1.4702,-1.822,-1.4302,-0.9719,-1.0552,-0.8902,-1.29,-0.8607,0.7067,0.5712,0.7896,0.3126,0.8297,-1.6423,-1.7302,-1.5702,-1.9202,-1.5303,4606,67,-1.6897,-1.7712,-1.6102,-1.97,-1.5798,-1.5976,-1.671,-1.5103,-1.8776,-1.4903,-1.715,-1.791,-1.6304,-1.9976,-1.6099,-1.7239,-1.8112,-1.6502,-1.9966,-1.6103,-7.51700131192961,0.782739447969021,-1.16326419917223,10.6846,7.6085,14.2853,4.121,16.2277,,0.128,1625.5547,1629.2956,1597.7175,1652.8785,1561.3488,1686.3088,3.596,0.072,0.071,0.212,griJHKs,1.5473,1.3926,1.7097,1.1424,1.7898,0.3404,0.2178,0.4101,-0.0362,0.4497,10.0287582680963,2.3535,2.3425,2.3648,2.3325,2.3766,-3.1292,-3.1476,-3.1138,-3.1726,-3.1038,1.18706277616529,1.0111,0.9375,1.1251,0.8994,1.3456,,0.5445,0.45,0.6288,0.193,0.6497,11.055,11.06,11.0175,11.0912,10.9675,11.1347,6,29.12,0.77,0.6317,0.4908,0.7097,0.2278,0.7502,5.96173053401123E-06,11.0561,10.7152,11.5878,10.5196,12.5009,,0.1721,0.0756,0.2497,-0.19,0.2697,2.36279423707995,0.0275805,0.050100463349828,3.3384,0.0938,10.8487572322031,10.01,-1.6547600633645,2.41339596130592,0.608,0.0459,1.65316531653165,0.131999563857073
206107113,,0.0609,0.08,-0.0312,0.1649,-0.115,0.265,0.7132,0.65,0.8291,0.5354,0.8897,7.69687470604858,-51.513,48.685,-1.4541,-1.5142,-1.35,-1.61,-1.33,-0.9801,-1.03,-0.8717,-1.1228,-0.8502,0.3963,0.33,0.4906,0.2304,0.5298,-1.5182,-1.574,-1.4102,-1.669,-1.3903,5031,88,-1.5497,-1.61,-1.4449,-1.6918,-1.4102,-1.5134,-1.57,-1.401,-1.6552,-1.3702,-1.5828,-1.6362,-1.4703,-1.731,-1.4499,-1.5972,-1.6578,-1.4903,-1.75,-1.4652,-7.66216670837671,0.730124354924508,-1.19772444368014,19.9526,9.4973,20.1774,5.6182,20.1782,,0.222,1561.9881,1559.5526,1514.9908,1608.7304,1465.4467,1646.2779,4.179,0.091,-0.473,0.213,griJHKs,1.0068,0.91,1.0996,0.79,1.17,0.1307,0.07,0.2269,-0.03,0.2547,10.299999496117,2.3712,2.3625,2.3851,2.3575,2.403,-3.0667,-3.0763,-3.0459,-3.0834,-3.0238,0.768493671188388,0.7816,0.7691,0.9112,0.7585,1.0372,,0.358,0.29,0.4536,0.1964,0.4898,10.9684,10.965,10.9021,11.0324,10.8299,11.0825,6,29.45,0.91,0.3374,0.2724,0.4297,0.1774,0.4697,8.51014262827673E-06,9.9177,9.438,10.2316,9.247,10.6379,,0.0316,-0.03,0.1279,-0.1294,0.1498,2.38685335741084,0.0468698,0.091195641511911,10.4553,0.1296,8.72627062902575,8.71,-1.2504044320466,2.51447964897994,0.729,0.0505,1.37713771377138,0.100342438407008
206111212,,0.0507,0.02,-0.045,0.1346,-0.135,0.2372,1.051,0.8932,1.1497,0.75,1.2984,7.93944537769728,-52.756,50.013,-1.5682,-1.61,-1.5213,-1.7626,-1.4304,-1.021,-1.07,-0.9646,-1.2448,-0.8703,0.5539,0.45,0.6262,0.29,0.7418,-1.6574,-1.69,-1.6065,-1.85,-1.5197,4736,72,-1.6971,-1.73,-1.6475,-1.89,-1.5604,-1.6196,-1.65,-1.5604,-1.81,-1.4838,-1.7236,-1.756,-1.6702,-1.917,-1.59,-1.7345,-1.77,-1.6866,-1.93,-1.6068,-7.92680144636825,0.447897014159351,-0.743139972509643,6.6922,5.4488,8.2197,3.8459,11.3794,,-0.014,965.9046,968.278,949.5109,980.7068,932.1804,996.8665,3.901,0.079,-0.061,0.21,grJHKs,1.3463,1.1952,1.4497,1.0438,1.5901,0.2211,0.13,0.282,-0.03,0.3958,9.82556891160872,2.402,2.39,2.4124,2.3782,2.4224,-3.0741,-3.086,-3.0638,-3.1037,-3.048,1.18148022695295,1.1162,1.0471,1.1754,0.9593,1.3298,,0.445,0.367,0.5098,0.2086,0.6098,9.9247,9.93,9.8875,9.9577,9.8475,9.9932,5,31.96,0.84,0.4788,0.377,0.5497,0.2138,0.6697,7.80807824723175E-06,10.9299,10.6886,11.1162,10.3276,11.8701,,0.0804,-0.0066,0.1301,-0.17,0.2343,2.40925351712423,0.01559795,0.049328344407797,1.38545,0.06415,10.3715447259128,9.2,-1.56257701419957,2.45944271027839,1.0817,0.0494,0.927092709270927,0.043304316051212
206111552,,0.0124,0.01,-0.0966,0.1351,-0.2149,0.245,2.8744,2.721,3.0298,2.576,3.1898,8.09915410213496,-52.299,49.606,0.3617,0.29,0.4433,0.2108,0.5097,0.8783,0.79,0.9629,0.71,1.0495,2.3787,2.26,2.4901,2.1554,2.6098,0.281,0.21,0.3583,0.1384,0.4297,4843,77,0.2485,0.17,0.3166,0.1022,0.3897,0.3153,0.2384,0.3897,0.17,0.4668,0.2226,0.15,0.2967,0.0814,0.3698,0.2124,0.1438,0.2897,0.07,0.3558,-8.09554365486957,0.241805918518315,-0.384441096718269,6.6173,4.9431,8.808,3.7377,11.6163,,-0.02,519.1708,519.996,504.8822,533.9347,491.4733,548.7809,15.447,0.182,0.121,0.21,griJHKs,3.1217,2.9726,3.2698,2.83,3.4202,2.0649,1.9602,2.17,1.855,2.2698,9.82068082413901,3.2137,3.2068,3.2224,3.1975,3.2277,-1.8686,-1.8793,-1.8587,-1.8889,-1.8488,1.28589273356684,1.1768,1.1035,1.2763,1.0279,1.3663,,2.3048,2.2058,2.4097,2.108,2.5098,8.5766,8.58,8.516,8.6374,8.4575,8.697,6,203.66,3.26,2.3021,2.19,2.4179,2.0794,2.5297,0.00078891625747,4.4228,4.2811,4.5494,4.153,4.6769,,1.9441,1.85,2.0464,1.75,2.1371,3.21840387357968,0.01452625,0.084995362161311,1.93245,0.0864,4.00842241877588,3.9,0.475678306256485,3.33385126491463,2.1207,0.041,0.471047104710471,0.009160847677895
