	ID	log(g)	[Fe/H]	Teff	E(B-V)	BC_1	BC_2	BC_3	BC_4	BC_5
212664019	2.5702	-0.5293676	4776.25	0	2.048	-0.088	0.558	-0.077	0.231	
212664634	2.4335	-0.51710413	4869.12	0	1.991	-0.062	0.566	-0.05	0.239	
212664801	2.3495	-0.18673077	4778.93	0	2.054	-0.075	0.577	-0.052	0.249	
212665237	2.3444	-0.93461442	4688.46	0	2.099	-0.123	0.535	-0.123	0.21	
212665910	2.5802	-0.69159794	4762.77	0	2.054	-0.096	0.549	-0.09	0.223	
212666753	2.7379	-1.2913075	5172.59	0	1.79	-0.029	0.533	-0.033	0.204	
212667056	2.9922	-0.56332131	4785.36	0	2.041	-0.088	0.554	-0.079	0.227	
212667548	2.2158	-0.52106684	4624.6	0	2.147	-0.133	0.546	-0.124	0.22	
212669168	2.7963	-0.96083556	4939.07	0	1.938	-0.061	0.545	-0.06	0.217	
212669362	2.5459	-0.51862688	4853.54	0	2	-0.067	0.564	-0.055	0.237	
212670245	2.4392	-0.50950092	4655.91	0	2.126	-0.123	0.548	-0.114	0.222	
212670258	2.9104	0.26320279	4750.66	0	2.077	-0.074	0.593	-0.037	0.262	
212670342	2.696	0.4335406	4571.66	0	2.193	-0.133	0.578	-0.096	0.248	
212670372	2.5217	-1.6011108	5161.54	0	1.793	-0.037	0.527	-0.045	0.198	
212670413	2.4155	-0.093765912	4717.62	0	2.094	-0.091	0.575	-0.065	0.246	
212671973	2.5473	-1.1760389	4851.84	0	1.99	-0.085	0.537	-0.088	0.211	
212672565	2.3276	-0.43751032	4897.84	0	1.975	-0.052	0.573	-0.036	0.245	
212673108	2.2085	-1.0703629	4599.51	0	2.155	-0.153	0.522	-0.158	0.197	
212673868	2.707	-0.52533239	5101.43	0	1.847	-0.014	0.569	-0.003	0.24	
212673978	2.9752	-0.58752644	4971.51	0	1.924	-0.044	0.562	-0.034	0.234	
212675170	2.6616	-0.36893832	5098.3	0	1.853	-0.009	0.578	0.008	0.249	
212675171	2.2465	-0.33989208	4628.55	0	2.148	-0.127	0.554	-0.112	0.227	
212676426	2.4615	-0.4151402	4838.69	0	2.012	-0.067	0.569	-0.052	0.241	
212677018	2.3652	-0.57424484	4983.18	0	1.92	-0.037	0.569	-0.026	0.241	
212677229	2.4102	-1.0101719	5272.79	0	1.737	-0.002	0.545	-0.002	0.214	
212679845	2.5171	-1.5255752	4991.33	0	1.898	-0.062	0.533	-0.069	0.206	
212679945	2.2753	-0.64985857	4559.93	0	2.187	-0.159	0.531	-0.156	0.206	
212680845	2.7903	-0.67089504	4908.82	0	1.962	-0.059	0.557	-0.052	0.229	
212680946	2.4024	-0.39349817	4541.12	0	2.203	-0.16	0.537	-0.151	0.212	
212685636	2.358	-0.52787316	4876.41	0	1.986	-0.06	0.567	-0.048	0.239	
212685771	3.0194	-0.10000163	4867.42	0	1.999	-0.052	0.583	-0.026	0.254	
212686303	2.8998	-0.076509836	4949.07	0	1.949	-0.03	0.59	-0.003	0.26	
212687151	2.4197	-0.48807928	4743.74	0	2.07	-0.095	0.558	-0.083	0.232	
212687303	3.0128	-0.34775431	4924.55	0	1.958	-0.046	0.573	-0.03	0.244	
212687403	2.7658	-0.08075299	4760.28	0	2.066	-0.079	0.577	-0.054	0.248	
212687455	2.4242	-0.16194412	4961.52	0	1.941	-0.028	0.59	-0.003	0.26	
212690281	2.2374	-1.7285045	5008.17	0	1.887	-0.061	0.532	-0.069	0.205	
212690825	2.6868	-0.73273487	4761.32	0	2.054	-0.098	0.546	-0.093	0.22	
212694264	2.3966	-0.84813364	4967.09	0	1.924	-0.05	0.555	-0.045	0.227	
212694769	2.3724	-0.5352641	4985.69	0	1.919	-0.035	0.571	-0.023	0.243	
212694799	2.6382	-0.13330784	4668.05	0	2.124	-0.109	0.565	-0.087	0.237	
212695476	2.626	-0.047741708	4625.9	0	2.153	-0.121	0.563	-0.097	0.235	
212695529	2.8203	-0.8000688	4935.37	0	1.943	-0.057	0.552	-0.053	0.224	
212695660	2.9436	-0.2240845	4822.91	0	2.024	-0.067	0.574	-0.047	0.245	
212695924	2.1987	-0.61023688	4554.34	0	2.192	-0.16	0.532	-0.155	0.207	
212696384	2.5972	-0.53016023	4793.45	0	2.037	-0.083	0.559	-0.072	0.232	
212696782	2.4152	-0.33958177	4510.33	0	2.224	-0.171	0.534	-0.161	0.209	
212696965	2.5212	0.00032269678	4480.98	0	2.248	-0.176	0.542	-0.154	0.214	
212697467	2.2395	-0.69606122	4551.94	0	2.192	-0.163	0.528	-0.161	0.203	
212697880	2.3672	-0.29005957	4511.88	0	2.224	-0.169	0.537	-0.157	0.211	
212697914	3.0896	0.066832039	4927.33	0	1.965	-0.031	0.596	0	0.265	
212698110	2.4162	-0.089079166	4781.29	0	2.054	-0.072	0.582	-0.045	0.252	
212699506	2.3665	-0.20545346	4659.92	0	2.129	-0.113	0.563	-0.092	0.235	
212699714	3.0119	-0.061075714	4762.2	0	2.065	-0.08	0.576	-0.054	0.247	
212700348	2.4327	-1.2610903	4888.14	0	1.966	-0.077	0.538	-0.081	0.211	
212700413	2.9526	-0.68939437	4929.94	0	1.948	-0.056	0.556	-0.049	0.228	
212700898	2.4747	-1.6758521	5001.12	0	1.89	-0.063	0.53	-0.071	0.203	
212702456	2.8916	-0.31691734	4737.85	0	2.076	-0.094	0.562	-0.078	0.235	
212702587	2.4325	-0.5860855	4649.21	0	2.129	-0.127	0.544	-0.12	0.218	
212702682	2.447	-1.8924653	5089.14	0	1.834	-0.053	0.523	-0.064	0.195	
212702845	2.5325	-0.82885814	4803.74	0	2.026	-0.088	0.547	-0.085	0.22	
212702847	2.871	-0.19152067	4821.3	0	2.026	-0.066	0.576	-0.045	0.247	
212702903	2.4586	-0.49734592	5067.02	0	1.87	-0.018	0.573	-0.005	0.244	
212703189	2.4855	-0.41666666	4794.85	0	2.039	-0.079	0.565	-0.064	0.238	
212703561	2.2559	-0.079593998	4515.75	0	2.225	-0.162	0.547	-0.14	0.219	
212704542	2.979	0.00086656725	4887.46	0	1.988	-0.043	0.59	-0.013	0.26	
212704676	2.7008	-0.2317987	4696.28	0	2.104	-0.103	0.563	-0.085	0.236	
212705705	2.4041	-0.1765751	4845.54	0	2.012	-0.057	0.583	-0.033	0.254	
212705904	2.3914	0.10677811	4596.93	0	2.174	-0.127	0.568	-0.096	0.238	
212706404	2.6873	-0.94392616	4981.03	0	1.913	-0.051	0.548	-0.05	0.22	
212706630	2.6642	-0.52177522	4959.68	0	1.934	-0.042	0.567	-0.03	0.239	
212708768	2.5988	-0.16265364	4666.3	0	2.125	-0.111	0.564	-0.089	0.236	
212708855	2.4992	-0.46672354	4627.55	0	2.145	-0.132	0.546	-0.122	0.22	
212709177	2.493	-1.0146366	4916.8	0	1.952	-0.066	0.545	-0.065	0.218	
212711618	3.0858	-0.33648612	4899.84	0	1.974	-0.052	0.572	-0.035	0.243	
212711911	2.8236	-0.76963785	4836.38	0	2.005	-0.08	0.549	-0.075	0.222	
212712594	2.6518	-1.2051806	4992.72	0	1.901	-0.056	0.539	-0.058	0.211	
212713055	2.6843	-0.85286019	4919.81	0	1.952	-0.062	0.55	-0.058	0.223	
212713880	2.6568	-0.70339874	4824.11	0	2.015	-0.08	0.552	-0.074	0.225	
212713888	2.7174	-0.84940033	4891.53	0	1.97	-0.068	0.549	-0.065	0.222	
212713897	2.5474	-0.19710447	5024.4	0	1.901	-0.016	0.589	0.007	0.259	
212714349	2.3706	-0.25939654	4865.17	0	1.998	-0.054	0.58	-0.033	0.252	
212715178	2.9201	-0.61133714	4949.75	0	1.937	-0.049	0.56	-0.04	0.232	
212715936	2.9511	-0.12769358	4839.66	0	2.015	-0.059	0.58	-0.035	0.251	
212716298	2.4445	-0.15967655	4858.81	0	2.004	-0.053	0.584	-0.028	0.255	
212716822	2.67	0.053187836	4739.94	0	2.081	-0.081	0.582	-0.05	0.252	
212717026	2.2941	-0.35200644	4550.84	0	2.198	-0.155	0.541	-0.143	0.215	
212717998	2.6379	0.38287499	4679.52	0	2.123	-0.094	0.592	-0.052	0.261	
212719839	2.921	-0.5363663	4998.32	0	1.909	-0.036	0.565	-0.025	0.237	
212719925	2.3823	-0.57028847	5104.9	0	1.846	-0.013	0.57	-0.002	0.241	
212724201	2.9291	-0.61902202	4972.78	0	1.923	-0.044	0.561	-0.035	0.232	
212724763	2.939	-0.31215975	4861.26	0	1.998	-0.06	0.572	-0.043	0.244	
212725648	2.7974	-0.053688429	4749.83	0	2.073	-0.082	0.577	-0.055	0.248	
212726631	2.2135	-0.71083338	4659.61	0	2.122	-0.126	0.542	-0.121	0.217	
212726817	2.2145	0.046224845	4591.31	0	2.177	-0.129	0.566	-0.1	0.236	
212726998	2.3696	-0.52793803	4893.49	0	1.976	-0.056	0.568	-0.044	0.24	
212729316	2.3335	-0.66214709	4915.6	0	1.96	-0.055	0.563	-0.046	0.235	
212729527	2.7429	-0.40512486	4745.35	0	2.07	-0.094	0.559	-0.08	0.233	
212732073	2.6485	-0.42958157	4865.93	0	1.994	-0.061	0.568	-0.047	0.24	
212732697	2.303	-0.41134847	5104.55	0	1.849	-0.007	0.58	0.009	0.251	
212733833	2.3496	-0.72380058	5021.48	0	1.893	-0.034	0.562	-0.026	0.234	
212733961	2.5216	-0.58776317	4742.16	0	2.069	-0.099	0.553	-0.09	0.226	
212734971	2.7988	0.1583495	4664.56	0	2.131	-0.104	0.578	-0.072	0.248	
212734990	2.7051	-0.67340321	4703.58	0	2.092	-0.113	0.543	-0.108	0.218	
212736070	2.6562	-0.46407098	4734.22	0	2.076	-0.098	0.556	-0.087	0.23	
212736961	2.161	-0.57195039	4604.2	0	2.16	-0.141	0.541	-0.134	0.216	
212738568	2.2495	-0.30650285	4476.3	0	2.248	-0.183	0.531	-0.172	0.205	
212740875	2.607	-0.47153651	4890.57	0	1.978	-0.056	0.568	-0.043	0.24	
212743777	2.19	0.05536587	4536.61	0	2.213	-0.15	0.557	-0.122	0.228	
212744815	2.4612	-0.98635414	5166.52	0	1.801	-0.018	0.548	-0.016	0.219	
212746427	2.6369	-0.87995626	4805.53	0	2.023	-0.09	0.544	-0.088	0.217	
212750347	2.6157	0.05026688	4636.92	0	2.147	-0.115	0.57	-0.086	0.24	
212750550	2.9639	-0.44628484	4882.27	0	1.982	-0.059	0.566	-0.046	0.238	
212752245	2.1975	-0.76267009	4539.04	0	2.2	-0.169	0.524	-0.169	0.199	
212754934	2.1287	-1.4645696	4763.97	0	2.045	-0.109	0.532	-0.116	0.207	
212755157	2.6728	-0.35536663	4736.32	0	2.077	-0.095	0.562	-0.079	0.235	
212755602	2.4052	-0.067440319	4759.28	0	2.068	-0.077	0.581	-0.05	0.251	
212759100	2.6401	-0.58139315	4822.81	0	2.018	-0.077	0.558	-0.067	0.231	
212761233	2.5292	-0.69092683	4661.21	0	2.119	-0.126	0.54	-0.122	0.214	
212761790	2.6604	0.32421107	4580.68	0	2.186	-0.131	0.574	-0.096	0.244	
212763112	2.6133	-0.24551702	4687.99	0	2.11	-0.106	0.562	-0.088	0.235	
212765803	2.9259	-0.66592924	4843.66	0	2.002	-0.075	0.553	-0.068	0.226	
212766564	2.3273	-0.61699518	4751.42	0	2.064	-0.096	0.554	-0.087	0.228	
212766797	2.892	0.047587392	4771.85	0	2.061	-0.073	0.584	-0.043	0.254	
212768683	2.5566	-0.9593374	4752.7	0	2.056	-0.106	0.537	-0.106	0.212	
212768741	2.4816	-1.0997176	4771.91	0	2.042	-0.103	0.535	-0.106	0.209	
212770781	2.5968	-0.43715547	4719.43	0	2.086	-0.102	0.557	-0.089	0.23	
212772093	2.676	-0.76437645	4772.41	0	2.046	-0.096	0.546	-0.092	0.219	
212772152	2.5442	-0.69346784	4782.6	0	2.041	-0.09	0.551	-0.084	0.224	
212772956	2.1779	-0.42382401	4430.91	0	2.277	-0.205	0.518	-0.199	0.193	
212773540	2.6502	0.28091537	4563.55	0	2.197	-0.138	0.569	-0.105	0.24	
212774580	2.5085	-0.25284368	4763.13	0	2.062	-0.083	0.571	-0.063	0.243	
212774705	2.9783	-0.55662166	4824.19	0	2.017	-0.077	0.557	-0.068	0.23	
212775342	2.3292	-0.33167871	4759.18	0	2.064	-0.085	0.568	-0.068	0.241	
212775348	2.5605	-0.45213125	4700.72	0	2.098	-0.108	0.554	-0.096	0.228	
212777905	2.4839	-0.27185217	4666.91	0	2.123	-0.113	0.56	-0.096	0.233	
212779511	2.0936	-0.92476256	4564.42	0	2.181	-0.163	0.523	-0.165	0.199	
212780841	2.5042	-1.2021493	4940.75	0	1.934	-0.065	0.54	-0.068	0.213	
212781453	2.5259	-0.80409553	4696.57	0	2.095	-0.118	0.539	-0.116	0.213	
212785136	2.75	-0.59537086	4803.93	0	2.029	-0.083	0.555	-0.074	0.228	
212786574	2.7797	-0.64943366	4849.84	0	1.999	-0.073	0.555	-0.065	0.228	
212788304	2.6599	-0.35966929	4651.25	0	2.131	-0.122	0.552	-0.108	0.226	
212790358	2.5538	-0.46325067	4693.25	0	2.103	-0.11	0.553	-0.099	0.227	
212792270	2.6297	-0.30184951	4632.23	0	2.145	-0.126	0.553	-0.111	0.226	
212792426	2.2437	0.041917597	4411.12	0	2.295	-0.204	0.531	-0.183	0.204	
212792503	2.6191	-0.36884232	4710.69	0	2.093	-0.102	0.559	-0.088	0.232	
212793396	2.6295	-1.3919149	5085.92	0	1.841	-0.044	0.534	-0.049	0.205	
212794436	2.2067	0.21566618	4367.28	0	2.326	-0.222	0.529	-0.2	0.201	
212795979	2.4793	-0.098650689	4745.71	0	2.076	-0.083	0.577	-0.057	0.248	
212796425	2.7443	-0.040715657	4750.78	0	2.073	-0.081	0.578	-0.054	0.249	
212796770	2.6673	-0.24591219	4584.18	0	2.177	-0.142	0.548	-0.127	0.222	
212798553	2.7049	0.093992082	4705.91	0	2.103	-0.091	0.58	-0.06	0.25	
212800831	2.412	-0.063825245	4776.73	0	2.057	-0.072	0.582	-0.044	0.253	
212802071	2.2435	-0.14047751	4286.69	0	2.378	-0.268	0.494	-0.263	0.17	
212802980	2.6422	-0.79167426	4731.84	0	2.072	-0.108	0.542	-0.105	0.216	
212803708	2.6704	-0.035023271	4615.77	0	2.159	-0.125	0.562	-0.1	0.234	
212804315	2.1945	-1.2108909	4696.9	0	2.09	-0.125	0.53	-0.13	0.205	
212804552	2.6409	-1.863014	5225.98	0	1.751	-0.037	0.514	-0.049	0.185	
212805957	2.4371	-0.6775326	4651.26	0	2.126	-0.129	0.54	-0.124	0.215	
212808251	2.7337	-0.67554566	4835.03	0	2.008	-0.077	0.553	-0.07	0.227	
212808482	2.8803	-1.5353226	5176.39	0	1.783	-0.036	0.524	-0.044	0.195	
212809083	2.3391	-0.12571236	4692.01	0	2.11	-0.1	0.571	-0.075	0.242	
212809327	2.5906	-0.6066334	4807.87	0	2.027	-0.081	0.556	-0.073	0.229	
212809875	2.4878	-0.35398165	4672.1	0	2.118	-0.114	0.556	-0.099	0.23	
212810008	2.6332	-0.58114839	4822	0	2.018	-0.077	0.558	-0.068	0.231	
212810189	2.3384	-0.26361162	4477.03	0	2.248	-0.182	0.532	-0.17	0.206	
212810864	2.2612	-0.46593559	4595.27	0	2.167	-0.142	0.543	-0.132	0.218	
212811765	2.5409	-0.98907588	4777.53	0	2.04	-0.1	0.538	-0.1	0.212	
212813669	2.5901	-0.76987438	4792.91	0	2.033	-0.09	0.548	-0.086	0.221	
212814387	2.5233	-1.0266552	4714.22	0	2.08	-0.118	0.532	-0.12	0.207	
212816020	2.379	-0.33214468	4975.18	0	1.929	-0.031	0.581	-0.012	0.253	
212816460	2.5759	-0.4342674	4761.17	0	2.06	-0.089	0.561	-0.076	0.234	
212816819	2.4265	-0.44018657	5019.48	0	1.9	-0.025	0.576	-0.01	0.247	
212818050	2.7695	-0.45648601	4744.99	0	2.069	-0.095	0.557	-0.084	0.23	
212818166	2.3717	0.00065547777	4702.03	0	2.105	-0.093	0.578	-0.063	0.248	
212818376	2.3665	0.078677026	4799.89	0	2.045	-0.061	0.593	-0.027	0.262	
212818978	2.9095	-0.29580062	4843.56	0	2.01	-0.064	0.572	-0.046	0.244	
212819168	2.2301	-1.9157224	4986.79	0	1.898	-0.068	0.529	-0.079	0.203	
212820133	2.3711	-0.20745024	4711.16	0	2.096	-0.096	0.569	-0.075	0.241	
212821053	2.4282	0.21612555	4688.14	0	2.116	-0.093	0.586	-0.056	0.255	
212821984	2.4948	-0.39326646	4667.83	0	2.12	-0.116	0.554	-0.103	0.227	
212822146	2.3541	-0.31351327	4784.61	0	2.048	-0.078	0.571	-0.059	0.244	
212823149	2.3743	-0.13473641	4799.23	0	2.042	-0.068	0.581	-0.042	0.252	
212824874	2.721	-0.67179667	4896.32	0	1.97	-0.062	0.557	-0.054	0.23	
212824959	2.471	-0.10071842	4685.06	0	2.114	-0.102	0.57	-0.077	0.241	
212828960	2.575	-0.24060674	4730.33	0	2.083	-0.092	0.567	-0.073	0.24	
212831983	2.2221	-0.90334032	4667.07	0	2.114	-0.128	0.535	-0.128	0.21	
212835386	2.8139	-0.32896195	4827.9	0	2.019	-0.069	0.569	-0.052	0.242	
212836333	2.4055	0.51761405	4644.04	0	2.146	-0.102	0.596	-0.057	0.264	
212837037	2.2721	0.64461782	4633.06	0	2.153	-0.104	0.603	-0.054	0.27	
212837078	2.6591	0.083911351	4586.25	0	2.18	-0.133	0.563	-0.105	0.234	
