#Id,age,age_68L,age_68U,age_95L,age_95U,mass,mass_68L,mass_68U,mass_95L,mass_95U,logg,logg_68L,logg_68U,logg_95L,logg_95U,rad,rad_68L,rad_68U,rad_95L,rad_95U,logrho,logrho_68L,logrho_68U,logrho_95L,logrho_95U,mbol,mbol_68L,mbol_68U,mbol_95L,mbol_95U,Kepler,Kepler_68L,Kepler_68U,Kepler_95L,Kepler_95U,g,g_68L,g_68U,g_95L,g_95U,r,r_68L,r_68U,r_95L,r_95U,i,i_68L,i_68U,i_95L,i_95U,z,z_68L,z_68U,z_95L,z_95U,DDO51_finf,DDO51_finf_68L,DDO51_finf_68U,DDO51_finf_95L,DDO51_finf_95U,J,J_68L,J_68U,J_95L,J_95U,H,H_68L,H_68U,H_95L,H_95U,Ks,Ks_68L,Ks_68U,Ks_95L,Ks_95U,W1,W1_68L,W1_68U,W1_95L,W1_95U,W2,W2_68L,W2_68U,W2_95L,W2_95U,W3,W3_68L,W3_68U,W3_95L,W3_95U,W4,W4_68L,W4_68U,W4_95L,W4_95U,Av2d,Av,Av_68L,Av_68U,Av_95L,Av_95U,mu02d,mu0,mu0_68L,mu0_68U,mu0_95L,mu0_95U,dist2d,dist,dist_68L,dist_68U,dist_95L,dist_95U,nfil,fils,GLON,GLAT,feh,efeh,teff,eteff,numax,Dnu,Z,m_seismo,r_seismo,percentage,sig_age,sig_mass,radius_val,Kabs,parallax,parallax_error,dist_ABJ,sig_dist_ABJ,BC_K,BC_G,A_K,sfd_A_K,Rgaia,Lumo,gLumo
212394760,10.2401,6.8391,15.5126,3.134,20.1779,0.8719,0.7762,0.9788,0.7177,1.2164,2.4685,2.4575,2.4815,2.4475,2.4944,8.9558,8.557,9.4178,8.2035,10.3908,-2.9226,-2.9388,-2.9063,-2.9717,-2.8888,0.6937,0.5648,0.8298,0.1712,0.9298,0.7781,0.6316,0.9097,0.1944,1.0098,1.4128,1.25,1.5687,0.7638,1.7097,0.7219,0.59,0.8665,0.1568,0.9698,0.4901,0.35,0.6157,-0.0558,0.7097,0.3626,0.2322,0.4897,-0.1388,0.5897,1.1225,0.97,1.2775,0.4988,1.4098,-0.6728,-0.7914,-0.5503,-1.131,-0.4703,-1.1905,-1.2946,-1.0703,-1.5774,-0.9902,-1.2556,-1.37,-1.1485,-1.6458,-1.0702,-1.2863,-1.41,-1.1891,-1.6814,-1.1102,-1.2628,-1.3762,-1.1499,-1.6566,-1.0703,-1.3308,-1.4312,-1.2102,-1.7198,-1.1502,-1.3459,-1.4518,-1.2304,-1.72,-1.1502,0.35,0.3497,0.195,0.4911,0.0554,0.6349,12.745,12.7475,12.6652,12.8324,12.5901,12.9124,3539.9732,3544.038,3412.3217,3685.4341,3296.3246,3823.6904,5,grJHKs,320.735,46.076,-1.0528600000000001,0.16300297,4818.67,132.292,36.52,4.494,2.55263092565786,1.0271721095654,1.19437343796771e-05,17.8084768397068,4.33675,0.1013,,-1.9394288532398998,0.16512000000000002,0.031,5.64956495649565,1.0968600024206898,2.013,-0.09,0.01294249966740608,0.0,12.309704717091543,38.82469419417513,73.34905812294299
212395033,1.726,3.7584,12.1294,1.5578,12.1588,1.8686,1.0772,1.4586,1.0714,1.9474,2.6189,2.6075,2.6364,2.6026,2.6524,10.6886,8.4333,9.5803,8.4085,10.9131,-2.7695,-2.7911,-2.7487,-2.8318,-2.7413,1.1963,0.8948,1.3101,0.45,1.3330000000000002,1.4269999999999998,1.07,1.5636,0.5318,1.5698,2.4715,1.9744,2.61,1.35,2.6351,1.3573,0.988,1.4901,0.4574,1.5098,1.016,0.7004,1.1498,0.21,1.1632,0.8164,0.53,0.9423,0.07,0.9487,2.23,1.724,2.3897,1.0756,2.4097,-0.3638,-0.617,-0.2502,-1.028,-0.2502,-1.4971,-1.199,-0.8702,-1.5472,-0.8699,-1.5945,-1.3058,-0.9902,-1.63,-0.9796,-1.6386,-1.3622,-1.0502,-1.6728,-1.0299,-1.5475,-1.2522,-0.9304,-1.59,-0.9314,-1.662,-1.386,-1.07,-1.7,-1.0502,-1.6717,-1.396,-1.0899,-1.71,-1.0784,0.0,-0.0229,-0.175,0.1794,-0.315,0.4458,11.2,11.1935,11.1175,11.2955,11.0561,11.4324,1737.8007,1732.6361,1673.0151,1815.912,1626.3723,1934.1326,6,griJHKs,328.168,44.196999999999996,0.38227529,0.18214803,4540.1,136.156,54.71,5.364,1.2078683846397098,1.5560931903039,2.47432419146813e-05,-16.7241148290754,10.4034,0.1907,7.78,-1.26474638010947,0.50452,0.0404,1.9891989198919904,0.169144188383042,2.213,-0.146,0.024285400435328484,0.0,9.220746737549527,43.58066512926556,32.43279611016477
212395184,6.0143,3.8459,7.907,2.9174,12.625,1.0842,1.0058,1.2077,0.9077,1.306,2.859,2.8478,2.8674,2.8384,2.8774,6.3903,6.166,6.6499,5.9314,6.8856,-2.3862,-2.3983,-2.3738,-2.4094,-2.3613,1.4415,1.27,1.5219,1.17,1.6876,1.5167,1.3164,1.59,1.2242,1.7897,2.1613,1.93,2.271,1.81,2.5225,1.4408,1.2606,1.5298,1.17,1.7277,1.2309999999999999,1.037,1.2901,0.95,1.4701,1.1033,0.9308,1.1697,0.85,1.3408,1.9001,1.67,2.0035,1.55,2.2492,0.0688,-0.0826,0.1296,-0.17,0.2599,-0.4636,-0.5784,-0.3902,-0.65,-0.2738,-0.5352,-0.65,-0.4661,-0.7162,-0.3503,-0.5662,-0.6712,-0.4903,-0.75,-0.3889,-0.5088,-0.63,-0.4397,-0.71,-0.3305,-0.5958,-0.71,-0.5283,-0.774,-0.4103,-0.6054,-0.7134,-0.5303,-0.79,-0.4257,0.22,0.2033,0.0735,0.3748,-0.085,0.5145,11.075,11.0788,11.0075,11.1631,10.9378,11.2324,1640.5896,1643.467,1590.3765,1708.5102,1540.1389,1763.9454,5,grJHKs,320.242,46.185,-0.45470171,0.19768698,4946.33,130.35,89.18,8.5,1.1858912755547801,1.2154685858243799,0.000105712538538,12.1074142985041,2.03055,0.10095,6.38,-0.645602762108258,0.54082,0.0508,1.8601860186018602,0.19038731683163693,1.943,-0.044000000000000004,0.014436699785292146,0.0,6.6446448408203524,21.94650527617835,23.728289092835766
212396528,7.2917,6.0954,13.4174,5.1227,20.179000000000002,1.0258,0.879,1.087,0.7798,1.1628,2.3814,2.3707,2.3924,2.3596,2.4025,10.725999999999999,10.0369,11.0134,9.4189,11.2678,-3.0804,-3.0938,-3.0553,-3.1068,-3.0338,0.3788,0.35,0.7008,0.2518,0.8298,0.4534,0.43,0.8396,0.2994,0.9701,1.5739,1.176,1.6497,0.9604,1.79,0.3828,0.3554,0.7698,0.2374,0.9097,0.1441,0.11,0.4887,0.013000000000000001,0.6297,0.021,-0.01,0.3398,-0.10400000000000001,0.4697,1.2802,0.8764,1.3498,0.67,1.4972,-1.0408,-1.07,-0.7678,-1.1566,-0.6499,-1.5681,-1.59,-1.3455,-1.6669999999999998,-1.2302,-1.643,-1.67,-1.4314,-1.7414,-1.3103,-1.6793,-1.71,-1.4738,-1.7790000000000001,-1.3503,-1.6168,-1.65,-1.4133,-1.7202,-1.2903,-1.7116,-1.75,-1.5172,-1.815,-1.3899,-1.72,-1.75,-1.5196,-1.814,-1.3903,0.52,0.517,0.115,0.5855,-0.0269,0.805,11.4,11.4128,11.2406,11.4774,11.1053,11.5224,1905.4604,1916.7695,1770.5978,1974.6246,1663.6804,2015.9909,5,grJHKs,320.075,46.25,-0.42522058,0.16569476,4587.52,134.936,30.51,3.8360000000000003,1.3846052103753002,1.04802487641865,7.093621777030881e-06,2.1665896294259097,6.1257,0.1468,9.37,-1.6276220048736998,0.48641999999999996,0.0416,2.06420642064206,0.18885739732852105,2.1719999999999997,-0.14400000000000002,0.013500499874353408,0.0,10.931332255903152,45.748619943712214,47.51695497405778
212398408,14.7123,9.4406,19.9162,5.665,20.1789,1.0174,0.9462,1.1277,0.9162,1.272,2.6574,2.6475,2.668,2.6425,2.6815,7.7801,7.5509,8.1118,7.4213,8.5104,-2.6745,-2.6862,-2.6619,-2.6992,-2.6513,1.4435,1.2444,1.5097,1.0704,1.5498,1.6472,1.3984,1.7296,1.193,1.7897,2.5973,2.2478,2.7097,2.01,2.8396,1.5744,1.3138,1.6498,1.125,1.7298,1.2574,1.0386,1.3296,0.85,1.3757,1.0699,0.87,1.1309,0.7002,1.1698,2.3480000000000003,1.9804,2.4697,1.7348,2.6097,-0.10800000000000001,-0.2524,-0.0302,-0.4066,-0.0103,-0.7186,-0.8444,-0.6502,-0.98,-0.6302,-0.833,-0.9536,-0.7699,-1.07,-0.7336,-0.8802,-0.99,-0.8103,-1.1192,-0.7903,-0.7815,-0.8988,-0.7103,-1.03,-0.6903,-0.9022,-1.0132,-0.8304,-1.1420000000000001,-0.8103,-0.922,-1.03,-0.8529,-1.155,-0.8303,-0.21,-0.2398,-0.375,-0.0113,-0.4983,0.2048,9.815,9.8086,9.7425,9.9017,9.6925,10.0123,918.3328,915.6281,888.1777,955.7279,867.9606,1005.6696,6,griJHKs,318.238,46.632,0.34807359,0.18401689,4710.13,137.528,58.96,5.999,0.665623446723893,1.31552384391246,3.3971230994534004e-05,29.30252053395511,5.2378,0.09075,8.18,-1.13747080565172,0.9291200000000001,0.0338,1.07710771077108,0.039766488641820995,2.104,-0.084,0.008944500196381766,0.0,8.555476612940167,26.748070768742085,32.34525074349355
212398729,5.6877,3.6728,8.3536,2.6607,13.2797,1.14,1.0375,1.2699,0.9289,1.3897,2.6832,2.6725,2.6935,2.6606,2.7025,7.9981,7.6899,8.3561,7.3478,8.6683,-2.6572,-2.6713,-2.6448,-2.6837,-2.6318,1.0579,0.899,1.1897,0.79,1.3492,1.141,0.97,1.2963,0.85,1.4754,1.8501,1.65,2.0627,1.51,2.2938,1.0743,0.9072,1.2298,0.79,1.4091,0.8339,0.67,0.9698,0.5518,1.1301,0.7053,0.55,0.8317,0.4448,0.9898,1.5629,1.37,1.7842,1.23,2.0179,-0.3655,-0.51,-0.2647,-0.61,-0.129,-0.9049,-1.0244,-0.8102,-1.1134,-0.6902,-0.9888,-1.097,-0.8903,-1.19,-0.7816,-1.0226,-1.1344,-0.9303,-1.23,-0.8254,-0.9612,-1.0848,-0.8699,-1.17,-0.7479,-1.0522,-1.17,-0.9649,-1.2558,-0.8502,-1.0674,-1.1754,-0.9702,-1.27,-0.8645,0.2,0.1991,0.025,0.3602,-0.158,0.505,11.285,11.2893,11.2125,11.3797,11.1295,11.4625,1807.174,1810.7753,1747.8329999999999,1887.6963,1682.3254,1961.106,6,griJHKs,317.968,46.687,-0.31675277,0.16772514,4772.03,141.687,60.43,6.157,1.31755112989805,1.3017522073351298,3.69166362901386e-05,14.188790117116305,2.3404,0.1162,6.02,-0.863935848813412,0.5482199999999999,0.0384,1.83018301830183,0.134346650255843,2.055,-0.083,0.035678673829253334,0.0,7.424203021845211,29.783576674981102,25.662730902361528
212401077,13.4039,11.4209,20.176,6.9518,20.1786,0.7741,0.7177,0.8454,0.7112,0.9741,2.0941,2.0825,2.1066,2.0699,2.1174,12.981,12.6474,13.6482,12.4165,14.4781,-3.4663,-3.4853,-3.4463,-3.5072,-3.4288,0.0047,-0.106,0.0898,-0.2482,0.1498,0.1073,0.0024,0.2098,-0.15,0.278,0.7784,0.675,0.9097,0.5152,1.0097,0.0574,-0.05,0.157,-0.1964,0.2298,-0.2032,-0.3094,-0.1103,-0.4576,-0.0502,-0.3407,-0.4436,-0.2503,-0.59,-0.1946,0.4818,0.3802,0.6098,0.2268,0.7096,-1.3988,-1.5112,-1.3298,-1.6580000000000001,-1.2903,-1.9423,-2.062,-1.8899,-2.1968,-1.8502,-2.0198,-2.13,-1.959,-2.2748,-1.9302,-2.0584,-2.17,-1.9994,-2.314,-1.9702,-2.025,-2.1432,-1.9702,-2.2766,-1.9303,-2.0996,-2.21,-2.0395,-2.3526,-2.0102,-2.1163,-2.23,-2.0595,-2.37,-2.0263,0.23,0.2023,0.0989,0.3149,-0.005,0.4187,9.53,9.5338,9.4725,9.6044,9.422,9.6824,805.3783,806.7987,784.3321,833.4423,766.2845,863.9358,6,griJHKs,318.642,46.623999999999995,-1.0475242,0.16103833,4736.87,125.145,15.25,2.435,0.586431650503501,0.845752469075139,1.45175438517836e-06,9.25622904988235,6.7721,0.06385,12.41,-2.20931264548009,1.1267200000000002,0.0571,0.891089108910891,0.046422401980614016,2.068,-0.11,0.0086086757101696,0.0,14.091674308156653,76.16802481426694,89.75974040939654
212401624,6.1478,4.4157,8.6716,2.3052,10.1114,1.1002,1.0045,1.2091,0.965,1.479,2.3997,2.3875,2.4122,2.3747,2.4224,10.8732,10.5196,11.2776,10.4232,12.4183,-3.0775,-3.094,-3.0638,-3.1213,-3.0539,0.3626,0.2384,0.4897,-0.001,0.5497,0.4377,0.298,0.59,0.0538,0.6697,1.1559,0.9782,1.37,0.73,1.5053,0.3679,0.2418,0.5296,-0.01,0.5998,0.1299,0.008,0.2696,-0.2374,0.3301,0.0043,-0.1118,0.1297,-0.35,0.1846,0.8593,0.7022,1.0898,0.4434,1.2098,-1.0564,-1.1734,-0.9699,-1.4018,-0.9303,-1.5809,-1.6872,-1.5102,-1.8944,-1.4704,-1.6606,-1.7584,-1.5902,-1.97,-1.5566,-1.6983,-1.796,-1.6303,-2.01,-1.6007,-1.6339,-1.7262,-1.5503,-1.9532,-1.5299,-1.7298,-1.8166,-1.6502,-2.0388,-1.6302,-1.7381,-1.8378,-1.6699,-2.05,-1.6392,0.09,0.0887,-0.0418,0.1848,-0.1675,0.3349,11.535,11.5355,11.4925,11.5731,11.4425,11.6274,2027.6826,2028.1412,1988.3822,2063.5884,1943.1218,2115.7969,6,griJHKs,315.322,47.157,-0.15569574,0.1737484,4913.23,133.718,31.68,3.833,1.4870731693136499,1.30449761881665,7.610724437549852e-06,18.5691345952233,2.12795,0.1023,10.2,-1.72420931042576,0.44642,0.0377,2.2442244224422403,0.202140131757156,1.97,-0.039,0.011387883090289578,0.0,10.945480475339723,61.85483640696231,62.67993983593727
212402298,7.8966,5.6885,12.1265,4.103,17.5815,0.9786,0.9078,1.0984,0.8245,1.1912,2.7606,2.7518,2.7724,2.7375,2.7783,6.7687,6.5766,7.1088,6.3387,7.3655,-2.5123,-2.5238,-2.499,-2.5363,-2.4878,1.3178,1.21,1.4638,1.097,1.5897,1.3929,1.2728,1.5497,1.15,1.6945,2.0462,1.93,2.2675,1.77,2.4535,1.3102,1.21,1.4845,1.09,1.6282,1.0829,0.99,1.2486,0.87,1.3735,0.968,0.8648,1.1101,0.7542,1.2301,1.7794,1.65,1.9833,1.5096,2.1896,-0.0759,-0.1706,0.0498,-0.27,0.1521,-0.5631,-0.685,-0.4903,-0.77,-0.3972,-0.6423,-0.7596,-0.57,-0.8338,-0.4703,-0.6796,-0.79,-0.6019,-0.87,-0.5109,-0.6364,-0.7458,-0.5503,-0.8246,-0.4503,-0.7061,-0.8184,-0.6303,-0.9098,-0.5502,-0.7305,-0.8386,-0.65,-0.9112,-0.5504,0.1,0.0874,-0.0724,0.2248,-0.215,0.3595,9.66,9.6659,9.5925,9.7518,9.5208,9.8274,855.0667,857.3834,828.8958,891.9742,801.9733,923.5978,6,griJHKs,318.901,46.606,-0.39209661,0.16889844,4917.34,135.043,71.58,7.3320000000000025,0.623014748473346,1.12531218161951,6.29479171127457e-05,14.9920479889134,3.219,0.0953,6.03,-0.6783126454800891,1.12322,0.0529,0.8940894089408941,0.043085861963347995,1.962,-0.048,0.007907277985300647,0.0,6.786179345450717,24.05038387784233,24.174758651307773
212404841,6.4464,4.4198,9.8825,3.1218,15.3124,0.9922,0.9078,1.1298,0.8128,1.2513,2.5547,2.5425,2.5659,2.5325,2.5772,8.6633,8.356,9.1447,7.9799,9.5414,-2.8243,-2.8387,-2.8088,-2.8522,-2.7938,0.7687,0.648,0.91,0.53,1.0526,0.8466,0.71,0.9907,0.59,1.15,1.5113,1.3359999999999999,1.6697,1.21,1.8765,0.787,0.6514,0.9301,0.5336,1.0897,0.5501,0.43,0.6951,0.31,0.8389,0.4343,0.31,0.5643,0.2018,0.7097,1.2266,1.0664,1.3897,0.93,1.5791,-0.616,-0.7238,-0.4902,-0.83,-0.3647,-1.1511,-1.23,-1.0166,-1.33,-0.9057,-1.1999,-1.3006,-1.0903,-1.4084,-0.9902,-1.2387,-1.3392,-1.1299,-1.43,-1.0143,-1.1951,-1.2902,-1.0753,-1.3976,-0.9704,-1.2731,-1.37,-1.1611,-1.47,-1.0552,-1.2921,-1.39,-1.1804,-1.4862,-1.0703,0.3,0.2977,0.145,0.4391,-0.0084,0.5849,11.505,11.51,11.4275,11.5896,11.3519,11.6724,1999.8611,2004.489,1929.7451,2079.2932,1863.7172,2160.1718,5,grJHKs,320.20599999999996,46.422,-0.8049416,0.17880418,4773.12,123.51700000000001,44.74,5.067,1.45212520179584,1.1520736884469298,1.8513076835537306e-05,16.113050639682502,2.73135,0.111,7.37,-1.20334229585248,0.46471999999999997,0.0532,2.16321632163216,0.280015023577336,2.046,-0.096,0.011210687852027976,0.0,8.811023319595263,34.975718864411206,36.17867382479772
212405175,5.5827,4.187,8.6014,3.5892,19.7907,1.0468,0.9309999999999999,1.1374,0.762,1.2221,2.3944,2.3825,2.4072,2.3705,2.4174,10.6521,10.2329,11.0713,9.1986,11.3243,-3.0698,-3.0855,-3.0563,-3.0938,-3.0152,0.2697,0.1272,0.3698,0.05,0.7726,0.319,0.16899999999999998,0.4297,0.09,0.8867,0.9353,0.7504,1.0898,0.65,1.6015,0.2584,0.11,0.3661,0.034,0.8296,0.0392,-0.1098,0.1297,-0.1718,0.5701,-0.0701,-0.198,0.0297,-0.27,0.4287,0.6602,0.491,0.8098,0.39,1.308,-1.0967,-1.214,-1.0102,-1.273,-0.6502,-1.5853,-1.69,-1.5030000000000001,-1.7478,-1.2103,-1.6552,-1.7532,-1.5699,-1.81,-1.2856,-1.6867,-1.79,-1.6067,-1.83,-1.3106,-1.6438,-1.75,-1.5611,-1.8044,-1.2703,-1.7206,-1.8119999999999998,-1.6303,-1.87,-1.3549,-1.7348,-1.83,-1.6477,-1.8856,-1.3703,0.35,0.3082,0.225,0.4067,0.115,0.5159,10.46,10.4662,10.4225,10.5219,10.3753,10.5925,1235.9475,1239.4731,1214.7864,1271.6959,1188.6938,1313.7206,6,griJHKs,318.91,46.673,-0.73816069,0.16910577,4828.07,136.115,30.66,3.975,0.901654077658407,0.99591130728578,7.852588403235271e-06,-4.861357729673291,3.0187,0.1032,9.57,-1.5127072186766801,0.8250200000000001,0.0522,1.2181218121812198,0.080358088039664,2.013,-0.079,0.007943525444363097,0.0,10.097418523358774,55.35479312069243,49.73996522383268
212406980,3.4024,2.4266,6.6872,1.5311,10.530999999999999,1.1331,1.0129,1.3488,0.8994,1.5761,2.3804,2.3675,2.3929,2.3575,2.4073,11.3847,10.7766,12.1886,10.2329,13.0509,-3.113,-3.1365,-3.0937,-3.1613,-3.0767,0.2762,0.0426,0.4496,-0.23,0.5767,0.34299999999999997,0.11,0.5588,-0.1766,0.7097,1.0328,0.75,1.2862,0.4102,1.4697,0.2888,0.05,0.498,-0.25,0.6334,0.0607,-0.19,0.23,-0.4574,0.3698,-0.0717,-0.308,0.0898,-0.5528,0.2298,0.7414,0.4662,0.9897,0.1406,1.17,-1.1438,-1.35,-0.9937,-1.57,-0.8692,-1.6782,-1.85,-1.5393,-2.0436,-1.4304,-1.7480000000000002,-1.93,-1.6268,-2.1088,-1.5102,-1.7933,-1.97,-1.6689,-2.1438,-1.5503,-1.7422,-1.91,-1.5998,-2.1044,-1.4903,-1.8303,-1.99,-1.6907,-2.17,-1.578,-1.8419999999999999,-2.01,-1.7108,-2.19,-1.5972,0.2,0.198,-0.025,0.3923,-0.2514,0.6149,12.82,12.8211,12.7125,12.9421,12.6125,13.0731,3664.3752,3666.2876,3487.3852,3876.3277,3330.4265,4117.3241,6,griJHKs,318.58799999999997,46.773,-0.75373654,0.1879131,4790.34,141.72299999999996,30.07,3.622,2.67142565259388,1.34694051225839,6.36932087404548e-06,18.8721659393159,3.2848,0.16795,,-1.84381605609932,0.21961999999999998,0.0427,4.3594359435943595,0.9605728425300022,2.036,-0.08900000000000001,0.007072322465007842,0.0,11.825535159715164,61.27722194915228,66.11461807009923
212407479,2.7633,1.9724,3.8862,1.4622,5.6788,1.3319,1.2412,1.4857,1.1219,1.6147,2.8254,2.8172,2.8374,2.8037,2.8424,7.3672,7.145,7.6825,6.8234,7.9365,-2.481,-2.4928,-2.4688,-2.5051,-2.4563,1.0585,0.9452,1.1901,0.83,1.3247,1.1062,0.99,1.2544,0.87,1.4045,1.7387,1.59,1.9217,1.45,2.1254,1.0483,0.93,1.1897,0.81,1.3361,0.8296,0.71,0.9538,0.61,1.104,0.7228,0.61,0.841,0.51,0.9776,1.4696,1.3282,1.6497,1.19,1.8468,-0.3031,-0.41,-0.2055,-0.5078,-0.0903,-0.7889,-0.89,-0.7093,-0.97,-0.5967,-0.8584,-0.95,-0.7743,-1.0344,-0.6703,-0.8914,-0.9846,-0.8103,-1.0698,-0.7103,-0.8482,-0.934,-0.7504,-1.03,-0.6544,-0.9232,-1.01,-0.8354,-1.11,-0.7481,-0.9363,-1.0256,-0.8502,-1.1122,-0.7502,0.27,0.2678,0.135,0.3843,-0.005,0.5015,9.805,9.8077,9.7425,9.8733,9.6725,9.9442,914.1134,915.2406,888.1781,943.3331,860.0029,974.6427,6,griJHKs,327.594,44.678000000000004,-0.49699533,0.17155943,4921.89,141.189,82.29,7.62,0.643525548143795,1.46761304433736,7.819925137498459e-05,10.189431964664099,0.9569,0.12225,6.06,-0.50169017155144,1.2499200000000001,0.0405,0.8010801080108009,0.026261299676741002,1.9569999999999999,-0.051,0.012567741414387778,0.0,6.245474138791403,28.59717040305161,20.55175774675017
212407899,17.7972,9.0303,20.1784,4.2914,20.1785,0.8925,0.8128,1.0226,0.7726,1.2291,2.6011,2.5925,2.6123,2.5825,2.6217,7.7479999999999976,7.4131,8.2824,7.237,9.0768,-2.7349,-2.7613,-2.7112,-2.7937,-2.6913,1.239,1.0170000000000001,1.3097,0.7708,1.3498,1.3372,1.1032,1.4296,0.841,1.4897,2.0456,1.8092,2.2097,1.52,2.3297,1.2783,1.045,1.3696,0.7846,1.4297,1.0266,0.79,1.095,0.5478,1.1497,0.8873,0.6609999999999999,0.9497,0.4204,0.9897,1.7484,1.51,1.915,1.229,2.0501,-0.2067,-0.4146,-0.1502,-0.65,-0.1231,-0.7875,-0.97,-0.7203,-1.19,-0.6888,-0.8817,-1.058,-0.8103,-1.27,-0.7691,-0.9218,-1.0978,-0.85,-1.2906,-0.7903,-0.8448,-1.0182,-0.7703,-1.23,-0.7318,-0.95,-1.1168,-0.8702,-1.3268,-0.8303,-0.9653,-1.1358,-0.8902,-1.3456,-0.8499,0.31,0.3067,0.1463,0.4748,0.0004,0.6749,11.075,11.0691,10.9975,11.1784,10.9475,11.3175,1640.5896,1636.1479,1583.0692,1720.5829999999999,1547.0347,1834.4019,6,griJHKs,328.20099999999996,44.506,-0.37755547,0.17750408,4670.85,146.503,50.2,5.61,1.1469134207840401,1.0484458228201998,2.51887745142999e-05,17.472921324391805,8.7669,0.1049,6.68,-0.9712162503345341,0.55082,0.0728,1.8361836183618399,0.291102684455943,2.1180000000000003,-0.115,0.01785996270670747,0.0,7.974145422359196,25.65390228104978,27.173308228971862
212408600,4.162,2.9854,6.2143,2.1627,9.4352,1.1901,1.0665,1.2856,0.9682,1.4134,2.7136,2.7025,2.7235,2.6925,2.7339,7.8568,7.5343,8.127,7.233,8.4323,-2.617,-2.6288,-2.6045,-2.6397,-2.5913,0.975,0.85,1.1126,0.7458,1.2698,1.0277,0.91,1.1965,0.79,1.3622,1.6782,1.51,1.8746,1.37,2.0949,0.9773,0.85,1.1319,0.73,1.2933,0.7552,0.63,0.8931,0.51,1.0375,0.6415,0.5212,0.7696,0.41,0.9077,1.4003,1.25,1.6027,1.11,1.8177,-0.3966,-0.5074,-0.2902,-0.6088,-0.1703,-0.9059999999999999,-1.0006,-0.8099,-1.09,-0.7047,-0.9785,-1.07,-0.8848,-1.15,-0.7756,-1.0116,-1.0934,-0.9102,-1.181,-0.8102,-0.9663,-1.05,-0.8563,-1.15,-0.7593,-1.0438,-1.13,-0.9465,-1.2216,-0.85,-1.0571,-1.15,-0.9649,-1.23,-0.8565,0.23,0.2298,0.085,0.3661,-0.075,0.488,9.22,9.2203,9.1431,9.2924,9.0625,9.3624,698.2322,698.3374,673.9226,721.9155,649.3965,745.569,6,griJHKs,315.366,47.313,-0.57611798,0.21144373,4879.09,137.407,64.1,6.4860000000000015,0.513325787248064,1.30426836776383,4.3940092977766e-05,9.593174335251241,1.61445,0.10955,7.61,-1.09365385352001,1.33502,0.0594,0.75007500750075,0.034167391746211,1.982,-0.063,0.010926021810221143,0.0,8.257957492019472,31.407780184290246,34.69693661228118
212408870,0.4598,0.3055,0.5972,0.2809,1.2163,2.6368,2.1977,2.9389999999999996,1.6512,3.1044,2.3242,2.3125,2.3359,2.2975,2.3445,18.3841,16.8873,19.3177,14.8731,19.8582,-3.3682,-3.3963,-3.3401,-3.4088,-3.2965,-1.099,-1.27,-0.7664,-1.33,-0.3847,-1.0922,-1.25,-0.6937,-1.33,-0.3049,-0.499,-0.7386,-0.0903,-0.83,0.36200000000000004,-1.1389,-1.3104,-0.7503,-1.39,-0.3625,-1.3288,-1.49,-0.9744,-1.57,-0.6112,-1.415,-1.57,-1.0903,-1.6369999999999998,-0.7303,-0.794,-0.9872,-0.3703,-1.07,0.0666,-2.3958,-2.536,-2.11,-2.61,-1.7861,-2.8313,-2.95,-2.5918,-3.01,-2.2862,-2.8908,-3.01,-2.6598,-3.07,-2.3578,-2.9185,-3.05,-2.7049,-3.09,-2.3845,-2.8927,-3.03,-2.6816,-3.07,-2.3584,-2.9521,-3.07,-2.7306,-3.13,-2.4323,-2.9659,-3.09,-2.753,-3.1462,-2.45,0.31,0.3127,0.115,0.5102,-0.245,0.7259,14.475,14.4738,14.3875,14.5725,14.1981,14.6625,7852.3543,7848.186,7542.0611,8213.0602,6912.2592,8560.6126,6,griJHKs,326.689,44.975,-0.76019902,0.18121362,5104.25,121.279,25.38,2.867,5.54708358382787,2.2691039622843503,3.47690329144345e-06,-13.944782983755,0.14585,0.37065,,-1.6792696305753,0.17482,0.048,5.10651065106511,1.42122279435548,1.8430000000000002,-0.019,0.019871251163311936,0.0,10.491088147869476,205.96955325819462,67.07479465226756
