#Id,age,age_68L,age_68U,age_95L,age_95U,mass,mass_68L,mass_68U,mass_95L,mass_95U,logg,logg_68L,logg_68U,logg_95L,logg_95U,rad,rad_68L,rad_68U,rad_95L,rad_95U,logrho,logrho_68L,logrho_68U,logrho_95L,logrho_95U,mbol,mbol_68L,mbol_68U,mbol_95L,mbol_95U,Kepler,Kepler_68L,Kepler_68U,Kepler_95L,Kepler_95U,g,g_68L,g_68U,g_95L,g_95U,r,r_68L,r_68U,r_95L,r_95U,i,i_68L,i_68U,i_95L,i_95U,z,z_68L,z_68U,z_95L,z_95U,DDO51_finf,DDO51_finf_68L,DDO51_finf_68U,DDO51_finf_95L,DDO51_finf_95U,J,J_68L,J_68U,J_95L,J_95U,H,H_68L,H_68U,H_95L,H_95U,Ks,Ks_68L,Ks_68U,Ks_95L,Ks_95U,W1,W1_68L,W1_68U,W1_95L,W1_95U,W2,W2_68L,W2_68U,W2_95L,W2_95U,W3,W3_68L,W3_68U,W3_95L,W3_95U,W4,W4_68L,W4_68U,W4_95L,W4_95U,Av2d,Av,Av_68L,Av_68U,Av_95L,Av_95U,mu02d,mu0,mu0_68L,mu0_68U,mu0_95L,mu0_95U,dist2d,dist,dist_68L,dist_68U,dist_95L,dist_95U,nfil,fils,GLON,GLAT,feh,efeh,teff,eteff,numax,Dnu,Z,m_seismo,r_seismo,percentage,sig_age,sig_mass,radius_val,Kabs,parallax,parallax_error,dist_ABJ,sig_dist_ABJ,BC_K,BC_G,A_K,sfd_A_K,Rgaia,Lumo,gLumo
206201021,18.4313,12.7644,20.1769,8.4236,20.1789,0.9361,0.8871,1.0092,0.8590000000000001,1.1108,2.8777,2.8711,2.8874,2.8625,2.8943,5.8093,5.6754,6.0022,5.5719,6.2301,-2.3269,-2.3388,-2.3153,-2.35,-2.3038,1.911,1.7924,1.9696,1.65,1.9996,2.0355,1.8958,2.1097,1.7478,2.1697,2.8413,2.6678,2.9697,2.4726,3.0698,1.9634,1.8174,2.03,1.672,2.0897,1.6954,1.5612,1.7501,1.4204,1.7901,1.5496,1.43,1.6023,1.296,1.6298,2.577,2.4082,2.7298,2.21,2.8431,0.4333,0.3234,0.4697,0.2064,0.4898,-0.145,-0.2402,-0.1102,-0.3468,-0.0902,-0.2427,-0.33,-0.2019,-0.4216,-0.1703,-0.2842,-0.37,-0.2425,-0.461,-0.2103,-0.2002,-0.29,-0.1607,-0.3836,-0.1303,-0.3085,-0.3964,-0.2699,-0.49,-0.2377,-0.3234,-0.41,-0.2833,-0.4986,-0.2502,-0.16,-0.1613,-0.285,-0.0403,-0.385,0.0929,11.02,11.0257,10.9725,11.0855,10.9275,11.151,1599.5584,1603.7747,1564.9482,1648.5577,1532.851,1699.0647,6,griJHKs,49.911,-48.49100000000001,0.30701089,0.1963308,4824.92,138.07,94.89,9.06,-1.20098929413533,1.0928891918641699,0.000126212258767,16.749192593116902,5.6669,0.06105,6.66,-0.8171229143739471,0.4947,0.0626,2.03720372037204,0.30169242025354304,2.031,-0.051,0.01014657958720986,0.0,7.271429005953236,16.42096239627158,25.727082187860788
206201523,13.5956,10.0902,20.1771,5.6468,20.1784,0.9009999999999999,0.8394,1.0171,0.7976,1.1694,2.2224,2.2125,2.2358,2.2021,2.2474,12.3128,11.749,12.8383,11.4288,13.6158,-3.3074,-3.3266,-3.2862,-3.3472,-3.2687,0.249,0.2062,0.5096,-0.0042,0.5501,0.3844,0.3278,0.6901,0.1034,0.7697,1.2391,1.1318,1.5697,0.8602,1.7098,0.3118,0.2606,0.6297,0.0374,0.7097,0.039,-0.0066,0.3297,-0.218,0.3897,-0.1157,-0.1608,0.1497,-0.35,0.2083,0.9386,0.8216,1.27,0.55,1.4217,-1.2334,-1.27,-0.9953,-1.4534,-0.9702,-1.7995,-1.8562,-1.6303,-2.0058,-1.5903,-1.8927,-1.952,-1.7302,-2.1014,-1.6902,-1.9371,-1.9918,-1.7702,-2.1404,-1.7302,-1.8521,-1.9106,-1.6903,-2.0592,-1.6502,-1.9693,-2.0294,-1.8103,-2.1788,-1.7699,-1.9729,-2.0464,-1.8302,-2.1752,-1.7703,0.13,0.0916,-0.135,0.2567,-0.3219,0.425,12.605,12.6057,12.4675,12.6734,12.3877,12.7524,3318.9439,3320.0373,3115.3005,3425.1365,3002.8941,3552.1113,6,griJHKs,49.71,-48.245,-0.12531164,0.18325293,4591.9,133.309,21.25,2.948,-2.4767453792097203,1.01659489711569,2.91937404355251e-06,12.8296223213867,5.04345,0.08885,,-2.11258284612962,0.2638,0.037000000000000005,3.7353735373537402,0.587406778485372,2.175,-0.134,0.00961929976940155,0.0,13.646227305163174,60.51650896558874,74.33364316835276
206207543,4.1269,3.5269999999999997,4.8403,2.3174,5.7472,1.3275,1.2762,1.393,1.2133,1.59,2.4615,2.4525,2.4718,2.4425,2.4809,11.1122,10.984000000000002,11.3227,10.8143,12.09,-3.0237,-3.0353,-3.0138,-3.0508,-3.0013,0.4126,0.33,0.47,0.157,0.5297,0.5206,0.4296,0.6098,0.2344,0.6698,1.3184,1.1740000000000002,1.4498,0.9782,1.5701,0.4473,0.35,0.5264,0.1564,0.5898,0.1904,0.11,0.26,-0.0816,0.3098,0.0468,-0.0194,0.1097,-0.2112,0.1497,1.0281,0.87,1.1508,0.6906,1.2898,-1.0573,-1.1018,-1.0103,-1.2876,-0.9703,-1.6009,-1.63,-1.5582,-1.8068,-1.5303,-1.6936,-1.7142,-1.6503,-1.8969999999999998,-1.6302,-1.7331,-1.7546,-1.6903,-1.935,-1.6703,-1.6547,-1.6796,-1.6102,-1.8619999999999999,-1.5902,-1.758,-1.79,-1.7269,-1.9574,-1.6903,-1.7704,-1.79,-1.7304,-1.9738,-1.7102,-0.03,-0.0103,-0.1143,0.0648,-0.205,0.1651,11.51,11.5058,11.4775,11.5372,11.4445,11.5675,2004.4722,2000.6122,1974.6948,2029.7791,1944.9122,2058.2888,5,grJHKs,51.306999999999995,-49.824,0.10214653,0.16010034,4812.71,123.10600000000001,36.65,4.137,-1.5286004220135,1.4429683305638301,1.0151249593240303e-05,8.69817932684196,0.65665,0.0584,10.44,-1.63939021491163,0.5102,0.0361,1.96519651965197,0.14573378653667698,2.037,-0.057,0.01019259577515434,0.0,10.643019862197201,59.477047427432005,54.560588701644825
206211780,5.7003,3.7463,7.4964,2.819,11.6158,1.1337,1.0439,1.2472,0.9462,1.3551,2.8560000000000003,2.8475,2.8667,2.8339,2.8725,6.5349,6.3387,6.8215,6.0534,7.0149,-2.3993,-2.4088,-2.3848,-2.4213,-2.3744,1.4168,1.2698,1.5098,1.17,1.6602,1.4869,1.327,1.5897,1.23,1.7669,2.1504,1.9632,2.2897,1.85,2.5140000000000002,1.43,1.251,1.5101,1.1582,1.6897,1.1908,1.03,1.2736,0.95,1.4487,1.0645,0.919,1.1501,0.83,1.3019,1.8913,1.6878,2.0101,1.5894,2.2496,0.022000000000000002,-0.11,0.0954,-0.19,0.2288,-0.4939,-0.61,-0.4269,-0.69,-0.3184,-0.5699,-0.67,-0.4917,-0.75,-0.3899,-0.6037,-0.7064,-0.5303,-0.787,-0.4304,-0.5479999999999999,-0.6542,-0.4703,-0.7432,-0.3703,-0.6357,-0.7472,-0.5698,-0.81,-0.4523,-0.6417,-0.75,-0.5729,-0.83,-0.4721,0.06,0.0607,-0.0651,0.1949,-0.205,0.3234,9.9,9.9004,9.8375,9.9806,9.7775,10.0545,954.9924,955.1837,927.8973,991.1094,902.6098,1025.4134,6,griJHKs,51.599,-50.008,-0.35211381,0.15961470000000005,4905.76,114.115,88.86,8.377,-0.73179888622485,1.25897387500027,0.00010188637890200002,11.0500022051927,1.87505,0.10165,5.89,-0.407933511588164,1.128,0.0504,0.8880888088808879,0.040590764681121,1.97,-0.05,0.007301906254297393,0.0,5.999547008824952,22.20719026128598,18.717706888970593
206212160,4.1968,3.0549,6.6326,2.3867,13.3303,1.26,1.1012,1.3675,0.9078,1.4761,2.4459999999999997,2.4362,2.4574,2.4253,2.4674,10.975999999999999,10.2896,11.323,9.506,11.7368,-3.0331,-3.0487,-3.0105,-3.0562,-2.9813,0.3489,0.23,0.6329,0.115,0.83,0.41200000000000003,0.29,0.7606,0.17,0.9752,1.1414,0.99,1.5706,0.83,1.7908,0.3335,0.23,0.7021,0.10400000000000001,0.9101,0.102,-0.01,0.4208,-0.121,0.63,-0.0222,-0.13,0.2682,-0.23,0.4768,0.8297,0.71,1.2884,0.5532,1.5098,-1.0876,-1.17,-0.8289,-1.27,-0.6405,-1.6133,-1.69,-1.4148,-1.7732,-1.2303,-1.6947,-1.77,-1.5062,-1.85,-1.3214,-1.7301,-1.81,-1.5501,-1.89,-1.3662,-1.661,-1.75,-1.4797,-1.8272,-1.2904,-1.7588,-1.83,-1.5706,-1.9118,-1.3902,-1.7681,-1.85,-1.5934,-1.9294,-1.4102,0.38,0.381,0.255,0.5136,-0.1594,0.6349,11.77,11.7678,11.7275,11.8089,11.6779,11.9074,2259.4362,2257.1739,2215.6441,2300.2812,2165.6585,2407.0366,6,griJHKs,51.294,-49.67100000000001,-0.31530744,0.16612711,4655.28,140.967,35.31,4.093,-1.7207358972709,1.2812600704208799,9.41529104324106e-06,1.68730717626049,2.4358,0.13315,10.02,-1.69527705755976,0.4299,0.0352,2.33123312331233,0.202394303361009,2.13,-0.11800000000000001,0.008750295191477584,0.0,11.189700758830524,50.799794634818426,52.79717736271002
206213712,9.4813,5.9566,15.0121,3.6266,20.1756,0.8975,0.7915,1.0279,0.7314,1.2021,2.2214,2.2076,2.2324,2.1975,2.2461,12.0908,11.4288,12.8036,11.0154,13.7491,-3.3001,-3.3238,-3.2809,-3.3510000000000004,-3.2638,0.1858,0.0476,0.3296,-0.2098,0.4096,0.2984,0.15,0.4438,-0.1482,0.5298,1.0126,0.8364,1.15,0.4818,1.2697,0.2387,0.0952,0.3896,-0.2088,0.4701,-0.0203,-0.17,0.11699999999999999,-0.4302,0.2097,-0.1644,-0.31,-0.0292,-0.55,0.0618,0.7086,0.54,0.8501,0.201,0.9696,-1.2406,-1.3816,-1.1099,-1.5926,-1.0302,-1.7948,-1.9294,-1.6704,-2.1076,-1.5903,-1.8741,-2.0078,-1.7504,-2.1824,-1.6703,-1.9135,-2.0468,-1.79,-2.22,-1.7103,-1.8639,-1.99,-1.7325,-2.185,-1.6699,-1.9472,-2.086,-1.8299,-2.2578,-1.7503,-1.9613,-2.09,-1.8346,-2.27,-1.7616,-0.03,-0.0249,-0.1644,0.1349,-0.305,0.2964,12.31,12.3007,12.2065,12.3974,12.1225,12.4971,2897.3429,2884.9059,2762.4855,3016.3709,2657.6629,3158.0654,6,griJHKs,49.72,-47.872,-0.84426989,0.16479918,4807.94,129.22,20.92,2.9019999999999997,-2.13958503750505,1.10669098859326,2.84980835123324e-06,23.3081881440957,4.52775,0.1182,9.06,-1.60085481889243,0.3967,0.0625,2.5292529252925298,0.494482451100346,2.025,-0.086,0.007988792532854271,0.0,10.545322396457188,70.13531659706662,53.35147251172466
206216532,19.9526,13.9701,20.178,9.0282,20.1786,0.9557,0.9158,1.0232,0.8871,1.1206,2.64,2.6325,2.6487,2.6244,2.6574,7.7135,7.5509,7.9257,7.4131,8.2035,-2.6875,-2.6988,-2.6764,-2.7106,-2.6663,1.4383,1.3436,1.4897,1.1952,1.5297,1.6228,1.51,1.6998,1.33,1.7657,2.5527,2.4044,2.6897,2.15,2.7922,1.5531,1.4369999999999998,1.6298,1.25,1.6927,1.2489,1.1472,1.3097,0.9776,1.3501,1.0719,0.97,1.1139,0.8264,1.1498,2.3011,2.1428,2.4497,1.8864,2.5698,-0.0874,-0.1714,-0.0503,-0.2952,-0.0303,-0.7019,-0.7794,-0.6703,-0.8842,-0.6502,-0.8087,-0.8776,-0.7702,-0.9776,-0.7503,-0.8594,-0.9376,-0.8299,-1.0196,-0.7903,-0.7629,-0.8376,-0.7303,-0.9394,-0.7102,-0.8823,-0.9566,-0.8499,-1.0576,-0.8299,-0.9018,-0.9764,-0.8702,-1.07,-0.8426,-0.15,-0.1518,-0.2648,-0.0551,-0.3596,0.0751,9.455,9.4555,9.4075,9.5121,9.3628,9.5724,778.0365,778.2197,761.2019,798.7693,745.6757,821.2674,6,griJHKs,59.51,-56.94600000000001,0.2822644,0.17360758,4630.8,143.001,56.06,5.931,-0.652270199864924,1.15378271269521,3.13052079181034e-05,20.7264531437907,5.9825,0.0537,6.55,-0.8295243338671251,1.3105,0.068,0.7650765076507651,0.04096233634992,2.154,-0.113,0.010062807427471692,0.0,7.50213700678573,24.56504680915161,23.237243588203697
206220686,6.098,4.121,9.4502,2.9689,14.2853,1.1145,1.0232,1.2429999999999999,0.9289,1.3597,2.8661,2.8575,2.8772,2.8475,2.8866,6.4249,6.1768,6.6979,5.9429,6.9605,-2.3801,-2.3938,-2.3677,-2.4063,-2.3552,1.4742,1.3498,1.6497,1.2112,1.7696,1.5367,1.3936,1.7298,1.27,1.895,2.2292,2.07,2.4971,1.91,2.7059,1.4747,1.33,1.6619,1.21,1.8285,1.2437,1.11,1.4178,0.99,1.5648,1.1197,0.99,1.2781,0.8712,1.4097,1.9563,1.7992,2.2298,1.63,2.4332,0.0628,-0.059000000000000004,0.19,-0.1622,0.3101,-0.4578,-0.5642,-0.3502,-0.65,-0.2389,-0.527,-0.6356,-0.4303,-0.7264,-0.3302,-0.5635,-0.67,-0.4679,-0.7618,-0.3699,-0.5083,-0.61,-0.395,-0.71,-0.2987,-0.5967,-0.6938,-0.4903,-0.79,-0.3972,-0.6021,-0.71,-0.5063,-0.8036,-0.4099,0.17,0.1639,-0.0122,0.3248,-0.1955,0.4649,11.59,11.5909,11.5075,11.673,11.4262,11.7574,2079.6968,2080.551,2002.1653,2160.7221,1928.5903,2246.4043,6,griJHKs,51.961999999999996,-50.121,-0.21382374,0.19625911,4848.7,131.47,91.54,8.512,-1.5966152615206701,1.2686348637972,0.00010773738591500002,13.8299563748052,2.6646,0.1099,5.95,-0.554171435346179,0.4663,0.0382,2.1512151215121498,0.18728015715954105,2.008,-0.06,0.013527326571188807,0.0,6.436991394098324,20.484460552071454,20.56163490575683
206222051,15.1733,10.8393,19.0954,6.6085,20.1786,0.8373,0.7979,0.9044,0.7826,1.0138,2.3392,2.3305,2.3524,2.3225,2.3643,10.196,9.9541,10.514000000000001,9.7724,11.0487,-3.1048,-3.1237,-3.0923,-3.1414,-3.0788,0.4132,0.3282,0.4897,0.1512,0.5098,0.4734,0.371,0.5497,0.2002,0.5897,1.1284,0.99,1.2325,0.7959999999999999,1.3101,0.4089,0.31,0.4857,0.1492,0.5297,0.1813,0.0888,0.2498,-0.0658,0.2898,0.0653,-0.0206,0.1297,-0.17,0.16699999999999998,0.8423,0.7204,0.9497,0.53,1.0187,-0.9738,-1.05,-0.9181,-1.1864,-0.8902,-1.4745,-1.5496,-1.4302,-1.6876,-1.4099,-1.5452,-1.61,-1.4904,-1.7404,-1.4702,-1.5808,-1.6482,-1.5302,-1.7792,-1.5102,-1.5275,-1.5932,-1.4704,-1.7294,-1.4502,-1.6115,-1.6882,-1.5702,-1.8030000000000002,-1.5303,-1.6238,-1.69,-1.5711,-1.8216,-1.5503,0.13,0.132,0.035,0.2314,-0.055,0.3413,11.355,11.3538,11.3122,11.4025,11.2725,11.4694,1866.3793,1865.3288,1829.9529,1907.6726,1796.8011,1967.3594,6,griJHKs,59.08600000000001,-56.479,-0.51542316,0.17318438,4933.57,127.821,26.94,3.7969999999999997,-1.5550937877761102,0.8382329606133979,6.36413042966306e-06,0.11142489112603304,4.12805,0.05325,10.93,-1.79831363176863,0.4778,0.0767,2.11821182118212,0.439677105590567,1.9509999999999998,-0.046,0.005515705219249614,0.0,11.36165849474313,55.296209480815854,68.6624302126164
206223294,2.0737,1.5667,2.6892,1.2445,3.6388,1.5453,1.452,1.6644,1.3427,1.7855,3.091,3.0827,3.0974,3.0775,3.1072,5.8342,5.6582,5.9973,5.4727,6.1652,-2.1105,-2.1221,-2.1012,-2.1328,-2.0913,1.5617,1.47,1.6803,1.3698,1.7897,1.6028,1.4992,1.7298,1.3924,1.8498,2.2645,2.131,2.4297,1.9918,2.5698,1.5296,1.43,1.6561,1.3188,1.7701,1.3183,1.23,1.4397,1.1294,1.5498,1.2128,1.13,1.3264,1.03,1.4257,2.0043,1.87,2.1656,1.7374,2.3097,0.1924,0.11,0.2799,0.021,0.3701,-0.2823,-0.3582,-0.2099,-0.4352,-0.1299,-0.3516,-0.43,-0.2869,-0.5068,-0.2103,-0.3823,-0.4518,-0.3102,-0.53,-0.2367,-0.3286,-0.41,-0.2609,-0.49,-0.1825,-0.4083,-0.49,-0.3483,-0.5634,-0.2699,-0.4212,-0.49,-0.3484,-0.57,-0.2755,-0.01,-0.0289,-0.1505,0.0849,-0.265,0.2025,8.735,8.7424,8.6798,8.8025,8.6175,8.8589,558.4701,560.3688,544.4649,576.1126,529.0538,591.2654,6,griJHKs,50.494,-48.453,0.066749717,0.19289367,5166.82,118.542,151.28,11.717,-0.419386688671008,1.7543095692031399,0.00034826167176699993,13.5255011456122,0.56125,0.1062,5.11,-0.09736387189762401,2.0018,0.0445,0.5010501050105011,0.011176310998616002,1.821,0.019,0.006028943560592893,0.0,5.0237157316735,21.77942870832583,16.148566316165066
206224070,0.5487,0.3758,0.6920000000000001,0.335,1.3041,2.5069,2.2253,2.7666,1.6547,2.8972,2.4219,2.4107,2.4324,2.3966,2.4424,15.9442,15.0925,16.6704,13.3217,17.1373,-3.2145,-3.2339,-3.1913,-3.2488,-3.1543,-0.8644,-1.05,-0.6967,-1.11,-0.2316,-0.8562,-1.07,-0.6876,-1.11,-0.1636,-0.35600000000000004,-0.6012,-0.1304,-0.67,0.4713,-0.9177,-1.1122,-0.7303,-1.17,-0.2261,-1.0909,-1.2790000000000001,-0.9303,-1.33,-0.4582,-1.1705,-1.35,-1.0252,-1.3869999999999998,-0.5703,-0.5934,-0.8274,-0.3899,-0.89,0.1825,-2.1391,-2.29,-2.0009,-2.3186,-1.5903,-2.5558,-2.67,-2.4188,-2.71,-2.0762,-2.6119,-2.73,-2.4835,-2.77,-2.1485,-2.6381,-2.75,-2.5063,-2.79,-2.1743,-2.6172,-2.7356,-2.4902,-2.77,-2.1418,-2.6689,-2.79,-2.5494,-2.83,-2.2196,-2.6833,-2.79,-2.5508,-2.8408,-2.2303,0.2,0.1978,0.026000000000000002,0.3649,-0.235,0.564,12.07,12.0749,11.9939,12.1475,11.9125,12.2339,2594.179,2600.0851,2504.8393,2688.4686,2412.6809,2797.5172,5,giJHKs,58.833999999999996,-56.231,-0.68806756,0.18255197,5218.56,139.56799999999998,31.29,3.4610000000000003,-2.16141260694109,2.0698016099347702,6.31631442600377e-06,-17.4358127593931,0.1581,0.27065,8.81,-1.31553212470867,0.6883,0.063,1.4641464146414598,0.14636557384662302,1.775,0.001,0.004608633183580652,0.0,8.820395747301871,169.2772991048224,51.8047278595047
206224320,9.8286,6.7406,16.0259,4.7819,20.1765,0.9394,0.8309,1.0279,0.7726,1.1469,2.5364,2.5275,2.55,2.5175,2.5608,8.5223,8.152999999999999,8.9115,7.8871,9.3331,-2.8324,-2.8463,-2.8153,-2.8621,-2.8013,0.915,0.77,1.0678,0.6408,1.1696,1.0075,0.8394,1.1698,0.7064,1.3097,1.7972,1.49,1.9024,1.3118,2.1097,0.9499,0.7828,1.1096,0.65,1.2446,0.7055,0.544,0.8496,0.41,0.9569,0.5439,0.4208,0.7096,0.301,0.8097,1.4754,1.2032,1.6098,1.0372,1.8298,-0.5324,-0.63,-0.3763,-0.75,-0.3099,-1.0524,-1.15,-0.9287,-1.2616,-0.8702,-1.1317,-1.2248,-1.0102,-1.3358,-0.9502,-1.1618,-1.2628,-1.05,-1.3742,-0.99,-1.1108,-1.21,-0.9863,-1.3234,-0.9303,-1.1979,-1.29,-1.0766,-1.3952,-1.0103,-1.2058,-1.3042,-1.0904,-1.4134,-1.0303,0.17,0.16899999999999998,-0.005,0.3613,-0.175,0.5256,12.72,12.7148,12.616,12.8024,12.5425,12.8922,3499.4521,3491.0553,3335.8764,3634.8669,3224.7801,3788.341,5,grJHKs,55.975,-53.869,-0.60449066,0.26956692,4769.58,133.145,43.34,5.021,-2.81962405448278,1.08497179489777,1.7603095993728e-05,15.4962523842629,6.1973,0.0985,6.92,-1.02251538427399,0.2903,0.0345,3.42034203420342,0.44667003669185795,2.051,-0.091,0.01357391212127404,0.0,8.09156923197808,33.74618758738289,30.421217340223837
206226228,2.8004,1.9724,4.0705,1.4289,6.0273,1.2683,1.1492,1.4189,1.0307,1.5629,2.8127,2.8019,2.8224,2.7924,2.8324,7.3124,6.9656,7.6198,6.6662,7.979,-2.4903,-2.5056,-2.4737,-2.5213,-2.4574,1.0218,0.89,1.1407,0.765,1.2698,1.075,0.93,1.1896,0.8052,1.3298,1.6566,1.49,1.7881,1.35,1.9576,1.0163,0.8716,1.1297,0.75,1.2697,0.7991,0.67,0.9179999999999999,0.55,1.0493,0.6981,0.5702,0.8097,0.45,0.9322,1.3943,1.23,1.5174,1.1052,1.6897,-0.3051,-0.43,-0.2051,-0.5416,-0.0899,-0.7874,-0.89,-0.6797,-0.991,-0.5703,-0.8551,-0.9582,-0.7503,-1.0674,-0.6502,-0.8865,-0.99,-0.7833,-1.09,-0.6766,-0.8547,-0.9614,-0.7503,-1.07,-0.6468,-0.9207,-1.0170000000000001,-0.8103,-1.124,-0.7103,-0.9361,-1.037,-0.8303,-1.145,-0.7299,0.27,0.2678,0.125,0.3897,-0.0026,0.5246,12.365,12.3671,12.2936,12.4424,12.2147,12.5225,2971.6657,2974.6089,2875.5440000000012,3079.5377,2772.9367,3195.2256,6,griJHKs,55.14100000000001,-53.068999999999996,-0.82796639,0.16222954,4985.23,122.52799999999999,79.16,7.518,-2.37778242690533,1.4054916744165302,7.36940911143056e-05,10.816973461840801,1.04905,0.13485,7.77,-1.07943832563064,0.2953,0.0295,3.3693369336933703,0.36059828252034,1.912,-0.048,0.014136854003296109,0.0,8.103910382643589,29.651810037128705,36.41837710679846
206232486,4.7659,3.1989,6.5724,2.4831,10.4646,1.1717,1.0736,1.294,0.9638,1.3992,2.8184,2.8081,2.8274,2.7975,2.8361,6.9126,6.6988,7.2397,6.4103,7.481,-2.4616,-2.4743,-2.4488,-2.4861,-2.4363,1.2757,1.1184,1.3701,1.05,1.5491,1.3503,1.1762,1.4497,1.09,1.6340000000000001,2.008,1.8128,2.1496,1.71,2.3802,1.2787,1.1192,1.3898,1.03,1.5677,1.0517,0.8952,1.1497,0.81,1.3167,0.9354,0.7886,1.0297,0.7088,1.1898,1.7318,1.538,1.8701,1.4462,2.1097,-0.1133,-0.2456,-0.0303,-0.33,0.1019,-0.626,-0.7428,-0.5503,-0.8154,-0.4302,-0.6985,-0.81,-0.6223,-0.885,-0.5102,-0.7315,-0.8364,-0.6504,-0.9218,-0.55,-0.6791,-0.79,-0.5963,-0.87,-0.4843,-0.7619,-0.87,-0.6841,-0.95,-0.5786,-0.7716,-0.89,-0.7032,-0.9632,-0.5903,0.17,0.1669,0.035,0.2965,-0.105,0.4255,11.74,11.745,11.6786,11.8274,11.6088,11.8974,2228.4349,2233.6182,2166.3568,2319.9657,2097.7323,2395.9855,6,griJHKs,52.573,-50.413999999999994,-0.40538773,0.16220372,4875.01,117.38,81.5,7.782,-1.72138024166688,1.29200321154878,8.03910046109386e-05,10.267407318321698,1.68675,0.1102,7.57,-1.03740585636019,0.3788,0.0234,2.6402640264026402,0.168272993235204,1.9880000000000002,-0.059000000000000004,0.008910742077665628,0.0,8.045494386370295,24.231228188620072,32.824494429849985
206232694,15.2293,10.8843,20.178,6.6267,20.1786,0.9263,0.8784,1.0279,0.8394,1.1376,2.6562,2.6475,2.6661,2.6405,2.6774,7.4866,7.2778,7.7712,7.145,8.1176,-2.6594,-2.6705,-2.6463,-2.6838,-2.6362,1.3682,1.23,1.4571,1.0784,1.5096,1.4997,1.3382,1.6101,1.1656,1.6897,2.332,2.1048,2.4697,1.89,2.6232,1.4373,1.27,1.5406,1.09,1.6119,1.1534,1.01,1.2532,0.8486,1.3098,1.0053,0.87,1.092,0.7112,1.1298,2.0512,1.8286,2.2097,1.6036,2.3697,-0.1166,-0.2174,-0.0304,-0.3596,-0.0103,-0.6849,-0.7918,-0.6303,-0.9152,-0.6102,-0.7812,-0.8864,-0.7303,-0.9904,-0.6904,-0.8254,-0.925,-0.7703,-1.03,-0.7318,-0.7396,-0.8498,-0.6903,-0.97,-0.6647,-0.848,-0.95,-0.7941,-1.0658,-0.7702,-0.8666,-0.9642,-0.8102,-1.07,-0.7724,0.02,0.0107,-0.1306,0.1548,-0.2625,0.3048,11.105,11.1055,11.0464,11.1874,10.9985,11.2725,1663.4123,1663.8163,1619.1236,1727.7493,1583.7987,1796.8343,6,griJHKs,50.312,-47.972,0.0023384752,0.19018669,4704.69,133.119,57.57,6.124,-1.23591226016342,1.12573685687973,3.45471112419371e-05,21.530482228190998,4.64685,0.1016,6.58,-0.7668059430805699,0.6131,0.0647,1.64416441644164,0.19494056053666,2.103,-0.094,0.00822479415882439,0.0,7.235339935684363,24.653798318566498,23.026740121508094
206232745,4.0757,2.6002,6.4392,1.2862,8.6105,1.1540000000000001,1.0092,1.3075,0.9289,1.662,2.5434,2.5325,2.5566,2.5204,2.5674,9.4177,8.9183,9.9525,8.621,11.1161,-2.8698,-2.8888,-2.8505,-2.9224,-2.8338,0.5774,0.428,0.7297,0.0594,0.8301,0.6523,0.49,0.8077,0.1046,0.9296,1.2789,1.1044,1.4697,0.6648,1.6097,0.5894,0.43,0.7459,0.0456,0.8696,0.3534,0.2062,0.5097,-0.17,0.6115,0.2373,0.09,0.3838,-0.2576,0.4897,1.0114,0.83,1.1843,0.41,1.3253,-0.8014,-0.9458,-0.6702,-1.2588,-0.5702,-1.3108,-1.43,-1.1734,-1.7116,-1.0903,-1.3763,-1.5038,-1.2503,-1.7828,-1.1702,-1.4083,-1.5424,-1.2899,-1.81,-1.2036,-1.3733,-1.5076,-1.2503,-1.77,-1.1518,-1.4485,-1.57,-1.3183,-1.8344,-1.2302,-1.4596,-1.59,-1.3376,-1.8530000000000002,-1.2502,0.3,0.2967,0.1392,0.4348,-0.005,0.5869,11.89,11.8975,11.8125,11.9845,11.7275,12.0698,2387.8106,2396.0423,2304.093,2494.0269,2215.6441,2593.9432,6,griJHKs,59.817,-56.755,-0.85577503,0.16163988,4788.25,125.52799999999999,43.34,4.7989999999999995,-2.00389164158463,1.30773983730908,1.6112333936344198e-05,13.3223429210638,1.9195,0.14915,5.82,-0.6923999056328609,0.5638,0.0384,1.77917791779178,0.12674034195037498,2.035,-0.09300000000000001,0.0086784569850822,0.0,6.962983886353232,41.85887027339551,22.881715392695558
