angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,CoRoT_ID,RA,DEC,dist_G,sig_dist_G
0.043574,101.28146569399999,-0.13040789999000002,0.001,0.001,90,3107478726365550080,101.28146384208,0.0225,-0.13039875202,0.0227,0.3331,0.0264,-0.43,0.045,2.125,0.043,0,70801.8,22.0158,13.563254999999998,25116.5,56.0395,14.351492000000002,66615.6,146.774,12.702979,1.6485130000000001,,,4311.01,,,10.63,35.192,102765582,101.28146600000001,-0.13042,2.997299729972997,0.24921482718335752
4.368389,101.2815513,-0.1316304396,0.009000000000000001,0.008,90,3107478730659017856,101.28155158671,0.2806,-0.13162888796,0.2917,0.4035,0.3256,0.067,0.5539999999999999,0.36,0.546,0,477.23900000000003,2.03435,18.991526,216.449,9.502930000000001,19.513,506.626,13.6237,18.0002,1.5128,,,,,,,,102765582,101.28146600000001,-0.13042,2.604260426042604,2.0962989913246397
0.056422,101.284118171,-0.74510479178,0.001,0.001,90,3107373005750897536,101.28411683105999,0.0207,-0.74510887281,0.0205,0.2297,0.0242,-0.311,0.040999999999999995,-0.948,0.037000000000000005,0,85049.6,21.2262,13.364185,29399.4,38.5949,14.180541,81856.2,83.8114,12.479292,1.7012490000000002,,,4167.7,0.69,0.3293,18.79,95.935,102766038,101.28412800000001,-0.745117,4.296429642964296,0.47926004168662106
4.192985,101.28318887399999,-0.74442797216,0.003,0.002,90,3107373005747352448,101.28318887364,2.5244,-0.74442797216,2.4235,,,,,,,0,134.83,1.63588,20.363901000000002,,,,,,,,,,,,,,,102766038,101.28412800000001,-0.745117,0.0,
4.852818,101.282882156,-0.74563202735,0.003,0.002,90,3107373001453559168,101.282875713,0.088,-0.74562700865,0.0896,0.2018,0.1055,-1.496,0.177,1.166,0.156,0,2472.62,3.8904099999999997,17.205471,1159.18,15.2827,17.691013,2195.39,35.8865,16.408142,1.2828709999999999,,,,,,,,102766038,101.28412800000001,-0.745117,4.05040504050405,1.8597488715772488
0.05455700000000001,101.28935771100001,-0.34114895375,0.001,0.001,90,3107456220736703872,101.28935240861999,0.0262,-0.34114688443999996,0.029,0.3731,0.0346,-1.2309999999999999,0.051,0.48100000000000004,0.047,0,32487.1,10.7999,14.409088,12055.8,33.3339,15.148398,29707.1,54.6008,13.579769,1.568629,,,4274.57,1.1437,0.571,6.6,13.107000000000001,102766939,101.28935,-0.34116199999999997,2.679267926792679,0.2667339079164587
0.09841699999999999,101.29448292100001,-0.6001810925500001,0.001,0.001,90,3107401386893945856,101.29449299213002,0.0314,-0.60017614972,0.0563,0.3438,0.0712,2.339,0.068,1.148,0.055999999999999994,0,43714.2,15.2567,14.086808,15313.5,34.4973,14.888701000000001,41481.4,94.3431,13.217288,1.671413,,,4239.97,0.9583,0.4688,,,102767871,101.29446800000001,-0.600204,2.892289228922892,0.8061662066762553
0.06561399999999999,101.29611387899999,-0.5463366832500001,0.001,0.001,90,3107449108269618944,101.29610455528,0.0546,-0.54635919535,0.0608,0.4597,0.0753,-2.165,0.09699999999999999,-5.229,0.084,0,259925.0,61.5498,12.151246,100997.0,112.984,12.840616,228296.0,250.07,11.365675999999999,1.47494,-7.88,1.05,4681.0,,,11.62,58.417,102768182,101.296104,-0.5463520000000001,2.196219621962196,0.46766825121408057
0.015929,101.297740214,0.97849595176,0.001,0.001,90,3125631049163085440,101.29773620874,0.0297,0.97850343143,0.034,0.1978,0.0458,-0.93,0.054000000000000006,1.7369999999999999,0.046,0,40793.0,12.3513,14.161901,13744.5,51.8075,15.006064000000002,39892.2,60.0016,13.259701000000002,1.746364,,,3988.15,1.0413,0.5583,,,102768488,101.297742,0.9785,4.707470747074707,1.1932660276499882
0.085863,101.29997652,-1.02867569838,0.001,0.001,90,3107346750609033600,101.2999753975,0.0351,-1.02868936382,0.0324,0.6199,0.0376,-0.261,0.067,-3.174,0.061,0,233437.0,58.286,12.267941,83049.9,95.4823,13.05304,217837.0,269.82099999999997,11.416594,1.6364459999999998,43.5,0.94,4435.0,0.83,0.4037,9.53,31.636999999999997,102768861,101.299964,-1.0286959999999998,1.617161716171617,0.10176287645966223
