 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F150W2
 -1.7507 -1.7452 -1.7362 -1.7280 -1.7175 -1.7053 -1.6600 -1.6609 -1.6715 -1.6932
 -1.7252 -1.7486 -1.7967 -1.8455 -1.8971 -2.0281 -2.1638 -2.2988 -2.4335
 -1.7525 -1.7706 -1.7698 -1.7521 -1.7239 -1.7052 -1.6990 -1.7015 -1.7111 -1.7278
 -1.7544 -1.7911 -1.8346 -1.8814 -1.9297 -2.0541 -2.1829 -2.3144 -2.4448 -2.5726
 -1.7854 -1.7948 -1.8042 -1.8092 -1.8055 -1.7889 -1.7641 -1.7492 -1.7507 -1.7656
 -1.7886 -1.8200 -1.8606 -1.9064 -1.9542 -2.0762 -2.2011 -2.3293 -2.4574 -2.5828
 -2.7051
 -1.8140 -1.8194 -1.8278 -1.8372 -1.8445 -1.8466 -1.8420 -1.8301 -1.8170 -1.8155
 -1.8294 -1.8538 -1.8882 -1.9309 -1.9775 -2.0977 -2.2191 -2.3431 -2.4686 -2.5921
 -2.7124 -2.8296
 -1.8532 -1.8519 -1.8556 -1.8628 -1.8719 -1.8805 -1.8862 -1.8884 -1.8879 -1.8863
 -1.8893 -1.9029 -1.9263 -1.9600 -2.0014 -2.1182 -2.2370 -2.3568 -2.4789 -2.6005
 -2.7194 -2.8350 -2.9473 -3.0567
 -1.9038 -1.8954 -1.8923 -1.8942 -1.9004 -1.9095 -1.9190 -1.9272 -1.9339 -1.9407
 -1.9489 -1.9603 -1.9769 -2.0016 -2.0342 -2.1386 -2.2544 -2.3707 -2.4888 -2.6080
 -2.7257 -2.8403 -2.9515 -3.0596 -3.1654 -3.2692 -3.3711 -3.4712 -3.5695 -3.6662
 -1.9643 -1.9502 -1.9399 -1.9350 -1.9358 -1.9415 -1.9504 -1.9605 -1.9705 -1.9804
 -1.9917 -2.0061 -2.0239 -2.0457 -2.0729 -2.1629 -2.2714 -2.3844 -2.4987 -2.6148
 -2.7311 -2.8451 -2.9557 -3.0630 -3.1672 -3.2684 -3.3675 -3.4654 -3.5627 -3.6595
 -3.7538
 -2.0342 -2.0148 -1.9988 -1.9870 -1.9810 -1.9810 -1.9859 -1.9945 -2.0052 -2.0163
 -2.0283 -2.0425 -2.0603 -2.0821 -2.1080 -2.1895 -2.2892 -2.3977 -2.5087 -2.6215
 -2.7355 -2.8487 -2.9593 -3.0664 -3.1701 -3.2707 -3.3684 -3.4642 -3.5587 -3.6529
 -3.7471
 -2.1114 -2.0876 -2.0673 -2.0502 -2.0375 -2.0307 -2.0298 -2.0340 -2.0422 -2.0528
 -2.0646 -2.0779 -2.0938 -2.1133 -2.1375 -2.2148 -2.3081 -2.4119 -2.5199 -2.6298
 -2.7412 -2.8531 -2.9636 -3.0712 -3.1751 -3.2757 -3.3733 -3.4687 -3.5622 -3.6539
 -3.7438
 -2.1960 -2.1686 -2.1439 -2.1227 -2.1050 -2.0918 -2.0842 -2.0822 -2.0854 -2.0928
 -2.1028 -2.1148 -2.1286 -2.1451 -2.1654 -2.2363 -2.3247 -2.4237 -2.5287 -2.6363
 -2.7449 -2.8545 -2.9640 -3.0716 -3.1762 -3.2772 -3.3749 -3.4696 -3.5645 -3.6546
 -3.7416
 -2.2879 -2.2578 -2.2286 -2.2024 -2.1819 -2.1641 -2.1504 -2.1416 -2.1383 -2.1401
 -2.1460 -2.1552 -2.1666 -2.1802 -2.1967 -2.2568 -2.3406 -2.4349 -2.5367 -2.6421
 -2.7489 -2.8562 -2.9638 -3.0707 -3.1755 -3.2773 -3.3757 -3.4708 -3.5629 -3.6525
 -3.7400
 -2.3871 -2.3552 -2.3214 -2.2888 -2.2661 -2.2454 -2.2273 -2.2129 -2.2029 -2.1978
 -2.1976 -2.2017 -2.2092 -2.2196 -2.2314 -2.2763 -2.3558 -2.4455 -2.5439
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F150W2
 -1.7129 -1.7044 -1.6934 -1.6830 -1.6734 -1.6658 -1.6508 -1.6556 -1.6689 -1.6917
 -1.7241 -1.7588 -1.8048 -1.8526 -1.9024 -2.0300 -2.1616 -2.2948 -2.4289
