 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F115W
  0.7362  0.6637  0.4924  0.4551  0.4600  0.5015  0.5815  0.6240  0.6609  0.6945
  0.7165  0.7306  0.7412  0.7470  0.7492  0.7338  0.6939  0.6220  0.5207
  0.6992  0.6811  0.6625  0.6328  0.5893  0.5700  0.5861  0.6163  0.6477  0.6733
  0.6916  0.7038  0.7114  0.7148  0.7142  0.6939  0.6451  0.5763  0.5001  0.4219
  0.7572  0.7370  0.7220  0.7089  0.6935  0.6659  0.6357  0.6290  0.6426  0.6617
  0.6754  0.6841  0.6888  0.6901  0.6879  0.6662  0.6196  0.5529  0.4778  0.4010
  0.3242
  0.8139  0.7874  0.7687  0.7545  0.7428  0.7316  0.7162  0.6916  0.6719  0.6668
  0.6699  0.6736  0.6749  0.6736  0.6696  0.6455  0.5998  0.5349  0.4604  0.3842
  0.3084  0.2332
  0.8734  0.8386  0.8133  0.7947  0.7797  0.7670  0.7552  0.7423  0.7243  0.7046
  0.6881  0.6779  0.6712  0.6656  0.6590  0.6317  0.5859  0.5217  0.4475  0.3708
  0.2951  0.2204  0.1465  0.0730
  0.9342  0.8934  0.8601  0.8350  0.8151  0.7983  0.7832  0.7690  0.7547  0.7392
  0.7207  0.7015  0.6849  0.6708  0.6578  0.6242  0.5775  0.5139  0.4396  0.3614
  0.2844  0.2091  0.1353  0.0625 -0.0097 -0.0819 -0.1548 -0.2288 -0.3044 -0.3817
  0.9933  0.9493  0.9104  0.8783  0.8523  0.8305  0.8112  0.7933  0.7761  0.7595
  0.7426  0.7244  0.7053  0.6866  0.6687  0.6239  0.5741  0.5118  0.4368  0.3565
  0.2771  0.2001  0.1252  0.0521 -0.0197 -0.0896 -0.1592 -0.2302 -0.3040 -0.3808
 -0.4579
  1.0476  1.0030  0.9618  0.9251  0.8930  0.8655  0.8414  0.8194  0.7986  0.7788
  0.7595  0.7405  0.7214  0.7018  0.6821  0.6310  0.5756  0.5126  0.4383  0.3566
  0.2743  0.1944  0.1175  0.0430 -0.0296 -0.1004 -0.1693 -0.2379 -0.3078 -0.3805
 -0.4568
  1.0941  1.0511  1.0104  0.9731  0.9365  0.9039  0.8746  0.8481  0.8233  0.8001
  0.7779  0.7562  0.7350  0.7141  0.6934  0.6395  0.5805  0.5153  0.4418  0.3598
  0.2752  0.1920  0.1119  0.0349 -0.0395 -0.1115 -0.1817 -0.2505 -0.3195 -0.3889
 -0.4586
  1.1296  1.0903  1.0522  1.0154  0.9796  0.9450  0.9117  0.8808  0.8518  0.8248
  0.7992  0.7746  0.7507  0.7276  0.7049  0.6478  0.5871  0.5207  0.4475  0.3667
  0.2815  0.1960  0.1126  0.0322 -0.0448 -0.1190 -0.1907 -0.2604 -0.3285 -0.3959
 -0.4639
  1.1512  1.1182  1.0849  1.0514  1.0177  0.9838  0.9499  0.9162  0.8838  0.8530
  0.8239  0.7960  0.7692  0.7432  0.7178  0.6560  0.5935  0.5263  0.4530  0.3737
  0.2894  0.2033  0.1178  0.0343 -0.0461 -0.1233 -0.1975 -0.2690 -0.3383 -0.4060
 -0.4728
  1.1568  1.1374  1.1127  1.0840  1.0525  1.0193  0.9853  0.9511  0.9171  0.8839
