 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F140M
  1.7616  1.6108  1.4933  1.4948  1.4939  1.5038  1.5302  1.5305  1.5350  1.5469
  1.5547  1.5515  1.5385  1.5204  1.4993  1.4363  1.3307  1.1764  1.0729
  1.6753  1.6313  1.5941  1.5564  1.5213  1.5147  1.5187  1.5199  1.5228  1.5271
  1.5265  1.5192  1.5061  1.4880  1.4650  1.3880  1.2899  1.1805  1.0670  0.9521
  1.7079  1.6593  1.6188  1.5844  1.5536  1.5226  1.5053  1.5060  1.5093  1.5102
  1.5072  1.4980  1.4833  1.4639  1.4402  1.3637  1.2689  1.1628  1.0522  0.9406
  0.8287
  1.7423  1.6900  1.6448  1.6060  1.5717  1.5413  1.5148  1.4944  1.4905  1.4942
  1.4924  1.4826  1.4666  1.4458  1.4210  1.3436  1.2507  1.1476  1.0395  0.9303
  0.8213  0.7124
  1.7725  1.7220  1.6736  1.6306  1.5921  1.5573  1.5263  1.5004  1.4822  1.4729
  1.4706  1.4655  1.4526  1.4321  1.4064  1.3275  1.2353  1.1344  1.0286  0.9211
  0.8141  0.7077  0.6017  0.4959
  1.7949  1.7489  1.7026  1.6572  1.6154  1.5770  1.5417  1.5101  1.4841  1.4648
  1.4502  1.4399  1.4295  1.4142  1.3923  1.3147  1.2226  1.1232  1.0193  0.9132
  0.8073  0.7025  0.5987  0.4955  0.3920  0.2886  0.1857  0.0837 -0.0170 -0.1163
  1.8067  1.7667  1.7271  1.6825  1.6397  1.5990  1.5606  1.5249  1.4929  1.4662
  1.4436  1.4235  1.4060  1.3893  1.3701  1.3018  1.2117  1.1137  1.0114  0.9067
  0.8016  0.6975  0.5949  0.4935  0.3931  0.2937  0.1947  0.0956 -0.0041 -0.1038
 -0.2006
  1.8052  1.7724  1.7393  1.7005  1.6601  1.6199  1.5804  1.5423  1.5064  1.4741
  1.4454  1.4191  1.3944  1.3711  1.3485  1.2840  1.2005  1.1049  1.0044  0.9013
  0.7972  0.6934  0.5912  0.4908  0.3918  0.2941  0.1975  0.1014  0.0054 -0.0910
 -0.1881
  1.7875  1.7630  1.7360  1.7054  1.6697  1.6332  1.5959  1.5581  1.5206  1.4850
  1.4520  1.4212  1.3916  1.3630  1.3354  1.2661  1.1866  1.0952  0.9967  0.8952
  0.7923  0.6890  0.5868  0.4862  0.3878  0.2911  0.1959  0.1018  0.0081 -0.0852
 -0.1782
  1.7510  1.7355  1.7156  1.6918  1.6645  1.6342  1.6014  1.5673  1.5316  1.4957
  1.4605  1.4267  1.3940  1.3621  1.3308  1.2535  1.1741  1.0859  0.9904  0.8908
  0.7896  0.6875  0.5857  0.4850  0.3865  0.2902  0.1958  0.1031  0.0118 -0.0788
 -0.1702
  1.6961  1.6894  1.6778  1.6619  1.6421  1.6188  1.5924  1.5633  1.5323  1.4995
  1.4657  1.4313  1.3972  1.3634  1.3297  1.2464  1.1636  1.0773  0.9843  0.8866
  0.7868  0.6862  0.5854  0.4851  0.3863  0.2896  0.1952  0.1031  0.0129 -0.0759
 -0.1638
  1.6336  1.6326  1.6272  1.6179  1.6047  1.5879  1.5679  1.5448  1.5190  1.4910
  1.4612  1.4298  1.3971  1.3635  1.3294  1.2427  1.1562  1.0692  0.9784
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F140M
  1.5625  1.4993  1.4793  1.4908  1.5020  1.5118  1.5180  1.5195  1.5202  1.5220
  1.5221  1.5176  1.5070  1.4912  1.4711  1.4077  1.3184  1.1993  1.0856
  1.6015  1.5628  1.5192  1.4831  1.4902  1.5001  1.5035  1.5022  1.5005  1.5004
  1.4986  1.4924  1.4806  1.4639  1.4433  1.3764  1.2887  1.1846  1.0722  0.9573
  1.6355  1.5935  1.5611  1.5326  1.4979  1.4874  1.4943  1.4935  1.4882  1.4854
  1.4816  1.4742  1.4615  1.4440  1.4227  1.3547  1.2683  1.1674  1.0584  0.9467
  0.8344
  1.6747  1.6258  1.5872  1.5575  1.5321  1.5067  1.4843  1.4816  1.4802  1.4758
  1.4702  1.4617  1.4484  1.4302  1.4081  1.3385  1.2521  1.1534  1.0468  0.9374
  0.8279  0.7184
  1.7186  1.6635  1.6179  1.5804  1.5494  1.5231  1.4982  1.4772  1.4645  1.4634
  1.4611  1.4531  1.4396  1.4209  1.3981  1.3268  1.2397  1.1420  1.0373  0.9295
  0.8217  0.7146  0.6080  0.5014
  1.7567  1.7057  1.6538  1.6098  1.5721  1.5392  1.5104  1.4851  1.4631  1.4475
  1.4426  1.4400  1.4311  1.4143  1.3915  1.3187  1.2306  1.1332  1.0296  0.9229
  0.8161  0.7104  0.6058  0.5018  0.3983  0.2951  0.1921  0.0892 -0.0132 -0.1130
  1.7982  1.7481  1.6932  1.6440  1.6006  1.5619  1.5271  1.4959  1.4684  1.4462
  1.4296  1.4185  1.4108  1.4001  1.3829  1.3128  1.2238  1.1264  1.0236  0.9179
  0.8115  0.7063  0.6028  0.5006  0.3994  0.2987  0.1985  0.0987 -0.0005 -0.0992
 -0.1973
  1.8311  1.7852  1.7318  1.6806  1.6331  1.5898  1.5500  1.5134  1.4803  1.4513
  1.4277  1.4086  1.3919  1.3774  1.3625  1.3050  1.2185  1.1211  1.0189  0.9140
  0.8082  0.7031  0.5999  0.4986  0.3988  0.3004  0.2030  0.1062  0.0094 -0.0875
 -0.1848
  1.8508  1.8109  1.7628  1.7138  1.6659  1.6201  1.5768  1.5361  1.4981  1.4636
  1.4333  1.4077  1.3847  1.3632  1.3428  1.2879  1.2105  1.1153  1.0137  0.9097
  0.8046  0.6997  0.5963  0.4948  0.3956  0.2981  0.2020  0.1067  0.0121 -0.0817
 -0.1748
  1.8530  1.8198  1.7791  1.7376  1.6932  1.6487  1.6048  1.5621  1.5209  1.4820
  1.4462  1.4142  1.3857  1.3590  1.3333  1.2705  1.1983  1.1094  1.0101  0.9073
  0.8033  0.6992  0.5960  0.4943  0.3949  0.2978  0.2026  0.1091  0.0170 -0.0743
 -0.1665
  1.8351  1.8108  1.7793  1.7460  1.7077  1.6683  1.6271  1.5856  1.5439  1.5031
  1.4638  1.4268  1.3928  1.3614  1.3315  1.2591  1.1852  1.1010  1.0058  0.9049
  0.8022  0.6991  0.5966  0.4950  0.3953  0.2978  0.2026  0.1097  0.0187 -0.0709
 -0.1595
  1.8022  1.7839  1.7634  1.7378  1.7077  1.6740  1.6379  1.6000  1.5609  1.5211
