 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =  g   
 -5.0472 -4.7024 -4.5542 -4.5651 -4.6755 -4.7628 -4.4776 -4.2977 -4.1186 -3.9236
 -3.7073 -3.4902 -3.2677 -3.0414 -2.8271 -2.3099 -1.8384 -1.4866 -1.1833
 -5.2128 -4.8603 -4.5954 -4.4094 -4.2790 -4.1542 -4.0145 -3.8630 -3.7036 -3.5359
 -3.3468 -3.1334 -2.9099 -2.6951 -2.4949 -2.0448 -1.6682 -1.3695 -1.1460 -0.9747
 -4.9802 -4.6389 -4.3506 -4.1106 -3.9168 -3.7697 -3.6579 -3.5397 -3.3933 -3.2254
 -3.0526 -2.8696 -2.6709 -2.4758 -2.2960 -1.9070 -1.5812 -1.3193 -1.1208 -0.9675
 -0.8432
 -4.7924 -4.4753 -4.1951 -3.9473 -3.7294 -3.5406 -3.3797 -3.2454 -3.1244 -2.9869
 -2.8259 -2.6605 -2.4878 -2.3114 -2.1468 -1.7989 -1.5156 -1.2853 -1.1076 -0.9690
 -0.8555 -0.7582
 -4.6037 -4.3222 -4.0649 -3.8280 -3.6101 -3.4109 -3.2306 -3.0688 -2.9234 -2.7898
 -2.6546 -2.5080 -2.3550 -2.1960 -2.0431 -1.7220 -1.4685 -1.2628 -1.1021 -0.9758
 -0.8718 -0.7819 -0.7014 -0.6274
 -4.4042 -4.1623 -3.9363 -3.7212 -3.5158 -3.3213 -3.1385 -2.9684 -2.8116 -2.6660
 -2.5286 -2.3947 -2.2604 -2.1203 -1.9800 -1.6731 -1.4373 -1.2486 -1.1004 -0.9844
 -0.8891 -0.8065 -0.7321 -0.6636 -0.5969 -0.5339 -0.4778 -0.4310 -0.3952 -0.3716
 -4.2035 -3.9941 -3.8004 -3.6124 -3.4275 -3.2465 -3.0710 -2.9028 -2.7437 -2.5946
 -2.4542 -2.3206 -2.1922 -2.0653 -1.9393 -1.6496 -1.4201 -1.2409 -1.1002 -0.9916
 -0.9042 -0.8291 -0.7615 -0.6988 -0.6397 -0.5831 -0.5302 -0.4826 -0.4416 -0.4098
 -0.3944
 -4.0047 -3.8254 -3.6584 -3.4961 -3.3353 -3.1735 -3.0112 -2.8516 -2.6971 -2.5487
