 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F150W
  1.3724  0.3960 -0.8248 -0.8110  0.7050  2.6967  1.9948  0.8887  0.3535  0.4832
  0.6400  0.7455  0.8744  0.9443  0.9707  0.8465
  1.3507  0.9572  0.4036  0.3673  0.9491  1.8174  1.5418  1.1054  0.8590  0.8543
  0.8750  0.8933  0.9249  0.9350  0.9232  0.8082  0.6797  0.5510  0.4081
  1.2205  1.1519  1.0035  0.9662  1.0432  1.2484  1.2070  1.1395  1.0739  1.0231
  0.9866  0.9626  0.9423  0.9182  0.8871  0.7798  0.6620  0.5356  0.4027  0.2712
  0.1453
  0.9818  0.9801  0.9749  0.9857  0.9875  0.9898  0.9904  0.9908  0.9983  0.9896
  0.9747  0.9532  0.9266  0.8938  0.8624  0.7613  0.6445  0.5192  0.3910  0.2649
  0.1398  0.0154 -0.1079
  0.9399  0.9381  0.9341  0.9360  0.9363  0.9374  0.9375  0.9353  0.9295  0.9205
  0.9079  0.8911  0.8703  0.8444  0.8131  0.7229  0.6191  0.5036  0.3810  0.2570
  0.1340  0.0125 -0.1075 -0.2260 -0.3434
  0.8751  0.8772  0.8773  0.8771  0.8780  0.8797  0.8811  0.8797  0.8741  0.8641
  0.8502  0.8338  0.8146  0.7927  0.7665  0.6856  0.5916  0.4852  0.3692  0.2488
  0.1283  0.0093 -0.1080 -0.2237 -0.3380 -0.4511
  0.7874  0.7974  0.8045  0.8090  0.8126  0.8167  0.8212  0.8240  0.8227  0.8160
  0.8039  0.7870  0.7674  0.7465  0.7226  0.6494  0.5620  0.4640  0.3556  0.2403
  0.1227  0.0058 -0.1095 -0.2229 -0.3346 -0.4450 -0.5540 -0.6623 -0.7696 -0.8728
  0.6768  0.6987  0.7157  0.7283  0.7382  0.7466  0.7552  0.7630  0.7681  0.7678
  0.7611  0.7482  0.7298  0.7079  0.6849  0.6165  0.5339  0.4412  0.3399  0.2307
  0.1169  0.0021 -0.1113 -0.2230 -0.3327 -0.4407 -0.5471 -0.6524 -0.7573 -0.8613
 -0.9617
  0.5445  0.5795  0.6087  0.6325  0.6519  0.6678  0.6820  0.6954  0.7072  0.7148
  0.7161  0.7099  0.6966  0.6773  0.6541  0.5881  0.5091  0.4196  0.3228  0.2194
  0.1103 -0.0017 -0.1134 -0.2235 -0.3316 -0.4378 -0.5424 -0.6454 -0.7473 -0.8486
 -0.9496
  0.4051  0.4471  0.4849  0.5189  0.5499  0.5763  0.5992  0.6197  0.6384  0.6544
  0.6648  0.6673  0.6616  0.6481  0.6282  0.5623  0.4870  0.4000  0.3053  0.2055
  0.1009 -0.0077 -0.1176 -0.2266 -0.3335 -0.4383 -0.5413 -0.6426 -0.7425 -0.8414
 -0.9395
  0.2670  0.3093  0.3520  0.3950  0.4358  0.4734  0.5064  0.5358  0.5623  0.5859
  0.6042  0.6159  0.6200  0.6158  0.6032  0.5451  0.4676  0.3839  0.2911  0.1934
  0.0921 -0.0126 -0.1196 -0.2270 -0.3330 -0.4368 -0.5384 -0.6380 -0.7359 -0.8324
 -0.9297
  0.1125  0.1661  0.2167  0.2644  0.3122  0.3583  0.4016  0.4408  0.4764  0.5092
  0.5374  0.5591  0.5727  0.5767  0.5706  0.5228  0.4501  0.3691  0.2791  0.1829
  0.0833 -0.0187 -0.1226 -0.2278 -0.3325 -0.4356 -0.5364 -0.6350 -0.7314 -0.8261
 -0.9194
 -0.0584  0.0176  0.0790  0.1271  0.1791  0.2310  0.2872  0.3350  0.3792  0.4188
  0.4540  0.4850  0.5121  0.5308  0.5304  0.4953  0.4345  0.3556  0.2693
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value = F150W
  0.8101  0.8303  0.8775  0.9643  1.0859  1.2757  1.1738  1.0873  1.0474  1.0447
  1.0336  1.0181  1.0126  0.9965  0.9653  0.8411
  0.8502  0.8608  0.8884  0.9421  1.0206  1.1405  1.1174  1.0904  1.0731  1.0635
  1.0460  1.0232  1.0009  0.9720  0.9349  0.8160  0.6853  0.5522  0.4184
  0.8794  0.8832  0.8961  0.9243  0.9689  1.0354  1.0577  1.0676  1.0667  1.0564
  1.0381  1.0128  0.9817  0.9455  0.9050  0.7905  0.6665  0.5371  0.4063  0.2757
  0.1461
  0.8977  0.8975  0.9006  0.9109  0.9307  0.9604  0.9947  1.0188  1.0282  1.0234
  1.0097  0.9869  0.9551  0.9171  0.8756  0.7646  0.6465  0.5220  0.3947  0.2675
  0.1416  0.0168 -0.1062
