 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F098M
 -0.4488 -0.4803 -0.6594 -0.6923 -0.6651 -0.5915 -0.4798 -0.4166 -0.3642 -0.3120
 -0.2637 -0.2196 -0.1794 -0.1445 -0.1162 -0.0646 -0.0635 -0.1338 -0.1998
 -0.4827 -0.4606 -0.4469 -0.4539 -0.4832 -0.4909 -0.4589 -0.4102 -0.3612 -0.3158
 -0.2737 -0.2352 -0.2010 -0.1719 -0.1485 -0.1181 -0.1280 -0.1666 -0.2172 -0.2715
 -0.4085 -0.3891 -0.3683 -0.3522 -0.3452 -0.3581 -0.3800 -0.3794 -0.3541 -0.3181
 -0.2827 -0.2489 -0.2184 -0.1922 -0.1714 -0.1446 -0.1536 -0.1909 -0.2410 -0.2949
 -0.3495
 -0.3372 -0.3290 -0.3126 -0.2951 -0.2804 -0.2705 -0.2703 -0.2850 -0.2988 -0.2965
 -0.2792 -0.2547 -0.2291 -0.2061 -0.1876 -0.1646 -0.1734 -0.2093 -0.2596 -0.3137
 -0.3682 -0.4223
 -0.2589 -0.2671 -0.2616 -0.2493 -0.2360 -0.2247 -0.2166 -0.2130 -0.2183 -0.2285
 -0.2371 -0.2363 -0.2266 -0.2116 -0.1965 -0.1775 -0.1870 -0.2226 -0.2731 -0.3283
 -0.3836 -0.4383 -0.4922 -0.5452
 -0.1729 -0.1955 -0.2054 -0.2036 -0.1963 -0.1878 -0.1807 -0.1755 -0.1723 -0.1724
 -0.1779 -0.1863 -0.1924 -0.1942 -0.1922 -0.1834 -0.1943 -0.2297 -0.2807 -0.3384
 -0.3958 -0.4520 -0.5071 -0.5609 -0.6130 -0.6645 -0.7167 -0.7705 -0.8267 -0.8858
 -0.0818 -0.1155 -0.1392 -0.1505 -0.1532 -0.1511 -0.1475 -0.1445 -0.1425 -0.1412
 -0.1413 -0.1444 -0.1507 -0.1583 -0.1652 -0.1790 -0.1952 -0.2293 -0.2819 -0.3428
 -0.4037 -0.4626 -0.5198 -0.5753 -0.6292 -0.6804 -0.7306 -0.7824 -0.8374 -0.8964
 -0.9574
  0.0120 -0.0299 -0.0634 -0.0866 -0.1011 -0.1087 -0.1119 -0.1131 -0.1141 -0.1152
 -0.1165 -0.1186 -0.1222 -0.1283 -0.1363 -0.1609 -0.1886 -0.2249 -0.2773 -0.3407
 -0.4059 -0.4689 -0.5292 -0.5873 -0.6435 -0.6975 -0.7488 -0.7995 -0.8517 -0.9074
 -0.9677
  0.1060  0.0583  0.0182 -0.0133 -0.0387 -0.0566 -0.0689 -0.0772 -0.0833 -0.0880
 -0.0923 -0.0966 -0.1014 -0.1073 -0.1148 -0.1411 -0.1755 -0.2167 -0.2690 -0.3337
 -0.4026 -0.4704 -0.5351 -0.5969 -0.6561 -0.7129 -0.7677 -0.8208 -0.8738 -0.9271
 -0.9806
  0.1979  0.1460  0.1015  0.0636  0.0317  0.0052 -0.0162 -0.0329 -0.0462 -0.0566
 -0.0653 -0.0731 -0.0808 -0.0888 -0.0976 -0.1246 -0.1608 -0.2051 -0.2581 -0.3219
 -0.3925 -0.4640 -0.5335 -0.5998 -0.6630 -0.7233 -0.7813 -0.8370 -0.8909 -0.9439
 -0.9966
  0.2846  0.2312  0.1838  0.1420  0.1051  0.0729  0.0448  0.0205 -0.0004 -0.0179
 -0.0327 -0.0456 -0.0573 -0.0685 -0.0798 -0.1107 -0.1478 -0.1934 -0.2473 -0.3097
 -0.3797 -0.4527 -0.5256 -0.5964 -0.6642 -0.7288 -0.7905 -0.8497 -0.9065 -0.9617
 -1.0159
  0.3618  0.3143  0.2683  0.2243  0.1831  0.1451  0.1107  0.0800  0.0528  0.0286
  0.0071 -0.0120 -0.0290 -0.0446 -0.0594 -0.0967 -0.1364 -0.1823 -0.2367
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F098M
 -0.7121 -0.7501 -0.7566 -0.6993 -0.6199 -0.5379 -0.4659 -0.4067 -0.3544 -0.3079
 -0.2675 -0.2320 -0.2006 -0.1728 -0.1489 -0.1061 -0.0961 -0.1293 -0.1829
 -0.5955 -0.5724 -0.5855 -0.6176 -0.5956 -0.5363 -0.4710 -0.4131 -0.3633 -0.3200
 -0.2830 -0.2505 -0.2218 -0.1967 -0.1752 -0.1402 -0.1355 -0.1621 -0.2088 -0.2622
 -0.5249 -0.4904 -0.4628 -0.4540 -0.4782 -0.4932 -0.4630 -0.4148 -0.3684 -0.3281
