 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -1.3375
 -4.1181 -4.0961 -3.9120 -3.6388 -3.3770 -3.1471 -2.9433 -2.7726 -2.6284 -2.5024
 -2.3905 -2.2866 -2.1899 -2.0999 -2.0162 -1.8354 -1.6916 -1.5767 -1.4832 -1.4054
 -1.3400 -1.2852
 -4.0149 -3.8175 -3.7823 -3.6545 -3.4155 -3.1779 -2.9663 -2.7830 -2.6293 -2.4982
 -2.3845 -2.2811 -2.1850 -2.0955 -2.0120 -1.8311 -1.6870 -1.5729 -1.4812 -1.4058
 -1.3432 -1.2913 -1.2483 -1.2124
 -4.0411 -3.7546 -3.5557 -3.4772 -3.4079 -3.2129 -3.0006 -2.8090 -2.6428 -2.5029
 -2.3837 -2.2797 -2.1839 -2.0948 -2.0117 -1.8305 -1.6856 -1.5714 -1.4806 -1.4070
 -1.3467 -1.2973 -1.2570 -1.2236 -1.1955 -1.1727 -1.1554 -1.1443 -1.1399 -1.1430
 -4.1192 -3.7883 -3.5257 -3.3299 -3.2113 -3.1482 -3.0252 -2.8433 -2.6704 -2.5189
 -2.3906 -2.2820 -2.1857 -2.0969 -2.0140 -1.8326 -1.6863 -1.5714 -1.4808 -1.4083
 -1.3499 -1.3028 -1.2650 -1.2345 -1.2091 -1.1882 -1.1722 -1.1612 -1.1558 -1.1571
 -1.1659
 -4.2330 -3.8687 -3.5677 -3.3251 -3.1363 -2.9994 -2.9056 -2.8229 -2.6980 -2.5471
 -2.4086 -2.2907 -2.1907 -2.1013 -2.0186 -1.8369 -1.6892 -1.5727 -1.4815 -1.4095
 -1.3523 -1.3072 -1.2718 -1.2443 -1.2221 -1.2041 -1.1897 -1.1795 -1.1745 -1.1753
 -1.1823
 -4.3726 -3.9801 -3.6488 -3.3728 -3.1478 -2.9683 -2.8277 -2.7158 -2.6237 -2.5342
 -2.4268 -2.3071 -2.1992 -2.1069 -2.0236 -1.8414 -1.6924 -1.5740 -1.4816 -1.4093
 -1.3529 -1.3094 -1.2764 -1.2517 -1.2330 -1.2186 -1.2080 -1.2008 -1.1968 -1.1970
 -1.2023
 -4.5112 -4.1110 -3.7623 -3.4602 -3.2057 -2.9962 -2.8260 -2.6875 -2.5715 -2.4710
 -2.3817 -2.2965 -2.2075 -2.1163 -2.0327 -1.8499 -1.6992 -1.5785 -1.4838 -1.4102
 -1.3536 -1.3109 -1.2795 -1.2573 -1.2419 -1.2313 -1.2244 -1.2205 -1.2193 -1.2211
 -1.2259
 -4.6786 -4.2597 -3.8927 -3.5728 -3.2960 -3.0606 -2.8647 -2.7032 -2.5690 -2.4544
 -2.3533 -2.2628 -2.1807 -2.1041 -2.0305 -1.8587 -1.7076 -1.5844 -1.4871 -1.4114
 -1.3537 -1.3108 -1.2803 -1.2600 -1.2474 -1.2404 -1.2377 -1.2378 -1.2401 -1.2446
 -1.2506
 -4.8747 -4.4262 -4.0250 -3.6980 -3.4073 -3.1531 -2.9349 -2.7508 -2.5970 -2.4675
 -2.3560 -2.2575 -2.1690 -2.0890 -2.0170 -1.8678 -1.7176 -1.5917 -1.4915
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.3557 -4.0488 -3.7837 -3.5564 -3.3232 -3.1274 -2.9612 -2.8139 -2.6813 -2.5604
 -2.4485 -2.3439 -2.2465 -2.1561 -2.0722 -1.8883 -1.7323 -1.6064 -1.5000
 -4.4418 -4.0959 -3.7983 -3.5444 -3.3158 -3.1076 -2.9332 -2.7829 -2.6455 -2.5262
 -2.4147 -2.3108 -2.2141 -2.1242 -2.0408 -1.8595 -1.7119 -1.5906 -1.4896 -1.4038
 -4.4551 -4.1574 -3.8445 -3.5663 -3.3296 -3.1093 -2.9221 -2.7660 -2.6256 -2.5054
 -2.3947 -2.2915 -2.1954 -2.1061 -2.0231 -1.8428 -1.6974 -1.5793 -1.4822 -1.4004
 -1.3308
 -4.1650 -4.1573 -3.8963 -3.6110 -3.3532 -3.1291 -2.9287 -2.7617 -2.6192 -2.4938
 -2.3832 -2.2807 -2.1852 -2.0964 -2.0137 -1.8337 -1.6888 -1.5725 -1.4778 -1.3990
 -1.3324 -1.2762
 -4.0300 -3.9269 -3.8747 -3.6528 -3.3955 -3.1592 -2.9521 -2.7712 -2.6201 -2.4900
 -2.3775 -2.2752 -2.1802 -2.0919 -2.0095 -1.8295 -1.6844 -1.5688 -1.4755 -1.3989
 -1.3348 -1.2811 -1.2365 -1.1995
 -4.0348 -3.7647 -3.6286 -3.5966 -3.4269 -3.1995 -2.9849 -2.7953 -2.6325 -2.4949
 -2.3766 -2.2737 -2.1789 -2.0909 -2.0089 -1.8288 -1.6830 -1.5671 -1.4748 -1.3996
 -1.3375 -1.2861 -1.2438 -1.2091 -1.1804 -1.1570 -1.1394 -1.1283 -1.1244 -1.1281
 -4.1163 -3.7813 -3.5306 -3.3716 -3.3137 -3.2143 -3.0230 -2.8302 -2.6586 -2.5091
 -2.3834 -2.2757 -2.1805 -2.0926 -2.0107 -1.8306 -1.6838 -1.5671 -1.4749 -1.4006
 -1.3401 -1.2907 -1.2507 -1.2184 -1.1919 -1.1704 -1.1539 -1.1428 -1.1377 -1.1398
 -1.1494
 -4.2534 -3.8641 -3.5602 -3.3256 -3.1582 -3.0595 -2.9900 -2.8603 -2.6934 -2.5369
 -2.4000 -2.2840 -2.1851 -2.0966 -2.0147 -1.8346 -1.6866 -1.5686 -1.4757 -1.4017
 -1.3424 -1.2947 -1.2567 -1.2268 -1.2030 -1.1839 -1.1694 -1.1595 -1.1547 -1.1556
 -1.1634
 -4.4220 -3.9934 -3.6436 -3.3649 -3.1452 -2.9786 -2.8581 -2.7699 -2.6828 -2.5630
 -2.4259 -2.3001 -2.1934 -2.1019 -2.0194 -1.8389 -1.6898 -1.5701 -1.4760 -1.4017
 -1.3430 -1.2966 -1.2606 -1.2331 -1.2122 -1.1961 -1.1845 -1.1769 -1.1734 -1.1746
 -1.1813
 -4.6292 -4.1626 -3.7740 -3.4558 -3.1978 -2.9916 -2.8295 -2.7023 -2.5994 -2.5103
 -2.4214 -2.3212 -2.2127 -2.1143 -2.0291 -1.8472 -1.6968 -1.5749 -1.4787 -1.4032
 -1.3442 -1.2984 -1.2638 -1.2382 -1.2199 -1.2070 -1.1987 -1.1940 -1.1929 -1.1950
 -1.2017
 -4.9076 -4.3717 -3.9339 -3.5846 -3.2930 -3.0533 -2.8590 -2.7025 -2.5755 -2.4685
 -2.3745 -2.2889 -2.2063 -2.1225 -2.0388 -1.8575 -1.7057 -1.5816 -1.4829 -1.4053
 -1.3451 -1.2991 -1.2651 -1.2411 -1.2250 -1.2151 -1.2102 -1.2091 -1.2112 -1.2163
 -1.2243
 -5.2573 -4.6207 -4.1023 -3.7371 -3.4203 -3.1523 -2.9287 -2.7448 -2.5942 -2.4693
 -2.3628 -2.2688 -2.1839 -2.1058 -2.0485 -1.8698 -1.7165 -1.5902 -1.4886
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.2904 -4.0016 -3.7498 -3.5315 -3.2991 -3.1133 -2.9525 -2.8057 -2.6720 -2.5507
 -2.4402 -2.3370 -2.2407 -2.1512 -2.0680 -1.8853 -1.7297 -1.6032 -1.4961
 -4.3771 -4.0460 -3.7623 -3.5215 -3.2955 -3.0940 -2.9238 -2.7730 -2.6379 -2.5182
 -2.4091 -2.3064 -2.2109 -2.1220 -2.0394 -1.8590 -1.7107 -1.5883 -1.4861 -1.3996
 -4.4506 -4.1179 -3.8081 -3.5393 -3.3110 -3.0950 -2.9131 -2.7588 -2.6187 -2.4999
 -2.3902 -2.2882 -2.1933 -2.1050 -2.0229 -1.8435 -1.6971 -1.5775 -1.4789 -1.3960
 -1.3253
 -4.3706 -4.1676 -3.8700 -3.5841 -3.3339 -3.1161 -2.9185 -2.7544 -2.6139 -2.4886
 -2.3791 -2.2776 -2.1832 -2.0954 -2.0136 -1.8346 -1.6889 -1.5709 -1.4745 -1.3942
 -1.3263 -1.2686
 -4.0825 -4.0592 -3.9016 -3.6370 -3.3754 -3.1445 -2.9402 -2.7632 -2.6141 -2.4850
 -2.3733 -2.2720 -2.1781 -2.0906 -2.0092 -1.8303 -1.6845 -1.5670 -1.4721 -1.3937
 -1.3280 -1.2725 -1.2262 -1.1879
 -4.0289 -3.7989 -3.7546 -3.6495 -3.4205 -3.1841 -2.9728 -2.7860 -2.6253 -2.4897
 -2.3722 -2.2701 -2.1763 -2.0892 -2.0080 -1.8293 -1.6828 -1.5652 -1.4710 -1.3940
 -1.3300 -1.2766 -1.2322 -1.1959 -1.1661 -1.1420 -1.1239 -1.1124 -1.1085 -1.1126
 -4.0996 -3.7745 -3.5507 -3.4623 -3.4064 -3.2216 -3.0118 -2.8190 -2.6493 -2.5026
 -2.3785 -2.2717 -2.1773 -2.0902 -2.0092 -1.8306 -1.6834 -1.5650 -1.4708 -1.3947
 -1.3321 -1.2805 -1.2381 -1.2037 -1.1758 -1.1533 -1.1361 -1.1245 -1.1193 -1.1218
 -1.1319
 -4.2482 -3.8473 -3.5517 -3.3353 -3.2088 -3.1542 -3.0368 -2.8575 -2.6834 -2.5284
 -2.3937 -2.2794 -2.1813 -2.0937 -2.0125 -1.8340 -1.6859 -1.5664 -1.4715 -1.3957
 -1.3341 -1.2839 -1.2433 -1.2110 -1.1852 -1.1648 -1.1491 -1.1386 -1.1336 -1.1348
 -1.1433
 -4.4305 -3.9835 -3.6279 -3.3547 -3.1475 -3.0038 -2.9171 -2.8401 -2.7128 -2.5601
 -2.4178 -2.2941 -2.1888 -2.0982 -2.0164 -1.8376 -1.6888 -1.5678 -1.4719 -1.3956
 -1.3346 -1.2856 -1.2467 -1.2164 -1.1930 -1.1750 -1.1620 -1.1534 -1.1495 -1.1510
 -1.1584
 -4.6974 -4.1800 -3.7645 -3.4409 -3.1865 -2.9889 -2.8405 -2.7319 -2.6472 -2.5590
 -2.4476 -2.3234 -2.2087 -2.1104 -2.0257 -1.8453 -1.6954 -1.5727 -1.4748 -1.3974
 -1.3360 -1.2875 -1.2498 -1.2211 -1.1998 -1.1844 -1.1741 -1.1680 -1.1662 -1.1690
 -1.1764
 -5.0547 -4.4368 -3.9485 -3.5770 -3.2792 -3.0414 -2.8532 -2.7056 -2.5896 -2.4938
 -2.4081 -2.3220 -2.2287 -2.1300 -2.0394 -1.8555 -1.7043 -1.5796 -1.4794 -1.4000
 -1.3375 -1.2888 -1.2515 -1.2240 -1.2046 -1.1916 -1.1841 -1.1810 -1.1820 -1.1868
 -1.1957
 -5.5023 -4.7539 -4.1601 -3.7525 -3.4150 -3.1400 -2.9169 -2.7370 -2.5926 -2.4749
 -2.3757 -2.2878 -2.2065 -2.1276 -2.0575 -1.8682 -1.7155 -1.5885 -1.4857
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  Hp  
 -4.2257 -3.9731 -3.7361 -3.5134 -3.2882 -3.0883 -2.9169 -2.7687 -2.6391 -2.5241
 -2.4205 -2.3252 -2.2359 -2.1503 -2.0677 -1.8856 -1.7300 -1.5991 -1.4918
 -4.3365 -4.0084 -3.7345 -3.5095 -3.2845 -3.0869 -2.9193 -2.7697 -2.6349 -2.5169
 -2.4077 -2.3060 -2.2114 -2.1235 -2.0417 -1.8618 -1.7127 -1.5877 -1.4843 -1.3971
 -4.4331 -4.0784 -3.7764 -3.5220 -3.2997 -3.0865 -2.9087 -2.7553 -2.6164 -2.4984
 -2.3896 -2.2885 -2.1945 -2.1072 -2.0259 -1.8473 -1.7001 -1.5788 -1.4784 -1.3939
 -1.3219
 -4.4330 -4.1529 -3.8409 -3.5605 -3.3232 -3.1066 -2.9121 -2.7507 -2.6113 -2.4870
 -2.3784 -2.2778 -2.1843 -2.0974 -2.0165 -1.8386 -1.6922 -1.5724 -1.4741 -1.3919
 -1.3223 -1.2630
 -4.2055 -4.1375 -3.8986 -3.6172 -3.3580 -3.1375 -2.9330 -2.7581 -2.6112 -2.4822
 -2.3721 -2.2718 -2.1786 -2.0920 -2.0114 -1.8339 -1.6876 -1.5685 -1.4714 -1.3911
 -1.3234 -1.2661 -1.2178 -1.1778
 -4.0340 -3.8881 -3.8563 -3.6594 -3.4077 -3.1708 -2.9662 -2.7790 -2.6214 -2.4874
 -2.3704 -2.2693 -2.1762 -2.0898 -2.0094 -1.8321 -1.6855 -1.5663 -1.4700 -1.3909
 -1.3249 -1.2694 -1.2228 -1.1845 -1.1532 -1.1283 -1.1095 -1.0973 -1.0932 -1.0970
 -4.0801 -3.7748 -3.6059 -3.5789 -3.4350 -3.2155 -3.0013 -2.8125 -2.6434 -2.4989
 -2.3766 -2.2702 -2.1765 -2.0902 -2.0099 -1.8327 -1.6855 -1.5657 -1.4695 -1.3913
 -1.3266 -1.2726 -1.2278 -1.1912 -1.1615 -1.1378 -1.1198 -1.1073 -1.1014 -1.1038
 -1.1140
 -4.2176 -3.8275 -3.5478 -3.3651 -3.3034 -3.2221 -3.0408 -2.8498 -2.6766 -2.5229
 -2.3901 -2.2774 -2.1798 -2.0929 -2.0125 -1.8353 -1.6875 -1.5666 -1.4698 -1.3918
 -1.3281 -1.2755 -1.2323 -1.1974 -1.1695 -1.1475 -1.1309 -1.1193 -1.1132 -1.1140
 -1.1227
 -4.4068 -3.9581 -3.6082 -3.3473 -3.1616 -3.0586 -2.9988 -2.8762 -2.7115 -2.5530
 -2.4115 -2.2906 -2.1865 -2.0965 -2.0155 -1.8381 -1.6898 -1.5678 -1.4699 -1.3916
 -1.3284 -1.2769 -1.2352 -1.2020 -1.1761 -1.1561 -1.1414 -1.1315 -1.1267 -1.1275
 -1.1349
 -4.7181 -4.1695 -3.7412 -3.4213 -3.1764 -2.9930 -2.8670 -2.7859 -2.7056 -2.5865
 -2.4482 -2.3185 -2.2051 -2.1079 -2.0239 -1.8449 -1.6957 -1.5723 -1.4728 -1.3934
 -1.3299 -1.2788 -1.2381 -1.2063 -1.1821 -1.1641 -1.1517 -1.1438 -1.1407 -1.1428
 -1.1501
 -5.1390 -4.4617 -3.9391 -3.5559 -3.2603 -3.0294 -2.8510 -2.7169 -2.6173 -2.5352
 -2.4490 -2.3468 -2.2344 -2.1288 -2.0378 -1.8545 -1.7040 -1.5790 -1.4774 -1.3962
 -1.3317 -1.2804 -1.2401 -1.2093 -1.1865 -1.1705 -1.1603 -1.1549 -1.1540 -1.1579
 -1.1665
 -5.6696 -4.8347 -4.2019 -3.7442 -3.3970 -3.1220 -2.9037 -2.7309 -2.5954 -2.4879
 -2.3984 -2.3168 -2.2347 -2.1482 -2.0572 -1.8669 -1.7147 -1.5879 -1.4837
