 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  R   
 -2.3198 -2.2787 -2.4683 -2.4269 -2.2830 -2.0797 -1.8541 -1.7047 -1.5738 -1.4379
 -1.3102 -1.1902 -1.0808 -0.9813 -0.8922 -0.7090 -0.5709 -0.4596 -0.4099
 -2.3227 -2.1666 -2.0375 -1.9534 -1.9128 -1.8433 -1.7183 -1.5792 -1.4510 -1.3302
 -1.2150 -1.1073 -1.0086 -0.9191 -0.8383 -0.6715 -0.5509 -0.4718 -0.4235 -0.3948
 -2.1615 -2.0105 -1.8682 -1.7439 -1.6447 -1.5846 -1.5422 -1.4671 -1.3636 -1.2524
 -1.1480 -1.0503 -0.9604 -0.8787 -0.8052 -0.6546 -0.5476 -0.4786 -0.4366 -0.4111
 -0.3964
 -2.0271 -1.8948 -1.7600 -1.6320 -1.5177 -1.4209 -1.3463 -1.2979 -1.2504 -1.1807
 -1.0944 -1.0069 -0.9255 -0.8509 -0.7834 -0.6446 -0.5467 -0.4853 -0.4487 -0.4264
 -0.4129 -0.4060
 -1.9028 -1.7933 -1.6749 -1.5547 -1.4407 -1.3383 -1.2501 -1.1758 -1.1208 -1.0746
 -1.0243 -0.9619 -0.8938 -0.8274 -0.7660 -0.6374 -0.5456 -0.4898 -0.4582 -0.4398
 -0.4285 -0.4225 -0.4209 -0.4236
 -1.7861 -1.6943 -1.5961 -1.4899 -1.3832 -1.2820 -1.1916 -1.1131 -1.0462 -0.9899
 -0.9423 -0.8978 -0.8495 -0.7975 -0.7455 -0.6294 -0.5427 -0.4902 -0.4627 -0.4495
 -0.4419 -0.4381 -0.4377 -0.4402 -0.4453 -0.4541 -0.4674 -0.4861 -0.5106 -0.5413
 -1.6792 -1.5988 -1.5168 -1.4264 -1.3313 -1.2367 -1.1475 -1.0678 -0.9997 -0.9411
 -0.8895 -0.8430 -0.8003 -0.7586 -0.7164 -0.6168 -0.5367 -0.4848 -0.4610 -0.4533
 -0.4511 -0.4512 -0.4533 -0.4574 -0.4634 -0.4696 -0.4784 -0.4926 -0.5144 -0.5444
 -0.5787
 -1.5840 -1.5103 -1.4372 -1.3598 -1.2778 -1.1932 -1.1095 -1.0308 -0.9616 -0.9027
 -0.8519 -0.8063 -0.7636 -0.7238 -0.6859 -0.5987 -0.5270 -0.4771 -0.4538 -0.4498
 -0.4537 -0.4595 -0.4659 -0.4730 -0.4810 -0.4898 -0.4983 -0.5091 -0.5252 -0.5488
 -0.5815
 -1.5026 -1.4319 -1.3622 -1.2898 -1.2192 -1.1454 -1.0702 -0.9963 -0.9276 -0.8675
 -0.8167 -0.7730 -0.7332 -0.6955 -0.6594 -0.5785 -0.5135 -0.4673 -0.4431 -0.4403
 -0.4488 -0.4609 -0.4731 -0.4850 -0.4967 -0.5081 -0.5198 -0.5321 -0.5473 -0.5656
 -0.5868
 -1.4373 -1.3668 -1.2973 -1.2288 -1.1611 -1.0944 -1.0282 -0.9616 -0.8968 -0.8368
 -0.7846 -0.7408 -0.7031 -0.6681 -0.6350 -0.5608 -0.4997 -0.4563 -0.4320 -0.4278
 -0.4377 -0.4542 -0.4726 -0.4905 -0.5073 -0.5229 -0.5379 -0.5524 -0.5672 -0.5831
 -0.6002
 -1.3858 -1.3119 -1.2409 -1.1726 -1.1069 -1.0434 -0.9822 -0.9227 -0.8639 -0.8071
 -0.7550 -0.7097 -0.6719 -0.6396 -0.6105 -0.5436 -0.4862 -0.4450 -0.4217 -0.4155
 -0.4243 -0.4422 -0.4646 -0.4882 -0.5110 -0.5322 -0.5519 -0.5702 -0.5877 -0.6050
 -0.6231
 -1.3330 -1.2437 -1.1682 -1.1028 -1.0440 -0.9888 -0.9348 -0.8806 -0.8269 -0.7751
 -0.7260 -0.6809 -0.6418 -0.6094 -0.5820 -0.5242 -0.4728 -0.4337 -0.4111
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  R   
 -2.6561 -2.6100 -2.5212 -2.3321 -2.1124 -1.9024 -1.7275 -1.5855 -1.4589 -1.3399
 -1.2269 -1.1205 -1.0215 -0.9302 -0.8470 -0.6752 -0.5472 -0.4522 -0.3990
 -2.4081 -2.2615 -2.1835 -2.1404 -2.0106 -1.8266 -1.6497 -1.5038 -1.3806 -1.2676
 -1.1611 -1.0613 -0.9690 -0.8848 -0.8086 -0.6521 -0.5375 -0.4593 -0.4106 -0.3818
 -2.2695 -2.1029 -1.9583 -1.8497 -1.7972 -1.7310 -1.5965 -1.4498 -1.3249 -1.2171
 -1.1168 -1.0232 -0.9367 -0.8579 -0.7868 -0.6416 -0.5363 -0.4653 -0.4221 -0.3966
 -0.3822
 -2.1668 -2.0087 -1.8560 -1.7144 -1.5973 -1.5175 -1.4691 -1.3953 -1.2848 -1.1791
