 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = BX   
 -6.6812 -6.5973 -6.3172 -5.9015 -5.4846 -5.1137 -4.7893 -4.5142 -4.2733 -4.0595
 -3.8691 -3.6914 -3.5255 -3.3705 -3.2262 -2.9126 -2.6513 -2.4184 -2.2024 -2.0023
 -1.8209 -1.6589
 -6.5377 -6.2015 -6.1091 -5.9124 -5.5563 -5.1810 -4.8378 -4.5392 -4.2836 -4.0590
 -3.8623 -3.6817 -3.5126 -3.3544 -3.2064 -2.8835 -2.6177 -2.3865 -2.1760 -1.9838
 -1.8114 -1.6582 -1.5234 -1.4058
 -6.5878 -6.1145 -5.7884 -5.6477 -5.5300 -5.2432 -4.9113 -4.5978 -4.3208 -4.0824
 -3.8735 -3.6887 -3.5164 -3.3548 -3.2030 -2.8693 -2.5961 -2.3644 -2.1578 -1.9717
 -1.8064 -1.6609 -1.5328 -1.4211 -1.3247 -1.2388 -1.1598 -1.0897 -1.0327 -0.9948
 -6.7125 -6.1756 -5.7459 -5.4331 -5.2456 -5.1384 -4.9507 -4.6700 -4.3865 -4.1291
 -3.9057 -3.7107 -3.5347 -3.3697 -3.2143 -2.8692 -2.5859 -2.3508 -2.1462 -1.9646
 -1.8050 -1.6658 -1.5441 -1.4380 -1.3462 -1.2677 -1.1988 -1.1354 -1.0771 -1.0324
 -1.0052
 -6.8836 -6.3055 -5.8174 -5.4243 -5.1269 -4.9179 -4.7734 -4.6407 -4.4430 -4.1976
 -3.9598 -3.7501 -3.5660 -3.3976 -3.2389 -2.8830 -2.5878 -2.3458 -2.1407 -1.9619
 -1.8063 -1.6721 -1.5560 -1.4556 -1.3689 -1.2948 -1.2296 -1.1723 -1.1230 -1.0815
 -1.0476
 -7.0928 -6.4747 -5.9470 -5.5010 -5.1391 -4.8581 -4.6453 -4.4777 -4.3351 -4.1894
 -4.0100 -3.8044 -3.6085 -3.4340 -3.2722 -2.9069 -2.5993 -2.3478 -2.1390 -1.9609
 -1.8080 -1.6775 -1.5662 -1.4710 -1.3898 -1.3210 -1.2630 -1.2132 -1.1701 -1.1325
 -1.0996
 -7.2617 -6.6592 -6.1197 -5.6374 -5.2279 -4.8927 -4.6268 -4.4170 -4.2437 -4.0903
 -3.9479 -3.8048 -3.6488 -3.4807 -3.3181 -2.9460 -2.6266 -2.3635 -2.1478 -1.9675
 -1.8151 -1.6864 -1.5783 -1.4873 -1.4107 -1.3468 -1.2940 -1.2497 -1.2120 -1.1798
 -1.1524
 -7.4678 -6.8547 -6.3028 -5.8066 -5.3647 -4.9873 -4.6753 -4.4230 -4.2190 -4.0468
 -3.8925 -3.7492 -3.6133 -3.4800 -3.3428 -2.9923 -2.6648 -2.3896 -2.1649 -1.9797
 -1.8255 -1.6968 -1.5901 -1.5020 -1.4292 -1.3696 -1.3216 -1.2826 -1.2504 -1.2236
 -1.2003
 -7.7111 -7.0612 -6.4737 -5.9833 -5.5289 -5.1239 -4.7750 -4.4829 -4.2427 -4.0445
 -3.8758 -3.7248 -3.5843 -3.4518 -3.3463 -3.0458 -2.7139 -2.4261 -2.1903
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value = BX   
 -7.0279 -6.5104 -6.0786 -5.7242 -5.3850 -5.1004 -4.8496 -4.6181 -4.4048 -4.2101
 -4.0326 -3.8669 -3.7126 -3.5690 -3.4353 -3.1404 -2.8737 -2.6305 -2.3919
 -7.1847 -6.6057 -6.1159 -5.7067 -5.3557 -5.0473 -4.7830 -4.5440 -4.3206 -4.1284
 -3.9487 -3.7812 -3.6253 -3.4804 -3.3457 -3.0499 -2.7949 -2.5586 -2.3305 -2.1099
 -7.1668 -6.7103 -6.2109 -5.7576 -5.3775 -5.0394 -4.7540 -4.5064 -4.2761 -4.0801
 -3.8985 -3.7291 -3.5711 -3.4241 -3.2872 -2.9874 -2.7329 -2.5015 -2.2818 -2.0728
 -1.8782
 -6.7395 -6.6882 -6.2982 -5.8502 -5.4333 -5.0741 -4.7617 -4.4979 -4.2643 -4.0560
 -3.8718 -3.7002 -3.5399 -3.3903 -3.2506 -2.9443 -2.6877 -2.4592 -2.2458 -2.0453
 -1.8610 -1.6948
 -6.5479 -6.3479 -6.2413 -5.9186 -5.5215 -5.1408 -4.8068 -4.5183 -4.2719 -4.0532
 -3.8633 -3.6889 -3.5259 -3.3735 -3.2306 -2.9162 -2.6550 -2.4277 -2.2186 -2.0254
 -1.8490 -1.6910 -1.5510 -1.4279
 -6.5676 -6.1216 -5.8869 -5.8116 -5.5683 -5.2239 -4.8796 -4.5704 -4.3040 -4.0739
 -3.8710 -3.6928 -3.5268 -3.3712 -3.2252 -2.9015 -2.6332 -2.4048 -2.1997 -2.0115
 -1.8413 -1.6903 -1.5570 -1.4397 -1.3370 -1.2472 -1.1644 -1.0875 -1.0294 -0.9893
 -6.6981 -6.1576 -5.7479 -5.4908 -5.3866 -5.2375 -4.9543 -4.6479 -4.3646 -4.1149
 -3.9000 -3.7110 -3.5414 -3.3827 -3.2333 -2.8997 -2.6221 -2.3899 -2.1865 -2.0024
 -1.8374 -1.6919 -1.5647 -1.4531 -1.3558 -1.2712 -1.1972 -1.1307 -1.0690 -1.0238
 -0.9954
 -6.9014 -6.2920 -5.8007 -5.4217 -5.1586 -5.0046 -4.8949 -4.7015 -4.4412 -4.1825
 -3.9495 -3.7470 -3.5692 -3.4071 -3.2544 -2.9112 -2.6226 -2.3835 -2.1792 -1.9978
 -1.8366 -1.6957 -1.5735 -1.4674 -1.3752 -1.2957 -1.2275 -1.1689 -1.1162 -1.0687
 -1.0348
 -7.1541 -6.4869 -5.9344 -5.4854 -5.1337 -4.8748 -4.6933 -4.5606 -4.4268 -4.2397
 -4.0160 -3.7993 -3.6090 -3.4404 -3.2846 -2.9329 -2.6329 -2.3843 -2.1760 -1.9952
 -1.8366 -1.6991 -1.5812 -1.4801 -1.3931 -1.3186 -1.2556 -1.2022 -1.1567 -1.1176
 -1.0833
 -7.4285 -6.7289 -6.1319 -5.6276 -5.2139 -4.8857 -4.6346 -4.4441 -4.2918 -4.1574
 -4.0180 -3.8544 -3.6688 -3.4899 -3.3289 -2.9699 -2.6593 -2.3993 -2.1839 -2.0008
 -1.8428 -1.7070 -1.5919 -1.4946 -1.4120 -1.3420 -1.2838 -1.2355 -1.1953 -1.1628
 -1.1325
 -7.8036 -7.0180 -6.3612 -5.8207 -5.3584 -4.9758 -4.6680 -4.4259 -4.2350 -4.0765
 -3.9355 -3.8031 -3.6699 -3.5280 -3.3758 -3.0161 -2.6971 -2.4257 -2.2010 -2.0129
 -1.8532 -1.7175 -1.6035 -1.5085 -1.4293 -1.3634 -1.3096 -1.2660 -1.2309 -1.2026
 -1.1799
 -8.2795 -7.3542 -6.5835 -6.0354 -5.5464 -5.1220 -4.7665 -4.4765 -4.2432 -4.0544
 -3.8957 -3.7543 -3.6230 -3.4980 -3.4253 -3.0715 -2.7463 -2.4635 -2.2273
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value = BX   
 -6.8851 -6.4093 -6.0082 -5.6746 -5.3442 -5.0760 -4.8345 -4.6080 -4.3984 -4.2074
 -4.0343 -3.8727 -3.7220 -3.5815 -3.4505 -3.1603 -2.8991 -2.6611 -2.4304
 -7.0623 -6.5064 -6.0413 -5.6582 -5.3191 -5.0254 -4.7708 -4.5358 -4.3199 -4.1297
 -3.9572 -3.7943 -3.6426 -3.5014 -3.3699 -3.0794 -2.8285 -2.5969 -2.3742 -2.1569
 -7.1594 -6.6426 -6.1399 -5.7015 -5.3396 -5.0149 -4.7420 -4.5013 -4.2759 -4.0856
 -3.9090 -3.7445 -3.5913 -3.4486 -3.3155 -3.0221 -2.7718 -2.5447 -2.3288 -2.1211
 -1.9250
 -7.0182 -6.7133 -6.2580 -5.7979 -5.3916 -5.0470 -4.7454 -4.4907 -4.2638 -4.0604
 -3.8815 -3.7150 -3.5598 -3.4149 -3.2796 -2.9810 -2.7290 -2.5046 -2.2942 -2.0941
 -1.9070 -1.7362
 -6.6125 -6.5286 -6.2943 -5.8989 -5.4827 -5.1081 -4.7834 -4.5066 -4.2679 -4.0545
 -3.8703 -3.7014 -3.5438 -3.3964 -3.2585 -2.9530 -2.6967 -2.4733 -2.2674 -2.0734
 -1.8935 -1.7302 -1.5846 -1.4555
 -6.5483 -6.1638 -6.0584 -5.9001 -5.5673 -5.1960 -4.8527 -4.5519 -4.2944 -4.0717
 -3.8742 -3.7017 -3.5413 -3.3912 -3.2503 -2.9368 -2.6740 -2.4494 -2.2466 -2.0578
 -1.8836 -1.7267 -1.5876 -1.4647 -1.3563 -1.2599 -1.1712 -1.0895 -1.0292 -0.9857
 -6.6655 -6.1398 -5.7725 -5.6159 -5.5225 -5.2615 -4.9380 -4.6252 -4.3476 -4.1071
 -3.8988 -3.7156 -3.5518 -3.3987 -3.2548 -2.9327 -2.6615 -2.4328 -2.2315 -2.0468
 -1.8774 -1.7257 -1.5921 -1.4749 -1.3720 -1.2816 -1.2023 -1.1296 -1.0636 -1.0171
 -0.9864
 -6.8846 -6.2613 -5.7823 -5.4331 -5.2311 -5.1398 -4.9730 -4.7049 -4.4251 -4.1683
 -3.9430 -3.7473 -3.5752 -3.4188 -3.2718 -2.9412 -2.6601 -2.4247 -2.2223 -2.0402
 -1.8747 -1.7270 -1.5981 -1.4859 -1.3882 -1.3030 -1.2298 -1.1659 -1.1081 -1.0571
 -1.0228
 -7.1598 -6.4667 -5.9065 -5.4662 -5.1358 -4.9133 -4.7815 -4.6680 -4.4810 -4.2418
 -4.0058 -3.7950 -3.6109 -3.4480 -3.2980 -2.9595 -2.6684 -2.4240 -2.2174 -2.0358
 -1.8729 -1.7286 -1.6035 -1.4959 -1.4030 -1.3227 -1.2541 -1.1958 -1.1462 -1.1037
 -1.0668
 -7.5136 -6.7467 -6.1139 -5.6021 -5.1945 -4.8817 -4.6540 -4.4930 -4.3693 -4.2395
 -4.0690 -3.8671 -3.6696 -3.4947 -3.3389 -2.9932 -2.6925 -2.4375 -2.2237 -2.0399
 -1.8779 -1.7355 -1.6128 -1.5085 -1.4196 -1.3437 -1.2796 -1.2260 -1.1817 -1.1455
 -1.1159
 -7.9931 -7.1013 -6.3780 -5.8067 -5.3359 -4.9572 -4.6607 -4.4346 -4.2626 -4.1234
 -3.9982 -3.8685 -3.7212 -3.5546 -3.3905 -3.0371 -2.7287 -2.4630 -2.2400 -2.0511
 -1.8877 -1.7457 -1.6241 -1.5216 -1.4356 -1.3634 -1.3034 -1.2541 -1.2145 -1.1832
 -1.1589
 -8.5985 -7.5305 -6.6619 -6.0545 -5.5371 -5.1031 -4.7497 -4.4676 -4.2458 -4.0705
 -3.9253 -3.7965 -3.6750 -3.5531 -3.4528 -3.0912 -2.7770 -2.5005 -2.2663
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value = BX   
 -6.7499 -6.3374 -5.9688 -5.6400 -5.3258 -5.0439 -4.7951 -4.5741 -4.3759 -4.1966
 -4.0325 -3.8808 -3.7386 -3.6037 -3.4750 -3.1876 -2.9306 -2.6885 -2.4625
 -6.9653 -6.4232 -5.9811 -5.6292 -5.2999 -5.0168 -4.7702 -4.5413 -4.3305 -4.1467
 -3.9758 -3.8166 -3.6683 -3.5302 -3.4014 -3.1151 -2.8674 -2.6368 -2.4179 -2.2042
 -7.1516 -6.5685 -6.0748 -5.6619 -5.3164 -5.0028 -4.7403 -4.5050 -4.2859 -4.1004
 -3.9282 -3.7678 -3.6186 -3.4796 -3.3499 -3.0622 -2.8155 -2.5920 -2.3793 -2.1733
 -1.9762
 -7.1110 -6.6977 -6.2073 -5.7493 -5.3648 -5.0292 -4.7383 -4.4920 -4.2704 -4.0725
 -3.8985 -3.7365 -3.5857 -3.4451 -3.3138 -3.0225 -2.7749 -2.5541 -2.3467 -2.1475
 -1.9583 -1.7828
 -6.7759 -6.6481 -6.3033 -5.8667 -5.4464 -5.0887 -4.7703 -4.5023 -4.2709 -4.0614
 -3.8837 -3.7196 -3.5666 -3.4239 -3.2904 -2.9936 -2.7426 -2.5231 -2.3201 -2.1268
 -1.9442 -1.7758 -1.6238 -1.4883
 -6.5449 -6.2845 -6.2074 -5.9316 -5.5497 -5.1681 -4.8353 -4.5400 -4.2922 -4.0757
 -3.8830 -3.7158 -3.5603 -3.4150 -3.2788 -2.9752 -2.7186 -2.4980 -2.2982 -2.1101
 -1.9332 -1.7707 -1.6249 -1.4957 -1.3818 -1.2784 -1.1820 -1.0969 -1.0330 -0.9849
 -6.6279 -6.1324 -5.8478 -5.7799 -5.5825 -5.2588 -4.9174 -4.6093 -4.3375 -4.1053
 -3.9034 -3.7250 -3.5663 -3.4184 -3.2793 -2.9682 -2.7039 -2.4794 -2.2811 -2.0971
 -1.9251 -1.7676 -1.6272 -1.5034 -1.3945 -1.2983 -1.2127 -1.1327 -1.0628 -1.0136
 -0.9792
 -6.8341 -6.2255 -5.7709 -5.4742 -5.3643 -5.2490 -4.9917 -4.6934 -4.4107 -4.1593
 -3.9415 -3.7519 -3.5848 -3.4338 -3.2920 -2.9731 -2.7001 -2.4691 -2.2694 -2.0881
 -1.9202 -1.7669 -1.6308 -1.5119 -1.4080 -1.3171 -1.2376 -1.1675 -1.1036 -1.0487
 -1.0126
 -7.1222 -6.4248 -5.8726 -5.4513 -5.1557 -4.9939 -4.9042 -4.7348 -4.4869 -4.2311
 -3.9970 -3.7944 -3.6160 -3.4583 -3.3136 -2.9876 -2.7058 -2.4663 -2.2624 -2.0815
 -1.9165 -1.7665 -1.6341 -1.5192 -1.4200 -1.3339 -1.2595 -1.1954 -1.1404 -1.0923
 -1.0519
 -7.5269 -6.7239 -6.0767 -5.5700 -5.1774 -4.8884 -4.6962 -4.5772 -4.4651 -4.2935
 -4.0776 -3.8630 -3.6703 -3.5008 -3.3502 -3.0173 -2.7270 -2.4778 -2.2667 -2.0837
 -1.9198 -1.7721 -1.6421 -1.5301 -1.4344 -1.3523 -1.2823 -1.2228 -1.1733 -1.1324
 -1.0989
 -8.0809 -7.1228 -6.3605 -5.7747 -5.3068 -4.9392 -4.6594 -4.4559 -4.3105 -4.1949
 -4.0736 -3.9219 -3.7416 -3.5609 -3.3995 -3.0576 -2.7602 -2.5014 -2.2814 -2.0933
 -1.9282 -1.7814 -1.6526 -1.5422 -1.4490 -1.3702 -1.3040 -1.2486 -1.2032 -1.1674
 -1.1398
 -8.7842 -7.6215 -6.7240 -6.0452 -5.5115 -5.0774 -4.7319 -4.4618 -4.2556 -4.0979
 -3.9703 -3.8553 -3.7373 -3.6065 -3.4615 -3.1085 -2.8054 -2.5371 -2.3065
