 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -1.1279 -1.1178 -1.1151 -1.1181 -1.1133 -1.0969 -1.0421 -1.0225 -0.9957 -0.9552
 -0.9014 -0.8422 -0.7800 -0.7123 -0.6496 -0.5310 -0.4773 -0.4681 -0.4751
 -1.1104 -1.0302 -0.9819 -0.9623 -0.9647 -0.9649 -0.9551 -0.9391 -0.9194 -0.8956
 -0.8611 -0.8129 -0.7559 -0.6993 -0.6485 -0.5554 -0.5057 -0.4901 -0.4938 -0.5088
 -1.0673 -1.0019 -0.9459 -0.9020 -0.8739 -0.8653 -0.8727 -0.8764 -0.8662 -0.8435
 -0.8173 -0.7852 -0.7416 -0.6931 -0.6480 -0.5635 -0.5206 -0.5090 -0.5146 -0.5297
 -0.5510
 -1.0215 -0.9696 -0.9206 -0.8760 -0.8385 -0.8112 -0.7955 -0.7915 -0.7943 -0.7905
 -0.7746 -0.7538 -0.7250 -0.6871 -0.6481 -0.5717 -0.5326 -0.5243 -0.5322 -0.5479
 -0.5687 -0.5933
 -0.9553 -0.9208 -0.8851 -0.8486 -0.8130 -0.7816 -0.7569 -0.7398 -0.7291 -0.7234
 -0.7177 -0.7072 -0.6935 -0.6713 -0.6430 -0.5765 -0.5401 -0.5345 -0.5455 -0.5631
 -0.5844 -0.6089 -0.6359 -0.6646
 -0.8695 -0.8524 -0.8326 -0.8089 -0.7818 -0.7539 -0.7279 -0.7065 -0.6903 -0.6776
 -0.6670 -0.6572 -0.6489 -0.6373 -0.6212 -0.5748 -0.5422 -0.5380 -0.5529 -0.5741
 -0.5976 -0.6230 -0.6503 -0.6795 -0.7105 -0.7441 -0.7809 -0.8214 -0.8661 -0.9151
 -0.7713 -0.7671 -0.7624 -0.7530 -0.7381 -0.7187 -0.6972 -0.6764 -0.6587 -0.6445
 -0.6322 -0.6207 -0.6105 -0.6012 -0.5903 -0.5613 -0.5379 -0.5348 -0.5526 -0.5788
 -0.6065 -0.6345 -0.6634 -0.6933 -0.7242 -0.7552 -0.7882 -0.8251 -0.8677 -0.9162
 -0.9675
 -0.6627 -0.6709 -0.6778 -0.6810 -0.6791 -0.6714 -0.6584 -0.6427 -0.6271 -0.6133
 -0.6018 -0.5915 -0.5816 -0.5725 -0.5630 -0.5412 -0.5269 -0.5262 -0.5452 -0.5756
 -0.6088 -0.6413 -0.6734 -0.7054 -0.7375 -0.7700 -0.8023 -0.8362 -0.8740 -0.9175
 -0.9677
 -0.5523 -0.5695 -0.5844 -0.5972 -0.6062 -0.6098 -0.6077 -0.6004 -0.5904 -0.5796
 -0.5699 -0.5617 -0.5543 -0.5474 -0.5398 -0.5215 -0.5119 -0.5145 -0.5333 -0.5658
 -0.6038 -0.6421 -0.6791 -0.7147 -0.7495 -0.7837 -0.8179 -0.8536 -0.8910 -0.9298
 -0.9699
 -0.4401 -0.4629 -0.4867 -0.5062 -0.5231 -0.5363 -0.5446 -0.5475 -0.5459 -0.5411
 -0.5352 -0.5298 -0.5252 -0.5213 -0.5172 -0.5043 -0.4973 -0.5018 -0.5201 -0.5517
 -0.5916 -0.6345 -0.6769 -0.7176 -0.7565 -0.7938 -0.8301 -0.8659 -0.9058 -0.9425
 -0.9771
