 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -3.8490 -3.1223 -2.7349 -2.6799 -2.9800 -3.4179 -3.8954 -3.7578 -3.6246 -3.4829
 -3.3337 -3.2225 -3.0569 -2.8932 -2.7365 -2.4028 -2.1167 -1.9016 -1.7296
 -4.5837 -4.2466 -4.0024 -3.8418 -3.7374 -3.6420 -3.5403 -3.4365 -3.3332 -3.2287
 -3.1123 -2.9794 -2.8363 -2.6959 -2.5642 -2.2737 -2.0376 -1.8544 -1.7181 -1.6145
 -4.3769 -4.0608 -3.8123 -3.6199 -3.4765 -3.3774 -3.3093 -3.2374 -3.1462 -3.0415
 -2.9364 -2.8265 -2.7037 -2.5779 -2.4595 -2.2035 -1.9961 -1.8337 -1.7113 -1.6173
 -1.5423
 -4.2173 -3.9335 -3.7007 -3.5090 -3.3522 -3.2263 -3.1265 -3.0486 -2.9810 -2.9012
 -2.8039 -2.7042 -2.5996 -2.4888 -2.3812 -2.1490 -1.9645 -1.8199 -1.7096 -1.6239
 -1.5548 -1.4969
 -4.0651 -3.8180 -3.6089 -3.4292 -3.2741 -3.1412 -3.0287 -2.9328 -2.8492 -2.7733
 -2.6955 -2.6088 -2.5179 -2.4204 -2.3232 -2.1093 -1.9407 -1.8101 -1.7104 -1.6325
 -1.5690 -1.5154 -1.4686 -1.4260
 -3.9120 -3.6996 -3.5170 -3.3552 -3.2098 -3.0796 -2.9638 -2.8618 -2.7712 -2.6878
 -2.6084 -2.5296 -2.4509 -2.3671 -2.2802 -2.0811 -1.9232 -1.8019 -1.7108 -1.6402
 -1.5827 -1.5339 -1.4909 -1.4524 -1.4155 -1.3818 -1.3533 -1.3320 -1.3190 -1.3152
 -3.7655 -3.5788 -3.4200 -3.2775 -3.1461 -3.0241 -2.9115 -2.8089 -2.7161 -2.6313
 -2.5511 -2.4734 -2.3976 -2.3224 -2.2455 -2.0622 -1.9109 -1.7949 -1.7090 -1.6446
 -1.5934 -1.5500 -1.5119 -1.4773 -1.4452 -1.4142 -1.3860 -1.3627 -1.3462 -1.3381
 -1.3407
 -3.6283 -3.4622 -3.3209 -3.1945 -3.0777 -2.9670 -2.8613 -2.7623 -2.6708 -2.5862
 -2.5074 -2.4323 -2.3592 -2.2877 -2.2166 -2.0478 -1.9033 -1.7895 -1.7055 -1.6446
 -1.5988 -1.5614 -1.5289 -1.4994 -1.4718 -1.4455 -1.4192 -1.3952 -1.3766 -1.3657
 -1.3639
 -3.5041 -3.3548 -3.2234 -3.1082 -3.0032 -2.9032 -2.8068 -2.7141 -2.6263 -2.5440
 -2.4673 -2.3949 -2.3254 -2.2579 -2.1910 -2.0328 -1.8957 -1.7850 -1.7011 -1.6408
 -1.5980 -1.5658 -1.5395 -1.5160 -1.4940 -1.4726 -1.4520 -1.4335 -1.4174 -1.4033
 -1.3911
 -3.3929 -3.2566 -3.1365 -3.0263 -2.9278 -2.8367 -2.7493 -2.6642 -2.5821 -2.5038
 -2.4299 -2.3604 -2.2945 -2.2310 -2.1689 -2.0203 -1.8895 -1.7818 -1.6983 -1.6371
 -1.5942 -1.5647 -1.5433 -1.5259 -1.5103 -1.4949 -1.4797 -1.4645 -1.4539 -1.4399
 -1.4242
 -3.2947 -3.1676 -3.0602 -2.9530 -2.8559 -2.7685 -2.6874 -2.6096 -2.5341 -2.4611
 -2.3912 -2.3251 -2.2625 -2.2028 -2.1451 -2.0072 -1.8823 -1.7778 -1.6954 -1.6335
 -1.5896 -1.5601 -1.5410 -1.5283 -1.5186 -1.5098 -1.5009 -1.4916 -1.4818 -1.4722
 -1.4636
 -3.2096 -3.0878 -2.9945 -2.8890 -2.7911 -2.7035 -2.6245 -2.5513 -2.4815 -2.4143
 -2.3494 -2.2874 -2.2285 -2.1725 -2.1196 -1.9935 -1.8741 -1.7730 -1.6924
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_BP 
