 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F850LP
 -1.2492 -1.2739 -1.3390 -1.3908 -1.4135 -1.4347 -1.4807 -1.5352 -1.5681 -1.5686
 -1.5502 -1.5186 -1.4820 -1.4487 -1.4180 -1.3698 -1.3637 -1.3873 -1.4180
 -1.2982 -1.2946 -1.3145 -1.3423 -1.3755 -1.4138 -1.4536 -1.4894 -1.5165 -1.5325
 -1.5353 -1.5241 -1.5004 -1.4712 -1.4440 -1.4005 -1.3944 -1.4172 -1.4520 -1.4942
 -1.3316 -1.3168 -1.3136 -1.3245 -1.3528 -1.3896 -1.4232 -1.4522 -1.4784 -1.5014
 -1.5157 -1.5189 -1.5083 -1.4866 -1.4638 -1.4256 -1.4199 -1.4419 -1.4788 -1.5216
 -1.5664
 -1.3494 -1.3405 -1.3363 -1.3374 -1.3454 -1.3621 -1.3895 -1.4236 -1.4538 -1.4753
 -1.4914 -1.5030 -1.5057 -1.4949 -1.4774 -1.4451 -1.4402 -1.4614 -1.4983 -1.5412
 -1.5862 -1.6319
 -1.3409 -1.3427 -1.3451 -1.3475 -1.3513 -1.3586 -1.3708 -1.3883 -1.4115 -1.4378
 -1.4596 -1.4757 -1.4888 -1.4919 -1.4829 -1.4579 -1.4545 -1.4753 -1.5130 -1.5568
 -1.6025 -1.6490 -1.6954 -1.7414
 -1.3051 -1.3202 -1.3331 -1.3424 -1.3490 -1.3548 -1.3620 -1.3718 -1.3845 -1.3999
 -1.4174 -1.4351 -1.4515 -1.4664 -1.4722 -1.4630 -1.4622 -1.4829 -1.5217 -1.5679
 -1.6154 -1.6633 -1.7111 -1.7586 -1.8053 -1.8514 -1.8975 -1.9462 -1.9991 -2.0535
 -1.2445 -1.2737 -1.2987 -1.3182 -1.3320 -1.3419 -1.3498 -1.3575 -1.3665 -1.3769
 -1.3882 -1.4003 -1.4128 -1.4282 -1.4411 -1.4556 -1.4627 -1.4840 -1.5236 -1.5730
 -1.6239 -1.6743 -1.7241 -1.7734 -1.8219 -1.8696 -1.9170 -1.9643 -2.0146 -2.0697
 -2.1271
 -1.1651 -1.2061 -1.2430 -1.2740 -1.2977 -1.3153 -1.3280 -1.3380 -1.3472 -1.3566
 -1.3664 -1.3762 -1.3861 -1.3968 -1.4097 -1.4338 -1.4541 -1.4790 -1.5191 -1.5710
 -1.6263 -1.6806 -1.7335 -1.7852 -1.8359 -1.8857 -1.9347 -1.9834 -2.0327 -2.0845
 -2.1421
 -1.0746 -1.1243 -1.1706 -1.2117 -1.2459 -1.2728 -1.2934 -1.3091 -1.3220 -1.3333
 -1.3441 -1.3546 -1.3647 -1.3744 -1.3858 -1.4110 -1.4380 -1.4689 -1.5101 -1.5634
 -1.6224 -1.6815 -1.7387 -1.7940 -1.8476 -1.8999 -1.9511 -2.0016 -2.0519 -2.1030
 -2.1571
 -0.9799 -1.0345 -1.0869 -1.1353 -1.1783 -1.2145 -1.2443 -1.2680 -1.2871 -1.3031
 -1.3172 -1.3302 -1.3424 -1.3539 -1.3654 -1.3920 -1.4208 -1.4555 -1.4979 -1.5508
 -1.6114 -1.6743 -1.7361 -1.7957 -1.8531 -1.9086 -1.9626 -2.0153 -2.0673 -2.1191
 -2.1718
 -0.8825 -0.9410 -0.9974 -1.0503 -1.0991 -1.1432 -1.1814 -1.2137 -1.2408 -1.2635
 -1.2830 -1.3004 -1.3162 -1.3308 -1.3445 -1.3758 -1.4057 -1.4419 -1.4855 -1.5376
 -1.5976 -1.6618 -1.7270 -1.7909 -1.8525 -1.9118 -1.9691 -2.0247 -2.0790 -2.1325
 -2.1860
 -0.7823 -0.8438 -0.9057 -0.9609 -1.0136 -1.0627 -1.1076 -1.1478 -1.1829 -1.2133
 -1.2397 -1.2631 -1.2841 -1.3031 -1.3231 -1.3624 -1.3927 -1.4281 -1.4729
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value =F850LP
 -1.3558 -1.3636 -1.3861 -1.4182 -1.4555 -1.4930 -1.5262 -1.5517 -1.5671 -1.5705
 -1.5605 -1.5379 -1.5066 -1.4737 -1.4434 -1.3901 -1.3715 -1.3867 -1.4216
 -1.3010 -1.2985 -1.3158 -1.3473 -1.3870 -1.4296 -1.4705 -1.5055 -1.5322 -1.5485
 -1.5523 -1.5425 -1.5206 -1.4931 -1.4669 -1.4201 -1.4037 -1.4169 -1.4501 -1.4917
 -1.2996 -1.2782 -1.2818 -1.3049 -1.3375 -1.3771 -1.4192 -1.4587 -1.4925 -1.5183
 -1.5340 -1.5376 -1.5274 -1.5068 -1.4845 -1.4440 -1.4300 -1.4419 -1.4737 -1.5150
 -1.5592
 -1.3247 -1.2927 -1.2832 -1.2930 -1.3167 -1.3491 -1.3858 -1.4228 -1.4562 -1.4852
 -1.5075 -1.5216 -1.5245 -1.5136 -1.4962 -1.4618 -1.4504 -1.4617 -1.4924 -1.5335
 -1.5783 -1.6241
 -1.3461 -1.3230 -1.3097 -1.3087 -1.3185 -1.3367 -1.3613 -1.3905 -1.4229 -1.4553
 -1.4801 -1.4985 -1.5100 -1.5114 -1.5010 -1.4735 -1.4647 -1.4763 -1.5064 -1.5480
 -1.5936 -1.6404 -1.6872 -1.7337
 -1.3460 -1.3320 -1.3248 -1.3223 -1.3239 -1.3304 -1.3422 -1.3592 -1.3814 -1.4093
 -1.4389 -1.4642 -1.4843 -1.4965 -1.4973 -1.4789 -1.4731 -1.4855 -1.5156 -1.5581
 -1.6055 -1.6539 -1.7022 -1.7502 -1.7977 -1.8446 -1.8917 -1.9413 -1.9945 -2.0487
 -1.3213 -1.3193 -1.3211 -1.3250 -1.3293 -1.3344 -1.3412 -1.3508 -1.3634 -1.3786
 -1.3962 -1.4169 -1.4388 -1.4600 -1.4750 -1.4778 -1.4758 -1.4893 -1.5196 -1.5634
 -1.6133 -1.6641 -1.7146 -1.7645 -1.8137 -1.8622 -1.9105 -1.9588 -2.0098 -2.0651
 -2.1225
 -1.2721 -1.2838 -1.2968 -1.3095 -1.3205 -1.3293 -1.3365 -1.3435 -1.3518 -1.3618
 -1.3729 -1.3851 -1.3989 -1.4160 -1.4345 -1.4628 -1.4726 -1.4880 -1.5184 -1.5630
 -1.6157 -1.6700 -1.7234 -1.7757 -1.8271 -1.8776 -1.9276 -1.9773 -2.0274 -2.0799
 -2.1377
 -1.1998 -1.2249 -1.2504 -1.2741 -1.2940 -1.3098 -1.3217 -1.3308 -1.3388 -1.3470
 -1.3557 -1.3651 -1.3748 -1.3857 -1.3997 -1.4332 -1.4596 -1.4819 -1.5133 -1.5580
 -1.6128 -1.6709 -1.7283 -1.7841 -1.8383 -1.8913 -1.9434 -1.9949 -2.0462 -2.0981
 -2.1528
 -1.1114 -1.1480 -1.1844 -1.2185 -1.2484 -1.2731 -1.2925 -1.3072 -1.3186 -1.3283
 -1.3374 -1.3467 -1.3559 -1.3653 -1.3758 -1.4059 -1.4378 -1.4693 -1.5039 -1.5484
 -1.6035 -1.6643 -1.7257 -1.7856 -1.8435 -1.8996 -1.9544 -2.0080 -2.0609 -2.1137
 -2.1673
 -1.0139 -1.0582 -1.1034 -1.1461 -1.1848 -1.2188 -1.2469 -1.2694 -1.2872 -1.3015
 -1.3137 -1.3250 -1.3359 -1.3464 -1.3570 -1.3851 -1.4167 -1.4526 -1.4917 -1.5369
 -1.5913 -1.6528 -1.7171 -1.7809 -1.8428 -1.9026 -1.9606 -2.0171 -2.0722 -2.1267
 -2.1809
 -0.9088 -0.9613 -1.0122 -1.0612 -1.1071 -1.1488 -1.1853 -1.2163 -1.2420 -1.2632
 -1.2810 -1.2966 -1.3109 -1.3244 -1.3433 -1.3708 -1.3963 -1.4318 -1.4767
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value =F850LP
 -1.5304 -1.5229 -1.5263 -1.5364 -1.5507 -1.5650 -1.5749 -1.5792 -1.5824 -1.5807
 -1.5693 -1.5475 -1.5188 -1.4889 -1.4614 -1.4103 -1.3854 -1.3881 -1.4155
 -1.4377 -1.4267 -1.4308 -1.4457 -1.4674 -1.4921 -1.5152 -1.5341 -1.5506 -1.5614
 -1.5624 -1.5514 -1.5301 -1.5049 -1.4808 -1.4363 -1.4157 -1.4194 -1.4448 -1.4833
 -1.3753 -1.3560 -1.3557 -1.3702 -1.3948 -1.4254 -1.4572 -1.4861 -1.5122 -1.5330
 -1.5454 -1.5463 -1.5348 -1.5151 -1.4944 -1.4557 -1.4390 -1.4437 -1.4678 -1.5054
 -1.5489
 -1.3546 -1.3192 -1.3032 -1.3131 -1.3354 -1.3668 -1.4023 -1.4372 -1.4695 -1.4976
 -1.5189 -1.5310 -1.5312 -1.5196 -1.5029 -1.4696 -1.4563 -1.4623 -1.4858 -1.5227
 -1.5665 -1.6123
 -1.3627 -1.3158 -1.2894 -1.2819 -1.2917 -1.3175 -1.3555 -1.3943 -1.4298 -1.4609
 -1.4870 -1.5065 -1.5175 -1.5167 -1.5060 -1.4784 -1.4682 -1.4757 -1.4993 -1.5360
 -1.5804 -1.6274 -1.6748 -1.7221
 -1.3782 -1.3346 -1.3044 -1.2871 -1.2830 -1.2913 -1.3125 -1.3459 -1.3850 -1.4232
 -1.4551 -1.4787 -1.4953 -1.5043 -1.5027 -1.4827 -1.4755 -1.4846 -1.5088 -1.5457
 -1.5911 -1.6397 -1.6887 -1.7376 -1.7860 -1.8341 -1.8825 -1.9334 -1.9874 -2.0413
 -1.3805 -1.3430 -1.3175 -1.3020 -1.2950 -1.2964 -1.3059 -1.3225 -1.3450 -1.3729
 -1.4052 -1.4372 -1.4633 -1.4813 -1.4902 -1.4825 -1.4786 -1.4893 -1.5143 -1.5517
 -1.5981 -1.6487 -1.6999 -1.7508 -1.8010 -1.8507 -1.9003 -1.9504 -2.0023 -2.0580
 -2.1148
 -1.3658 -1.3368 -1.3178 -1.3072 -1.3031 -1.3038 -1.3087 -1.3181 -1.3317 -1.3484
