 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F390M
 -8.6612 -8.5544 -8.5131 -8.4163 -8.2341 -8.0478 -7.9468 -7.9057 -7.8260 -7.6485
 -7.4011 -7.1015 -6.7729 -6.4395 -6.1032 -5.2494 -4.4027 -3.7022 -3.1298
 -8.3883 -8.1417 -7.9570 -7.7975 -7.6552 -7.5294 -7.4157 -7.3018 -7.1699 -7.0046
 -6.7936 -6.5316 -6.2260 -5.9068 -5.5951 -4.8411 -4.1165 -3.5024 -3.0235 -2.6663
 -8.2400 -7.8990 -7.6130 -7.3847 -7.2161 -7.0796 -6.9413 -6.7920 -6.6339 -6.4661
 -6.2714 -6.0395 -5.7648 -5.4675 -5.1792 -4.5100 -3.8885 -3.3499 -2.9379 -2.6282
 -2.3853
 -8.2163 -7.8263 -7.4811 -7.1779 -6.9168 -6.6984 -6.5236 -6.3763 -6.2180 -6.0330
 -5.8345 -5.6252 -5.3893 -5.1216 -4.8555 -4.2561 -3.7187 -3.2447 -2.8730 -2.5939
 -2.3756 -2.1966
 -8.2759 -7.8486 -7.4646 -7.1181 -6.8064 -6.5289 -6.2847 -6.0720 -5.8885 -5.7184
 -5.5310 -5.3236 -5.1099 -4.8760 -4.6298 -4.0796 -3.6035 -3.1806 -2.8383 -2.5803
 -2.3803 -2.2169 -2.0780 -1.9573
 -8.4106 -7.9520 -7.5340 -7.1529 -6.8059 -6.4900 -6.2035 -5.9454 -5.7136 -5.5053
 -5.3147 -5.1267 -4.9297 -4.7216 -4.4950 -3.9726 -3.5363 -3.1505 -2.8282 -2.5824
 -2.3949 -2.2436 -2.1158 -2.0049 -1.9067 -1.8186 -1.7393 -1.6656 -1.5976 -1.5442
 -8.6052 -8.1248 -7.6792 -7.2671 -6.8881 -6.5412 -6.2235 -5.9322 -5.6666 -5.4249
 -5.2047 -5.0021 -4.8103 -4.6234 -4.4226 -3.9241 -3.5073 -3.1468 -2.8373 -2.5964
 -2.4153 -2.2730 -2.1548 -2.0528 -1.9631 -1.8827 -1.8107 -1.7452 -1.6871 -1.6381
 -1.5994
 -8.8442 -8.3480 -7.8834 -7.4477 -7.0409 -6.6649 -6.3186 -5.9998 -5.7063 -5.4369
 -5.1901 -4.9643 -4.7576 -4.5657 -4.3782 -3.9145 -3.5049 -3.1601 -2.8603 -2.6190
 -2.4387 -2.3016 -2.1912 -2.0979 -2.0166 -1.9442 -1.8793 -1.8211 -1.7691 -1.7249
 -1.6931
 -9.1056 -8.6002 -8.1217 -7.6708 -7.2437 -6.8428 -6.4703 -6.1257 -5.8076 -5.5139
 -5.2428 -4.9937 -4.7659 -4.5577 -4.3629 -3.9144 -3.5171 -3.1778 -2.8872 -2.6456
 -2.4620 -2.3258 -2.2211 -2.1359 -2.0632 -1.9993 -1.9425 -1.8915 -1.8460 -1.8064
 -1.7753
 -9.3831 -8.8850 -8.3943 -7.9304 -7.4894 -7.0708 -6.6770 -6.3089 -5.9669 -5.6502
 -5.3567 -5.0851 -4.8348 -4.6060 -4.3952 -3.9318 -3.5421 -3.2045 -2.9182 -2.6780
 -2.4897 -2.3499 -2.2463 -2.1668 -2.1022 -2.0469 -1.9986 -1.9557 -1.9176 -1.8843
 -1.8538
 -9.6763 -9.1714 -8.6802 -8.2069 -7.7547 -7.3260 -6.9183 -6.5322 -6.1695 -5.8308
 -5.5155 -5.2225 -4.9507 -4.6997 -4.4683 -3.9693 -3.5726 -3.2354 -2.9488 -2.7089
 -2.5174 -2.3726 -2.2660 -2.1881 -2.1294 -2.0826 -2.0433 -2.0091 -1.9791 -1.9530
 -1.9313
 -9.9853 -9.4594 -8.9527 -8.4809 -8.0248 -7.5899 -7.1755 -6.7796 -6.4026 -6.0465
 -5.7117 -5.3982 -5.1055 -4.8331 -4.5822 -4.0269 -3.6086 -3.2705 -2.9790
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F390M
 -8.0219 -7.9533 -7.9156 -7.8942 -7.8765 -7.8506 -7.8066 -7.7359 -7.6289 -7.4736
 -7.2622 -6.9936 -6.6856 -6.3722 -6.0705 -5.3229 -4.5710 -3.8684 -3.3089
 -7.6749 -7.5344 -7.4390 -7.3773 -7.3328 -7.2882 -7.2309 -7.1508 -7.0395 -6.8892
 -6.6919 -6.4430 -6.1511 -5.8482 -5.5575 -4.8834 -4.2398 -3.6421 -3.1533 -2.7775
 -7.5015 -7.2721 -7.1049 -6.9874 -6.8871 -6.8024 -6.7214 -6.6288 -6.5139 -6.3705
 -6.1925 -5.9741 -5.7127 -5.4287 -5.1548 -4.5401 -3.9826 -3.4695 -3.0390 -2.7045
 -2.4396
 -7.4928 -7.1865 -6.9443 -6.7575 -6.6086 -6.4812 -6.3615 -6.2385 -6.1059 -5.9604
 -5.7943 -5.6030 -5.3785 -5.1206 -4.8624 -4.2930 -3.7994 -3.3506 -2.9660 -2.6622
 -2.4254 -2.2338
 -7.6274 -7.2742 -6.9671 -6.7134 -6.5027 -6.3221 -6.1604 -6.0085 -5.8588 -5.7024
 -5.5281 -5.3431 -5.1436 -4.9175 -4.6736 -4.1319 -3.6802 -3.2775 -2.9267 -2.6443
 -2.4247 -2.2486 -2.1015 -1.9745
 -7.8622 -7.4549 -7.0974 -6.7823 -6.5040 -6.2591 -6.0433 -5.8522 -5.6821 -5.5298
 -5.3748 -5.1967 -5.0039 -4.7980 -4.5722 -4.0422 -3.6134 -3.2409 -2.9140 -2.6454
 -2.4367 -2.2718 -2.1356 -2.0188 -1.9162 -1.8250 -1.7438 -1.6685 -1.5985 -1.5429
 -8.2110 -7.7398 -7.3249 -6.9578 -6.6310 -6.3391 -6.0778 -5.8432 -5.6311 -5.4369
 -5.2582 -5.0905 -4.9200 -4.7365 -4.5315 -4.0098 -3.5870 -3.2322 -2.9212 -2.6607
 -2.4574 -2.3000 -2.1724 -2.0644 -1.9703 -1.8871 -1.8132 -1.7468 -1.6877 -1.6368
 -1.5964
 -8.6549 -8.1284 -7.6530 -7.2268 -6.8455 -6.5044 -6.1983 -5.9223 -5.6722 -5.4440
 -5.2331 -5.0372 -4.8552 -4.6838 -4.5065 -4.0196 -3.5917 -3.2433 -2.9424 -2.6862
 -2.4837 -2.3296 -2.2087 -2.1085 -2.0226 -1.9471 -1.8805 -1.8214 -1.7690 -1.7241
 -1.6907
 -9.1581 -8.5775 -8.0547 -7.5750 -7.1387 -6.7440 -6.3892 -6.0702 -5.7818 -5.5195
 -5.2787 -5.0560 -4.8495 -4.6590 -4.4809 -4.0334 -3.6154 -3.2647 -2.9691 -2.7155
 -2.5112 -2.3570 -2.2400 -2.1469 -2.0689 -2.0016 -1.9428 -1.8909 -1.8452 -1.8053
 -1.7735
 -9.6693 -9.0709 -8.5107 -7.9889 -7.5051 -7.0601 -6.6548 -6.2888 -5.9593 -5.6616
 -5.3901 -5.1403 -4.9094 -4.6959 -4.4988 -4.0501 -3.6513 -3.2993 -3.0042 -2.7521
 -2.5445 -2.3859 -2.2687 -2.1799 -2.1090 -2.0496 -1.9989 -1.9548 -1.9162 -1.8828
 -1.8521
-10.1424 -9.5579 -8.9804 -8.4314 -7.9130 -7.4275 -6.9788 -6.5673 -6.1948 -5.8585
 -5.5541 -5.2765 -5.0211 -4.7846 -4.5654 -4.0820 -3.6856 -3.3389 -3.0410 -2.7891
 -2.5789 -2.4145 -2.2930 -2.2047 -2.1386 -2.0868 -2.0444 -2.0085 -1.9776 -1.9513
 -1.9292
-10.5681 -9.9956 -9.4305 -8.8745 -8.3360 -7.8232 -7.3420 -6.8942 -6.4824 -6.1073
 -5.7674 -5.4591 -5.1775 -4.9180 -4.6807 -4.1291 -3.7183 -3.3835 -3.0795
 [Fe/H] = -1.50 [alpha/Fe] = 0.40 BC value = F390M
 -7.6896 -7.7016 -7.7184 -7.7331 -7.7406 -7.7331 -7.7035 -7.6454 -7.5511 -7.4115
 -7.2190 -6.9739 -6.6917 -6.3996 -6.1139 -5.4432 -4.7873 -4.1263 -3.5370
 -7.1996 -7.1870 -7.1883 -7.1929 -7.1920 -7.1779 -7.1437 -7.0830 -6.9896 -6.8565
 -6.6762 -6.4450 -6.1736 -5.8895 -5.6142 -4.9868 -4.4065 -3.8461 -3.3419 -2.9313
 -6.8686 -6.7900 -6.7484 -6.7272 -6.7108 -6.6870 -6.6470 -6.5849 -6.4956 -6.3741
 -6.2146 -6.0119 -5.7660 -5.4979 -5.2354 -4.6487 -4.1296 -3.6432 -3.2045 -2.8391
 -2.5482
 -6.8167 -6.6387 -6.5000 -6.4129 -6.3521 -6.3056 -6.2552 -6.1895 -6.1030 -5.9918
 -5.8515 -5.6777 -5.4649 -5.2194 -4.9693 -4.4125 -3.9374 -3.5040 -3.1130 -2.7819
 -2.5162 -2.3027
 -6.9739 -6.7027 -6.4854 -6.3143 -6.1828 -6.0848 -6.0098 -5.9315 -5.8383 -5.7265
 -5.5944 -5.4394 -5.2561 -5.0382 -4.8009 -4.2607 -3.8127 -3.4160 -3.0587 -2.7530
 -2.5050 -2.3073 -2.1453 -2.0082
 -7.2363 -6.9050 -6.6190 -6.3762 -6.1748 -6.0095 -5.8788 -5.7779 -5.6859 -5.5810
 -5.4496 -5.2961 -5.1252 -4.9324 -4.7115 -4.1768 -3.7408 -3.3675 -3.0339 -2.7462
 -2.5108 -2.3237 -2.1726 -2.0461 -1.9367 -1.8401 -1.7544 -1.6754 -1.6020 -1.5426
 -7.5972 -7.1973 -6.8520 -6.5528 -6.2943 -6.0734 -5.8857 -5.7251 -5.5850 -5.4615
 -5.3457 -5.2166 -5.0598 -4.8800 -4.6793 -4.1472 -3.7097 -3.3484 -3.0312 -2.7562
 -2.5289 -2.3487 -2.2054 -2.0874 -1.9866 -1.8984 -1.8207 -1.7516 -1.6901 -1.6358
 -1.5918
 -8.0989 -7.6073 -7.1849 -6.8208 -6.5049 -6.2295 -5.9891 -5.7792 -5.5939 -5.4269
 -5.2728 -5.1292 -4.9909 -4.8417 -4.6685 -4.1619 -3.7116 -3.3518 -3.0445 -2.7782
 -2.5690 -2.3791 -2.2408 -2.1294 -2.0362 -1.9557 -1.8854 -1.8230 -1.7687 -1.7232
 -1.6869
