 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F098M
 -1.0809 -1.1249 -1.2024 -1.2659 -1.3000 -1.3320 -1.3851 -1.4450 -1.4841 -1.4920
 -1.4827 -1.4607 -1.4342 -1.4107 -1.3903 -1.3643 -1.3790 -1.4191 -1.4639
 -1.1469 -1.1640 -1.1985 -1.2376 -1.2797 -1.3252 -1.3711 -1.4127 -1.4458 -1.4680
 -1.4778 -1.4743 -1.4592 -1.4393 -1.4213 -1.3989 -1.4115 -1.4499 -1.4979 -1.5514
 -1.1927 -1.1984 -1.2105 -1.2326 -1.2691 -1.3120 -1.3513 -1.3860 -1.4177 -1.4462
 -1.4663 -1.4759 -1.4726 -1.4593 -1.4449 -1.4267 -1.4384 -1.4753 -1.5248 -1.5784
 -1.6328
 -1.2183 -1.2281 -1.2384 -1.2509 -1.2682 -1.2924 -1.3257 -1.3649 -1.3998 -1.4266
 -1.4482 -1.4655 -1.4744 -1.4707 -1.4611 -1.4477 -1.4597 -1.4953 -1.5445 -1.5979
 -1.6522 -1.7062
 -1.2177 -1.2360 -1.2512 -1.2643 -1.2772 -1.2924 -1.3116 -1.3352 -1.3640 -1.3952
 -1.4219 -1.4432 -1.4615 -1.4706 -1.4685 -1.4617 -1.4746 -1.5095 -1.5592 -1.6135
 -1.6684 -1.7228 -1.7763 -1.8287
 -1.1927 -1.2212 -1.2447 -1.2630 -1.2778 -1.2913 -1.3055 -1.3219 -1.3409 -1.3621
 -1.3851 -1.4079 -1.4293 -1.4491 -1.4605 -1.4678 -1.4829 -1.5174 -1.5681 -1.6245
 -1.6812 -1.7371 -1.7918 -1.8452 -1.8970 -1.9477 -1.9979 -2.0507 -2.1078 -2.1665
 -1.1472 -1.1858 -1.2186 -1.2449 -1.2652 -1.2816 -1.2959 -1.3101 -1.3254 -1.3420
 -1.3593 -1.3772 -1.3952 -1.4155 -1.4334 -1.4621 -1.4843 -1.5192 -1.5704 -1.6299
 -1.6899 -1.7482 -1.8050 -1.8601 -1.9134 -1.9650 -2.0158 -2.0659 -2.1190 -2.1773
 -2.2379
 -1.0876 -1.1334 -1.1746 -1.2096 -1.2375 -1.2598 -1.2778 -1.2935 -1.3086 -1.3240
 -1.3398 -1.3556 -1.3714 -1.3876 -1.4057 -1.4431 -1.4771 -1.5151 -1.5667 -1.6285
 -1.6926 -1.7549 -1.8148 -1.8725 -1.9281 -1.9817 -2.0336 -2.0845 -2.1354 -2.1888
 -2.2484
 -1.0220 -1.0713 -1.1177 -1.1596 -1.1952 -1.2247 -1.2487 -1.2687 -1.2865 -1.3033
 -1.3198 -1.3362 -1.3521 -1.3676 -1.3844 -1.4231 -1.4631 -1.5065 -1.5589 -1.6220
 -1.6896 -1.7566 -1.8208 -1.8823 -1.9410 -1.9973 -2.0516 -2.1041 -2.1555 -2.2073
 -2.2618
 -0.9573 -1.0056 -1.0534 -1.0989 -1.1404 -1.1764 -1.2074 -1.2334 -1.2560 -1.2764
 -1.2954 -1.3138 -1.3315 -1.3487 -1.3658 -1.4061 -1.4478 -1.4945 -1.5480 -1.6107
 -1.6798 -1.7504 -1.8193 -1.8852 -1.9480 -2.0079 -2.0654 -2.1206 -2.1739 -2.2263
 -2.2784
 -0.8949 -0.9413 -0.9882 -1.0338 -1.0774 -1.1183 -1.1551 -1.1875 -1.2160 -1.2415
 -1.2647 -1.2866 -1.3074 -1.3273 -1.3465 -1.3914 -1.4343 -1.4824 -1.5368 -1.5987
 -1.6672 -1.7392 -1.8114 -1.8818 -1.9491 -2.0133 -2.0747 -2.1334 -2.1897 -2.2444
 -2.2980
 -0.8348 -0.8784 -0.9263 -0.9696 -1.0131 -1.0554 -1.0956 -1.1330 -1.1672 -1.1982
 -1.2266 -1.2531 -1.2780 -1.3016 -1.3265 -1.3790 -1.4226 -1.4702 -1.5253
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F098M
 -1.1106 -1.1545 -1.2073 -1.2642 -1.3214 -1.3751 -1.4220 -1.4593 -1.4849 -1.4974
 -1.4960 -1.4823 -1.4602 -1.4367 -1.4165 -1.3851 -1.3855 -1.4170 -1.4653
 -1.0843 -1.1155 -1.1606 -1.2147 -1.2724 -1.3292 -1.3816 -1.4264 -1.4617 -1.4857
 -1.4969 -1.4947 -1.4810 -1.4622 -1.4447 -1.4183 -1.4198 -1.4485 -1.4948 -1.5478
 -1.1103 -1.1202 -1.1488 -1.1893 -1.2370 -1.2889 -1.3411 -1.3893 -1.4306 -1.4633
 -1.4854 -1.4955 -1.4924 -1.4797 -1.4657 -1.4445 -1.4476 -1.4744 -1.5190 -1.5712
 -1.6251
 -1.1557 -1.1533 -1.1666 -1.1933 -1.2295 -1.2715 -1.3162 -1.3605 -1.4007 -1.4360
 -1.4644 -1.4843 -1.4932 -1.4893 -1.4795 -1.4637 -1.4689 -1.4947 -1.5379 -1.5898
 -1.6440 -1.6981
 -1.1870 -1.1925 -1.2010 -1.2167 -1.2393 -1.2674 -1.2998 -1.3354 -1.3733 -1.4109
 -1.4411 -1.4651 -1.4822 -1.4895 -1.4860 -1.4762 -1.4837 -1.5097 -1.5521 -1.6043
 -1.6592 -1.7141 -1.7680 -1.8210
 -1.1948 -1.2077 -1.2210 -1.2342 -1.2481 -1.2647 -1.2849 -1.3091 -1.3374 -1.3707
 -1.4050 -1.4350 -1.4600 -1.4773 -1.4840 -1.4823 -1.4925 -1.5190 -1.5614 -1.6146
 -1.6711 -1.7275 -1.7828 -1.8368 -1.8894 -1.9410 -1.9922 -2.0458 -2.1032 -2.1618
