 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F444W
 -4.0406 -4.1882 -4.2798 -4.3175 -4.3759 -4.4452 -4.5169 -4.5843 -4.6594 -4.7416
 -4.8219 -4.8998 -4.9777 -5.0538 -5.1286 -5.3086 -5.4797 -5.6317 -5.7949
 -4.1223 -4.1881 -4.2594 -4.3380 -4.4214 -4.4920 -4.5565 -4.6247 -4.6965 -4.7744
 -4.8531 -4.9314 -5.0087 -5.0849 -5.1597 -5.3404 -5.5100 -5.6697 -5.8275 -5.9859
 -4.1564 -4.2170 -4.2836 -4.3551 -4.4303 -4.5107 -4.5891 -4.6581 -4.7269 -4.7990
 -4.8747 -4.9514 -5.0278 -5.1036 -5.1783 -5.3587 -5.5281 -5.6873 -5.8454 -6.0030
 -6.1544
 -4.1956 -4.2506 -4.3121 -4.3793 -4.4507 -4.5247 -4.6002 -4.6777 -4.7520 -4.8232
 -4.8945 -4.9673 -5.0412 -5.1156 -5.1896 -5.3699 -5.5401 -5.7010 -5.8585 -6.0155
 -6.1665 -6.3109
 -4.2442 -4.2905 -4.3456 -4.4073 -4.4744 -4.5450 -4.6172 -4.6900 -4.7649 -4.8400
 -4.9129 -4.9838 -5.0543 -5.1254 -5.1975 -5.3763 -5.5472 -5.7096 -5.8678 -6.0244
 -6.1754 -6.3196 -6.4575 -6.5899
 -4.3015 -4.3406 -4.3867 -4.4413 -4.5023 -4.5682 -4.6371 -4.7073 -4.7787 -4.8509
 -4.9236 -4.9957 -5.0664 -5.1360 -5.2055 -5.3801 -5.5506 -5.7141 -5.8735 -6.0305
 -6.1818 -6.3261 -6.4639 -6.5960 -6.7230 -6.8457 -6.9644 -7.0797 -7.1920 -7.3016
 -4.3651 -4.3995 -4.4374 -4.4841 -4.5374 -4.5969 -4.6608 -4.7273 -4.7961 -4.8657
 -4.9354 -5.0050 -5.0746 -5.1439 -5.2127 -5.3835 -5.5519 -5.7153 -5.8755 -6.0335
 -6.1859 -6.3307 -6.4687 -6.6007 -6.7273 -6.8492 -6.9670 -7.0811 -7.1920 -7.3001
 -7.4061
 -4.4326 -4.4643 -4.4979 -4.5376 -4.5828 -4.6342 -4.6912 -4.7523 -4.8171 -4.8837
 -4.9509 -5.0180 -5.0848 -5.1518 -5.2189 -5.3867 -5.5526 -5.7147 -5.8742 -6.0329
 -6.1872 -6.3334 -6.4721 -6.6043 -6.7309 -6.8525 -6.9696 -7.0828 -7.1926 -7.2995
 -7.4038
 -4.5018 -4.5322 -4.5646 -4.6029 -4.6402 -4.6838 -4.7328 -4.7866 -4.8454 -4.9077
