 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F182M
 -1.6431 -1.4284 -1.2656 -1.2524 -1.2977 -1.3421 -1.3887 -1.4315 -1.4887 -1.5450
 -1.6045 -1.6665 -1.7320 -1.8024 -1.8739 -2.0485 -2.2201 -2.3959 -2.5492
 -1.5720 -1.5491 -1.5216 -1.4702 -1.4043 -1.3884 -1.4181 -1.4647 -1.5164 -1.5705
 -1.6281 -1.6900 -1.7558 -1.8241 -1.8930 -2.0631 -2.2284 -2.3901 -2.5480 -2.7018
 -1.6568 -1.6366 -1.6225 -1.6081 -1.5869 -1.5405 -1.5013 -1.5076 -1.5456 -1.5974
 -1.6525 -1.7122 -1.7764 -1.8436 -1.9117 -2.0795 -2.2415 -2.3996 -2.5547 -2.7058
 -2.8525
 -1.7417 -1.7149 -1.7010 -1.6934 -1.6878 -1.6822 -1.6669 -1.6354 -1.6220 -1.6411
 -1.6837 -1.7380 -1.7987 -1.8639 -1.9308 -2.0968 -2.2560 -2.4105 -2.5619 -2.7106
 -2.8551 -2.9953
 -1.8400 -1.7965 -1.7754 -1.7662 -1.7635 -1.7638 -1.7663 -1.7675 -1.7569 -1.7469
 -1.7529 -1.7822 -1.8291 -1.8875 -1.9514 -2.1146 -2.2718 -2.4224 -2.5698 -2.7160
 -2.8585 -2.9968 -3.1310 -3.2615
 -1.9529 -1.8935 -1.8560 -1.8389 -1.8331 -1.8337 -1.8376 -1.8441 -1.8525 -1.8586
 -1.8610 -1.8688 -1.8920 -1.9308 -1.9811 -2.1334 -2.2883 -2.4356 -2.5791 -2.7218
 -2.8625 -2.9994 -3.1319 -3.2606 -3.3862 -3.5087 -3.6279 -3.7436 -3.8558 -3.9644
 -2.0780 -2.0057 -1.9497 -1.9204 -1.9057 -1.9019 -1.9045 -1.9102 -1.9187 -1.9295
 -1.9426 -1.9571 -1.9744 -1.9994 -2.0349 -2.1586 -2.3060 -2.4510 -2.5904 -2.7285
 -2.8666 -3.0023 -3.1339 -3.2613 -3.3848 -3.5047 -3.6215 -3.7356 -3.8474 -3.9566
 -4.0615
 -2.2128 -2.1301 -2.0617 -2.0170 -1.9897 -1.9763 -1.9732 -1.9763 -1.9828 -1.9915
 -2.0034 -2.0196 -2.0406 -2.0659 -2.0958 -2.1972 -2.3275 -2.4672 -2.6034 -2.7370
 -2.8711 -3.0050 -3.1360 -3.2628 -3.3855 -3.5044 -3.6198 -3.7322 -3.8419 -3.9493
 -4.0546
 -2.3546 -2.2634 -2.1879 -2.1311 -2.0901 -2.0644 -2.0511 -2.0475 -2.0504 -2.0563
 -2.0646 -2.0766 -2.0942 -2.1182 -2.1477 -2.2400 -2.3561 -2.4862 -2.6193 -2.7493
 -2.8792 -3.0100 -3.1400 -3.2670 -3.3898 -3.5085 -3.6234 -3.7349 -3.8434 -3.9492
 -4.0523
 -2.5010 -2.4025 -2.3218 -2.2570 -2.2068 -2.1697 -2.1446 -2.1305 -2.1256 -2.1268
 -2.1315 -2.1389 -2.1502 -2.1684 -2.1932 -2.2776 -2.3844 -2.5058 -2.6336 -2.7607
 -2.8866 -3.0130 -3.1401 -3.2661 -3.3890 -3.5081 -3.6231 -3.7343 -3.8421 -3.9468
 -4.0503
 -2.6483 -2.5481 -2.4636 -2.3933 -2.3359 -2.2902 -2.2551 -2.2300 -2.2148 -2.2076
 -2.2065 -2.2093 -2.2151 -2.2250 -2.2407 -2.3114 -2.4117 -2.5251 -2.6470 -2.7718
 -2.8952 -3.0181 -3.1413 -3.2646 -3.3866 -3.5057 -3.6213 -3.7331 -3.8412 -3.9459
 -4.0475
 -2.7898 -2.7130 -2.6354 -2.5604 -2.4916 -2.4317 -2.3829 -2.3463 -2.3205 -2.3035
 -2.2937 -2.2897 -2.2899 -2.2933 -2.3008 -2.3486 -2.4374 -2.5450 -2.6610
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F182M
 -1.3468 -1.2526 -1.2275 -1.2584 -1.3036 -1.3503 -1.3972 -1.4471 -1.5003 -1.5554
 -1.6135 -1.6742 -1.7375 -1.8036 -1.8717 -2.0437 -2.2132 -2.3818 -2.5414
 -1.4662 -1.4429 -1.3768 -1.3103 -1.3217 -1.3650 -1.4140 -1.4641 -1.5167 -1.5713
 -1.6292 -1.6897 -1.7529 -1.8187 -1.8865 -2.0573 -2.2243 -2.3867 -2.5450 -2.6989
 -1.5400 -1.5330 -1.5241 -1.4960 -1.4284 -1.3993 -1.4310 -1.4812 -1.5343 -1.5882
 -1.6452 -1.7051 -1.7675 -1.8326 -1.8998 -2.0695 -2.2349 -2.3951 -2.5509 -2.7023
 -2.8493
 -1.6093 -1.5980 -1.5969 -1.6004 -1.5937 -1.5628 -1.5151 -1.5127 -1.5543 -1.6068
 -1.6623 -1.7208 -1.7819 -1.8459 -1.9122 -2.0808 -2.2451 -2.4034 -2.5571 -2.7064
 -2.8512 -2.9917
 -1.6846 -1.6621 -1.6562 -1.6596 -1.6663 -1.6738 -1.6704 -1.6521 -1.6295 -1.6428
 -1.6848 -1.7389 -1.7977 -1.8597 -1.9246 -2.0917 -2.2550 -2.4118 -2.5633 -2.7108
 -2.8539 -2.9926 -3.1271 -3.2579
 -1.7716 -1.7339 -1.7177 -1.7157 -1.7224 -1.7336 -1.7484 -1.7635 -1.7694 -1.7600
 -1.7576 -1.7792 -1.8217 -1.8769 -1.9386 -2.1025 -2.2649 -2.4205 -2.5700 -2.7154
 -2.8572 -2.9946 -3.1275 -3.2565 -3.3820 -3.5042 -3.6233 -3.7396 -3.8528 -3.9618
 -1.8718 -1.8188 -1.7888 -1.7765 -1.7773 -1.7864 -1.8007 -1.8194 -1.8413 -1.8602
 -1.8715 -1.8761 -1.8894 -1.9196 -1.9644 -2.1147 -2.2751 -2.4296 -2.5773 -2.7203
 -2.8604 -2.9969 -3.1289 -3.2568 -3.3807 -3.5013 -3.6188 -3.7332 -3.8446 -3.9531
 -4.0589
 -1.9841 -1.9193 -1.8739 -1.8482 -1.8389 -1.8416 -1.8523 -1.8682 -1.8888 -1.9132
 -1.9383 -1.9603 -1.9780 -1.9964 -2.0234 -2.1364 -2.2866 -2.4391 -2.5854 -2.7260
 -2.8636 -2.9989 -3.1305 -3.2578 -3.3809 -3.5001 -3.6160 -3.7287 -3.8388 -3.9465
 -4.0520
 -2.1063 -2.0320 -1.9743 -1.9348 -1.9125 -1.9051 -1.9090 -1.9205 -1.9371 -1.9580
 -1.9826 -2.0096 -2.0372 -2.0639 -2.0908 -2.1797 -2.3067 -2.4520 -2.5963 -2.7349
 -2.8697 -3.0030 -3.1340 -3.2615 -3.3847 -3.5038 -3.6192 -3.7313 -3.8402 -3.9462
 -4.0495
 -2.2343 -2.1526 -2.0869 -2.0378 -2.0023 -1.9823 -1.9755 -1.9794 -1.9908 -2.0070
 -2.0270 -2.0507 -2.0777 -2.1075 -2.1391 -2.2259 -2.3358 -2.4669 -2.6060 -2.7424
 -2.8745 -3.0044 -3.1333 -3.2601 -3.3836 -3.5030 -3.6185 -3.7301 -3.8383 -3.9434
 -4.0473
 -2.3603 -2.2802 -2.2109 -2.1540 -2.1075 -2.0758 -2.0572 -2.0503 -2.0534 -2.0638
 -2.0788 -2.0973 -2.1195 -2.1455 -2.1756 -2.2645 -2.3673 -2.4867 -2.6175 -2.7506
 -2.8806 -3.0076 -3.1333 -3.2579 -3.3807 -3.5004 -3.6165 -3.7286 -3.8371 -3.9422
 -4.0441
 -2.4833 -2.4149 -2.3463 -2.2826 -2.2276 -2.1846 -2.1549 -2.1373 -2.1301 -2.1316
 -2.1400 -2.1533 -2.1700 -2.1902 -2.2145 -2.2956 -2.3962 -2.5082 -2.6307
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F182M
 -1.1805 -1.1800 -1.2266 -1.2804 -1.3278 -1.3736 -1.4223 -1.4723 -1.5238 -1.5762
 -1.6322 -1.6911 -1.7522 -1.8151 -1.8800 -2.0469 -2.2131 -2.3762 -2.5368
 -1.3751 -1.2846 -1.2471 -1.2866 -1.3383 -1.3878 -1.4355 -1.4850 -1.5359 -1.5880
 -1.6440 -1.7030 -1.7643 -1.8274 -1.8924 -2.0589 -2.2237 -2.3842 -2.5415 -2.6953
 -1.4576 -1.4556 -1.4034 -1.3292 -1.3455 -1.3949 -1.4465 -1.4967 -1.5477 -1.5997
 -1.6551 -1.7137 -1.7747 -1.8376 -1.9022 -2.0682 -2.2324 -2.3916 -2.5466 -2.6978
 -2.8450
 -1.5082 -1.5187 -1.5272 -1.5105 -1.4471 -1.4160 -1.4533 -1.5062 -1.5591 -1.6116
 -1.6660 -1.7238 -1.7841 -1.8463 -1.9103 -2.0755 -2.2395 -2.3980 -2.5516 -2.7010
 -2.8460 -2.9869
 -1.5628 -1.5628 -1.5770 -1.5928 -1.5973 -1.5756 -1.5285 -1.5249 -1.5692 -1.6236
 -1.6775 -1.7341 -1.7933 -1.8546 -1.9177 -2.0813 -2.2453 -2.4035 -2.5562 -2.7042
 -2.8478 -2.9869 -3.1218 -3.2530
 -1.6278 -1.6129 -1.6174 -1.6346 -1.6567 -1.6742 -1.6785 -1.6633 -1.6386 -1.6491
 -1.6927 -1.7462 -1.8036 -1.8634 -1.9253 -2.0866 -2.2501 -2.4083 -2.5603 -2.7074
 -2.8499 -2.9879 -3.1213 -3.2508 -3.3767 -3.4993 -3.6188 -3.7356 -3.8492 -3.9576
 -1.7044 -1.6749 -1.6654 -1.6730 -1.6919 -1.7154 -1.7392 -1.7606 -1.7735 -1.7700
 -1.7648 -1.7821 -1.8220 -1.8754 -1.9344 -2.0922 -2.2546 -2.4125 -2.5641 -2.7102
