 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -4.3702 -3.6499 -3.2767 -3.2410 -3.5685 -4.0345 -4.5385 -4.4013 -4.2689 -4.1288
 -3.9819 -3.8753 -3.7131 -3.5503 -3.3971 -3.0735 -2.8014 -2.5998 -2.4394
 -5.2216 -4.8858 -4.6428 -4.4833 -4.3800 -4.2858 -4.1855 -4.0835 -3.9824 -3.8804
 -3.7669 -3.6374 -3.4980 -3.3614 -3.2336 -2.9538 -2.7292 -2.5575 -2.4311 -2.3359
 -5.0165 -4.7020 -4.4551 -4.2645 -4.1230 -4.0258 -3.9595 -3.8896 -3.8007 -3.6988
 -3.5968 -3.4903 -3.3714 -3.2496 -3.1349 -2.8886 -2.6921 -2.5405 -2.4274 -2.3410
 -2.2726
 -4.8585 -4.5764 -4.3455 -4.1559 -4.0014 -3.8780 -3.7808 -3.7055 -3.6404 -3.5635
 -3.4694 -3.3732 -3.2724 -3.1656 -3.0618 -2.8388 -2.6642 -2.5297 -2.4281 -2.3495
 -2.2864 -2.2336
 -4.7077 -4.4625 -4.2554 -4.0780 -3.9253 -3.7951 -3.6855 -3.5927 -3.5122 -3.4393
 -3.3647 -3.2814 -3.1944 -3.1009 -3.0076 -2.8026 -2.6430 -2.5219 -2.4306 -2.3594
 -2.3015 -2.2526 -2.2101 -2.1715
 -4.5561 -4.3456 -4.1650 -4.0055 -3.8626 -3.7350 -3.6222 -3.5235 -3.4362 -3.3562
 -3.2801 -3.2047 -3.1296 -3.0496 -2.9666 -2.7767 -2.6271 -2.5147 -2.4319 -2.3680
 -2.3159 -2.2716 -2.2326 -2.1977 -2.1645 -2.1344 -2.1096 -2.0917 -2.0820 -2.0812
 -4.4110 -4.2261 -4.0694 -3.9291 -3.8001 -3.6807 -3.5709 -3.4714 -3.3821 -3.3008
 -3.2242 -3.1499 -3.0776 -3.0060 -2.9328 -2.7587 -2.6156 -2.5079 -2.4302 -2.3728
 -2.3270 -2.2880 -2.2537 -2.2226 -2.1938 -2.1658 -2.1404 -2.1202 -2.1070 -2.1024
 -2.1078
 -4.2750 -4.1108 -3.9714 -3.8473 -3.7327 -3.6244 -3.5215 -3.4253 -3.3371 -3.2560
 -3.1809 -3.1093 -3.0398 -2.9718 -2.9042 -2.7442 -2.6080 -2.5022 -2.4261 -2.3725
 -2.3324 -2.2996 -2.2709 -2.2447 -2.2202 -2.1968 -2.1732 -2.1519 -2.1360 -2.1279
 -2.1291
 -4.1516 -4.0044 -3.8751 -3.7620 -3.6591 -3.5614 -3.4675 -3.3775 -3.2927 -3.2137
 -3.1405 -3.0718 -3.0060 -2.9421 -2.8788 -2.7290 -2.6000 -2.4971 -2.4208 -2.3679
 -2.3312 -2.3040 -2.2816 -2.2615 -2.2425 -2.2238 -2.2057 -2.1897 -2.1760 -2.1644
 -2.1546
 -4.0408 -3.9069 -3.7893 -3.6810 -3.5846 -3.4956 -3.4104 -3.3278 -3.2484 -3.1731
 -3.1026 -3.0367 -2.9744 -2.9147 -2.8562 -2.7160 -2.5932 -2.4931 -2.4171 -2.3629
 -2.3265 -2.3023 -2.2852 -2.2715 -2.2588 -2.2461 -2.2333 -2.2204 -2.2120 -2.2002
 -2.1865
 -3.9426 -3.8183 -3.7140 -3.6088 -3.5136 -3.4282 -3.3492 -3.2737 -3.2006 -3.1302
 -3.0634 -3.0005 -2.9415 -2.8856 -2.8316 -2.7024 -2.5853 -2.4883 -2.4132 -2.3582
 -2.3207 -2.2968 -2.2824 -2.2736 -2.2672 -2.2611 -2.2546 -2.2474 -2.2397 -2.2320
 -2.2253
 -3.8571 -3.7386 -3.6492 -3.5461 -3.4501 -3.3644 -3.2872 -3.2160 -3.1485 -3.0837
 -3.0214 -2.9624 -2.9067 -2.8542 -2.8050 -2.6882 -2.5763 -2.4827 -2.4091
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_BP 
 -6.0261 -5.3652 -4.8873 -4.5848 -4.4617 -4.4357 -4.4658 -4.3133 -4.1670 -4.0207
 -3.8708 -3.7335 -3.5800 -3.4339 -3.2992 -3.0120 -2.7742 -2.5874 -2.4386
 -5.7027 -5.2863 -4.9860 -4.7343 -4.5181 -4.3380 -4.1875 -4.0569 -3.9364 -3.8182
 -3.6957 -3.5649 -3.4293 -3.2991 -3.1788 -2.9228 -2.7168 -2.5527 -2.4274 -2.3305
 -5.3893 -4.9527 -4.6265 -4.3922 -4.2366 -4.1186 -4.0004 -3.8817 -3.7696 -3.6642
 -3.5604 -3.4513 -3.3322 -3.2120 -3.0999 -2.8643 -2.6803 -2.5349 -2.4226 -2.3359
 -2.2669
 -5.2238 -4.8054 -4.4815 -4.2339 -4.0476 -3.9102 -3.8159 -3.7444 -3.6614 -3.5621
 -3.4609 -3.3628 -3.2607 -3.1519 -3.0478 -2.8246 -2.6550 -2.5236 -2.4222 -2.3432
 -2.2795 -2.2264
 -5.1098 -4.7205 -4.4123 -4.1689 -3.9763 -3.8246 -3.7052 -3.6111 -3.5387 -3.4729
 -3.3915 -3.2996 -3.2054 -3.1080 -3.0104 -2.7986 -2.6378 -2.5160 -2.4236 -2.3517
 -2.2934 -2.2442 -2.2017 -2.1643
 -5.0065 -4.6517 -4.3655 -4.1338 -3.9439 -3.7874 -3.6583 -3.5512 -3.4605 -3.3821
 -3.3123 -3.2399 -3.1602 -3.0731 -2.9831 -2.7812 -2.6260 -2.5101 -2.4243 -2.3591
 -2.3066 -2.2620 -2.2232 -2.1885 -2.1572 -2.1292 -2.1051 -2.0861 -2.0757 -2.0751
 -4.9039 -4.5826 -4.3207 -4.1043 -3.9222 -3.7670 -3.6340 -3.5200 -3.4217 -3.3346
 -3.2551 -3.1810 -3.1106 -3.0375 -2.9587 -2.7686 -2.6175 -2.5046 -2.4227 -2.3631
 -2.3166 -2.2775 -2.2433 -2.2125 -2.1841 -2.1580 -2.1347 -2.1148 -2.1003 -2.0959
 -2.1016
 -4.8044 -4.5130 -4.2733 -4.0723 -3.9000 -3.7498 -3.6174 -3.5002 -3.3971 -3.3057
 -3.2225 -3.1450 -3.0721 -3.0018 -2.9319 -2.7583 -2.6110 -2.4995 -2.4191 -2.3626
 -2.3214 -2.2883 -2.2597 -2.2338 -2.2097 -2.1869 -2.1658 -2.1468 -2.1304 -2.1212
 -2.1229
 -4.7104 -4.4441 -4.2221 -4.0345 -3.8724 -3.7287 -3.5993 -3.4823 -3.3770 -3.2825
 -3.1974 -3.1191 -3.0453 -2.9750 -2.9069 -2.7453 -2.6047 -2.4942 -2.4137 -2.3579
 -2.3200 -2.2923 -2.2699 -2.2500 -2.2312 -2.2131 -2.1958 -2.1794 -2.1647 -2.1532
 -2.1480
 -4.6325 -4.3878 -4.1784 -3.9999 -3.8449 -3.7069 -3.5814 -3.4661 -3.3605 -3.2643
 -3.1773 -3.0982 -3.0251 -2.9560 -2.8896 -2.7343 -2.5996 -2.4910 -2.4098 -2.3528
 -2.3152 -2.2905 -2.2733 -2.2596 -2.2471 -2.2349 -2.2228 -2.2107 -2.1990 -2.1887
 -2.1794
 -4.5691 -4.3424 -4.1426 -3.9696 -3.8184 -3.6841 -3.5616 -3.4485 -3.3437 -3.2471
 -3.1586 -3.0782 -3.0051 -2.9374 -2.8733 -2.7241 -2.5938 -2.4876 -2.4063 -2.3480
 -2.3091 -2.2848 -2.2703 -2.2616 -2.2554 -2.2497 -2.2438 -2.2373 -2.2304 -2.2236
 -2.2177
 -4.5177 -4.3069 -4.1173 -3.9474 -3.7971 -3.6634 -3.5423 -3.4305 -3.3267 -3.2301
 -3.1409 -3.0594 -2.9836 -2.9161 -2.8580 -2.7147 -2.5873 -2.4840 -2.4032
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = G_BP 
 -7.2870 -6.7043 -6.1980 -5.7616 -5.3868 -5.0557 -4.7509 -4.4646 -4.2122 -3.9958
 -3.8065 -3.6365 -3.4815 -3.3431 -3.2190 -2.9573 -2.7456 -2.5729 -2.4336
 -6.8299 -6.2635 -5.7683 -5.3474 -4.9947 -4.6976 -4.4395 -4.2070 -4.0027 -3.8246
 -3.6650 -3.5162 -3.3753 -3.2459 -3.1290 -2.8861 -2.6964 -2.5435 -2.4213 -2.3254
 -6.2535 -5.7481 -5.3565 -5.0201 -4.7187 -4.4561 -4.2285 -4.0285 -3.8535 -3.7002
 -3.5626 -3.4327 -3.3052 -3.1832 -3.0714 -2.8400 -2.6638 -2.5252 -2.4152 -2.3281
 -2.2584
 -5.9217 -5.3793 -4.9589 -4.6405 -4.4057 -4.2298 -4.0662 -3.9028 -3.7479 -3.6085
