 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F350LP
 -1.8888 -1.8175 -1.7361 -1.6583 -1.5921 -1.5479 -1.6076 -1.5754 -1.5311 -1.4687
 -1.3901 -1.3212 -1.2281 -1.1296 -1.0349 -0.8356 -0.6815 -0.5689 -0.4808
 -1.8188 -1.6945 -1.6099 -1.5610 -1.5394 -1.5168 -1.4841 -1.4451 -1.4025 -1.3555
 -1.2963 -1.2213 -1.1356 -1.0494 -0.9686 -0.7948 -0.6588 -0.5564 -0.4809 -0.4243
 -1.7488 -1.6392 -1.5436 -1.4655 -1.4086 -1.3761 -1.3628 -1.3450 -1.3108 -1.2626
 -1.2106 -1.1517 -1.0794 -1.0016 -0.9272 -0.7683 -0.6453 -0.5527 -0.4841 -0.4325
 -0.3923
 -1.6853 -1.5895 -1.5005 -1.4202 -1.3512 -1.2961 -1.2556 -1.2290 -1.2096 -1.1808
 -1.1368 -1.0874 -1.0295 -0.9623 -0.8944 -0.7471 -0.6346 -0.5509 -0.4891 -0.4422
 -0.4054 -0.3757
 -1.6046 -1.5277 -1.4530 -1.3808 -1.3127 -1.2515 -1.1997 -1.1572 -1.1222 -1.0923
 -1.0607 -1.0216 -0.9775 -0.9241 -0.8658 -0.7301 -0.6253 -0.5492 -0.4939 -0.4521
 -0.4191 -0.3923 -0.3698 -0.3499
 -1.5067 -1.4491 -1.3917 -1.3331 -1.2734 -1.2149 -1.1603 -1.1121 -1.0700 -1.0320
 -0.9959 -0.9595 -0.9230 -0.8810 -0.8338 -0.7150 -0.6167 -0.5458 -0.4966 -0.4602
 -0.4317 -0.4085 -0.3888 -0.3719 -0.3558 -0.3418 -0.3316 -0.3266 -0.3278 -0.3359
 -1.3993 -1.3560 -1.3150 -1.2717 -1.2247 -1.1746 -1.1239 -1.0752 -1.0308 -0.9905
 -0.9524 -0.9148 -0.8778 -0.8405 -0.8004 -0.6981 -0.6079 -0.5405 -0.4954 -0.4644
 -0.4411 -0.4223 -0.4065 -0.3927 -0.3804 -0.3682 -0.3578 -0.3512 -0.3499 -0.3554
 -0.3689
 -1.2844 -1.2547 -1.2264 -1.1965 -1.1631 -1.1249 -1.0823 -1.0381 -0.9952 -0.9547
 -0.9171 -0.8808 -0.8447 -0.8088 -0.7719 -0.6803 -0.5983 -0.5339 -0.4906 -0.4633
 -0.4451 -0.4315 -0.4205 -0.4110 -0.4022 -0.3940 -0.3852 -0.3778 -0.3746 -0.3777
 -0.3883
 -1.1707 -1.1510 -1.1312 -1.1113 -1.0892 -1.0626 -1.0308 -0.9948 -0.9567 -0.9188
 -0.8826 -0.8483 -0.8149 -0.7816 -0.7475 -0.6627 -0.5871 -0.5264 -0.4837 -0.4576
 -0.4429 -0.4344 -0.4289 -0.4245 -0.4205 -0.4163 -0.4122 -0.4095 -0.4084 -0.4087
 -0.4103
 -1.0581 -1.0449 -1.0350 -1.0218 -1.0075 -0.9906 -0.9694 -0.9432 -0.9132 -0.8808
 -0.8479 -0.8161 -0.7855 -0.7555 -0.7253 -0.6478 -0.5769 -0.5191 -0.4770 -0.4505
