 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.6255 -2.6125 -2.7970 -2.7972 -2.7115 -2.5679 -2.3906 -2.2773 -2.1744 -2.0658
 -1.9617 -1.8631 -1.7710 -1.6872 -1.6121 -1.4532 -1.3470 -1.2757 -1.2312
 -2.6295 -2.5423 -2.4700 -2.4291 -2.4207 -2.3858 -2.3001 -2.1959 -2.0945 -1.9962
 -1.9008 -1.8104 -1.7267 -1.6506 -1.5821 -1.4425 -1.3434 -1.2781 -1.2368 -1.2108
 -2.5019 -2.4190 -2.3363 -2.2621 -2.2034 -2.1738 -2.1573 -2.1108 -2.0339 -1.9449
 -1.8579 -1.7743 -1.6963 -1.6253 -1.5617 -1.4329 -1.3426 -1.2843 -1.2482 -1.2253
 -1.2110
 -2.3868 -2.3196 -2.2438 -2.1674 -2.0967 -2.0351 -1.9884 -1.9623 -1.9352 -1.8859
 -1.8178 -1.7441 -1.6727 -1.6067 -1.5471 -1.4265 -1.3427 -1.2903 -1.2588 -1.2391
 -1.2267 -1.2192
 -2.2718 -2.2243 -2.1636 -2.0953 -2.0263 -1.9614 -1.9030 -1.8525 -1.8157 -1.7853
 -1.7507 -1.7032 -1.6472 -1.5892 -1.5344 -1.4213 -1.3422 -1.2943 -1.2672 -1.2515
 -1.2416 -1.2358 -1.2331 -1.2334
 -2.1558 -2.1245 -2.0821 -2.0279 -1.9674 -1.9059 -1.8477 -1.7944 -1.7466 -1.7049
 -1.6701 -1.6379 -1.6017 -1.5604 -1.5168 -1.4150 -1.3399 -1.2950 -1.2716 -1.2607
 -1.2546 -1.2515 -1.2507 -1.2518 -1.2538 -1.2577 -1.2651 -1.2770 -1.2943 -1.3175
 -2.0413 -2.0219 -1.9944 -1.9557 -1.9080 -1.8551 -1.8012 -1.7497 -1.7026 -1.6592
 -1.6193 -1.5835 -1.5510 -1.5192 -1.4862 -1.4038 -1.3347 -1.2905 -1.2707 -1.2648
 -1.2639 -1.2648 -1.2670 -1.2703 -1.2745 -1.2783 -1.2837 -1.2929 -1.3077 -1.3292
 -1.3565
 -1.9309 -1.9197 -1.9021 -1.8760 -1.8418 -1.8009 -1.7553 -1.7086 -1.6639 -1.6226
 -1.5844 -1.5486 -1.5150 -1.4840 -1.4545 -1.3854 -1.3259 -1.2840 -1.2649 -1.2625
 -1.2672 -1.2735 -1.2801 -1.2869 -1.2938 -1.3006 -1.3065 -1.3139 -1.3253 -1.3429
 -1.3680
 -1.8271 -1.8211 -1.8094 -1.7905 -1.7677 -1.7383 -1.7035 -1.6648 -1.6251 -1.5868
 -1.5512 -1.5182 -1.4870 -1.4572 -1.4287 -1.3651 -1.3129 -1.2752 -1.2557 -1.2548
 -1.2637 -1.2758 -1.2881 -1.2997 -1.3106 -1.3207 -1.3305 -1.3403 -1.3521 -1.3662
 -1.3823
 -1.7324 -1.7294 -1.7211 -1.7080 -1.6907 -1.6695 -1.6446 -1.6155 -1.5836 -1.5502
 -1.5179 -1.4879 -1.4599 -1.4329 -1.4070 -1.3480 -1.2996 -1.2650 -1.2460 -1.2441
 -1.2544 -1.2707 -1.2886 -1.3061 -1.3222 -1.3369 -1.3504 -1.3631 -1.3755 -1.3885
 -1.4024
 -1.6477 -1.6444 -1.6374 -1.6271 -1.6139 -1.5979 -1.5796 -1.5589 -1.5353 -1.5092
 -1.4819 -1.4553 -1.4304 -1.4072 -1.3851 -1.3324 -1.2870 -1.2545 -1.2367 -1.2334
 -1.2430 -1.2605 -1.2822 -1.3050 -1.3269 -1.3472 -1.3658 -1.3827 -1.3984 -1.4135
 -1.4291
 -1.5684 -1.5554 -1.5459 -1.5382 -1.5306 -1.5219 -1.5108 -1.4968 -1.4801 -1.4613
 -1.4409 -1.4194 -1.3982 -1.3782 -1.3594 -1.3156 -1.2750 -1.2442 -1.2272
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  G   
 -2.9174 -2.9156 -2.8757 -2.7514 -2.5973 -2.4446 -2.3136 -2.2042 -2.1038 -2.0076
 -1.9154 -1.8278 -1.7453 -1.6684 -1.5977 -1.4483 -1.3402 -1.2656 -1.2198
 -2.7297 -2.6462 -2.6130 -2.6061 -2.5266 -2.3971 -2.2661 -2.1538 -2.0552 -1.9626
 -1.8743 -1.7906 -1.7122 -1.6397 -1.5735 -1.4370 -1.3376 -1.2705 -1.2281 -1.2017
