 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F814W
 -2.1379 -2.1351 -2.3206 -2.3345 -2.2662 -2.1502 -2.0032 -1.9080 -1.8224 -1.7313
 -1.6441 -1.5606 -1.4832 -1.4137 -1.3542 -1.2310 -1.1902 -1.2102 -1.2197
 -2.1418 -2.0796 -2.0309 -2.0099 -2.0176 -2.0012 -1.9384 -1.8571 -1.7758 -1.6959
 -1.6183 -1.5447 -1.4772 -1.4173 -1.3656 -1.2726 -1.2276 -1.2191 -1.2308 -1.2532
 -2.0230 -1.9672 -1.9120 -1.8639 -1.8284 -1.8177 -1.8185 -1.7929 -1.7381 -1.6699
 -1.6016 -1.5353 -1.4739 -1.4193 -1.3722 -1.2876 -1.2459 -1.2390 -1.2518 -1.2740
 -1.3018
 -1.9127 -1.8727 -1.8255 -1.7776 -1.7337 -1.6961 -1.6702 -1.6622 -1.6537 -1.6256
 -1.5789 -1.5243 -1.4701 -1.4206 -1.3776 -1.2998 -1.2607 -1.2548 -1.2687 -1.2913
 -1.3186 -1.3495
 -1.7995 -1.7784 -1.7461 -1.7070 -1.6666 -1.6282 -1.5934 -1.5637 -1.5449 -1.5322
 -1.5174 -1.4915 -1.4561 -1.4163 -1.3784 -1.3075 -1.2708 -1.2660 -1.2812 -1.3053
 -1.3331 -1.3637 -1.3970 -1.4333
 -1.6828 -1.6771 -1.6619 -1.6367 -1.6056 -1.5724 -1.5401 -1.5096 -1.4813 -1.4570
 -1.4395 -1.4259 -1.4102 -1.3901 -1.3669 -1.3091 -1.2752 -1.2713 -1.2879 -1.3151
 -1.3449 -1.3764 -1.4099 -1.4453 -1.4828 -1.5229 -1.5661 -1.6126 -1.6628 -1.7167
 -1.5655 -1.5708 -1.5696 -1.5586 -1.5402 -1.5166 -1.4906 -1.4643 -1.4387 -1.4137
 -1.3908 -1.3719 -1.3575 -1.3453 -1.3328 -1.3002 -1.2733 -1.2687 -1.2877 -1.3188
