 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F098M
 -1.5758 -1.6070 -1.7860 -1.8191 -1.7920 -1.7181 -1.6064 -1.5432 -1.4910 -1.4381
 -1.3896 -1.3453 -1.3052 -1.2704 -1.2414 -1.1894 -1.1879 -1.2601 -1.3251
 -1.6095 -1.5873 -1.5735 -1.5805 -1.6098 -1.6174 -1.5854 -1.5366 -1.4874 -1.4418
 -1.3995 -1.3608 -1.3264 -1.2971 -1.2736 -1.2429 -1.2526 -1.2910 -1.3415 -1.3957
 -1.5350 -1.5156 -1.4948 -1.4785 -1.4715 -1.4844 -1.5062 -1.5055 -1.4802 -1.4440
 -1.4084 -1.3744 -1.3437 -1.3174 -1.2964 -1.2694 -1.2782 -1.3153 -1.3653 -1.4191
 -1.4736
 -1.4635 -1.4553 -1.4389 -1.4213 -1.4065 -1.3966 -1.3963 -1.4109 -1.4246 -1.4223
 -1.4048 -1.3802 -1.3544 -1.3312 -1.3126 -1.2893 -1.2980 -1.3338 -1.3839 -1.4379
 -1.4923 -1.5464
 -1.3849 -1.3931 -1.3876 -1.3753 -1.3620 -1.3506 -1.3424 -1.3387 -1.3440 -1.3541
 -1.3625 -1.3617 -1.3519 -1.3367 -1.3215 -1.3022 -1.3116 -1.3471 -1.3974 -1.4525
 -1.5078 -1.5624 -1.6162 -1.6690
 -1.2988 -1.3213 -1.3312 -1.3295 -1.3221 -1.3136 -1.3064 -1.3011 -1.2979 -1.2979
 -1.3032 -1.3116 -1.3176 -1.3193 -1.3172 -1.3081 -1.3188 -1.3541 -1.4050 -1.4626
 -1.5199 -1.5761 -1.6311 -1.6848 -1.7369 -1.7883 -1.8405 -1.8942 -1.9504 -2.0094
 -1.2074 -1.2411 -1.2648 -1.2762 -1.2789 -1.2768 -1.2731 -1.2700 -1.2680 -1.2665
 -1.2666 -1.2696 -1.2757 -1.2832 -1.2901 -1.3037 -1.3197 -1.3537 -1.4062 -1.4670
 -1.5279 -1.5867 -1.6438 -1.6993 -1.7531 -1.8042 -1.8545 -1.9062 -1.9611 -2.0200
 -2.0810
 -1.1133 -1.1553 -1.1889 -1.2121 -1.2266 -1.2342 -1.2374 -1.2386 -1.2395 -1.2405
 -1.2417 -1.2436 -1.2471 -1.2531 -1.2611 -1.2856 -1.3131 -1.3492 -1.4016 -1.4649
 -1.5301 -1.5930 -1.6533 -1.7113 -1.7674 -1.8214 -1.8727 -1.9233 -1.9755 -2.0311
 -2.0914
 -1.0190 -1.0669 -1.1071 -1.1385 -1.1639 -1.1819 -1.1942 -1.2025 -1.2085 -1.2132
 -1.2174 -1.2216 -1.2264 -1.2322 -1.2395 -1.2657 -1.3000 -1.3411 -1.3933 -1.4579
 -1.5268 -1.5945 -1.6591 -1.7209 -1.7801 -1.8368 -1.8916 -1.9446 -1.9976 -2.0509
 -2.1044
 -0.9268 -0.9788 -1.0235 -1.0615 -1.0934 -1.1199 -1.1413 -1.1580 -1.1713 -1.1817
 -1.1903 -1.1981 -1.2057 -1.2136 -1.2223 -1.2492 -1.2853 -1.3294 -1.3823 -1.4461
 -1.5166 -1.5881 -1.6575 -1.7238 -1.7870 -1.8473 -1.9051 -1.9608 -2.0147 -2.0677
 -2.1205
 -0.8398 -0.8932 -0.9406 -0.9826 -1.0195 -1.0519 -1.0801 -1.1045 -1.1253 -1.1429
 -1.1577 -1.1705 -1.1822 -1.1933 -1.2045 -1.2353 -1.2722 -1.3177 -1.3716 -1.4339
 -1.5038 -1.5768 -1.6496 -1.7204 -1.7881 -1.8527 -1.9144 -1.9735 -2.0304 -2.0855
