 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F435W
 -8.4936 -7.9829 -7.7051 -7.6134 -7.6499 -7.6981 -7.4657 -7.2806 -7.0864 -6.8737
 -6.6342 -6.3843 -6.1320 -5.8671 -5.6048 -4.9644 -4.3596 -3.9073 -3.4994
 -8.2706 -7.8777 -7.5807 -7.3701 -7.2209 -7.0794 -6.9221 -6.7514 -6.5715 -6.3822
 -6.1693 -5.9288 -5.6739 -5.4232 -5.1830 -4.6205 -4.1319 -3.7384 -3.4438 -3.2184
 -8.0042 -7.6177 -7.2892 -7.0129 -6.7871 -6.6135 -6.4802 -6.3417 -6.1727 -5.9804
 -5.7839 -5.5768 -5.3518 -5.1275 -4.9150 -4.4331 -4.0093 -3.6616 -3.3990 -3.1978
 -3.0356
 -7.7898 -7.4247 -7.0997 -6.8092 -6.5513 -6.3262 -6.1336 -5.9724 -5.8275 -5.6655
 -5.4785 -5.2886 -5.0929 -4.8938 -4.7043 -4.2823 -3.9164 -3.6088 -3.3722 -3.1905
 -3.0432 -2.9175
 -7.5783 -7.2473 -6.9427 -6.6598 -6.3977 -6.1574 -5.9400 -5.7455 -5.5717 -5.4131
 -5.2539 -5.0828 -4.9056 -4.7238 -4.5502 -4.1719 -3.8498 -3.5750 -3.3587 -3.1923
 -3.0574 -2.9418 -2.8388 -2.7453
 -7.3585 -7.0667 -6.7925 -6.5302 -6.2790 -6.0411 -5.8184 -5.6127 -5.4247 -5.2521
 -5.0910 -4.9351 -4.7791 -4.6171 -4.4553 -4.0981 -3.8061 -3.5559 -3.3543 -3.1990
 -3.0745 -2.9681 -2.8729 -2.7858 -2.7011 -2.6206 -2.5479 -2.4856 -2.4356 -2.3992
 -7.1404 -6.8810 -6.6395 -6.4046 -6.1739 -5.9489 -5.7324 -5.5269 -5.3347 -5.1569
 -4.9919 -4.8369 -4.6889 -4.5433 -4.3982 -4.0596 -3.7813 -3.5480 -3.3558 -3.2074
 -3.0910 -2.9930 -2.9060 -2.8259 -2.7509 -2.6803 -2.6142 -2.5531 -2.4972 -2.4498
 -2.4228
 -6.9275 -6.6987 -6.4844 -6.2761 -6.0704 -5.8654 -5.6620 -5.4644 -5.2757 -5.0971
 -4.9308 -4.7760 -4.6303 -4.4911 -4.3566 -4.0426 -3.7722 -3.5485 -3.3622 -3.2164
 -3.1045 -3.0137 -2.9347 -2.8624 -2.7946 -2.7300 -2.6675 -2.6090 -2.5564 -2.5115
 -2.4752
 -6.7261 -6.5230 -6.3288 -6.1428 -5.9601 -5.7767 -5.5921 -5.4080 -5.2277 -5.0538
 -4.8887 -4.7340 -4.5894 -4.4531 -4.3234 -4.0281 -3.7691 -3.5515 -3.3702 -3.2248
 -3.1138 -3.0275 -2.9557 -2.8916 -2.8318 -2.7746 -2.7198 -2.6685 -2.6208 -2.5763
 -2.5348
 -6.5361 -6.3539 -6.1823 -6.0122 -5.8472 -5.6840 -5.5194 -5.3528 -5.1859 -5.0211
 -4.8612 -4.7085 -4.5646 -4.4298 -4.3028 -4.0180 -3.7706 -3.5581 -3.3808 -3.2361
 -3.1237 -3.0381 -2.9706 -2.9137 -2.8622 -2.8133 -2.7662 -2.7206 -2.6796 -2.6375
 -2.5970
 -6.3577 -6.1914 -6.0449 -5.8830 -5.7304 -5.5818 -5.4347 -5.2864 -5.1361 -4.9850
 -4.8346 -4.6878 -4.5467 -4.4131 -4.2875 -4.0083 -3.7700 -3.5635 -3.3896 -3.2464
 -3.1333 -3.0464 -2.9800 -2.9274 -2.8829 -2.8424 -2.8039 -2.7662 -2.7294 -2.6939
 -2.6605
 -6.1908 -6.0355 -5.9166 -5.7542 -5.6094 -5.4706 -5.3362 -5.2034 -5.0699 -4.9350
 -4.7987 -4.6624 -4.5282 -4.3985 -4.2775 -3.9990 -3.7673 -3.5677 -3.3966
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = F435W
 -8.5020 -8.0621 -7.7556 -7.5565 -7.4341 -7.3382 -7.1612 -7.0006 -6.8194 -6.6110
 -6.3735 -6.1201 -5.8651 -5.6172 -5.3814 -4.8304 -4.3203 -3.8989 -3.5261
 -8.0863 -7.7246 -7.4624 -7.2361 -7.0323 -6.8523 -6.6894 -6.5315 -6.3651 -6.1806
 -5.9721 -5.7406 -5.4996 -5.2681 -5.0516 -4.5652 -4.1328 -3.7580 -3.4600 -3.2259
 -7.8087 -7.3952 -7.0709 -6.8244 -6.6493 -6.5041 -6.3446 -6.1726 -5.9987 -5.8246
 -5.6406 -5.4395 -5.2220 -5.0077 -4.8089 -4.3755 -4.0032 -3.6782 -3.4135 -3.2068
 -3.0406
 -7.6659 -7.2504 -6.9074 -6.6240 -6.3906 -6.1997 -6.0495 -5.9169 -5.7571 -5.5723
 -5.3883 -5.2060 -5.0146 -4.8176 -4.6334 -4.2367 -3.9078 -3.6229 -3.3856 -3.1977
 -3.0461 -2.9178
 -7.5674 -7.1667 -6.8264 -6.5337 -6.2798 -6.0592 -5.8667 -5.6977 -5.5509 -5.4048
 -5.2310 -5.0474 -4.8666 -4.6857 -4.5120 -4.1416 -3.8420 -3.5867 -3.3712 -3.1982
 -3.0585 -2.9401 -2.8356 -2.7412
 -7.4777 -7.1016 -6.7745 -6.4855 -6.2266 -5.9932 -5.7828 -5.5927 -5.4188 -5.2589
 -5.1083 -4.9504 -4.7815 -4.6062 -4.4366 -4.0808 -3.8000 -3.5649 -3.3658 -3.2042
 -3.0742 -2.9646 -2.8680 -2.7801 -2.6989 -2.6237 -2.5543 -2.4892 -2.4300 -2.3915
 -7.3835 -7.0364 -6.7299 -6.4524 -6.1973 -5.9614 -5.7433 -5.5425 -5.3571 -5.1843
 -5.0221 -4.8686 -4.7197 -4.5648 -4.4050 -4.0475 -3.7759 -3.5536 -3.3659 -3.2122
