 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value =F350LP
 -3.2669 -3.2319 -3.1981 -3.1651 -3.1282 -3.0937 -3.0957 -3.0725 -3.0396 -2.9899
 -2.9250 -2.8626 -2.7867 -2.7028 -2.6249 -2.4673 -2.3626 -2.2997 -2.2583
 -3.2242 -3.1275 -3.0651 -3.0335 -3.0259 -3.0162 -2.9962 -2.9698 -2.9396 -2.9049
 -2.8587 -2.7978 -2.7269 -2.6560 -2.5903 -2.4571 -2.3642 -2.3046 -2.2676 -2.2450
 -3.1707 -3.0883 -3.0162 -2.9578 -2.9173 -2.8981 -2.8961 -2.8897 -2.8681 -2.8333
 -2.7945 -2.7494 -2.6918 -2.6289 -2.5692 -2.4477 -2.3648 -2.3125 -2.2801 -2.2603
 -2.2486
 -3.1182 -3.0487 -2.9830 -2.9230 -2.8717 -2.8320 -2.8048 -2.7903 -2.7825 -2.7665
 -2.7368 -2.7018 -2.6586 -2.6062 -2.5528 -2.4411 -2.3655 -2.3196 -2.2919 -2.2749
 -2.2648 -2.2594
 -3.0467 -2.9946 -2.9422 -2.8900 -2.8400 -2.7952 -2.7581 -2.7291 -2.7069 -2.6894
 -2.6710 -2.6463 -2.6174 -2.5795 -2.5362 -2.4351 -2.3647 -2.3240 -2.3015 -2.2881
 -2.2803 -2.2764 -2.2755 -2.2760
 -2.9567 -2.9225 -2.8861 -2.8467 -2.8049 -2.7631 -2.7240 -2.6901 -2.6617 -2.6368
 -2.6138 -2.5909 -2.5684 -2.5415 -2.5098 -2.4269 -2.3615 -2.3241 -2.3068 -2.2982
 -2.2939 -2.2925 -2.2933 -2.2958 -2.2990 -2.3040 -2.3123 -2.3251 -2.3431 -2.3669
 -2.8560 -2.8348 -2.8137 -2.7887 -2.7589 -2.7254 -2.6904 -2.6566 -2.6264 -2.5997
 -2.5749 -2.5506 -2.5271 -2.5038 -2.4782 -2.4122 -2.3551 -2.3198 -2.3060 -2.3029
 -2.3036 -2.3060 -2.3097 -2.3145 -2.3198 -2.3247 -2.3311 -2.3412 -2.3568 -2.3789
 -2.4068
 -2.7465 -2.7378 -2.7285 -2.7161 -2.6993 -2.6771 -2.6501 -2.6211 -2.5927 -2.5662
 -2.5421 -2.5191 -2.4964 -2.4740 -2.4507 -2.3937 -2.3451 -2.3122 -2.2998 -2.3009
 -2.3071 -2.3147 -2.3227 -2.3308 -2.3390 -2.3470 -2.3540 -2.3624 -2.3746 -2.3929
 -2.4185
 -2.6367 -2.6373 -2.6360 -2.6330 -2.6269 -2.6158 -2.5993 -2.5782 -2.5549 -2.5312
 -2.5089 -2.4880 -2.4679 -2.4479 -2.4271 -2.3753 -2.3323 -2.3027 -2.2904 -2.2930
 -2.3036 -2.3169 -2.3304 -2.3433 -2.3555 -2.3668 -2.3776 -2.3895 -2.4028 -2.4172
 -2.4328
 -2.5266 -2.5333 -2.5410 -2.5445 -2.5459 -2.5442 -2.5377 -2.5263 -2.5108 -2.4927
 -2.4739 -2.4557 -2.4385 -2.4217 -2.4047 -2.3594 -2.3200 -2.2929 -2.2804 -2.2823
 -2.2943 -2.3116 -2.3306 -2.3491 -2.3664 -2.3822 -2.3969 -2.4106 -2.4278 -2.4414
 -2.4525
 -2.4161 -2.4258 -2.4435 -2.4554 -2.4609 -2.4653 -2.4669 -2.4644 -2.4577 -2.4474
 -2.4344 -2.4203 -2.4064 -2.3929 -2.3797 -2.3439 -2.3081 -2.2830 -2.2709 -2.2716
 -2.2830 -2.3014 -2.3238 -2.3475 -2.3704 -2.3916 -2.4112 -2.4292 -2.4458 -2.4619
 -2.4784
 -2.3053 -2.3148 -2.3435 -2.3666 -2.3757 -2.3840 -2.3907 -2.3950 -2.3961 -2.3939
 -2.3884 -2.3804 -2.3710 -2.3612 -2.3521 -2.3288 -2.2966 -2.2730 -2.2619
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value =F350LP
