 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  w   
 -2.0687 -1.9859 -1.9086 -1.8368 -1.7707 -1.6320 -1.5288 -1.4553 -1.4061 -1.3755
 -1.3565 -1.3436 -1.3351 -1.3298
 -3.0436 -2.9054 -2.7679 -2.6350 -2.5111 -2.4018 -2.3122 -2.2467 -2.2000 -2.1363
 -2.0540 -1.9738 -1.8988 -1.8292 -1.7650 -1.6299 -1.5291 -1.4574 -1.4099 -1.3815
 -1.3655 -1.3558 -1.3494 -1.3460 -1.3445 -1.3460 -1.3517 -1.3628 -1.3795 -1.4008
 -2.9855 -2.8570 -2.7293 -2.6038 -2.4827 -2.3698 -2.2672 -2.1765 -2.1014 -2.0453
 -1.9995 -1.9474 -1.8855 -1.8205 -1.7586 -1.6270 -1.5282 -1.4577 -1.4114 -1.3846
 -1.3716 -1.3657 -1.3627 -1.3616 -1.3623 -1.3639 -1.3679 -1.3761 -1.3898 -1.4098
 -1.4354
 -2.9331 -2.8083 -2.6892 -2.5723 -2.4583 -2.3486 -2.2457 -2.1509 -2.0657 -1.9914
 -1.9300 -1.8821 -1.8401 -1.7951 -1.7454 -1.6224 -1.5255 -1.4560 -1.4101 -1.3843
 -1.3737 -1.3718 -1.3730 -1.3757 -1.3791 -1.3834 -1.3877 -1.3940 -1.4046 -1.4212
 -1.4450
 -2.8942 -2.7624 -2.6468 -2.5368 -2.4300 -2.3269 -2.2281 -2.1348 -2.0484 -1.9698
 -1.9000 -1.8404 -1.7909 -1.7489 -1.7099 -1.6105 -1.5196 -1.4512 -1.4056 -1.3801
 -1.3710 -1.3726 -1.3789 -1.3863 -1.3939 -1.4014 -1.4093 -1.4188 -1.4302 -1.4431
 -1.4574
 -2.8783 -2.7332 -2.6092 -2.5019 -2.4007 -2.3036 -2.2105 -2.1215 -2.0374 -1.9589
 -1.8872 -1.8233 -1.7676 -1.7197 -1.6780 -1.5897 -1.5102 -1.4451 -1.3995 -1.3734
 -1.3642 -1.3679 -1.3786 -1.3914 -1.4041 -1.4161 -1.4278 -1.4389 -1.4502 -1.4625
 -1.4771
 -2.8978 -2.7175 -2.5824 -2.4704 -2.3707 -2.2777 -2.1893 -2.1051 -2.0251 -1.9493
 -1.8784 -1.8135 -1.7555 -1.7045 -1.6597 -1.5690 -1.4963 -1.4359 -1.3918 -1.3649
 -1.3548 -1.3588 -1.3722 -1.3898 -1.4081 -1.4256 -1.4422 -1.4575 -1.4720 -1.4862
 -1.5010
 -2.9610 -2.7372 -2.5756 -2.4503 -2.3447 -2.2516 -2.1663 -2.0855 -2.0094 -1.9372
 -1.8689 -1.8053 -1.7468 -1.6945 -1.6480 -1.5540 -1.4822 -1.4251 -1.3826
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  w   
 -3.7700 -3.5851 -3.3398 -3.1101 -2.8943 -2.7080 -2.5677 -2.4528 -2.3484 -2.2466
 -2.1512 -2.0610 -1.9760 -1.8966 -1.8225 -1.6617 -1.5355 -1.4411 -1.3741
 -3.4740 -3.4578 -3.3053 -3.0877 -2.8791 -2.6869 -2.5341 -2.4125 -2.3063 -2.2065
 -2.1133 -2.0255 -1.9431 -1.8662 -1.7948 -1.6427 -1.5259 -1.4399 -1.3797 -1.3391
 -3.2834 -3.1705 -3.1527 -3.0584 -2.8723 -2.6866 -2.5201 -2.3876 -2.2782 -2.1795
 -2.0886 -2.0033 -1.9232 -1.8487 -1.7796 -1.6331 -1.5221 -1.4414 -1.3853 -1.3479
 -1.3233
 -3.2121 -3.0444 -2.9189 -2.8646 -2.8229 -2.6847 -2.5226 -2.3773 -2.2602 -2.1606
 -2.0714 -1.9883 -1.9106 -1.8382 -1.7711 -1.6289 -1.5216 -1.4442 -1.3910 -1.3562
 -1.3339 -1.3190
 -3.1637 -2.9947 -2.8393 -2.7109 -2.6222 -2.5779 -2.5071 -2.3797 -2.2530 -2.1476
 -2.0583 -1.9771 -1.9014 -1.8309 -1.7657 -1.6270 -1.5224 -1.4473 -1.3961 -1.3633
 -1.3434 -1.3307 -1.3225 -1.3177
 -3.1218 -2.9601 -2.8054 -2.6621 -2.5374 -2.4353 -2.3626 -2.3135 -2.2420 -2.1414
 -2.0480 -1.9675 -1.8935 -1.8248 -1.7612 -1.6257 -1.5232 -1.4496 -1.4000 -1.3689
 -1.3513 -1.3413 -1.3354 -1.3324 -1.3323 -1.3354 -1.3421 -1.3534 -1.3701 -1.3923
 -3.0833 -2.9289 -2.7804 -2.6392 -2.5081 -2.3906 -2.2883 -2.2032 -2.1397 -2.0899
 -2.0289 -1.9568 -1.8854 -1.8185 -1.7565 -1.6239 -1.5232 -1.4507 -1.4019 -1.3721
 -1.3566 -1.3498 -1.3470 -1.3466 -1.3480 -1.3516 -1.3575 -1.3667 -1.3804 -1.4009
 -1.4269
 -3.0516 -2.8986 -2.7563 -2.6207 -2.4925 -2.3733 -2.2645 -2.1673 -2.0825 -2.0114
 -1.9558 -1.9096 -1.8613 -1.8068 -1.7497 -1.6209 -1.5217 -1.4499 -1.4016 -1.3724
 -1.3584 -1.3547 -1.3560 -1.3591 -1.3634 -1.3688 -1.3745 -1.3824 -1.3942 -1.4118
 -1.4360
 -3.0344 -2.8717 -2.7304 -2.5999 -2.4766 -2.3608 -2.2526 -2.1529 -2.0627 -1.9822
 -1.9123 -1.8539 -1.8069 -1.7657 -1.7241 -1.6139 -1.5175 -1.4464 -1.3982 -1.3693
 -1.3564 -1.3553 -1.3607 -1.3685 -1.3768 -1.3854 -1.3946 -1.4044 -1.4156 -1.4301
 -1.4480
 -3.0403 -2.8599 -2.7111 -2.5808 -2.4612 -2.3493 -2.2447 -2.1468 -2.0561 -1.9730
 -1.8983 -1.8324 -1.7760 -1.7286 -1.6878 -1.5970 -1.5113 -1.4418 -1.3934 -1.3639
 -1.3509 -1.3512 -1.3601 -1.3727 -1.3860 -1.3990 -1.4118 -1.4243 -1.4370 -1.4507
 -1.4667
 -3.0806 -2.8679 -2.7039 -2.5666 -2.4459 -2.3365 -2.2349 -2.1401 -2.0517 -1.9692
 -1.8933 -1.8246 -1.7637 -1.7110 -1.6654 -1.5743 -1.4988 -1.4346 -1.3868 -1.3567
 -1.3429 -1.3432 -1.3542 -1.3710 -1.3894 -1.4076 -1.4252 -1.4417 -1.4575 -1.4732
 -1.4890
 -3.1696 -2.9071 -2.7163 -2.5642 -2.4359 -2.3242 -2.2238 -2.1313 -2.0455 -1.9653
 -1.8905 -1.8215 -1.7588 -1.7030 -1.6542 -1.5573 -1.4842 -1.4244 -1.3786
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  w   
 -3.7912 -3.5407 -3.2870 -3.0623 -2.8605 -2.6781 -2.5367 -2.4200 -2.3185 -2.2201
 -2.1278 -2.0406 -1.9586 -1.8818 -1.8102 -1.6532 -1.5285 -1.4337 -1.3649
 -3.5946 -3.4999 -3.2802 -3.0497 -2.8444 -2.6590 -2.5084 -2.3874 -2.2820 -2.1851
 -2.0946 -2.0095 -1.9296 -1.8548 -1.7852 -1.6354 -1.5188 -1.4319 -1.3705 -1.3287
 -3.3245 -3.2828 -3.2348 -3.0506 -2.8442 -2.6582 -2.4967 -2.3667 -2.2582 -2.1615
 -2.0729 -1.9900 -1.9122 -1.8395 -1.7718 -1.6266 -1.5150 -1.4330 -1.3755 -1.3366
 -1.3114
 -3.2419 -3.0779 -2.9989 -2.9772 -2.8463 -2.6665 -2.5004 -2.3583 -2.2431 -2.1453
 -2.0579 -1.9769 -1.9011 -1.8303 -1.7643 -1.6229 -1.5144 -1.4355 -1.3806 -1.3440
 -1.3207 -1.3059
 -3.2078 -3.0220 -2.8657 -2.7598 -2.7162 -2.6523 -2.5103 -2.3636 -2.2375 -2.1346
 -2.0466 -1.9670 -1.8930 -1.8240 -1.7597 -1.6214 -1.5153 -1.4384 -1.3854 -1.3505
 -1.3291 -1.3161 -1.3082 -1.3041
 -3.1855 -2.9999 -2.8302 -2.6831 -2.5673 -2.4889 -2.4410 -2.3618 -2.2432 -2.1309
 -2.0382 -1.9588 -1.8862 -1.8187 -1.7559 -1.6207 -1.5165 -1.4408 -1.3891 -1.3556
 -1.3359 -1.3252 -1.3194 -1.3169 -1.3171 -1.3208 -1.3289 -1.3422 -1.3605 -1.3824
 -3.1694 -2.9866 -2.8170 -2.6622 -2.5257 -2.4103 -2.3169 -2.2480 -2.1950 -2.1247
 -2.0340 -1.9518 -1.8798 -1.8135 -1.7521 -1.6196 -1.5170 -1.4423 -1.3912 -1.3588
 -1.3405 -1.3322 -1.3293 -1.3293 -1.3315 -1.3361 -1.3430 -1.3534 -1.3690 -1.3903
 -1.4160
 -3.1615 -2.9768 -2.8097 -2.6554 -2.5149 -2.3890 -2.2791 -2.1843 -2.1052 -2.0431
 -1.9915 -1.9340 -1.8708 -1.8074 -1.7475 -1.6176 -1.5164 -1.4423 -1.3915 -1.3595
 -1.3424 -1.3363 -1.3368 -1.3402 -1.3452 -1.3516 -1.3598 -1.3698 -1.3828 -1.4004
 -1.4251
 -3.1695 -2.9746 -2.8026 -2.6500 -2.5103 -2.3830 -2.2679 -2.1652 -2.0745 -1.9955
 -1.9287 -1.8741 -1.8279 -1.7827 -1.7345 -1.6129 -1.5134 -1.4398 -1.3891 -1.3573
 -1.3410 -1.3368 -1.3406 -1.3481 -1.3571 -1.3666 -1.3770 -1.3884 -1.4012 -1.4165
 -1.4365
 -3.2010 -2.9837 -2.8039 -2.6486 -2.5096 -2.3830 -2.2676 -2.1626 -2.0678 -1.9829
 -1.9075 -1.8420 -1.7864 -1.7405 -1.7002 -1.6027 -1.5097 -1.4366 -1.3855 -1.3532
 -1.3368 -1.3335 -1.3399 -1.3516 -1.3651 -1.3788 -1.3927 -1.4066 -1.4209 -1.4363
 -1.4539
 -3.2644 -3.0153 -2.8184 -2.6530 -2.5106 -2.3841 -2.2692 -2.1645 -2.0689 -1.9817
 -1.9029 -1.8325 -1.7705 -1.7172 -1.6719 -1.5806 -1.5005 -1.4315 -1.3803 -1.3473
 -1.3302 -1.3270 -1.3347 -1.3497 -1.3678 -1.3864 -1.4048 -1.4225 -1.4398 -1.4572
 -1.4743
 -3.3752 -3.0763 -2.8523 -2.6707 -2.5178 -2.3867 -2.2711 -2.1667 -2.0715 -1.9843
 -1.9044 -1.8318 -1.7666 -1.7090 -1.6589 -1.5610 -1.4863 -1.4230 -1.3737
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  w   
 -3.7714 -3.4926 -3.2386 -3.0220 -2.8288 -2.6538 -2.5144 -2.3936 -2.2913 -2.1972
 -2.1072 -2.0223 -1.9427 -1.8682 -1.7986 -1.6453 -1.5219 -1.4266 -1.3566
 -3.5843 -3.4963 -3.2463 -3.0142 -2.8118 -2.6333 -2.4872 -2.3653 -2.2607 -2.1661
 -2.0776 -1.9947 -1.9169 -1.8440 -1.7760 -1.6284 -1.5119 -1.4238 -1.3607 -1.3175
 -3.4072 -3.4008 -3.2485 -3.0264 -2.8162 -2.6299 -2.4752 -2.3470 -2.2400 -2.1451
 -2.0583 -1.9773 -1.9014 -1.8303 -1.7640 -1.6202 -1.5078 -1.4242 -1.3650 -1.3246
 -1.2982
 -3.2662 -3.1349 -3.1209 -3.0230 -2.8317 -2.6434 -2.4780 -2.3402 -2.2271 -2.1305
 -2.0447 -1.9655 -1.8914 -1.8221 -1.7573 -1.6168 -1.5071 -1.4261 -1.3695 -1.3311
 -1.3064 -1.2912
 -3.2370 -3.0418 -2.9030 -2.8511 -2.8070 -2.6586 -2.4930 -2.3453 -2.2227 -2.1214
 -2.0345 -1.9565 -1.8840 -1.8163 -1.7531 -1.6156 -1.5080 -1.4288 -1.3737 -1.3369
 -1.3136 -1.3000 -1.2922 -1.2885
 -3.2327 -3.0247 -2.8464 -2.7073 -2.6195 -2.5769 -2.4960 -2.3601 -2.2292 -2.1187
 -2.0273 -1.9490 -1.8777 -1.8115 -1.7497 -1.6152 -1.5093 -1.4313 -1.3773 -1.3416
 -1.3196 -1.3076 -1.3017 -1.2996 -1.3006 -1.3054 -1.3147 -1.3290 -1.3483 -1.3708
 -3.2395 -3.0273 -2.8391 -2.6763 -2.5418 -2.4388 -2.3675 -2.3143 -2.2333 -2.1251
 -2.0255 -1.9432 -1.8719 -1.8067 -1.7462 -1.6144 -1.5103 -1.4330 -1.3795 -1.3447
 -1.3239 -1.3134 -1.3099 -1.3100 -1.3128 -1.3183 -1.3267 -1.3388 -1.3556 -1.3778
 -1.4039
 -3.2601 -3.0391 -2.8466 -2.6765 -2.5277 -2.4008 -2.2956 -2.2100 -2.1438 -2.0878
 -2.0205 -1.9400 -1.8669 -1.8021 -1.7424 -1.6129 -1.5102 -1.4337 -1.3803 -1.3459
 -1.3259 -1.3171 -1.3160 -1.3192 -1.3247 -1.3319 -1.3413 -1.3526 -1.3673 -1.3868
 -1.4122
 -3.2959 -3.0589 -2.8594 -2.6852 -2.5309 -2.3954 -2.2775 -2.1760 -2.0888 -2.0151
 -1.9545 -1.9020 -1.8479 -1.7920 -1.7359 -1.6093 -1.5080 -1.4319 -1.3787 -1.3444
 -1.3251 -1.3177 -1.3192 -1.3258 -1.3348 -1.3450 -1.3566 -1.3691 -1.3835 -1.4011
 -1.4228
 -3.3565 -3.0967 -2.8832 -2.7023 -2.5441 -2.4042 -2.2807 -2.1717 -2.0760 -1.9919
 -1.9184 -1.8554 -1.8020 -1.7563 -1.7134 -1.6044 -1.5058 -1.4300 -1.3763 -1.3414
 -1.3221 -1.3155 -1.3188 -1.3286 -1.3416 -1.3557 -1.3705 -1.3857 -1.4017 -1.4184
 -1.4385
 -3.4478 -3.1554 -2.9217 -2.7273 -2.5622 -2.4187 -2.2916 -2.1788 -2.0784 -1.9891
 -1.9097 -1.8396 -1.7781 -1.7253 -1.6807 -1.5872 -1.5005 -1.4265 -1.3724 -1.3367
 -1.3168 -1.3102 -1.3146 -1.3269 -1.3437 -1.3622 -1.3811 -1.4000 -1.4188 -1.4379
 -1.4568
 -3.5813 -3.2411 -2.9797 -2.7664 -2.5882 -2.4373 -2.3065 -2.1908 -2.0877 -1.9954
 -1.9124 -1.8383 -1.7723 -1.7141 -1.6637 -1.5656 -1.4880 -1.4205 -1.3673
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  w   
 -3.7082 -3.4297 -3.1878 -2.9834 -2.7930 -2.6236 -2.4908 -2.3747 -2.2701 -2.1773
 -2.0895 -2.0064 -1.9287 -1.8559 -1.7880 -1.6379 -1.5167 -1.4212 -1.3480
 -3.6488 -3.4583 -3.2031 -2.9780 -2.7829 -2.6074 -2.4680 -2.3477 -2.2424 -2.1494
 -2.0627 -1.9814 -1.9053 -1.8341 -1.7675 -1.6219 -1.5053 -1.4158 -1.3508 -1.3056
 -3.5270 -3.4462 -3.2278 -2.9954 -2.7889 -2.6071 -2.4552 -2.3306 -2.2243 -2.1303
 -2.0451 -1.9656 -1.8912 -1.8216 -1.7564 -1.6141 -1.5010 -1.4154 -1.3541 -1.3119
 -1.2842
 -3.3621 -3.2413 -3.2012 -3.0168 -2.8087 -2.6214 -2.4585 -2.3238 -2.2127 -2.1170
 -2.0325 -1.9546 -1.8820 -1.8140 -1.7503 -1.6109 -1.5000 -1.4167 -1.3577 -1.3175
 -1.2912 -1.2752
 -3.2500 -3.0629 -2.9771 -2.9602 -2.8243 -2.6422 -2.4743 -2.3289 -2.2086 -2.1088
 -2.0230 -1.9461 -1.8749 -1.8085 -1.7463 -1.6099 -1.5008 -1.4190 -1.3614 -1.3226
 -1.2975 -1.2826 -1.2748 -1.2713
 -3.2576 -3.0368 -2.8620 -2.7510 -2.7124 -2.6425 -2.4939 -2.3448 -2.2145 -2.1065
 -2.0164 -1.9391 -1.8689 -1.8038 -1.7430 -1.6095 -1.5023 -1.4214 -1.3647 -1.3268
 -1.3028 -1.2891 -1.2826 -1.2808 -1.2825 -1.2878 -1.2980 -1.3138 -1.3340 -1.3574
 -3.2871 -3.0501 -2.8500 -2.6871 -2.5664 -2.4920 -2.4443 -2.3551 -2.2300 -2.1131
 -2.0152 -1.9338 -1.8635 -1.7992 -1.7396 -1.6089 -1.5035 -1.4235 -1.3671 -1.3298
 -1.3067 -1.2942 -1.2894 -1.2894 -1.2926 -1.2986 -1.3080 -1.3215 -1.3399 -1.3632
 -1.3899
 -3.3358 -3.0820 -2.8678 -2.6863 -2.5354 -2.4148 -2.3227 -2.2556 -2.1980 -2.1191
 -2.0216 -1.9329 -1.8592 -1.7949 -1.7359 -1.6075 -1.5039 -1.4246 -1.3684 -1.3313
 -1.3088 -1.2975 -1.2945 -1.2969 -1.3024 -1.3102 -1.3205 -1.3333 -1.3497 -1.3707
 -1.3972
 -3.3945 -3.1274 -2.8990 -2.7056 -2.5407 -2.4017 -2.2860 -2.1904 -2.1117 -2.0474
 -1.9898 -1.9259 -1.8547 -1.7896 -1.7309 -1.6043 -1.5021 -1.4236 -1.3676 -1.3305
 -1.3087 -1.2985 -1.2973 -1.3023 -1.3108 -1.3213 -1.3336 -1.3477 -1.3637 -1.3830
 -1.4066
 -3.4874 -3.1939 -2.9462 -2.7399 -2.5646 -2.4146 -2.2866 -2.1775 -2.0843 -2.0039
 -1.9349 -1.8760 -1.8235 -1.7723 -1.7219 -1.6015 -1.5006 -1.4225 -1.3661 -1.3286
 -1.3066 -1.2971 -1.2973 -1.3046 -1.3163 -1.3302 -1.3455 -1.3618 -1.3794 -1.3986
 -1.4202
 -3.6038 -3.2811 -3.0103 -2.7864 -2.5991 -2.4401 -2.3033 -2.1853 -2.0834 -1.9946
 -1.9168 -1.8485 -1.7890 -1.7373 -1.6923 -1.5918 -1.4977 -1.4203 -1.3635 -1.3251
 -1.3025 -1.2930 -1.2941 -1.3033 -1.3179 -1.3355 -1.3545 -1.3742 -1.3943 -1.4153
 -1.4364
 -3.7437 -3.3890 -3.0913 -2.8480 -2.6445 -2.4744 -2.3294 -2.2043 -2.0957 -2.0006
 -1.9170 -1.8432 -1.7778 -1.7202 -1.6421 -1.5752 -1.4934 -1.4170 -1.3598
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  w   
 -3.6575 -3.3794 -3.1465 -2.9544 -2.7652 -2.6019 -2.4681 -2.3550 -2.2516 -2.1607
 -2.0741 -1.9924 -1.9160 -1.8447 -1.7782 -1.6308 -1.5106 -1.4147 -1.3397
 -3.6918 -3.4171 -3.1641 -2.9461 -2.7585 -2.5878 -2.4473 -2.3311 -2.2262 -2.1351
 -2.0496 -1.9696 -1.8947 -1.8248 -1.7593 -1.6155 -1.4990 -1.4082 -1.3409 -1.2934
 -3.5082 -3.4468 -3.1920 -2.9661 -2.7658 -2.5882 -2.4380 -2.3158 -2.2101 -2.1174
 -2.0333 -1.9549 -1.8817 -1.8133 -1.7492 -1.6082 -1.4945 -1.4069 -1.3432 -1.2988
 -1.2695
