 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F322W2
  1.4712  1.6413  1.5298  0.8797 -0.1651 -0.7870 -1.0736 -1.1717 -1.0317 -0.6840
 -1.0562 -1.5577 -1.2269 -0.4355  0.1134 -0.0556
  0.9054  1.0283  1.0513  0.8325  0.4113  0.1455 -0.0198 -0.1371 -0.1880 -0.1763
 -0.4005 -0.6228 -0.4805 -0.1237  0.1160 -0.0703 -0.2538 -0.4183 -0.5894
  0.6077  0.6572  0.7045  0.6860  0.5995  0.5266  0.4429  0.3449  0.2373  0.1253
  0.0179 -0.0454 -0.0190  0.0613  0.1007 -0.0831 -0.2696 -0.4371 -0.6025 -0.7589
 -0.9090
  0.5781  0.5280  0.4894  0.4402  0.3995  0.3562  0.3145  0.2743  0.2443  0.2207
  0.1988  0.1745  0.1577  0.1195  0.0675 -0.0940 -0.2810 -0.4519 -0.6148 -0.7713
 -0.9219 -1.0661 -1.2056
  0.4665  0.4431  0.4219  0.3923  0.3601  0.3228  0.2830  0.2432  0.2056  0.1729
  0.1459  0.1196  0.0951  0.0631  0.0189 -0.1209 -0.2892 -0.4603 -0.6250 -0.7816
 -0.9311 -1.0744 -1.2123 -1.3455 -1.4747
  0.3466  0.3420  0.3347  0.3216  0.3009  0.2730  0.2394  0.2033  0.1665  0.1307
  0.0980  0.0687  0.0403  0.0134 -0.0263 -0.1501 -0.3019 -0.4681 -0.6325 -0.7894
 -0.9386 -1.0813 -1.2181 -1.3499 -1.4774 -1.6013
  0.2185  0.2247  0.2278  0.2281  0.2218  0.2068  0.1837  0.1546  0.1224  0.0887
  0.0549  0.0228 -0.0073 -0.0342 -0.0681 -0.1816 -0.3191 -0.4753 -0.6373 -0.7947
 -0.9444 -1.0868 -1.2231 -1.3540 -1.4802 -1.6024 -1.7212 -1.8370 -1.9498 -2.0595
  0.0821  0.0912  0.1012  0.1120  0.1197  0.1202  0.1118  0.0943  0.0702  0.0421
  0.0117 -0.0198 -0.0508 -0.0796 -0.1097 -0.2101 -0.3394 -0.4846 -0.6405 -0.7971
 -0.9478 -1.0909 -1.2272 -1.3577 -1.4831 -1.6042 -1.7215 -1.8355 -1.9466 -2.0552
 -2.1611
 -0.0554 -0.0487 -0.0370 -0.0208 -0.0034  0.0112  0.0191  0.0175  0.0062 -0.0126
 -0.0361 -0.0630 -0.0922 -0.1219 -0.1506 -0.2389 -0.3586 -0.4967 -0.6445 -0.7974
 -0.9484 -1.0928 -1.2299 -1.3606 -1.4857 -1.6062 -1.7226 -1.8353 -1.9448 -2.0516
 -2.1562
 -0.1820 -0.1854 -0.1790 -0.1638 -0.1422 -0.1180 -0.0964 -0.0814 -0.0760 -0.0807
 -0.0936 -0.1124 -0.1359 -0.1626 -0.1902 -0.2703 -0.3786 -0.5102 -0.6526 -0.8000
 -0.9491 -1.0945 -1.2333 -1.3651 -1.4907 -1.6111 -1.7271 -1.8392 -1.9477 -2.0532
 -2.1561
 -0.3012 -0.3112 -0.3109 -0.3014 -0.2810 -0.2549 -0.2258 -0.1983 -0.1768 -0.1650
 -0.1640 -0.1720 -0.1866 -0.2060 -0.2288 -0.3014 -0.3993 -0.5221 -0.6590 -0.8014
 -0.9462 -1.0905 -1.2304 -1.3639 -1.4907 -1.6118 -1.7279 -1.8396 -1.9475 -2.0520
 -2.1556
 -0.4066 -0.4261 -0.4332 -0.4291 -0.4145 -0.3916 -0.3613 -0.3284 -0.2963 -0.2719
 -0.2565 -0.2493 -0.2499 -0.2577 -0.2723 -0.3339 -0.4239 -0.5359 -0.6661 -0.8041
 -0.9448 -1.0859 -1.2251 -1.3599 -1.4885 -1.6109 -1.7278 -1.8400 -1.9479 -2.0521
 -2.1531
 -0.4981 -0.5302 -0.5459 -0.5469 -0.5427 -0.5281 -0.4941 -0.4615 -0.4264 -0.3947
 -0.3674 -0.3442 -0.3249 -0.3177 -0.3207 -0.3678 -0.4524 -0.5516 -0.6739
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F322W2
  0.4304  0.3646  0.2965  0.2226  0.1538  0.1741  0.2391  0.3064  0.3499  0.3361
  0.1955  0.0187 -0.0121  0.0818  0.1295 -0.0475
  0.4864  0.4242  0.3602  0.2928  0.2288  0.2121  0.2239  0.2465  0.2657  0.2641
  0.2118  0.1392  0.1125  0.1258  0.1129 -0.0667 -0.2453 -0.4173 -0.5831
  0.5181  0.4612  0.4027  0.3423  0.2837  0.2436  0.2197  0.2101  0.2086  0.2093
  0.2071  0.1977  0.1776  0.1437  0.0937 -0.0848 -0.2625 -0.4347 -0.5996 -0.7571
 -0.9085
  0.5255  0.4756  0.4240  0.3711  0.3184  0.2686  0.2265  0.1970  0.1787  0.1717
  0.1813  0.1940  0.1832  0.1357  0.0719 -0.1018 -0.2770 -0.4486 -0.6130 -0.7698
 -0.9200 -1.0645 -1.2041
  0.5086  0.4674  0.4241  0.3792  0.3330  0.2871  0.2443  0.2073  0.1760  0.1513
  0.1345  0.1282  0.1294  0.1017  0.0475 -0.1177 -0.2888 -0.4590 -0.6233 -0.7798
 -0.9293 -1.0726 -1.2105 -1.3438 -1.4733
  0.4674  0.4366  0.4030  0.3666  0.3275  0.2866  0.2456  0.2073  0.1734  0.1450
  0.1173  0.0904  0.0770  0.0582  0.0152 -0.1347 -0.2997 -0.4667 -0.6307 -0.7874
 -0.9366 -1.0792 -1.2161 -1.3480 -1.4757 -1.5999
  0.4014  0.3815  0.3596  0.3338  0.3038  0.2697  0.2330  0.1956  0.1597  0.1268
  0.0962  0.0659  0.0357  0.0177 -0.0212 -0.1560 -0.3116 -0.4731 -0.6354 -0.7925
 -0.9421 -1.0846 -1.2209 -1.3519 -1.4783 -1.6008 -1.7198 -1.8357 -1.9487 -2.0584
  0.3146  0.3032  0.2918  0.2783  0.2598  0.2352  0.2057  0.1726  0.1379  0.1035
  0.0705  0.0380  0.0048 -0.0213 -0.0559 -0.1803 -0.3264 -0.4802 -0.6382 -0.7949
 -0.9454 -1.0885 -1.2248 -1.3554 -1.4810 -1.6023 -1.7199 -1.8341 -1.9454 -2.0540
 -2.1600
  0.2590  0.2222  0.2029  0.1993  0.1928  0.1803  0.1610  0.1356  0.1057  0.0734
  0.0404  0.0071 -0.0268 -0.0595 -0.0905 -0.2047 -0.3425 -0.4895 -0.6403 -0.7951
 -0.9452 -1.0904 -1.2274 -1.3582 -1.4835 -1.6041 -1.7207 -1.8339 -1.9439 -2.0509
 -2.1551
  0.1052  0.1119  0.1097  0.0997  0.1021  0.1016  0.0943  0.0798  0.0585  0.0320
  0.0024 -0.0293 -0.0622 -0.0957 -0.1269 -0.2315 -0.3600 -0.5015 -0.6479 -0.7972
 -0.9467 -1.0921 -1.2308 -1.3627 -1.4884 -1.6090 -1.7252 -1.8374 -1.9461 -2.0518
 -2.1549
  0.0063  0.0022 -0.0038 -0.0115 -0.0042  0.0019  0.0059  0.0035 -0.0064 -0.0233
 -0.0459 -0.0727 -0.1022 -0.1336 -0.1651 -0.2597 -0.3776 -0.5116 -0.6533 -0.7979
 -0.9437 -1.0882 -1.2281 -1.3616 -1.4885 -1.6096 -1.7259 -1.8378 -1.9459 -2.0506
 -2.1543
 -0.0928 -0.1067 -0.1143 -0.1161 -0.1091 -0.0965 -0.0849 -0.0948 -0.0925 -0.0976
 -0.1098 -0.1282 -0.1513 -0.1779 -0.2068 -0.2915 -0.3986 -0.5235 -0.6595 -0.8000
 -0.9419 -1.0835 -1.2229 -1.3577 -1.4863 -1.6088 -1.7259 -1.8381 -1.9462 -2.0506
 -2.1517
 -0.1920 -0.2150 -0.2218 -0.2140 -0.2126 -0.1937 -0.2058 -0.1915 -0.1813 -0.1924
 -0.1926 -0.1996 -0.2132 -0.2321 -0.2520 -0.3269 -0.4230 -0.5372 -0.6665
 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =F322W2
