 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value = F098M
 -0.1950  0.4041  1.3329  1.7344  1.1844 -0.0135  0.6252  1.6187  2.1996  2.2081
  2.2212  2.1453  1.7440  1.2851  0.9672  0.9243
  0.3894  0.6239  1.0374  1.2226  1.0272  0.4806  0.7337  1.1511  1.4411  1.5207
  1.5667  1.5377  1.3562  1.1392  0.9864  0.9432  0.9104  0.8751  0.7775
  0.7948  0.8271  0.9281  0.9844  0.9707  0.8216  0.8592  0.9419  1.0304  1.1032
  1.1423  1.1372  1.0876  1.0230  0.9754  0.9364  0.8826  0.8428  0.7803  0.7204
  0.6877
  1.0212  1.0137  1.0050  1.0198  1.0149  1.0095  1.0017  0.9910  0.9674  0.9557
  0.9481  0.9438  0.9383  0.9365  0.9342  0.9039  0.8691  0.8229  0.7711  0.7159
  0.6611  0.6071  0.5555
  1.1309  1.1059  1.0825  1.0703  1.0546  1.0410  1.0281  1.0150  1.0005  0.9849
  0.9705  0.9583  0.9470  0.9376  0.9297  0.8967  0.8514  0.8012  0.7486  0.6946
  0.6404  0.5868  0.5349  0.4839  0.4330
  1.2219  1.1859  1.1526  1.1233  1.0981  1.0763  1.0573  1.0400  1.0235  1.0072
  0.9906  0.9740  0.9587  0.9434  0.9303  0.8935  0.8424  0.7878  0.7326  0.6777
  0.6230  0.5690  0.5163  0.4650  0.4152  0.3656
  1.2942  1.2537  1.2153  1.1788  1.1453  1.1154  1.0893  1.0660  1.0449  1.0253
  1.0068  0.9887  0.9707  0.9525  0.9360  0.8943  0.8421  0.7827  0.7231  0.6652
  0.6089  0.5537  0.4998  0.4476  0.3970  0.3477  0.2989  0.2474  0.1912  0.1328
  1.3477  1.3093  1.2706  1.2317  1.1937  1.1579  1.1252  1.0956  1.0690  1.0448
  1.0226  1.0020  0.9824  0.9633  0.9444  0.8989  0.8472  0.7859  0.7218  0.6593
  0.5994  0.5417  0.4859  0.4318  0.3798  0.3295  0.2811  0.2320  0.1794  0.1219
  0.0617
  1.3769  1.3462  1.3126  1.2764  1.2387  1.2006  1.1636  1.1288  1.0969  1.0677
  1.0413  1.0171  0.9946  0.9736  0.9538  0.9055  0.8542  0.7945  0.7282  0.6612
  0.5964  0.5346  0.4756  0.4188  0.3644  0.3122  0.2616  0.2128  0.1632  0.1099
  0.0511
  1.3847  1.3630  1.3368  1.3066  1.2734  1.2375  1.2001  1.1628  1.1268  1.0934
  1.0627  1.0346  1.0088  0.9851  0.9634  0.9131  0.8615  0.8040  0.7386  0.6692
  0.5999  0.5330  0.4694  0.4089  0.3512  0.2961  0.2431  0.1918  0.1416  0.0902
  0.0373
  1.3730  1.3598  1.3427  1.3221  1.2965  1.2667  1.2330  1.1966  1.1591  1.1226
  1.0881  1.0560  1.0264  0.9995  0.9752  0.9213  0.8696  0.8133  0.7505  0.6821
  0.6109  0.5399  0.4713  0.4061  0.3441  0.2853  0.2290  0.1750  0.1227  0.0714
  0.0203
  1.3366  1.3366  1.3310  1.3203  1.3044  1.2832  1.2564  1.2247  1.1895  1.1529
  1.1163  1.0809  1.0474  1.0167  0.9892  0.9300  0.8767  0.8218  0.7611  0.6947
