 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =  R   
 -1.0055  0.8552  2.3190  1.8942 -0.4475 -4.0359 -3.2341 -1.6908 -0.7327 -0.5874
 -0.4315 -0.3672 -0.7334 -1.2028 -1.3854 -1.0746
 -1.9955 -1.2480 -0.5528 -0.6336 -1.4966 -3.0876 -2.7418 -2.0352 -1.4825 -1.2371
 -1.0415 -0.9476 -1.0633 -1.2390 -1.2931 -1.0358 -0.8689 -0.7806 -0.7997
 -2.4101 -2.2400 -1.9937 -1.8877 -1.9377 -2.3042 -2.2019 -1.9905 -1.7489 -1.5339
 -1.3695 -1.2740 -1.2455 -1.2400 -1.2077 -1.0032 -0.8710 -0.7894 -0.7641 -0.7474
 -0.6946
 -2.2493 -2.1208 -2.0037 -1.8681 -1.7708 -1.6857 -1.6144 -1.5565 -1.5319 -1.4778
 -1.4154 -1.3463 -1.2802 -1.2058 -1.1292 -0.9768 -0.8666 -0.7970 -0.7551 -0.7316
 -0.7182 -0.7120 -0.7099
 -1.9825 -1.8969 -1.8140 -1.7215 -1.6402 -1.5641 -1.4956 -1.4356 -1.3834 -1.3361
 -1.2882 -1.2363 -1.1836 -1.1291 -1.0726 -0.9497 -0.8644 -0.8091 -0.7738 -0.7517
 -0.7386 -0.7317 -0.7291 -0.7311 -0.7382
 -1.7313 -1.6801 -1.6265 -1.5683 -1.5070 -1.4456 -1.3866 -1.3317 -1.2817 -1.2362
 -1.1943 -1.1535 -1.1113 -1.0703 -1.0265 -0.9271 -0.8586 -0.8149 -0.7868 -0.7682
 -0.7568 -0.7505 -0.7482 -0.7492 -0.7534 -0.7617
 -1.4957 -1.4704 -1.4412 -1.4085 -1.3712 -1.3302 -1.2874 -1.2448 -1.2037 -1.1644
 -1.1273 -1.0922 -1.0582 -1.0255 -0.9909 -0.9090 -0.8492 -0.8144 -0.7941 -0.7811
 -0.7728 -0.7684 -0.7671 -0.7683 -0.7717 -0.7778 -0.7872 -0.8038 -0.8297 -0.8600
 -1.2756 -1.2678 -1.2581 -1.2467 -1.2318 -1.2123 -1.1885 -1.1621 -1.1339 -1.1047
 -1.0752 -1.0460 -1.0174 -0.9895 -0.9620 -0.8935 -0.8396 -0.8078 -0.7933 -0.7870
 -0.7841 -0.7833 -0.7844 -0.7872 -0.7913 -0.7969 -0.8037 -0.8151 -0.8345 -0.8632
 -0.8971
 -1.0816 -1.0838 -1.0869 -1.0909 -1.0932 -1.0923 -1.0873 -1.0777 -1.0641 -1.0474
 -1.0277 -1.0062 -0.9836 -0.9606 -0.9371 -0.8793 -0.8300 -0.7987 -0.7856 -0.7843
 -0.7878 -0.7926 -0.7980 -0.8040 -0.8103 -0.8172 -0.8253 -0.8342 -0.8474 -0.8684
 -0.8997
 -0.9110 -0.9221 -0.9350 -0.9495 -0.9635 -0.9761 -0.9857 -0.9913 -0.9921 -0.9879
 -0.9792 -0.9666 -0.9511 -0.9335 -0.9144 -0.8645 -0.8198 -0.7887 -0.7747 -0.7747
 -0.7830 -0.7942 -0.8057 -0.8165 -0.8267 -0.8364 -0.8462 -0.8566 -0.8686 -0.8849
 -0.9058
 -0.7652 -0.7838 -0.8033 -0.8236 -0.8450 -0.8660 -0.8856 -0.9027 -0.9159 -0.9238
 -0.9262 -0.9235 -0.9166 -0.9059 -0.8921 -0.8505 -0.8097 -0.7793 -0.7638 -0.7622
 -0.7715 -0.7871 -0.8047 -0.8218 -0.8374 -0.8516 -0.8649 -0.8777 -0.8906 -0.9048
 -0.9202
 -0.6508 -0.6689 -0.6902 -0.7144 -0.7401 -0.7658 -0.7915 -0.8159 -0.8378 -0.8552
 -0.8676 -0.8749 -0.8772 -0.8746 -0.8673 -0.8361 -0.7998 -0.7703 -0.7536 -0.7503
 -0.7582 -0.7746 -0.7960 -0.8188 -0.8407 -0.8607 -0.8790 -0.8958 -0.9116 -0.9272
 -0.9438
 -0.5676 -0.5773 -0.5957 -0.6219 -0.6488 -0.6755 -0.7058 -0.7344 -0.7613 -0.7846
 -0.8042 -0.8204 -0.8333 -0.8396 -0.8399 -0.8212 -0.7901 -0.7617 -0.7441
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =  R   
 -2.4371 -2.2090 -2.0636 -2.0035 -2.0223 -2.3006 -2.1085 -1.9320 -1.7982 -1.6932
 -1.5479 -1.4026 -1.3460 -1.3378 -1.2948 -1.0482
 -2.3947 -2.1664 -2.0031 -1.9071 -1.8749 -1.9943 -1.8904 -1.7867 -1.6954 -1.6124
 -1.5126 -1.4115 -1.3420 -1.2906 -1.2256 -1.0151 -0.8672 -0.7753 -0.7204
 -2.3361 -2.1148 -1.9434 -1.8235 -1.7536 -1.7605 -1.7086 -1.6520 -1.5913 -1.5271
 -1.4598 -1.3899 -1.3178 -1.2438 -1.1682 -0.9881 -0.8633 -0.7844 -0.7366 -0.7091
 -0.6945
 -2.2613 -2.0542 -1.8845 -1.7527 -1.6585 -1.5992 -1.5631 -1.5279 -1.4859 -1.4371
 -1.3893 -1.3378 -1.2735 -1.1975 -1.1226 -0.9672 -0.8607 -0.7933 -0.7519 -0.7270
 -0.7130 -0.7065 -0.7050
 -2.1703 -1.9846 -1.8264 -1.6947 -1.5895 -1.5104 -1.4539 -1.4144 -1.3792 -1.3426
 -1.3012 -1.2552 -1.2091 -1.1517 -1.0888 -0.9524 -0.8594 -0.8020 -0.7664 -0.7442
 -0.7311 -0.7244 -0.7227 -0.7254 -0.7332
 -2.0631 -1.9060 -1.7691 -1.6495 -1.5466 -1.4616 -1.3948 -1.3434 -1.3024 -1.2670
 -1.2304 -1.1895 -1.1503 -1.1081 -1.0585 -0.9405 -0.8567 -0.8075 -0.7784 -0.7598
 -0.7484 -0.7424 -0.7406 -0.7423 -0.7473 -0.7561
 -1.9360 -1.8079 -1.6962 -1.5961 -1.5050 -1.4234 -1.3535 -1.2965 -1.2503 -1.2107
 -1.1738 -1.1368 -1.0989 -1.0657 -1.0262 -0.9278 -0.8516 -0.8076 -0.7850 -0.7718
 -0.7637 -0.7595 -0.7587 -0.7606 -0.7649 -0.7719 -0.7821 -0.7995 -0.8259 -0.8564
 -1.7964 -1.6930 -1.6047 -1.5259 -1.4520 -1.3815 -1.3156 -1.2576 -1.2089 -1.1679
 -1.1314 -1.0961 -1.0606 -1.0283 -0.9953 -0.9117 -0.8437 -0.8023 -0.7842 -0.7772
 -0.7744 -0.7739 -0.7756 -0.7791 -0.7840 -0.7906 -0.7995 -0.8113 -0.8305 -0.8596
 -0.8937
 -1.6136 -1.5582 -1.5000 -1.4395 -1.3830 -1.3276 -1.2720 -1.2184 -1.1703 -1.1290
 -1.0933 -1.0606 -1.0287 -0.9975 -0.9682 -0.8942 -0.8337 -0.7935 -0.7753 -0.7745
 -0.7745 -0.7831 -0.7889 -0.7956 -0.8027 -0.8104 -0.8193 -0.8323 -0.8498 -0.8712
 -0.8963
 -1.5042 -1.4340 -1.3807 -1.3426 -1.3001 -1.2589 -1.2164 -1.1725 -1.1291 -1.0893
 -1.0547 -1.0244 -0.9963 -0.9689 -0.9429 -0.8765 -0.8212 -0.7835 -0.7660 -0.7651
 -0.7734 -0.7848 -0.7966 -0.8080 -0.8190 -0.8294 -0.8400 -0.8512 -0.8639 -0.8799
 -0.9023
