 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = F390M
 -9.2550 -8.7076 -8.3141 -8.0396 -7.8362 -7.6657 -7.5558 -7.3861 -7.2016 -6.9791
 -6.7213 -6.2965 -6.0286 -5.7421 -5.4487 -4.5743 -3.5686 -2.9586 -2.3218
 -8.5467 -8.1130 -7.7804 -7.5389 -7.3651 -7.2083 -7.0431 -6.8627 -6.6669 -6.4482
 -6.1884 -5.8806 -5.5467 -5.2123 -4.8817 -4.0220 -3.2216 -2.5871 -2.1274 -1.7832
 -8.3203 -7.8482 -7.4357 -7.0859 -6.8028 -6.5898 -6.4352 -6.2934 -6.1281 -5.9234
 -5.6877 -5.4125 -5.0986 -4.7832 -4.4778 -3.7295 -3.0144 -2.4431 -2.0312 -1.7258
 -1.4869
 -8.2053 -7.7047 -7.2533 -6.8515 -6.5000 -6.1996 -5.9501 -5.7511 -5.5887 -5.4228
 -5.2236 -4.9919 -4.7206 -4.4295 -4.1483 -3.4858 -2.8615 -2.3449 -1.9696 -1.6940
 -1.4793 -1.3030
 -8.1573 -7.6420 -7.1687 -6.7380 -6.3497 -6.0032 -5.6978 -5.4323 -5.2042 -5.0091
 -4.8277 -4.6330 -4.4108 -4.1602 -3.9041 -3.3083 -2.7585 -2.2869 -1.9368 -1.6818
 -1.4854 -1.3247 -1.1879 -1.0694
 -8.1604 -7.6425 -7.1592 -6.7112 -6.3001 -5.9265 -5.5882 -5.2844 -5.0141 -4.7747
 -4.5619 -4.3669 -4.1724 -3.9600 -3.7355 -3.1916 -2.6989 -2.2630 -1.9277 -1.6843
 -1.5006 -1.3523 -1.2265 -1.1171 -1.0180 -0.9280 -0.8473 -0.7760 -0.7140 -0.6611
 -8.2102 -7.6947 -7.2098 -6.7543 -6.3294 -5.9372 -5.5772 -5.2480 -4.9489 -4.6794
 -4.4374 -4.2195 -4.0185 -3.8210 -3.6211 -3.1219 -2.6705 -2.2655 -1.9377 -1.6977
 -1.5208 -1.3817 -1.2658 -1.1655 -1.0768 -0.9965 -0.9242 -0.8598 -0.8033 -0.7552
 -0.7171
 -8.3065 -7.7957 -7.3115 -6.8535 -6.4226 -6.0187 -5.6418 -5.2937 -4.9735 -4.6793
 -4.4126 -4.1718 -3.9530 -3.7481 -3.5527 -3.0875 -2.6589 -2.2824 -1.9622 -1.7197
 -1.5432 -1.4097 -1.3020 -1.2105 -1.1304 -1.0589 -0.9931 -0.9339 -0.8831 -0.8418
 -0.8108
 -8.4387 -7.9321 -7.4513 -6.9942 -6.5609 -6.1503 -5.7623 -5.3991 -5.0607 -4.7471
 -4.4580 -4.1940 -3.9540 -3.7332 -3.5279 -3.0709 -2.6590 -2.2985 -1.9904 -1.7456
 -1.5651 -1.4328 -1.3311 -1.2480 -1.1769 -1.1140 -1.0579 -1.0082 -0.9645 -0.9262
 -0.8928
 -8.6066 -8.1039 -7.6308 -7.1754 -6.7421 -6.3295 -5.9358 -5.5616 -5.2082 -4.8770
 -4.5679 -4.2816 -4.0184 -3.7774 -3.5554 -3.0799 -2.6758 -2.3218 -2.0215 -1.7771
 -1.5913 -1.4552 -1.3550 -1.2781 -1.2153 -1.1613 -1.1139 -1.0716 -1.0365 -1.0028
 -0.9714
