 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F070W
 -2.7076 -2.6668 -2.8556 -2.8327 -2.7136 -2.5425 -2.3521 -2.2259 -2.1163 -2.0006
 -1.8903 -1.7863 -1.6917 -1.6071 -1.5342 -1.3818 -1.2957 -1.2334 -1.2110
 -2.7056 -2.5840 -2.4843 -2.4232 -2.4003 -2.3512 -2.2513 -2.1370 -2.0309 -1.9295
 -1.8318 -1.7400 -1.6561 -1.5811 -1.5145 -1.3825 -1.2962 -1.2489 -1.2280 -1.2228
 -2.5651 -2.4506 -2.3414 -2.2455 -2.1701 -2.1290 -2.1040 -2.0499 -1.9684 -1.8774
 -1.7900 -1.7072 -1.6311 -1.5628 -1.5022 -1.3821 -1.3042 -1.2628 -1.2453 -1.2413
 -1.2462
 -2.4438 -2.3470 -2.2470 -2.1497 -2.0618 -1.9873 -1.9319 -1.9002 -1.8702 -1.8202
 -1.7525 -1.6806 -1.6125 -1.5504 -1.4948 -1.3839 -1.3117 -1.2746 -1.2602 -1.2577
 -1.2625 -1.2730
 -2.3276 -2.2507 -2.1672 -2.0797 -1.9938 -1.9152 -1.8471 -1.7906 -1.7512 -1.7206
 -1.6873 -1.6424 -1.5901 -1.5368 -1.4869 -1.3846 -1.3165 -1.2827 -1.2714 -1.2715
 -1.2774 -1.2878 -1.3023 -1.3209
 -2.2154 -2.1529 -2.0873 -2.0148 -1.9386 -1.8632 -1.7943 -1.7339 -1.6828 -1.6410
 -1.6075 -1.5779 -1.5454 -1.5089 -1.4708 -1.3815 -1.3174 -1.2856 -1.2770 -1.2813
 -1.2900 -1.3017 -1.3165 -1.3341 -1.3547 -1.3790 -1.4075 -1.4406 -1.4787 -1.5218
 -2.1103 -2.0562 -2.0036 -1.9454 -1.8828 -1.8167 -1.7514 -1.6913 -1.6396 -1.5954
 -1.5571 -1.5237 -1.4946 -1.4670 -1.4389 -1.3703 -1.3132 -1.2813 -1.2759 -1.2850
 -1.2984 -1.3132 -1.3298 -1.3481 -1.3683 -1.3892 -1.4128 -1.4414 -1.4770 -1.5196
