 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  g   
 -6.8484 -6.6777 -6.8716 -6.7963 -6.5642 -6.2309 -5.8523 -5.6036 -5.3746 -5.1387
 -4.9144 -4.7052 -4.5099 -4.3270 -4.1526 -3.7730 -3.3936 -3.0535 -2.8219
 -6.7277 -6.4237 -6.1804 -6.0133 -5.9110 -5.7722 -5.5547 -5.3096 -5.0756 -4.8499
 -4.6347 -4.4341 -4.2493 -4.0788 -3.9197 -3.5603 -3.2470 -2.9895 -2.7930 -2.6423
 -6.4348 -6.1363 -5.8713 -5.6475 -5.4646 -5.3345 -5.2254 -5.0653 -4.8621 -4.6464
 -4.4408 -4.2482 -4.0714 -3.9102 -3.7627 -3.4418 -3.1716 -2.9480 -2.7740 -2.6389
 -2.5297
 -6.1945 -5.9256 -5.6698 -5.4401 -5.2372 -5.0573 -4.9037 -4.7818 -4.6534 -4.4871
 -4.3002 -4.1173 -3.9476 -3.7927 -3.6524 -3.3557 -3.1161 -2.9207 -2.7646 -2.6423
 -2.5422 -2.4567
 -5.9772 -5.7469 -5.5160 -5.2962 -5.0952 -4.9114 -4.7416 -4.5856 -4.4514 -4.3233
 -4.1831 -4.0251 -3.8655 -3.7161 -3.5802 -3.2975 -3.0771 -2.9011 -2.7609 -2.6496
 -2.5577 -2.4786 -2.4083 -2.3450
 -5.7765 -5.5789 -5.3811 -5.1814 -4.9905 -4.8121 -4.6451 -4.4872 -4.3389 -4.2002
 -4.0713 -3.9438 -3.8087 -3.6707 -3.5385 -3.2616 -3.0516 -2.8878 -2.7592 -2.6576
 -2.5736 -2.5010 -2.4361 -2.3765 -2.3188 -2.2651 -2.2179 -2.1796 -2.1517 -2.1352
 -5.5940 -5.4211 -5.2508 -5.0770 -4.9022 -4.7340 -4.5738 -4.4213 -4.2762 -4.1368
 -4.0038 -3.8781 -3.7574 -3.6371 -3.5168 -3.2444 -3.0369 -2.8791 -2.7575 -2.6633
 -2.5869 -2.5213 -2.4625 -2.4082 -2.3572 -2.3082 -2.2627 -2.2228 -2.1899 -2.1665
 -2.1577
 -5.4308 -5.2759 -5.1246 -4.9728 -4.8188 -4.6641 -4.5133 -4.3684 -4.2294 -4.0952
 -3.9655 -3.8409 -3.7219 -3.6083 -3.4980 -3.2415 -3.0323 -2.8751 -2.7560 -2.6657
 -2.5953 -2.5368 -2.4850 -2.4369 -2.3915 -2.3479 -2.3048 -2.2649 -2.2310 -2.2056
 -2.1901
 -5.2885 -5.1460 -5.0067 -4.8659 -4.7312 -4.5935 -4.4547 -4.3183 -4.1866 -4.0588
 -3.9343 -3.8139 -3.6981 -3.5871 -3.4807 -3.2373 -3.0329 -2.8743 -2.7544 -2.6647
 -2.5976 -2.5450 -2.5003 -2.4596 -2.4209 -2.3832 -2.3467 -2.3118 -2.2804 -2.2528
 -2.2286
 -5.1685 -5.0339 -4.9019 -4.7723 -4.6450 -4.5200 -4.3962 -4.2708 -4.1469 -4.0262
 -3.9085 -3.7935 -3.6818 -3.5740 -3.4708 -3.2352 -3.0361 -2.8774 -2.7560 -2.6650
 -2.5977 -2.5478 -2.5087 -2.4753 -2.4441 -2.4136 -2.3836 -2.3540 -2.3253 -2.2985
 -2.2734
 -5.0679 -4.9345 -4.8055 -4.6807 -4.5598 -4.4425 -4.3286 -4.2169 -4.1039 -3.9911
 -3.8803 -3.7718 -3.6656 -3.5622 -3.4625 -3.2330 -3.0378 -2.8800 -2.7578 -2.6653
 -2.5969 -2.5470 -2.5107 -2.4826 -2.4586 -2.4359 -2.4134 -2.3907 -2.3678 -2.3455
 -2.3245
 -4.9712 -4.8189 -4.6851 -4.5653 -4.4550 -4.3506 -4.2491 -4.1484 -4.0478 -3.9471
 -3.8461 -3.7451 -3.6454 -3.5475 -3.4519 -3.2298 -3.0379 -2.8815 -2.7588
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  g   
 -7.1382 -7.0027 -6.8243 -6.5220 -6.1744 -5.8339 -5.5399 -5.2903 -5.0618 -4.8461
 -4.6433 -4.4557 -4.2833 -4.1242 -3.9757 -3.6464 -3.3358 -3.0519 -2.8293
 -6.6977 -6.4212 -6.2591 -6.1525 -5.9334 -5.6356 -5.3402 -5.0834 -4.8565 -4.6437
 -4.4441 -4.2599 -4.0920 -3.9396 -3.8001 -3.4924 -3.2233 -2.9880 -2.7947 -2.6422
 -6.4456 -6.1395 -5.8861 -5.6937 -5.5780 -5.4398 -5.2026 -4.9448 -4.7151 -4.5069
 -4.3109 -4.1293 -3.9637 -3.8142 -3.6791 -3.3904 -3.1495 -2.9439 -2.7735 -2.6366
 -2.5254
 -6.2637 -5.9698 -5.7040 -5.4672 -5.2689 -5.1187 -5.0024 -4.8408 -4.6258 -4.4196
 -4.2273 -4.0483 -3.8839 -3.7354 -3.6019 -3.3225 -3.0988 -2.9142 -2.7616 -2.6377
 -2.5357 -2.4489
 -6.1127 -5.8447 -5.5882 -5.3546 -5.1450 -4.9536 -4.7857 -4.6452 -4.5197 -4.3603
 -4.1796 -4.0028 -3.8396 -3.6911 -3.5574 -3.2806 -3.0661 -2.8947 -2.7557 -2.6424
 -2.5487 -2.4685 -2.3977 -2.3343
 -5.9869 -5.7375 -5.5008 -5.2741 -5.0662 -4.8757 -4.6969 -4.5299 -4.3810 -4.2538
 -4.1249 -3.9759 -3.8195 -3.6710 -3.5363 -3.2577 -3.0462 -2.8822 -2.7524 -2.6482
 -2.5623 -2.4887 -2.4234 -2.3640 -2.3083 -2.2573 -2.2123 -2.1742 -2.1446 -2.1270
 -5.8652 -5.6385 -5.4239 -5.2114 -5.0089 -4.8221 -4.6484 -4.4833 -4.3262 -4.1806
 -4.0480 -3.9252 -3.7985 -3.6648 -3.5323 -3.2488 -3.0358 -2.8744 -2.7499 -2.6523
 -2.5737 -2.5070 -2.4479 -2.3939 -2.3435 -2.2946 -2.2494 -2.2107 -2.1805 -2.1602
 -2.1493
 -5.7563 -5.5447 -5.3498 -5.1548 -4.9630 -4.7802 -4.6107 -4.4517 -4.2998 -4.1536
 -4.0149 -3.8847 -3.7639 -3.6479 -3.5309 -3.2521 -3.0329 -2.8704 -2.7477 -2.6539
 -2.5810 -2.5210 -2.4687 -2.4210 -2.3762 -2.3317 -2.2892 -2.2512 -2.2196 -2.1960
 -2.1812
 -5.6671 -5.4606 -5.2754 -5.0958 -4.9178 -4.7433 -4.5774 -4.4220 -4.2758 -4.1353
 -3.9995 -3.8687 -3.7445 -3.6282 -3.5184 -3.2587 -3.0359 -2.8685 -2.7450 -2.6524
 -2.5826 -2.5283 -2.4830 -2.4424 -2.4042 -2.3674 -2.3322 -2.2998 -2.2704 -2.2436
 -2.2192
 -5.6029 -5.3914 -5.2083 -5.0388 -4.8733 -4.7103 -4.5510 -4.3987 -4.2557 -4.1204
 -3.9904 -3.8640 -3.7414 -3.6244 -3.5140 -3.2644 -3.0470 -2.8736 -2.7460 -2.6518
 -2.5824 -2.5308 -2.4909 -2.4573 -2.4264 -2.3967 -2.3678 -2.3394 -2.3121 -2.2867
 -2.2631
 -5.5614 -5.3383 -5.1507 -4.9836 -4.8258 -4.6726 -4.5231 -4.3771 -4.2370 -4.1045
