 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = G_BP 
 -5.2342 -4.8916 -4.6439 -4.3713 -4.0712 -3.8252 -3.6828 -3.5975 -3.5026 -3.3762
 -3.2344 -3.0814 -2.9284 -2.7851 -2.6475 -2.3378 -2.0787 -1.8753 -1.7121
 -4.8472 -4.4504 -4.1555 -3.9147 -3.7184 -3.5621 -3.4366 -3.3303 -3.2318 -3.1331
 -3.0283 -2.9120 -2.7834 -2.6514 -2.5259 -2.2513 -2.0261 -1.8472 -1.7078 -1.6023
 -4.5865 -4.1688 -3.8502 -3.6182 -3.4601 -3.3404 -3.2304 -3.1279 -3.0350 -2.9495
 -2.8632 -2.7703 -2.6637 -2.5460 -2.4314 -2.1836 -1.9847 -1.8263 -1.7047 -1.6107
 -1.5354
 -4.4521 -4.0468 -3.7280 -3.4818 -3.2963 -3.1601 -3.0642 -2.9903 -2.9122 -2.8254
 -2.7391 -2.6563 -2.5693 -2.4689 -2.3640 -2.1347 -1.9545 -1.8126 -1.7028 -1.6172
 -1.5480 -1.4898
 -4.3568 -3.9758 -3.6702 -3.4270 -3.2348 -3.0845 -2.9679 -2.8765 -2.8034 -2.7366
 -2.6602 -2.5760 -2.4947 -2.4092 -2.3156 -2.1010 -1.9329 -1.8031 -1.7035 -1.6255
 -1.5621 -1.5083 -1.4613 -1.4195
 -4.2570 -3.9099 -3.6266 -3.3956 -3.2068 -3.0521 -2.9257 -2.8222 -2.7354 -2.6594
 -2.5890 -2.5166 -2.4400 -2.3630 -2.2788 -2.0778 -1.9179 -1.7958 -1.7040 -1.6332
 -1.5757 -1.5268 -1.4838 -1.4451 -1.4097 -1.3774 -1.3487 -1.3257 -1.3107 -1.3065
 -4.1402 -3.8306 -3.5751 -3.3628 -3.1844 -3.0329 -2.9036 -2.7931 -2.6986 -2.6156
 -2.5393 -2.4662 -2.3935 -2.3234 -2.2495 -2.0616 -1.9074 -1.7897 -1.7025 -1.6376
