 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.4011 -2.3864 -2.5716 -2.5700 -2.4812 -2.3342 -2.1537 -2.0383 -1.9334 -1.8217
 -1.7155 -1.6149 -1.5212 -1.4352 -1.3573 -1.1951 -1.0784 -0.9960 -0.9468
 -2.4045 -2.3140 -2.2387 -2.1954 -2.1852 -2.1482 -2.0599 -1.9529 -1.8491 -1.7484
 -1.6506 -1.5580 -1.4720 -1.3938 -1.3231 -1.1778 -1.0723 -1.0003 -0.9530 -0.9216
 -2.2748 -2.1885 -2.1025 -2.0254 -1.9642 -1.9325 -1.9141 -1.8652 -1.7857 -1.6941
 -1.6046 -1.5187 -1.4385 -1.3654 -1.2996 -1.1654 -1.0693 -1.0050 -0.9631 -0.9352
 -0.9163
 -2.1583 -2.0877 -2.0086 -1.9291 -1.8556 -1.7914 -1.7424 -1.7142 -1.6849 -1.6332
 -1.5624 -1.4862 -1.4126 -1.3443 -1.2826 -1.1568 -1.0676 -1.0097 -0.9729 -0.9485
 -0.9317 -0.9202
 -2.0424 -1.9916 -1.9276 -1.8561 -1.7841 -1.7165 -1.6556 -1.6027 -1.5638 -1.5313
 -1.4943 -1.4442 -1.3856 -1.3253 -1.2684 -1.1500 -1.0659 -1.0129 -0.9808 -0.9606
 -0.9466 -0.9369 -0.9306 -0.9273
 -1.9258 -1.8913 -1.8456 -1.7882 -1.7247 -1.6604 -1.5996 -1.5439 -1.4938 -1.4499
 -1.4130 -1.3786 -1.3398 -1.2960 -1.2500 -1.1427 -1.0627 -1.0130 -0.9850 -0.9697
 -0.9597 -0.9529 -0.9486 -0.9463 -0.9448 -0.9453 -0.9493 -0.9580 -0.9723 -0.9927
 -1.8112 -1.7885 -1.7578 -1.7159 -1.6652 -1.6094 -1.5528 -1.4988 -1.4493 -1.4038
 -1.3618 -1.3238 -1.2891 -1.2550 -1.2195 -1.1313 -1.0572 -1.0083 -0.9840 -0.9739
 -0.9691 -0.9665 -0.9654 -0.9655 -0.9664 -0.9670 -0.9693 -0.9754 -0.9872 -1.0057
 -1.0304
 -1.7010 -1.6863 -1.6656 -1.6363 -1.5992 -1.5552 -1.5069 -1.4575 -1.4105 -1.3670
 -1.3267 -1.2888 -1.2530 -1.2198 -1.1881 -1.1133 -1.0485 -1.0019 -0.9783 -0.9718
 -0.9726 -0.9755 -0.9789 -0.9826 -0.9865 -0.9904 -0.9934 -0.9978 -1.0064 -1.0211
 -1.0434
 -1.5977 -1.5882 -1.5732 -1.5512 -1.5254 -1.4930 -1.4553 -1.4139 -1.3717 -1.3310
 -1.2933 -1.2582 -1.2249 -1.1930 -1.1624 -1.0934 -1.0359 -0.9934 -0.9695 -0.9643
 -0.9693 -0.9780 -0.9872 -0.9959 -1.0039 -1.0112 -1.0182 -1.0253 -1.0344 -1.0458
 -1.0592
 -1.5039 -1.4972 -1.4855 -1.4692 -1.4488 -1.4247 -1.3970 -1.3651 -1.3305 -1.2947
 -1.2601 -1.2279 -1.1978 -1.1688 -1.1408 -1.0766 -1.0230 -0.9835 -0.9602 -0.9541
 -0.9605 -0.9733 -0.9881 -1.0027 -1.0161 -1.0281 -1.0391 -1.0492 -1.0590 -1.0695
 -1.0808
 -1.4203 -1.4134 -1.4029 -1.3893 -1.3728 -1.3538 -1.3326 -1.3091 -1.2828 -1.2541
 -1.2243 -1.1955 -1.1685 -1.1432 -1.1190 -1.0613 -1.0108 -0.9736 -0.9513 -0.9438
 -0.9495 -0.9636 -0.9821 -1.0020 -1.0213 -1.0390 -1.0551 -1.0696 -1.0829 -1.0958
 -1.1089
 -1.3419 -1.3251 -1.3121 -1.3010 -1.2903 -1.2785 -1.2645 -1.2476 -1.2283 -1.2069
 -1.1839 -1.1600 -1.1365 -1.1143 -1.0935 -1.0446 -0.9991 -0.9636 -0.9422
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value =  G   
 -2.6945 -2.6907 -2.6485 -2.5210 -2.3633 -2.2071 -2.0731 -1.9611 -1.8583 -1.7597
 -1.6652 -1.5753 -1.4908 -1.4119 -1.3392 -1.1857 -1.0709 -0.9889 -0.9374
 -2.5037 -2.4170 -2.3815 -2.3727 -2.2902 -2.1574 -2.0230 -1.9078 -1.8067 -1.7116
 -1.6208 -1.5348 -1.4542 -1.3797 -1.3116 -1.1703 -1.0658 -0.9929 -0.9447 -0.9128
 -2.3888 -2.2865 -2.1954 -2.1303 -2.1101 -2.0770 -1.9823 -1.8695 -1.7680 -1.6765
 -1.5898 -1.5075 -1.4305 -1.3594 -1.2946 -1.1614 -1.0640 -0.9968 -0.9534 -0.9250
 -0.9059
 -2.2940 -2.2008 -2.1042 -2.0113 -1.9351 -1.8879 -1.8656 -1.8194 -1.7357 -1.6483
 -1.5658 -1.4875 -1.4139 -1.3458 -1.2838 -1.1566 -1.0641 -1.0010 -0.9614 -0.9364
 -0.9197 -0.9083
 -2.2022 -2.1257 -2.0384 -1.9488 -1.8641 -1.7872 -1.7252 -1.6830 -1.6548 -1.6079
 -1.5415 -1.4696 -1.4001 -1.3352 -1.2757 -1.1534 -1.0646 -1.0044 -0.9679 -0.9464
 -0.9327 -0.9235 -0.9176 -0.9153
 -2.1110 -2.0488 -1.9770 -1.8965 -1.8147 -1.7365 -1.6639 -1.5992 -1.5474 -1.5118
 -1.4796 -1.4363 -1.3819 -1.3236 -1.2675 -1.1499 -1.0640 -1.0058 -0.9716 -0.9539
 -0.9440 -0.9378 -0.9342 -0.9327 -0.9322 -0.9338 -0.9390 -0.9489 -0.9642 -0.9850
 -2.0136 -1.9664 -1.9104 -1.8441 -1.7711 -1.6972 -1.6262 -1.5597 -1.4990 -1.4464
 -1.4035 -1.3695 -1.3356 -1.2962 -1.2522 -1.1446 -1.0615 -1.0047 -0.9718 -0.9572
 -0.9518 -0.9498 -0.9495 -0.9505 -0.9524 -0.9544 -0.9581 -0.9657 -0.9785 -0.9976
 -1.0227
 -1.9168 -1.8787 -1.8371 -1.7846 -1.7245 -1.6590 -1.5930 -1.5292 -1.4693 -1.4140
 -1.3644 -1.3211 -1.2844 -1.2518 -1.2192 -1.1335 -1.0564 -1.0009 -0.9685 -0.9556
 -0.9546 -0.9576 -0.9618 -0.9664 -0.9712 -0.9747 -0.9786 -0.9850 -0.9959 -1.0124
 -1.0355
 -1.8251 -1.7916 -1.7580 -1.7174 -1.6691 -1.6151 -1.5573 -1.4985 -1.4417 -1.3881
 -1.3387 -1.2937 -1.2532 -1.2171 -1.1850 -1.1122 -1.0462 -0.9941 -0.9620 -0.9496
 -0.9514 -0.9596 -0.9692 -0.9787 -0.9876 -0.9960 -1.0044 -1.0140 -1.0251 -1.0374
 -1.0508
 -1.7436 -1.7112 -1.6804 -1.6460 -1.6080 -1.5644 -1.5165 -1.4656 -1.4140 -1.3637
 -1.3163 -1.2727 -1.2327 -1.1960 -1.1624 -1.0916 -1.0326 -0.9854 -0.9542 -0.9409
 -0.9433 -0.9548 -0.9696 -0.9848 -0.9990 -1.0120 -1.0242 -1.0356 -1.0468 -1.0588
 -1.0716
 -1.6780 -1.6386 -1.6062 -1.5747 -1.5437 -1.5076 -1.4684 -1.4260 -1.3817 -1.3366
 -1.2925 -1.2511 -1.2129 -1.1778 -1.1452 -1.0748 -1.0185 -0.9750 -0.9455 -0.9315
 -0.9328 -0.9452 -0.9635 -0.9837 -1.0037 -1.0223 -1.0395 -1.0552 -1.0699 -1.0840
 -1.0986
 -1.6240 -1.5739 -1.5355 -1.5045 -1.4765 -1.4474 -1.4152 -1.3801 -1.3430 -1.3044
 -1.2653 -1.2272 -1.1912 -1.1581 -1.1275 -1.0607 -1.0059 -0.9642 -0.9363
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value =  G   
 -2.8802 -2.8050 -2.6339 -2.4487 -2.2656 -2.1076 -1.9895 -1.8887 -1.7940 -1.7040
 -1.6185 -1.5372 -1.4604 -1.3882 -1.3208 -1.1755 -1.0630 -0.9807 -0.9256
 -2.6022 -2.5896 -2.5586 -2.4179 -2.2510 -2.0911 -1.9586 -1.8528 -1.7575 -1.6691
 -1.5857 -1.5068 -1.4323 -1.3628 -1.2983 -1.1614 -1.0578 -0.9832 -0.9330 -0.9002
 -2.4814 -2.3742 -2.3248 -2.3183 -2.2264 -2.0833 -1.9443 -1.8288 -1.7322 -1.6451
 -1.5639 -1.4873 -1.4152 -1.3479 -1.2857 -1.1545 -1.0565 -0.9867 -0.9401 -0.9104
 -0.8911
 -2.4081 -2.2892 -2.1813 -2.1051 -2.0785 -2.0419 -1.9365 -1.8174 -1.7147 -1.6273
 -1.5481 -1.4738 -1.4039 -1.3387 -1.2785 -1.1516 -1.0572 -0.9906 -0.9467 -0.9197
 -0.9027 -0.8916
 -2.3411 -2.2340 -2.1222 -2.0176 -1.9312 -1.8730 -1.8451 -1.7941 -1.7040 -1.6136
 -1.5351 -1.4631 -1.3954 -1.3322 -1.2736 -1.1502 -1.0586 -0.9943 -0.9524 -0.9276
 -0.9133 -0.9045 -0.8993 -0.8966
 -2.2716 -2.1806 -2.0794 -1.9756 -1.8770 -1.7899 -1.7197 -1.6708 -1.6385 -1.5899
 -1.5214 -1.4526 -1.3873 -1.3261 -1.2693 -1.1491 -1.0595 -0.9967 -0.9564 -0.9336
 -0.9222 -0.9164 -0.9135 -0.9130 -0.9140 -0.9173 -0.9242 -0.9356 -0.9519 -0.9728
 -2.1980 -2.1221 -2.0355 -1.9419 -1.8470 -1.7569 -1.6747 -1.6022 -1.5429 -1.5003
 -1.4664 -1.4255 -1.3741 -1.3183 -1.2640 -1.1470 -1.0592 -0.9975 -0.9581 -0.9368
 -0.9282 -0.9261 -0.9265 -0.9285 -0.9318 -0.9357 -0.9415 -0.9509 -0.9651 -0.9849
 -1.0103
 -2.1225 -2.0576 -1.9848 -1.9043 -1.8190 -1.7332 -1.6511 -1.5750 -1.5064 -1.4465
 -1.3974 -1.3599 -1.3274 -1.2916 -1.2504 -1.1431 -1.0571 -0.9962 -0.9572 -0.9368
 -0.9305 -0.9321 -0.9366 -0.9423 -0.9485 -0.9553 -0.9618 -0.9699 -0.9817 -0.9990
 -1.0228
 -2.0500 -1.9895 -1.9269 -1.8584 -1.7843 -1.7073 -1.6303 -1.5562 -1.4869 -1.4233
 -1.3666 -1.3180 -1.2778 -1.2442 -1.2132 -1.1312 -1.0519 -0.9921 -0.9534 -0.9332
 -0.9282 -0.9332 -0.9424 -0.9528 -0.9630 -0.9731 -0.9834 -0.9950 -1.0079 -1.0222
 -1.0375
 -1.9863 -1.9262 -1.8670 -1.8075 -1.7438 -1.6766 -1.6076 -1.5388 -1.4724 -1.4096
 -1.3517 -1.2996 -1.2538 -1.2143 -1.1802 -1.1086 -1.0426 -0.9865 -0.9479 -0.9271
 -0.9219 -0.9289 -0.9423 -0.9577 -0.9729 -0.9875 -1.0015 -1.0148 -1.0282 -1.0422
 -1.0583
 -1.9379 -1.8670 -1.8088 -1.7537 -1.6977 -1.6391 -1.5785 -1.5168 -1.4558 -1.3963
 -1.3399 -1.2877 -1.2404 -1.1984 -1.1613 -1.0867 -1.0276 -0.9776 -0.9407 -0.9193
 -0.9133 -0.9204 -0.9363 -0.9562 -0.9768 -0.9966 -1.0154 -1.0329 -1.0495 -1.0658
 -1.0823
 -1.9061 -1.8227 -1.7578 -1.7022 -1.6493 -1.5967 -1.5433 -1.4886 -1.4338 -1.3795
 -1.3266 -1.2764 -1.2297 -1.1872 -1.1491 -1.0713 -1.0126 -0.9664 -0.9319
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  G   
 -2.9327 -2.7909 -2.5923 -2.4038 -2.2244 -2.0682 -1.9507 -1.8543 -1.7659 -1.6785
 -1.5965 -1.5187 -1.4452 -1.3762 -1.3115 -1.1701 -1.0589 -0.9762 -0.9188
 -2.6817 -2.6867 -2.5685 -2.3898 -2.2167 -2.0557 -1.9274 -1.8248 -1.7343 -1.6484
 -1.5680 -1.4921 -1.4206 -1.3535 -1.2909 -1.1566 -1.0533 -0.9778 -0.9261 -0.8923
 -2.5156 -2.4336 -2.4339 -2.3651 -2.2125 -2.0578 -1.9178 -1.8060 -1.7129 -1.6278
 -1.5493 -1.4753 -1.4057 -1.3405 -1.2798 -1.1502 -1.0518 -0.9808 -0.9326 -0.9015
 -0.8818
 -2.4488 -2.3204 -2.2232 -2.1888 -2.1658 -2.0552 -1.9203 -1.7979 -1.6987 -1.6130
 -1.5358 -1.4638 -1.3961 -1.3327 -1.2736 -1.1477 -1.0525 -0.9844 -0.9387 -0.9098
 -0.8923 -0.8813
 -2.3958 -2.2716 -2.1496 -2.0477 -1.9807 -1.9539 -1.9030 -1.7987 -1.6921 -1.6023
 -1.5252 -1.4548 -1.3889 -1.3272 -1.2698 -1.1469 -1.0540 -0.9879 -0.9440 -0.9169
 -0.9017 -0.8928 -0.8878 -0.8856
 -2.3414 -2.2311 -2.1144 -2.0007 -1.9007 -1.8202 -1.7660 -1.7331 -1.6790 -1.5959
 -1.5162 -1.4467 -1.3824 -1.3224 -1.2664 -1.1464 -1.0553 -0.9906 -0.9480 -0.9224
 -0.9094 -0.9032 -0.9006 -0.9004 -0.9025 -0.9073 -0.9150 -0.9267 -0.9431 -0.9648
 -2.2825 -2.1868 -2.0827 -1.9750 -1.8706 -1.7760 -1.6940 -1.6271 -1.5791 -1.5433
 -1.4962 -1.4362 -1.3752 -1.3170 -1.2626 -1.1452 -1.0556 -0.9919 -0.9500 -0.9257
 -0.9146 -0.9115 -0.9120 -0.9145 -0.9185 -0.9241 -0.9317 -0.9420 -0.9561 -0.9764
 -1.0021
 -2.2207 -2.1365 -2.0456 -1.9491 -1.8510 -1.7561 -1.6684 -1.5901 -1.5221 -1.4658
 -1.4229 -1.3879 -1.3498 -1.3050 -1.2563 -1.1429 -1.0547 -0.9915 -0.9501 -0.9263
 -0.9167 -0.9164 -0.9208 -0.9268 -0.9337 -0.9415 -0.9493 -0.9588 -0.9718 -0.9899
 -1.0141
 -2.1608 -2.0815 -2.0008 -1.9158 -1.8275 -1.7389 -1.6532 -1.5730 -1.5002 -1.4351
 -1.3787 -1.3319 -1.2947 -1.2624 -1.2292 -1.1364 -1.0511 -0.9886 -0.9473 -0.9238
 -0.9151 -0.9173 -0.9256 -0.9361 -0.9470 -0.9580 -0.9694 -0.9812 -0.9940 -1.0097
 -1.0285
 -2.1082 -2.0290 -1.9537 -1.8775 -1.7990 -1.7190 -1.6395 -1.5624 -1.4898 -1.4228
 -1.3623 -1.3087 -1.2627 -1.2241 -1.1913 -1.1181 -1.0455 -0.9846 -0.9431 -0.9190
 -0.9102 -0.9136 -0.9252 -0.9402 -0.9559 -0.9713 -0.9863 -1.0009 -1.0155 -1.0310
 -1.0483
 -2.0686 -1.9821 -1.9075 -1.8360 -1.7647 -1.6928 -1.6206 -1.5494 -1.4805 -1.4149
 -1.3539 -1.2983 -1.2486 -1.2054 -1.1678 -1.0936 -1.0320 -0.9779 -0.9371 -0.9124
 -0.9028 -0.9063 -0.9197 -0.9386 -0.9592 -0.9795 -0.9992 -1.0178 -1.0356 -1.0532
 -1.0708
 -2.0468 -1.9467 -1.8668 -1.7958 -1.7279 -1.6616 -1.5960 -1.5309 -1.4673 -1.4056
 -1.3467 -1.2916 -1.2411 -1.1957 -1.1555 -1.0756 -1.0161 -0.9673 -0.9295
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  G   
 -2.9493 -2.7511 -2.5450 -2.3610 -2.1942 -2.0417 -1.9233 -1.8252 -1.7395 -1.6552
 -1.5760 -1.5012 -1.4304 -1.3640 -1.3018 -1.1645 -1.0547 -0.9714 -0.9114
 -2.7878 -2.7237 -2.5453 -2.3548 -2.1847 -2.0300 -1.9038 -1.8017 -1.7119 -1.6288
 -1.5510 -1.4777 -1.4086 -1.3438 -1.2831 -1.1516 -1.0486 -0.9721 -0.9187 -0.8835
 -2.5528 -2.5339 -2.5073 -2.3575 -2.1859 -2.0308 -1.8956 -1.7862 -1.6939 -1.6107
 -1.5345 -1.4629 -1.3955 -1.3323 -1.2732 -1.1455 -1.0467 -0.9744 -0.9245 -0.8918
 -0.8714
 -2.4769 -2.3507 -2.2950 -2.2902 -2.1869 -2.0377 -1.8988 -1.7794 -1.6819 -1.5980
 -1.5227 -1.4528 -1.3871 -1.3255 -1.2678 -1.1432 -1.0472 -0.9776 -0.9300 -0.8993
 -0.8807 -0.8696
 -2.4368 -2.2972 -2.1735 -2.0916 -2.0656 -2.0216 -1.9058 -1.7831 -1.6769 -1.5894
 -1.5136 -1.4449 -1.3808 -1.3207 -1.2645 -1.1427 -1.0486 -0.9808 -0.9349 -0.9058
 -0.8889 -0.8797 -0.8748 -0.8731
 -2.3988 -2.2682 -2.1377 -2.0198 -1.9274 -1.8687 -1.8377 -1.7779 -1.6802 -1.5856
 -1.5065 -1.4380 -1.3752 -1.3166 -1.2617 -1.1426 -1.0501 -0.9834 -0.9387 -0.9109
 -0.8956 -0.8886 -0.8859 -0.8861 -0.8885 -0.8938 -0.9028 -0.9162 -0.9340 -0.9554
 -2.3572 -2.2394 -2.1170 -1.9965 -1.8866 -1.7936 -1.7198 -1.6682 -1.6308 -1.5767
 -1.5017 -1.4317 -1.3696 -1.3122 -1.2586 -1.1420 -1.0511 -0.9851 -0.9410 -0.9141
 -0.9002 -0.8955 -0.8957 -0.8984 -0.9031 -0.9096 -0.9180 -0.9295 -0.9454 -0.9664
 -0.9917
 -2.3118 -2.2054 -2.0946 -1.9817 -1.8720 -1.7706 -1.6816 -1.6055 -1.5432 -1.4958
 -1.4574 -1.4126 -1.3604 -1.3064 -1.2546 -1.1406 -1.0509 -0.9855 -0.9415 -0.9150
 -0.9023 -0.8996 -0.9030 -0.9091 -0.9167 -0.9253 -0.9354 -0.9470 -0.9611 -0.9791
 -1.0036
 -2.2670 -2.1667 -2.0649 -1.9619 -1.8591 -1.7599 -1.6674 -1.5843 -1.5110 -1.4476
 -1.3945 -1.3520 -1.3162 -1.2805 -1.2412 -1.1366 -1.0485 -0.9835 -0.9397 -0.9133
 -0.9013 -0.9004 -0.9069 -0.9171 -0.9284 -0.9402 -0.9527 -0.9659 -0.9803 -0.9969
 -1.0175
