 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F410M
 -3.7236 -3.8736 -3.9467 -3.9740 -4.0273 -4.0978 -4.1766 -4.2499 -4.3318 -4.4148
 -4.4962 -4.5767 -4.6565 -4.7353 -4.8141 -5.0062 -5.1893 -5.3595 -5.5284
 -3.8133 -3.8785 -3.9483 -4.0233 -4.1008 -4.1645 -4.2258 -4.2949 -4.3708 -4.4498
 -4.5295 -4.6092 -4.6883 -4.7666 -4.8440 -5.0332 -5.2158 -5.3902 -5.5569 -5.7158
 -3.8566 -3.9179 -3.9848 -4.0553 -4.1278 -4.2039 -4.2763 -4.3403 -4.4074 -4.4798
 -4.5559 -4.6333 -4.7111 -4.7885 -4.8652 -5.0524 -5.2332 -5.4069 -5.5734 -5.7321
 -5.8833
 -3.9031 -3.9592 -4.0216 -4.0891 -4.1598 -4.2318 -4.3045 -4.3780 -4.4474 -4.5142
 -4.5830 -4.6552 -4.7296 -4.8052 -4.8807 -5.0663 -5.2457 -5.4190 -5.5853 -5.7439
 -5.8949 -6.0392
 -3.9577 -4.0051 -4.0615 -4.1240 -4.1911 -4.2611 -4.3322 -4.4030 -4.4749 -4.5458
 -4.6140 -4.6812 -4.7497 -4.8207 -4.8935 -5.0761 -5.2541 -5.4270 -5.5936 -5.7525
 -5.9035 -6.0475 -6.1854 -6.3179
 -4.0200 -4.0601 -4.1074 -4.1634 -4.2251 -4.2909 -4.3594 -4.4288 -4.4983 -4.5680
 -4.6374 -4.7057 -4.7728 -4.8399 -4.9080 -5.0840 -5.2595 -5.4314 -5.5982 -5.7581
 -5.9096 -6.0537 -6.1914 -6.3235 -6.4507 -6.5735 -6.6925 -6.8081 -6.9206 -7.0304
 -4.0878 -4.1230 -4.1620 -4.2102 -4.2649 -4.3250 -4.3889 -4.4551 -4.5227 -4.5905
 -4.6579 -4.7249 -4.7916 -4.8580 -4.9244 -5.0924 -5.2634 -5.4326 -5.5993 -5.7606
 -5.9135 -6.0582 -6.1959 -6.3278 -6.4545 -6.5766 -6.6946 -6.8089 -6.9201 -7.0285
 -7.1347
 -4.1592 -4.1915 -4.2259 -4.2670 -4.3136 -4.3664 -4.4241 -4.4854 -4.5492 -4.6144
 -4.6799 -4.7451 -4.8096 -4.8742 -4.9390 -5.1024 -5.2678 -5.4332 -5.5976 -5.7595
 -5.9145 -6.0607 -6.1991 -6.3312 -6.4577 -6.5793 -6.6965 -6.8100 -6.9201 -7.0273
 -7.1319
 -4.2321 -4.2628 -4.2959 -4.3351 -4.3737 -4.4186 -4.4690 -4.5238 -4.5823 -4.6433
 -4.7057 -4.7687 -4.8314 -4.8937 -4.9561 -5.1140 -5.2748 -5.4361 -5.5973 -5.7579
 -5.9145 -6.0633 -6.2034 -6.3363 -6.4632 -6.5848 -6.7019 -6.8150 -6.9245 -7.0308
 -7.1339
 -4.3043 -4.3345 -4.3676 -4.4033 -4.4412 -4.4812 -4.5237 -4.5710 -4.6225 -4.6776
 -4.7351 -4.7945 -4.8546 -4.9146 -4.9746 -5.1259 -5.2806 -5.4377 -5.5950 -5.7523
 -5.9081 -6.0589 -6.2016 -6.3363 -6.4642 -6.5862 -6.7034 -6.8161 -6.9250 -7.0304
 -7.1348
 -4.3739 -4.4072 -4.4418 -4.4775 -4.5143 -4.5519 -4.5903 -4.6301 -4.6740 -4.7217
 -4.7729 -4.8269 -4.8827 -4.9397 -4.9972 -5.1417 -5.2892 -5.4407 -5.5940 -5.7477
 -5.9008 -6.0513 -6.1962 -6.3336 -6.4634 -6.5867 -6.7045 -6.8175 -6.9263 -7.0314
 -7.1331
 -4.4394 -4.4919 -4.5350 -4.5715 -4.6044 -4.6359 -4.6679 -4.7019 -4.7385 -4.7783
 -4.8217 -4.8687 -4.9186 -4.9705 -5.0241 -5.1615 -5.3019 -5.4464 -5.5950
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F410M
 -3.7337 -3.8111 -3.8670 -3.9219 -3.9910 -4.0690 -4.1523 -4.2376 -4.3225 -4.4073
 -4.4908 -4.5730 -4.6538 -4.7333 -4.8118 -5.0033 -5.1873 -5.3623 -5.5302
 -3.7618 -3.8262 -3.9001 -3.9737 -4.0330 -4.1036 -4.1834 -4.2674 -4.3522 -4.4371
 -4.5210 -4.6037 -4.6848 -4.7644 -4.8426 -5.0319 -5.2135 -5.3877 -5.5539 -5.7126
 -3.7973 -3.8603 -3.9277 -3.9987 -4.0770 -4.1467 -4.2144 -4.2916 -4.3739 -4.4578
 -4.5414 -4.6241 -4.7054 -4.7852 -4.8634 -5.0522 -5.2322 -5.4048 -5.5703 -5.7286
 -5.8798
 -3.8350 -3.8951 -3.9609 -4.0297 -4.1016 -4.1772 -4.2541 -4.3240 -4.3962 -4.4752
 -4.5567 -4.6384 -4.7193 -4.7989 -4.8771 -5.0660 -5.2455 -5.4171 -5.5820 -5.7401
 -5.8911 -6.0354
 -3.8766 -3.9320 -3.9941 -4.0610 -4.1313 -4.2038 -4.2781 -4.3534 -4.4279 -4.4994
 -4.5736 -4.6510 -4.7298 -4.8085 -4.8863 -5.0748 -5.2542 -5.4254 -5.5901 -5.7482
 -5.8991 -6.0433 -6.1812 -6.3141
 -3.9245 -3.9736 -4.0302 -4.0928 -4.1599 -4.2301 -4.3024 -4.3755 -4.4493 -4.5240
 -4.5977 -4.6698 -4.7427 -4.8174 -4.8932 -5.0803 -5.2593 -5.4304 -5.5950 -5.7534
 -5.9047 -6.0490 -6.1868 -6.3191 -6.4466 -6.5699 -6.6893 -6.8053 -6.9181 -7.0278
 -3.9800 -4.0227 -4.0722 -4.1287 -4.1909 -4.2573 -4.3266 -4.3978 -4.4698 -4.5424
 -4.6154 -4.6885 -4.7603 -4.8313 -4.9025 -5.0840 -5.2620 -5.4325 -5.5970 -5.7560
 -5.9082 -6.0530 -6.1910 -6.3231 -6.4500 -6.5724 -6.6908 -6.8056 -6.9173 -7.0261
 -7.1321
 -4.0420 -4.0809 -4.1224 -4.1715 -4.2273 -4.2883 -4.3534 -4.4211 -4.4907 -4.5609
 -4.6318 -4.7031 -4.7742 -4.8447 -4.9145 -5.0885 -5.2632 -5.4327 -5.5965 -5.7557
 -5.9092 -6.0552 -6.1938 -6.3261 -6.4528 -6.5747 -6.6924 -6.8064 -6.9169 -7.0245
 -7.1293
 -4.1078 -4.1450 -4.1821 -4.2238 -4.2723 -4.3269 -4.3864 -4.4495 -4.5154 -4.5828
 -4.6511 -4.7201 -4.7891 -4.8578 -4.9264 -5.0969 -5.2666 -5.4341 -5.5967 -5.7553
 -5.9098 -6.0577 -6.1977 -6.3308 -6.4579 -6.5799 -6.6974 -6.8110 -6.9210 -7.0276
 -7.1310
 -4.1743 -4.2113 -4.2472 -4.2849 -4.3260 -4.3731 -4.4257 -4.4829 -4.5438 -4.6072
 -4.6722 -4.7382 -4.8047 -4.8712 -4.9375 -5.1032 -5.2689 -5.4329 -5.5934 -5.7503
 -5.9043 -6.0537 -6.1959 -6.3306 -6.4585 -6.5809 -6.6984 -6.8116 -6.9209 -7.0268
 -7.1317
 -4.2373 -4.2789 -4.3167 -4.3528 -4.3888 -4.4294 -4.4749 -4.5251 -4.5797 -4.6378
 -4.6984 -4.7608 -4.8242 -4.8881 -4.9520 -5.1117 -5.2724 -5.4327 -5.5907 -5.7454
 -5.8975 -6.0468 -6.1908 -6.3278 -6.4576 -6.5810 -6.6992 -6.8126 -6.9218 -7.0274
 -7.1295
 -4.2969 -4.3480 -4.3904 -4.4269 -4.4607 -4.4953 -4.5343 -4.5777 -4.6254 -4.6770
 -4.7320 -4.7897 -4.8491 -4.9096 -4.9707 -5.1240 -5.2786 -5.4343 -5.5892
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F410M
 -3.7367 -3.7739 -3.8228 -3.8878 -3.9613 -4.0426 -4.1311 -4.2202 -4.3079 -4.3945
 -4.4797 -4.5633 -4.6452 -4.7256 -4.8044 -4.9960 -5.1805 -5.3579 -5.5264
 -3.7278 -3.7994 -3.8560 -3.9140 -3.9888 -4.0711 -4.1581 -4.2471 -4.3352 -4.4225
 -4.5084 -4.5929 -4.6757 -4.7566 -4.8359 -5.0267 -5.2087 -5.3829 -5.5493 -5.7079
 -3.7538 -3.8141 -3.8828 -3.9555 -4.0165 -4.0929 -4.1777 -4.2655 -4.3534 -4.4407
 -4.5268 -4.6117 -4.6949 -4.7764 -4.8561 -5.0474 -5.2285 -5.4009 -5.5658 -5.7237
 -5.8748
 -3.7839 -3.8451 -3.9107 -3.9793 -4.0549 -4.1255 -4.1975 -4.2801 -4.3666 -4.4532
 -4.5390 -4.6238 -4.7072 -4.7889 -4.8689 -5.0609 -5.2419 -5.4136 -5.5776 -5.7348
 -5.8856 -6.0300
 -3.8159 -3.8758 -3.9410 -4.0096 -4.0804 -4.1543 -4.2314 -4.3041 -4.3805 -4.4633
 -4.5479 -4.6321 -4.7152 -4.7969 -4.8769 -5.0693 -5.2506 -5.4221 -5.5857 -5.7425
 -5.8931 -6.0373 -6.1755 -6.3086
 -3.8522 -3.9081 -3.9708 -4.0379 -4.1079 -4.1802 -4.2545 -4.3306 -4.4072 -4.4814
 -4.5586 -4.6394 -4.7211 -4.8023 -4.8820 -5.0743 -5.2559 -5.4275 -5.5909 -5.7476
 -5.8982 -6.0425 -6.1804 -6.3130 -6.4410 -6.5648 -6.6848 -6.8012 -6.9142 -7.0238
 -3.8948 -3.9451 -4.0028 -4.0665 -4.1341 -4.2046 -4.2774 -4.3517 -4.4269 -4.5028
 -4.5784 -4.6539 -4.7300 -4.8075 -4.8857 -5.0771 -5.2587 -5.4304 -5.5938 -5.7505
 -5.9012 -6.0458 -6.1839 -6.3163 -6.4436 -6.5666 -6.6858 -6.8012 -6.9131 -7.0218
 -7.1279
 -3.9444 -3.9887 -4.0400 -4.0983 -4.1619 -4.2292 -4.2994 -4.3716 -4.4453 -4.5195
 -4.5939 -4.6693 -4.7444 -4.8186 -4.8925 -5.0787 -5.2596 -5.4313 -5.5947 -5.7514
 -5.9024 -6.0475 -6.1860 -6.3186 -6.4457 -6.5682 -6.6866 -6.8012 -6.9123 -7.0202
 -7.1251
 -3.9992 -4.0399 -4.0851 -4.1369 -4.1949 -4.2578 -4.3244 -4.3935 -4.4647 -4.5370
 -4.6099 -4.6832 -4.7571 -4.8307 -4.9035 -5.0832 -5.2615 -5.4329 -5.5961 -5.7527
 -5.9039 -6.0499 -6.1895 -6.3227 -6.4501 -6.5725 -6.6907 -6.8050 -6.9156 -7.0227
 -7.1266
 -4.0564 -4.0953 -4.1371 -4.1823 -4.2336 -4.2906 -4.3522 -4.4172 -4.4849 -4.5542
 -4.6247 -4.6958 -4.7676 -4.8394 -4.9109 -5.0872 -5.2605 -5.4305 -5.5932 -5.7492
 -5.9001 -6.0467 -6.1876 -6.3220 -6.4502 -6.5729 -6.6910 -6.8048 -6.9148 -7.0214
 -7.1247
 -4.1121 -4.1558 -4.1952 -4.2358 -4.2806 -4.3309 -4.3864 -4.4462 -4.5094 -4.5751
 -4.6423 -4.7107 -4.7799 -4.8495 -4.9191 -5.0912 -5.2610 -5.4277 -5.5896 -5.7448
 -5.8948 -6.0411 -6.1831 -6.3192 -6.4489 -6.5726 -6.6912 -6.8052 -6.9150 -7.0213
 -7.1241
 -4.1650 -4.2139 -4.2560 -4.2950 -4.3357 -4.3801 -4.4288 -4.4824 -4.5402 -4.6012
 -4.6645 -4.7296 -4.7957 -4.8625 -4.9297 -5.0970 -5.2624 -5.4258 -5.5857
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = F410M
 -3.7355 -3.7648 -3.8140 -3.8775 -3.9490 -4.0303 -4.1192 -4.2096 -4.2986 -4.3861
 -4.4720 -4.5562 -4.6387 -4.7196 -4.7988 -4.9907 -5.1753 -5.3530 -5.5224
 -3.7258 -3.7875 -3.8323 -3.8979 -3.9753 -4.0578 -4.1459 -4.2360 -4.3253 -4.4135
 -4.5001 -4.5853 -4.6687 -4.7503 -4.8302 -5.0222 -5.2047 -5.3792 -5.5460 -5.7048
 -3.7378 -3.7970 -3.8691 -3.9241 -3.9946 -4.0774 -4.1645 -4.2538 -4.3430 -4.4311
 -4.5180 -4.6035 -4.6874 -4.7697 -4.8501 -5.0428 -5.2248 -5.3978 -5.5628 -5.7206
 -5.8717
 -3.7655 -3.8249 -3.8887 -3.9596 -4.0286 -4.0966 -4.1790 -4.2665 -4.3552 -4.4430
 -4.5297 -4.6152 -4.6993 -4.7818 -4.8625 -5.0561 -5.2383 -5.4106 -5.5747 -5.7317
 -5.8822 -6.0267
 -3.7940 -3.8543 -3.9194 -3.9870 -4.0571 -4.1322 -4.2034 -4.2799 -4.3647 -4.4516
 -4.5378 -4.6231 -4.7070 -4.7894 -4.8702 -5.0644 -5.2469 -5.4192 -5.5829 -5.7393
 -5.8896 -6.0337 -6.1719 -6.3051
 -3.8249 -3.8834 -3.9478 -4.0156 -4.0857 -4.1577 -4.2322 -4.3086 -4.3830 -4.4611
 -4.5445 -4.6288 -4.7122 -4.7944 -4.8751 -5.0693 -5.2523 -5.4246 -5.5882 -5.7444
 -5.8944 -6.0385 -6.1765 -6.3091 -6.4370 -6.5609 -6.6814 -6.7984 -6.9117 -7.0213
 -3.8609 -3.9150 -3.9764 -4.0426 -4.1116 -4.1830 -4.2563 -4.3309 -4.4068 -4.4831
 -4.5585 -4.6366 -4.7170 -4.7980 -4.8783 -5.0721 -5.2552 -5.4278 -5.5913 -5.7475
 -5.8974 -6.0415 -6.1795 -6.3120 -6.4394 -6.5626 -6.6820 -6.7979 -6.9103 -7.0192
 -7.1231
 -3.9034 -3.9520 -4.0082 -4.0706 -4.1371 -4.2065 -4.2780 -4.3514 -4.4261 -4.5011
 -4.5765 -4.6524 -4.7285 -4.8047 -4.8816 -5.0735 -5.2563 -5.4290 -5.5926 -5.7487
 -5.8986 -6.0429 -6.1813 -6.3139 -6.4411 -6.5639 -6.6827 -6.7978 -6.9093 -7.0174
 -7.1223
 -3.9512 -3.9957 -4.0463 -4.1033 -4.1656 -4.2319 -4.3009 -4.3720 -4.4448 -4.5187
 -4.5928 -4.6671 -4.7422 -4.8172 -4.8916 -5.0764 -5.2583 -5.4310 -5.5947 -5.7508
 -5.9007 -6.0454 -6.1844 -6.3176 -6.4451 -6.5678 -6.6863 -6.8008 -6.9118 -7.0194
 -7.1237
 -4.0024 -4.0451 -4.0904 -4.1413 -4.1979 -4.2595 -4.3248 -4.3927 -4.4627 -4.5341
 -4.6064 -4.6792 -4.7523 -4.8258 -4.8989 -5.0794 -5.2567 -5.4288 -5.5923 -5.7481
 -5.8978 -6.0427 -6.1825 -6.3166 -6.4449 -6.5679 -6.6862 -6.8004 -6.9108 -7.0178
 -7.1215
 -4.0539 -4.0982 -4.1406 -4.1863 -4.2370 -4.2928 -4.3530 -4.4169 -4.4834 -4.5517
 -4.6213 -4.6918 -4.7629 -4.8344 -4.9060 -5.0826 -5.2560 -5.4256 -5.5889 -5.7443
 -5.8935 -6.0381 -6.1786 -6.3139 -6.4434 -6.5672 -6.6861 -6.8003 -6.9106 -7.0172
 -7.1203
 -4.1031 -4.1517 -4.1950 -4.2375 -4.2833 -4.3332 -4.3877 -4.4463 -4.5085 -4.5731
 -4.6394 -4.7071 -4.7756 -4.8446 -4.9141 -5.0866 -5.2560 -5.4225 -5.5846
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = F410M
 -3.7381 -3.7644 -3.8091 -3.8686 -3.9390 -4.0189 -4.1074 -4.1980 -4.2880 -4.3765
 -4.4630 -4.5478 -4.6309 -4.7122 -4.7919 -4.9843 -5.1689 -5.3463 -5.5170
 -3.7357 -3.7695 -3.8197 -3.8867 -3.9635 -4.0457 -4.1338 -4.2243 -4.3143 -4.4033
 -4.4906 -4.5762 -4.6603 -4.7425 -4.8229 -5.0161 -5.1994 -5.3744 -5.5417 -5.7010
 -3.7253 -3.7906 -3.8431 -3.9026 -3.9797 -4.0642 -4.1519 -4.2418 -4.3317 -4.4206
 -4.5081 -4.5941 -4.6786 -4.7614 -4.8424 -5.0367 -5.2198 -5.3935 -5.5590 -5.7168
 -5.8679
 -3.7503 -3.8065 -3.8706 -3.9383 -3.9989 -4.0779 -4.1648 -4.2540 -4.3436 -4.4321
 -4.5195 -4.6056 -4.6902 -4.7732 -4.8546 -5.0498 -5.2333 -5.4066 -5.5711 -5.7280
 -5.8784 -6.0229
 -3.7769 -3.8358 -3.8993 -3.9650 -4.0362 -4.1038 -4.1781 -4.2635 -4.3521 -4.4403
 -4.5274 -4.6132 -4.6977 -4.7807 -4.8622 -5.0579 -5.2419 -5.4152 -5.5794 -5.7358
 -5.8856 -6.0296 -6.1679 -6.3010
 -3.8038 -3.8633 -3.9281 -3.9954 -4.0642 -4.1351 -4.2094 -4.2820 -4.3612 -4.4468
 -4.5332 -4.6186 -4.7028 -4.7856 -4.8669 -5.0628 -5.2472 -5.4207 -5.5848 -5.7409
 -5.8904 -6.0341 -6.1721 -6.3047 -6.4329 -6.5573 -6.6779 -6.7951 -6.9088 -7.0184
