 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.5647 -0.5525 -0.5465 -0.5451 -0.5374 -0.5198 -0.4691 -0.4484 -0.4205 -0.3793
 -0.3239 -0.2645 -0.2022 -0.1333 -0.0689  0.0516  0.1082  0.1207  0.1148
 -0.5464 -0.4634 -0.4128 -0.3913 -0.3923 -0.3912 -0.3802 -0.3630 -0.3423 -0.3175
 -0.2820 -0.2329 -0.1749 -0.1174 -0.0656  0.0296  0.0811  0.0983  0.0959  0.0820
 -0.5019 -0.4337 -0.3753 -0.3293 -0.2996 -0.2898 -0.2962 -0.2990 -0.2877 -0.2641
 -0.2370 -0.2040 -0.1596 -0.1103 -0.0643  0.0221  0.0666  0.0796  0.0752  0.0611
  0.0408
 -0.4551 -0.4005 -0.3492 -0.3026 -0.2634 -0.2348 -0.2179 -0.2130 -0.2150 -0.2103
 -0.1935 -0.1719 -0.1422 -0.1035 -0.0638  0.0143  0.0549  0.0645  0.0577  0.0430
  0.0231 -0.0008
 -0.3881 -0.3511 -0.3133 -0.2749 -0.2376 -0.2047 -0.1788 -0.1607 -0.1492 -0.1427
 -0.1362 -0.1249 -0.1104 -0.0874 -0.0584  0.0098  0.0475  0.0544  0.0444  0.0278
  0.0073 -0.0163 -0.0426 -0.0706
 -0.3015 -0.2822 -0.2605 -0.2350 -0.2063 -0.1768 -0.1496 -0.1271 -0.1099 -0.0964
 -0.0851 -0.0746 -0.0656 -0.0532 -0.0364  0.0116  0.0456  0.0510  0.0371  0.0168
 -0.0058 -0.0305 -0.0571 -0.0856 -0.1160 -0.1490 -0.1852 -0.2253 -0.2696 -0.3183
 -0.2026 -0.1963 -0.1898 -0.1788 -0.1625 -0.1417 -0.1189 -0.0969 -0.0782 -0.0631
 -0.0501 -0.0378 -0.0269 -0.0169 -0.0054  0.0252  0.0499  0.0542  0.0374  0.0121
 -0.0147 -0.0420 -0.0702 -0.0994 -0.1297 -0.1602 -0.1926 -0.2290 -0.2711 -0.3192
 -0.3702
 -0.0933 -0.0995 -0.1048 -0.1066 -0.1034 -0.0944 -0.0801 -0.0632 -0.0465 -0.0317
 -0.0194 -0.0084  0.0021  0.0118  0.0220  0.0454  0.0610  0.0629  0.0449  0.0153
 -0.0171 -0.0489 -0.0802 -0.1116 -0.1431 -0.1750 -0.2067 -0.2401 -0.2774 -0.3204
 -0.3702
  0.0180  0.0024 -0.0110 -0.0224 -0.0303 -0.0327 -0.0294 -0.0210 -0.0098  0.0020
  0.0125  0.0215  0.0295  0.0371  0.0453  0.0651  0.0759  0.0745  0.0567  0.0251
 -0.0121 -0.0497 -0.0860 -0.1210 -0.1551 -0.1887 -0.2223 -0.2574 -0.2943 -0.3326
 -0.3723
  0.1313  0.1094  0.0871  0.0688  0.0531  0.0409  0.0337  0.0319  0.0346  0.0404
  0.0473  0.0535  0.0588  0.0634  0.0680  0.0822  0.0906  0.0872  0.0699  0.0392
  0.0001 -0.0421 -0.0838 -0.1239 -0.1622 -0.1989 -0.2347 -0.2699 -0.3092 -0.3454
 -0.3795
  0.2467  0.2215  0.1895  0.1623  0.1420  0.1231  0.1075  0.0962  0.0894  0.0868
  0.0873  0.0893  0.0912  0.0926  0.0936  0.0988  0.1044  0.0996  0.0825  0.0534
  0.0149 -0.0288 -0.0745 -0.1197 -0.1630 -0.2041 -0.2435 -0.2814 -0.3184 -0.3552
 -0.3927
  0.3640  0.3387  0.2962  0.2572  0.2328  0.2094  0.1879  0.1693  0.1541  0.1426
  0.1349  0.1302  0.1274  0.1250  0.1221  0.1149  0.1173  0.1117  0.0945
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.6136 -0.5722 -0.5447 -0.5274 -0.5128 -0.4969 -0.4698 -0.4497 -0.4197 -0.3779
 -0.3240 -0.2629 -0.1988 -0.1351 -0.0769  0.0369  0.1020  0.1266  0.1237
 -0.5490 -0.4847 -0.4534 -0.4286 -0.4064 -0.3901 -0.3780 -0.3660 -0.3490 -0.3236
 -0.2872 -0.2389 -0.1829 -0.1273 -0.0763  0.0231  0.0813  0.1033  0.1024  0.0896
 -0.5333 -0.4466 -0.3812 -0.3403 -0.3281 -0.3293 -0.3239 -0.3107 -0.2944 -0.2762
 -0.2524 -0.2193 -0.1749 -0.1260 -0.0799  0.0109  0.0646  0.0848  0.0826  0.0690
  0.0488
 -0.5250 -0.4416 -0.3710 -0.3144 -0.2734 -0.2493 -0.2451 -0.2532 -0.2540 -0.2408
 -0.2204 -0.1964 -0.1647 -0.1244 -0.0840  0.0001  0.0504  0.0696  0.0662  0.0519
  0.0320  0.0080
 -0.5016 -0.4295 -0.3651 -0.3086 -0.2609 -0.2234 -0.1972 -0.1824 -0.1804 -0.1846
 -0.1808 -0.1679 -0.1472 -0.1176 -0.0829 -0.0071  0.0403  0.0585  0.0539  0.0380
  0.0172 -0.0068 -0.0336 -0.0631
 -0.4557 -0.3992 -0.3466 -0.2975 -0.2522 -0.2118 -0.1781 -0.1523 -0.1339 -0.1227
 -0.1185 -0.1156 -0.1095 -0.0957 -0.0735 -0.0090  0.0352  0.0528  0.0468  0.0281
  0.0051 -0.0201 -0.0473 -0.0764 -0.1075 -0.1407 -0.1769 -0.2175 -0.2645 -0.3136
 -0.3874 -0.3473 -0.3091 -0.2716 -0.2343 -0.1978 -0.1637 -0.1338 -0.1095 -0.0902
 -0.0754 -0.0647 -0.0586 -0.0528 -0.0425 -0.0029  0.0358  0.0526  0.0459  0.0239
 -0.0029 -0.0309 -0.0597 -0.0896 -0.1206 -0.1530 -0.1873 -0.2242 -0.2656 -0.3142
 -0.3654
 -0.3014 -0.2760 -0.2520 -0.2276 -0.2014 -0.1733 -0.1442 -0.1154 -0.0894 -0.0674
 -0.0489 -0.0336 -0.0218 -0.0126 -0.0046  0.0185  0.0432  0.0576  0.0508  0.0266
 -0.0049 -0.0372 -0.0691 -0.1012 -0.1334 -0.1660 -0.1998 -0.2350 -0.2725 -0.3152
 -0.3655
 -0.2041 -0.1901 -0.1780 -0.1655 -0.1512 -0.1337 -0.1130 -0.0900 -0.0666 -0.0447
 -0.0257 -0.0095  0.0042  0.0156  0.0254  0.0453  0.0597  0.0675  0.0601  0.0351
 -0.0001 -0.0377 -0.0744 -0.1100 -0.1448 -0.1792 -0.2137 -0.2487 -0.2850 -0.3237
 -0.3674
 -0.1033 -0.0971 -0.0935 -0.0905 -0.0864 -0.0794 -0.0687 -0.0542 -0.0370 -0.0188
 -0.0012  0.0142  0.0273  0.0383  0.0480  0.0679  0.0790  0.0810  0.0720  0.0478
  0.0114 -0.0302 -0.0722 -0.1127 -0.1514 -0.1889 -0.2255 -0.2616 -0.2979 -0.3352
 -0.3743
 -0.0038 -0.0021 -0.0031 -0.0067 -0.0102 -0.0121 -0.0108 -0.0056  0.0032  0.0148
  0.0280  0.0410  0.0525  0.0620  0.0700  0.0866  0.0965  0.0958  0.0847  0.0613
  0.0257 -0.0173 -0.0630 -0.1084 -0.1521 -0.1939 -0.2340 -0.2727 -0.3106 -0.3483
 -0.3867
  0.0908  0.0907  0.0873  0.0810  0.0729  0.0647  0.0584  0.0552  0.0554  0.0588
  0.0651  0.0730  0.0788  0.0873  0.0914  0.1014  0.1122  0.1119  0.0982
 [Fe/H] = -1.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.7989 -0.7349 -0.6872 -0.6503 -0.6188 -0.5863 -0.5474 -0.4992 -0.4452 -0.3870
 -0.3245 -0.2589 -0.1936 -0.1337 -0.0801  0.0274  0.0974  0.1316  0.1346
 -0.7077 -0.6336 -0.5784 -0.5379 -0.5070 -0.4805 -0.4533 -0.4211 -0.3845 -0.3435
 -0.2966 -0.2435 -0.1868 -0.1325 -0.0834  0.0148  0.0784  0.1086  0.1120  0.1000
 -0.6260 -0.5437 -0.4960 -0.4610 -0.4296 -0.4034 -0.3807 -0.3574 -0.3318 -0.3031
 -0.2698 -0.2296 -0.1823 -0.1335 -0.0882  0.0025  0.0614  0.0900  0.0933  0.0812
  0.0612
 -0.6123 -0.5078 -0.4274 -0.3718 -0.3424 -0.3343 -0.3262 -0.3103 -0.2894 -0.2663
 -0.2409 -0.2118 -0.1756 -0.1335 -0.0921 -0.0077  0.0473  0.0747  0.0781  0.0657
  0.0456  0.0212
