 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F140M
 -1.1333 -1.2841 -1.4021 -1.4000 -1.4011 -1.3913 -1.3648 -1.3642 -1.3605 -1.3484
 -1.3404 -1.3438 -1.3569 -1.3748 -1.3957 -1.4597 -1.5664 -1.7199 -1.8229
 -1.2198 -1.2638 -1.3010 -1.3386 -1.3737 -1.3803 -1.3763 -1.3752 -1.3723 -1.3682
 -1.3689 -1.3763 -1.3894 -1.4077 -1.4307 -1.5077 -1.6058 -1.7152 -1.8288 -1.9437
 -1.1873 -1.2360 -1.2764 -1.3108 -1.3416 -1.3725 -1.3899 -1.3891 -1.3858 -1.3851
 -1.3883 -1.3975 -1.4123 -1.4317 -1.4555 -1.5321 -1.6269 -1.7329 -1.8435 -1.9552
 -2.0671
 -1.1530 -1.2053 -1.2504 -1.2893 -1.3236 -1.3539 -1.3805 -1.4009 -1.4048 -1.4012
 -1.4031 -1.4129 -1.4290 -1.4498 -1.4747 -1.5521 -1.6451 -1.7482 -1.8563 -1.9655
 -2.0745 -2.1834
 -1.1229 -1.1734 -1.2218 -1.2648 -1.3032 -1.3380 -1.3691 -1.3950 -1.4132 -1.4226
 -1.4249 -1.4301 -1.4430 -1.4635 -1.4892 -1.5682 -1.6604 -1.7614 -1.8672 -1.9747
 -2.0817 -2.1881 -2.2941 -2.3999
 -1.1006 -1.1467 -1.1929 -1.2382 -1.2800 -1.3184 -1.3537 -1.3854 -1.4114 -1.4307
 -1.4453 -1.4557 -1.4661 -1.4814 -1.5033 -1.5810 -1.6732 -1.7726 -1.8765 -1.9826
 -2.0885 -2.1933 -2.2971 -2.4003 -2.5038 -2.6072 -2.7101 -2.8121 -2.9128 -3.0121
 -1.0889 -1.1290 -1.1685 -1.2131 -1.2558 -1.2965 -1.3349 -1.3706 -1.4026 -1.4293
 -1.4520 -1.4721 -1.4897 -1.5064 -1.5256 -1.5939 -1.6841 -1.7821 -1.8844 -1.9891
 -2.0942 -2.1983 -2.3009 -2.4023 -2.5027 -2.6021 -2.7011 -2.8002 -2.8999 -2.9997
 -3.0965
 -1.0905 -1.1235 -1.1565 -1.1951 -1.2355 -1.2757 -1.3151 -1.3532 -1.3891 -1.4215
 -1.4503 -1.4766 -1.5013 -1.5246 -1.5472 -1.6117 -1.6952 -1.7908 -1.8914 -1.9945
