 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  R   
 -2.6031 -2.5620 -2.7514 -2.7110 -2.5689 -2.3676 -2.1434 -1.9950 -1.8652 -1.7301
 -1.6026 -1.4837 -1.3749 -1.2758 -1.1874 -1.0057 -0.8688 -0.7598 -0.7125
 -2.6054 -2.4514 -2.3241 -2.2412 -2.2015 -2.1330 -2.0092 -1.8712 -1.7439 -1.6238
 -1.5093 -1.4022 -1.3040 -1.2150 -1.1348 -0.9694 -0.8502 -0.7724 -0.7251 -0.6974
 -2.4451 -2.2964 -2.1559 -2.0330 -1.9350 -1.8758 -1.8343 -1.7601 -1.6575 -1.5471
 -1.4434 -1.3463 -1.2568 -1.1756 -1.1026 -0.9532 -0.8474 -0.7794 -0.7384 -0.7138
 -0.6998
 -2.3111 -2.1811 -2.0482 -1.9218 -1.8089 -1.7131 -1.6393 -1.5917 -1.5449 -1.4760
 -1.3904 -1.3035 -1.2225 -1.1485 -1.0814 -0.9437 -0.8468 -0.7864 -0.7507 -0.7291
 -0.7163 -0.7100
 -2.1867 -2.0796 -1.9632 -1.8448 -1.7321 -1.6309 -1.5435 -1.4701 -1.4157 -1.3701
 -1.3205 -1.2587 -1.1913 -1.1253 -1.0643 -0.9367 -0.8459 -0.7910 -0.7602 -0.7425
 -0.7318 -0.7264 -0.7254 -0.7287
 -2.0696 -1.9801 -1.8841 -1.7798 -1.6746 -1.5747 -1.4852 -1.4075 -1.3413 -1.2855
 -1.2385 -1.1946 -1.1469 -1.0955 -1.0440 -0.9290 -0.8432 -0.7915 -0.7647 -0.7522
 -0.7452 -0.7420 -0.7421 -0.7452 -0.7510 -0.7603 -0.7741 -0.7933 -0.8182 -0.8492
 -1.9618 -1.8839 -1.8042 -1.7158 -1.6224 -1.5291 -1.4411 -1.3623 -1.2948 -1.2369
 -1.1857 -1.1397 -1.0976 -1.0564 -1.0148 -0.9164 -0.8372 -0.7861 -0.7631 -0.7560
 -0.7544 -0.7550 -0.7577 -0.7623 -0.7687 -0.7754 -0.7847 -0.7995 -0.8218 -0.8522
 -0.8869
 -1.8656 -1.7943 -1.7236 -1.6484 -1.5683 -1.4853 -1.4028 -1.3252 -1.2568 -1.1985
 -1.1483 -1.1031 -1.0609 -1.0216 -0.9841 -0.8982 -0.8275 -0.7785 -0.7559 -0.7525
 -0.7570 -0.7632 -0.7701 -0.7777 -0.7863 -0.7955 -0.8045 -0.8158 -0.8323 -0.8564
 -0.8895
 -1.7831 -1.7147 -1.6474 -1.5774 -1.5087 -1.4367 -1.3631 -1.2904 -1.2227 -1.1633
 -1.1130 -1.0698 -1.0305 -0.9932 -0.9576 -0.8779 -0.8139 -0.7686 -0.7451 -0.7430
 -0.7521 -0.7646 -0.7774 -0.7897 -0.8018 -0.8137 -0.8258 -0.8386 -0.8543 -0.8731
 -0.8947
 -1.7166 -1.6485 -1.5813 -1.5150 -1.4494 -1.3847 -1.3203 -1.2550 -1.1914 -1.1324
 -1.0809 -1.0376 -1.0004 -0.9659 -0.9333 -0.8601 -0.8000 -0.7575 -0.7340 -0.7304
 -0.7409 -0.7580 -0.7768 -0.7951 -0.8123 -0.8284 -0.8438 -0.8588 -0.8739 -0.8903
 -0.9079
 -1.6640 -1.5925 -1.5238 -1.4577 -1.3940 -1.3325 -1.2731 -1.2153 -1.1579 -1.1023
 -1.0510 -1.0065 -0.9692 -0.9374 -0.9087 -0.8428 -0.7864 -0.7462 -0.7237 -0.7181
 -0.7275 -0.7459 -0.7688 -0.7928 -0.8160 -0.8376 -0.8577 -0.8764 -0.8942 -0.9119
 -0.9304
