 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -4.6370 -4.2426 -3.8917 -3.5745 -3.2947 -3.0557 -2.8546 -2.6839 -2.5365 -2.4059
 -2.2883 -2.1828 -2.0892 -2.0065 -1.9318 -1.7590 -1.6020 -1.4763 -1.3823 -1.3158
 -1.2717 -1.2448 -1.2295 -1.2198 -1.2120 -1.2046 -1.1975 -1.1904 -1.1841 -1.1794
 -1.1777
 -4.7822 -4.3698 -4.0112 -3.6861 -3.3919 -3.1313 -2.9080 -2.7195 -2.5594 -2.4209
 -2.2988 -2.1896 -2.0916 -2.0040 -1.9252 -1.7574 -1.6088 -1.4809 -1.3829 -1.3131
 -1.2668 -1.2394 -1.2259 -1.2206 -1.2186 -1.2174 -1.2161 -1.2142 -1.2119 -1.2099
 -1.2083
 -4.9474 -4.5092 -4.1403 -3.8107 -3.5097 -3.2357 -2.9920 -2.7814 -2.6029 -2.4508
 -2.3197 -2.2047 -2.1026 -2.0111 -1.9288 -1.7557 -1.6124 -1.4871 -1.3855
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  V   
 -5.0542 -4.6316 -4.2424 -3.9162 -3.6307 -3.3706 -3.1550 -2.9660 -2.7983 -2.6416
 -2.4954 -2.3605 -2.2376 -2.1271 -2.0281 -1.8209 -1.6547 -1.5137 -1.3926
 -4.7639 -4.5607 -4.2052 -3.8636 -3.5703 -3.3080 -3.0863 -2.8965 -2.7264 -2.5716
 -2.4274 -2.2946 -2.1740 -2.0660 -1.9696 -1.7720 -1.6172 -1.4893 -1.3816 -1.2924
 -4.3926 -4.2770 -4.1536 -3.8557 -3.5507 -3.2842 -3.0522 -2.8568 -2.6861 -2.5324
 -2.3905 -2.2597 -2.1406 -2.0337 -1.9384 -1.7444 -1.5953 -1.4747 -1.3753 -1.2939
 -1.2288
 -4.2980 -4.0140 -3.8607 -3.7818 -3.5580 -3.2877 -3.0472 -2.8406 -2.6658 -2.5123
 -2.3725 -2.2435 -2.1256 -2.0192 -1.9242 -1.7307 -1.5837 -1.4671 -1.3730 -1.2972
 -1.2371 -1.1885
 -4.2937 -3.9593 -3.6989 -3.5188 -3.4187 -3.2876 -3.0634 -2.8469 -2.6615 -2.5045
 -2.3658 -2.2385 -2.1217 -2.0158 -1.9207 -1.7260 -1.5789 -1.4639 -1.3730 -1.3012
 -1.2453 -1.2006 -1.1629 -1.1303
 -4.3367 -3.9719 -3.6726 -3.4321 -3.2456 -3.1080 -3.0056 -2.8611 -2.6760 -2.5078
 -2.3661 -2.2402 -2.1244 -2.0190 -1.9237 -1.7273 -1.5783 -1.4632 -1.3739 -1.3050
 -1.2525 -1.2116 -1.1776 -1.1483 -1.1223 -1.1010 -1.0860 -1.0785 -1.0786 -1.0843
 -4.4238 -4.0281 -3.6979 -3.4265 -3.2050 -3.0240 -2.8730 -2.7512 -2.6464 -2.5191
 -2.3739 -2.2459 -2.1311 -2.0261 -1.9307 -1.7326 -1.5808 -1.4640 -1.3749 -1.3077
 -1.2577 -1.2206 -1.1909 -1.1654 -1.1430 -1.1238 -1.1075 -1.0964 -1.0927 -1.0975
 -1.1087
 -4.5425 -4.1254 -3.7640 -3.4626 -3.2149 -3.0106 -2.8396 -2.6911 -2.5618 -2.4522
 -2.3536 -2.2482 -2.1399 -2.0356 -1.9402 -1.7405 -1.5857 -1.4660 -1.3757 -1.3087
 -1.2606 -1.2265 -1.2012 -1.1804 -1.1620 -1.1457 -1.1320 -1.1208 -1.1137 -1.1131
 -1.1227
 -4.6861 -4.2486 -3.8653 -3.5335 -3.2572 -3.0299 -2.8412 -2.6809 -2.5401 -2.4145
 -2.3037 -2.2074 -2.1213 -2.0352 -1.9475 -1.7483 -1.5910 -1.4680 -1.3752 -1.3075
 -1.2601 -1.2283 -1.2071 -1.1914 -1.1781 -1.1661 -1.1555 -1.1464 -1.1395 -1.1361
 -1.1391
 -4.8485 -4.4000 -4.0012 -3.6463 -3.3401 -3.0846 -2.8737 -2.6977 -2.5473 -2.4150
 -2.2963 -2.1903 -2.0971 -2.0152 -1.9395 -1.7582 -1.5996 -1.4731 -1.3766 -1.3066
 -1.2582 -1.2272 -1.2088 -1.1979 -1.1901 -1.1834 -1.1774 -1.1718 -1.1671 -1.1642
 -1.1643
 -5.0237 -4.5611 -4.1544 -3.7871 -3.4595 -3.1758 -2.9376 -2.7397 -2.5738 -2.4317
 -2.3071 -2.1959 -2.0965 -2.0083 -1.9295 -1.7607 -1.6089 -1.4798 -1.3793 -1.3057
 -1.2552 -1.2234 -1.2062 -1.1988 -1.1962 -1.1952 -1.1948 -1.1941 -1.1933 -1.1929
 -1.1926
 -5.2148 -4.7307 -4.3152 -3.9423 -3.6038 -3.3010 -3.0367 -2.8125 -2.6248 -2.4667
 -2.3314 -2.2134 -2.1089 -2.0157 -1.9324 -1.7592 -1.6156 -1.4881 -1.3839
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  V   
 -5.0377 -4.5750 -4.1849 -3.8666 -3.5887 -3.3348 -3.1197 -2.9236 -2.7540 -2.6032
 -2.4604 -2.3278 -2.2067 -2.0973 -1.9990 -1.7943 -1.6328 -1.4984 -1.3825
 -4.7540 -4.5487 -4.1564 -3.8163 -3.5281 -3.2740 -3.0569 -2.8651 -2.6954 -2.5440
 -2.4025 -2.2717 -2.1523 -2.0447 -1.9484 -1.7515 -1.5995 -1.4755 -1.3710 -1.2827
 -4.5028 -4.4301 -4.1572 -3.8163 -3.5126 -3.2490 -3.0257 -2.8322 -2.6628 -2.5117
 -2.3720 -2.2429 -2.1246 -2.0178 -1.9222 -1.7279 -1.5804 -1.4623 -1.3645 -1.2832
 -1.2170
 -4.3204 -4.0851 -4.0134 -3.8252 -3.5301 -3.2572 -3.0211 -2.8203 -2.6479 -2.4960
 -2.3580 -2.2305 -2.1132 -2.0068 -1.9112 -1.7167 -1.5705 -1.4554 -1.3619 -1.2854
 -1.2239 -1.1745
 -4.3140 -3.9764 -3.7434 -3.6306 -3.5227 -3.2838 -3.0398 -2.8271 -2.6467 -2.4914
 -2.3540 -2.2279 -2.1117 -2.0056 -1.9098 -1.7137 -1.5667 -1.4527 -1.3618 -1.2887
 -1.2307 -1.1848 -1.1470 -1.1146
 -4.3762 -3.9885 -3.6859 -3.4605 -3.3087 -3.2116 -3.0617 -2.8525 -2.6603 -2.4968
 -2.3563 -2.2312 -2.1160 -2.0104 -1.9144 -1.7163 -1.5671 -1.4525 -1.3627 -1.2920
 -1.2369 -1.1943 -1.1598 -1.1307 -1.1056 -1.0856 -1.0717 -1.0651 -1.0662 -1.0727
 -4.4951 -4.0599 -3.7122 -3.4374 -3.2235 -3.0581 -2.9320 -2.8250 -2.6824 -2.5148
 -2.3654 -2.2384 -2.1240 -2.0190 -1.9230 -1.7229 -1.5708 -1.4541 -1.3641 -1.2947
 -1.2418 -1.2020 -1.1712 -1.1456 -1.1237 -1.1054 -1.0908 -1.0814 -1.0789 -1.0847
 -1.0964
 -4.6573 -4.1846 -3.7916 -3.4758 -3.2244 -3.0231 -2.8591 -2.7205 -2.6043 -2.4986
 -2.3787 -2.2496 -2.1347 -2.0301 -1.9342 -1.7324 -1.5772 -1.4574 -1.3658 -1.2965
 -1.2449 -1.2075 -1.1802 -1.1588 -1.1407 -1.1252 -1.1126 -1.1025 -1.0972 -1.0990
 -1.1095
 -4.8422 -4.3465 -3.9175 -3.5592 -3.2697 -3.0379 -2.8501 -2.6929 -2.5559 -2.4352
 -2.3298 -2.2334 -2.1363 -2.0392 -1.9449 -1.7422 -1.5843 -1.4610 -1.3667 -1.2964
 -1.2453 -1.2096 -1.1854 -1.1684 -1.1550 -1.1435 -1.1341 -1.1260 -1.1207 -1.1199
 -1.1248
 -5.0448 -4.5357 -4.0859 -3.6945 -3.3650 -3.0973 -2.8815 -2.7046 -2.5553 -2.4242
 -2.3071 -2.2030 -2.1108 -2.0282 -1.9480 -1.7550 -1.5949 -1.4682 -1.3700 -1.2971
 -1.2450 -1.2097 -1.1876 -1.1743 -1.1657 -1.1592 -1.1540 -1.1498 -1.1468 -1.1447
 -1.1480
 -5.2550 -4.7355 -4.2747 -3.8643 -3.5050 -3.2010 -2.9512 -2.7478 -2.5800 -2.4378
 -2.3133 -2.2023 -2.1029 -2.0150 -1.9366 -1.7630 -1.6065 -1.4770 -1.3748 -1.2982
 -1.2438 -1.2077 -1.1863 -1.1755 -1.1713 -1.1700 -1.1699 -1.1703 -1.1710 -1.1725
 -1.1739
 -5.4738 -4.9367 -4.4702 -4.0513 -3.6759 -3.3455 -3.0631 -2.8280 -2.6343 -2.4734
 -2.3370 -2.2184 -2.1135 -2.0198 -1.9364 -1.7627 -1.6166 -1.4873 -1.3816
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  V   
 -4.8679 -4.4286 -4.0757 -3.7887 -3.5252 -3.2846 -3.0812 -2.8935 -2.7225 -2.5743
 -2.4349 -2.3046 -2.1852 -2.0766 -1.9788 -1.7744 -1.6100 -1.4771 -1.3713
 -4.7944 -4.4513 -4.0698 -3.7521 -3.4819 -3.2370 -3.0305 -2.8420 -2.6722 -2.5236
 -2.3848 -2.2559 -2.1377 -2.0305 -1.9341 -1.7361 -1.5843 -1.4622 -1.3598 -1.2723
 -4.6397 -4.4569 -4.1036 -3.7631 -3.4731 -3.2202 -3.0027 -2.8142 -2.6456 -2.4962
 -2.3588 -2.2313 -2.1140 -2.0074 -1.9114 -1.7152 -1.5672 -1.4500 -1.3533 -1.2721
 -1.2049
 -4.4320 -4.2132 -4.0999 -3.8006 -3.4953 -3.2303 -3.0004 -2.8044 -2.6343 -2.4835
 -2.3473 -2.2212 -2.1048 -1.9984 -1.9023 -1.7055 -1.5583 -1.4436 -1.3505 -1.2735
 -1.2104 -1.1596
 -4.3122 -3.9959 -3.8345 -3.7617 -3.5309 -3.2594 -3.0190 -2.8116 -2.6345 -2.4809
 -2.3449 -2.2199 -2.1044 -1.9984 -1.9020 -1.7035 -1.5551 -1.4412 -1.3501 -1.2760
 -1.2162 -1.1685 -1.1301 -1.0974
 -4.3841 -3.9905 -3.7014 -3.5147 -3.4219 -3.2826 -3.0523 -2.8352 -2.6474 -2.4873
 -2.3481 -2.2240 -2.1095 -2.0040 -1.9075 -1.7069 -1.5561 -1.4413 -1.3511 -1.2790
 -1.2217 -1.1767 -1.1411 -1.1118 -1.0874 -1.0677 -1.0547 -1.0497 -1.0517 -1.0593
 -4.5275 -4.0672 -3.7145 -3.4476 -3.2541 -3.1227 -3.0209 -2.8652 -2.6752 -2.5039
 -2.3581 -2.2318 -2.1180 -2.0131 -1.9167 -1.7143 -1.5606 -1.4435 -1.3529 -1.2818
 -1.2263 -1.1836 -1.1509 -1.1248 -1.1030 -1.0851 -1.0715 -1.0637 -1.0629 -1.0697
 -1.0824
 -4.7321 -4.2119 -3.7979 -3.4771 -3.2298 -3.0403 -2.8921 -2.7736 -2.6639 -2.5282
 -2.3776 -2.2442 -2.1293 -2.0250 -1.9287 -1.7247 -1.5680 -1.4477 -1.3553 -1.2841
 -1.2296 -1.1889 -1.1588 -1.1361 -1.1178 -1.1027 -1.0909 -1.0825 -1.0792 -1.0826
 -1.0941
 -4.9758 -4.4081 -3.9411 -3.5650 -3.2704 -3.0409 -2.8597 -2.7104 -2.5825 -2.4712
 -2.3667 -2.2550 -2.1404 -2.0366 -1.9408 -1.7359 -1.5764 -1.4528 -1.3575 -1.2851
 -1.2309 -1.1915 -1.1638 -1.1445 -1.1301 -1.1188 -1.1100 -1.1037 -1.1000 -1.1009
 -1.1081
 -5.2282 -4.6409 -4.1397 -3.7163 -3.3710 -3.0977 -2.8826 -2.7096 -2.5649 -2.4381
 -2.3253 -2.2246 -2.1314 -2.0415 -1.9534 -1.7508 -1.5888 -1.4617 -1.3625 -1.2873
 -1.2320 -1.1928 -1.1666 -1.1501 -1.1397 -1.1326 -1.1278 -1.1246 -1.1233 -1.1243
 -1.1287
 -5.4737 -4.8838 -4.3660 -3.9135 -3.5268 -3.2078 -2.9519 -2.7480 -2.5825 -2.4430
 -2.3209 -2.2118 -2.1140 -2.0264 -1.9474 -1.7640 -1.6026 -1.4724 -1.3694 -1.2903
 -1.2326 -1.1925 -1.1667 -1.1520 -1.1449 -1.1422 -1.1420 -1.1431 -1.1452 -1.1485
 -1.1523
 -5.7124 -5.1368 -4.5987 -4.1342 -3.7220 -3.3682 -3.0715 -2.8297 -2.6345 -2.4745
 -2.3399 -2.2229 -2.1189 -2.0258 -1.9228 -1.7755 -1.6178 -1.4849 -1.3782
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  V   
 -4.7595 -4.3506 -4.0154 -3.7467 -3.4871 -3.2552 -3.0512 -2.8679 -2.6991 -2.5544
 -2.4174 -2.2894 -2.1714 -2.0637 -1.9661 -1.7610 -1.5964 -1.4642 -1.3600
 -4.8220 -4.3821 -4.0119 -3.7090 -3.4513 -3.2142 -3.0074 -2.8239 -2.6549 -2.5095
 -2.3731 -2.2461 -2.1291 -2.0225 -1.9258 -1.7260 -1.5726 -1.4504 -1.3489 -1.2620
 -4.5987 -4.4367 -4.0491 -3.7216 -3.4446 -3.1999 -2.9860 -2.8007 -2.6325 -2.4857
 -2.3503 -2.2243 -2.1081 -2.0019 -1.9055 -1.7069 -1.5567 -1.4390 -1.3425 -1.2612
 -1.1929
