 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F555W
 -3.8827 -3.8083 -4.0260 -3.9468 -3.7208 -3.4261 -3.1055 -2.8840 -2.6836 -2.4810
 -2.2954 -2.1255 -1.9670 -1.8177 -1.6767 -1.3755 -1.0833 -0.8316 -0.6736
 -3.8777 -3.6078 -3.3959 -3.2527 -3.1677 -3.0471 -2.8549 -2.6423 -2.4436 -2.2565
 -2.0813 -1.9191 -1.7701 -1.6327 -1.5051 -1.2221 -0.9860 -0.8011 -0.6652 -0.5638
 -3.6306 -3.3615 -3.1301 -2.9370 -2.7803 -2.6713 -2.5811 -2.4453 -2.2741 -2.0963
 -1.9318 -1.7798 -1.6401 -1.5124 -1.3954 -1.1434 -0.9397 -0.7803 -0.6610 -0.5703
 -0.4982
 -3.4411 -3.1880 -2.9599 -2.7608 -2.5874 -2.4352 -2.3075 -2.2094 -2.1075 -1.9747
 -1.8260 -1.6825 -1.5509 -1.4305 -1.3206 -1.0883 -0.9066 -0.7674 -0.6614 -0.5798
 -0.5136 -0.4580
 -3.2864 -3.0534 -2.8361 -2.6405 -2.4675 -2.3124 -2.1717 -2.0453 -1.9402 -1.8424
 -1.7356 -1.6140 -1.4909 -1.3760 -1.2714 -1.0515 -0.8834 -0.7578 -0.6634 -0.5902
 -0.5299 -0.4784 -0.4334 -0.3942
 -3.1593 -2.9418 -2.7394 -2.5505 -2.3807 -2.2284 -2.0898 -1.9624 -1.8460 -1.7401
 -1.6433 -1.5479 -1.4459 -1.3410 -1.2403 -1.0279 -0.8674 -0.7498 -0.6638 -0.5989
 -0.5451 -0.4985 -0.4572 -0.4201 -0.3853 -0.3544 -0.3295 -0.3121 -0.3035 -0.3043
 -3.0582 -2.8505 -2.6593 -2.4799 -2.3136 -2.1640 -2.0287 -1.9047 -1.7907 -1.6846
 -1.5852 -1.4916 -1.4014 -1.3112 -1.2205 -1.0141 -0.8566 -0.7417 -0.6611 -0.6032
 -0.5566 -0.5160 -0.4795 -0.4462 -0.4154 -0.3852 -0.3580 -0.3371 -0.3250 -0.3230
 -0.3302
 -2.9811 -2.7786 -2.5931 -2.4210 -2.2608 -2.1128 -1.9792 -1.8582 -1.7473 -1.6444
