 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  o   
 -2.5792 -2.6051 -2.5067 -2.3405 -2.1834 -2.0498 -1.9337 -1.8384 -1.7591 -1.6884
 -1.6272 -1.5712 -1.5191 -1.4705 -1.4249 -1.3238 -1.2414 -1.1795 -1.1379 -1.1136
 -1.1027 -1.1017
 -2.4919 -2.3932 -2.4045 -2.3459 -2.2038 -2.0634 -1.9421 -1.8395 -1.7550 -1.6833
 -1.6204 -1.5653 -1.5145 -1.4673 -1.4230 -1.3247 -1.2440 -1.1830 -1.1424 -1.1191
 -1.1090 -1.1086 -1.1151 -1.1259
 -2.4777 -2.3339 -2.2284 -2.2040 -2.1878 -2.0785 -1.9557 -1.8476 -1.7560 -1.6800
 -1.6151 -1.5596 -1.5097 -1.4636 -1.4207 -1.3254 -1.2466 -1.1864 -1.1462 -1.1235
 -1.1141 -1.1143 -1.1216 -1.1333 -1.1477 -1.1655 -1.1875 -1.2137 -1.2433 -1.2749
 -2.4739 -2.3261 -2.1922 -2.0863 -2.0294 -2.0155 -1.9601 -1.8593 -1.7634 -1.6811
 -1.6124 -1.5543 -1.5044 -1.4593 -1.4175 -1.3251 -1.2485 -1.1893 -1.1493 -1.1268
 -1.1179 -1.1188 -1.1269 -1.1399 -1.1556 -1.1735 -1.1944 -1.2192 -1.2483 -1.2805
 -1.3149
 -2.4686 -2.3260 -2.1898 -2.0669 -1.9649 -1.8931 -1.8535 -1.8255 -1.7678 -1.6874
 -1.6136 -1.5517 -1.4994 -1.4543 -1.4133 -1.3235 -1.2492 -1.1913 -1.1515 -1.1289
 -1.1202 -1.1217 -1.1308 -1.1453 -1.1627 -1.1821 -1.2036 -1.2279 -1.2554 -1.2866
 -1.3216
 -2.4647 -2.3233 -2.1910 -2.0670 -1.9551 -1.8597 -1.7847 -1.7298 -1.6915 -1.6572
 -1.6101 -1.5503 -1.4952 -1.4483 -1.4075 -1.3197 -1.2476 -1.1911 -1.1518 -1.1292
 -1.1207 -1.1229 -1.1331 -1.1490 -1.1685 -1.1901 -1.2134 -1.2386 -1.2656 -1.2956
 -1.3294
 -2.4531 -2.3183 -2.1910 -2.0706 -1.9587 -1.8577 -1.7699 -1.6968 -1.6380 -1.5910
 -1.5533 -1.5196 -1.4830 -1.4415 -1.4017 -1.3159 -1.2456 -1.1903 -1.1513 -1.1284
 -1.1195 -1.1219 -1.1329 -1.1502 -1.1717 -1.1957 -1.2214 -1.2484 -1.2766 -1.3067
 -1.3388
 -2.4449 -2.3119 -2.1875 -2.0710 -1.9621 -1.8619 -1.7712 -1.6912 -1.6226 -1.5646
 -1.5158 -1.4748 -1.4403 -1.4098 -1.3801 -1.3090 -1.2422 -1.1881 -1.1493 -1.1259
 -1.1165 -1.1187 -1.1301 -1.1485 -1.1718 -1.1984 -1.2269 -1.2565 -1.2869 -1.3182
 -1.3503
 -2.4400 -2.3041 -2.1774 -2.0681 -1.9621 -1.8644 -1.7749 -1.6938 -1.6215 -1.5579
 -1.5029 -1.4555 -1.4146 -1.3796 -1.3427 -1.2990 -1.2374 -1.1845 -1.1458
 [Fe/H] =  0.50 [alpha/Fe] =-0.40 BC value =  o   
 -2.7193 -2.5472 -2.3978 -2.2689 -2.1320 -2.0208 -1.9294 -1.8486 -1.7755 -1.7081
 -1.6451 -1.5859 -1.5306 -1.4791 -1.4311 -1.3251 -1.2360 -1.1668 -1.1150
 -2.7936 -2.5903 -2.4162 -2.2685 -2.1359 -2.0163 -1.9190 -1.8374 -1.7605 -1.6940
 -1.6320 -1.5741 -1.5201 -1.4698 -1.4227 -1.3188 -1.2338 -1.1675 -1.1195 -1.0884
 -2.8149 -2.6403 -2.4510 -2.2846 -2.1471 -2.0195 -1.9138 -1.8282 -1.7505 -1.6832
 -1.6225 -1.5660 -1.5134 -1.4644 -1.4185 -1.3168 -1.2335 -1.1692 -1.1238 -1.0952
 -1.0808
 -2.6111 -2.6442 -2.4873 -2.3127 -2.1590 -2.0297 -1.9158 -1.8233 -1.7455 -1.6750
 -1.6148 -1.5596 -1.5084 -1.4608 -1.4161 -1.3169 -1.2351 -1.1719 -1.1279 -1.1009
 -1.0876 -1.0848
 -2.5049 -2.4718 -2.4695 -2.3380 -2.1818 -2.0428 -1.9250 -1.8241 -1.7414 -1.6705
 -1.6083 -1.5539 -1.5039 -1.4575 -1.4141 -1.3177 -1.2376 -1.1752 -1.1320 -1.1057
 -1.0932 -1.0910 -1.0964 -1.1071
 -2.4825 -2.3434 -2.2802 -2.2905 -2.1971 -2.0618 -1.9375 -1.8313 -1.7421 -1.6676
 -1.6031 -1.5483 -1.4992 -1.4539 -1.4118 -1.3184 -1.2402 -1.1786 -1.1355 -1.1097
 -1.0978 -1.0962 -1.1022 -1.1135 -1.1283 -1.1461 -1.1685 -1.1962 -1.2263 -1.2590
 -2.4870 -2.3301 -2.1982 -2.1150 -2.1031 -2.0622 -1.9531 -1.8434 -1.7488 -1.6679
 -1.6010 -1.5432 -1.4941 -1.4497 -1.4086 -1.3181 -1.2422 -1.1816 -1.1387 -1.1129
 -1.1014 -1.1003 -1.1069 -1.1190 -1.1346 -1.1529 -1.1742 -1.1995 -1.2298 -1.2628
 -1.2983
 -2.4990 -2.3381 -2.1934 -2.0701 -1.9795 -1.9347 -1.9142 -1.8512 -1.7594 -1.6744
 -1.6016 -1.5408 -1.4891 -1.4447 -1.4044 -1.3165 -1.2430 -1.1839 -1.1413 -1.1153
 -1.1038 -1.1032 -1.1105 -1.1235 -1.1403 -1.1595 -1.1813 -1.2058 -1.2343 -1.2673
 -1.3032
 -2.5146 -2.3498 -2.2023 -2.0705 -1.9568 -1.8666 -1.8045 -1.7673 -1.7338 -1.6772
 -1.6055 -1.5400 -1.4854 -1.4389 -1.3986 -1.3126 -1.2415 -1.1840 -1.1421 -1.1161
 -1.1046 -1.1044 -1.1125 -1.1266 -1.1449 -1.1657 -1.1889 -1.2143 -1.2424 -1.2738
 -1.3094
 -2.5284 -2.3645 -2.2162 -2.0821 -1.9626 -1.8589 -1.7729 -1.7059 -1.6560 -1.6178
 -1.5816 -1.5374 -1.4847 -1.4359 -1.3940 -1.3088 -1.2395 -1.1836 -1.1423 -1.1161
 -1.1041 -1.1038 -1.1124 -1.1275 -1.1472 -1.1699 -1.1950 -1.2220 -1.2510 -1.2819
 -1.3168
 -2.5536 -2.3822 -2.2301 -2.0955 -1.9744 -1.8668 -1.7726 -1.6925 -1.6265 -1.5729
 -1.5290 -1.4921 -1.4581 -1.4231 -1.3859 -1.3040 -1.2364 -1.1818 -1.1411 -1.1147
 -1.1021 -1.1014 -1.1102 -1.1260 -1.1470 -1.1717 -1.1990 -1.2282 -1.2590 -1.2914
 -1.3255
 -2.5901 -2.4029 -2.2380 -2.1080 -1.9866 -1.8777 -1.7811 -1.6961 -1.6225 -1.5597
 -1.5067 -1.4618 -1.4235 -1.3901 -1.3743 -1.2982 -1.2322 -1.1786 -1.1385
 [Fe/H] =  0.75 [alpha/Fe] =-0.40 BC value =  o   
 -2.6618 -2.5030 -2.3636 -2.2418 -2.1063 -2.0030 -1.9152 -1.8346 -1.7609 -1.6934
 -1.6314 -1.5732 -1.5188 -1.4681 -1.4210 -1.3171 -1.2296 -1.1612 -1.1088
 -2.7295 -2.5415 -2.3799 -2.2422 -2.1118 -1.9975 -1.9037 -1.8218 -1.7463 -1.6796
 -1.6191 -1.5620 -1.5088 -1.4592 -1.4130 -1.3111 -1.2272 -1.1609 -1.1116 -1.0783
 -2.7931 -2.5977 -2.4139 -2.2557 -2.1243 -1.9999 -1.8982 -1.8142 -1.7363 -1.6702
 -1.6101 -1.5543 -1.5025 -1.4542 -1.4090 -1.3091 -1.2267 -1.1619 -1.1147 -1.0837
 -1.0668
 -2.7505 -2.6392 -2.4573 -2.2840 -2.1364 -2.0115 -1.8994 -1.8090 -1.7329 -1.6623
 -1.6028 -1.5483 -1.4977 -1.4507 -1.4067 -1.3092 -1.2281 -1.1642 -1.1181 -1.0884
 -1.0726 -1.0679
 -2.5407 -2.5645 -2.4802 -2.3170 -2.1586 -2.0240 -1.9081 -1.8098 -1.7286 -1.6584
 -1.5965 -1.5428 -1.4933 -1.4476 -1.4049 -1.3101 -1.2306 -1.1673 -1.1216 -1.0926
 -1.0775 -1.0734 -1.0775 -1.0878
 -2.4846 -2.3672 -2.3703 -2.3232 -2.1837 -2.0423 -1.9210 -1.8168 -1.7290 -1.6559
 -1.5917 -1.5373 -1.4888 -1.4441 -1.4026 -1.3107 -1.2332 -1.1708 -1.1252 -1.0963
 -1.0817 -1.0780 -1.0825 -1.0931 -1.1079 -1.1263 -1.1494 -1.1776 -1.2081 -1.2417
 -2.4896 -2.3316 -2.2124 -2.1789 -2.1679 -2.0603 -1.9370 -1.8279 -1.7350 -1.6559
 -1.5899 -1.5325 -1.4838 -1.4399 -1.3995 -1.3104 -1.2353 -1.1740 -1.1286 -1.0996
 -1.0851 -1.0818 -1.0868 -1.0978 -1.1130 -1.1313 -1.1529 -1.1790 -1.2100 -1.2436
 -1.2801
 -2.5137 -2.3405 -2.1939 -2.0775 -2.0135 -2.0014 -1.9443 -1.8422 -1.7451 -1.6616
 -1.5901 -1.5303 -1.4789 -1.4351 -1.3953 -1.3088 -1.2362 -1.1765 -1.1315 -1.1022
 -1.0876 -1.0845 -1.0900 -1.1016 -1.1175 -1.1365 -1.1580 -1.1829 -1.2123 -1.2463
 -1.2830
 -2.5427 -2.3620 -2.2053 -2.0703 -1.9597 -1.8825 -1.8442 -1.8157 -1.7518 -1.6690
 -1.5933 -1.5292 -1.4752 -1.4292 -1.3894 -1.3049 -1.2347 -1.1769 -1.1328 -1.1034
 -1.0886 -1.0857 -1.0917 -1.1042 -1.1212 -1.1412 -1.1640 -1.1894 -1.2179 -1.2503
 -1.2873
 -2.5812 -2.3928 -2.2284 -2.0857 -1.9625 -1.8594 -1.7795 -1.7242 -1.6873 -1.6504
 -1.5975 -1.5341 -1.4760 -1.4268 -1.3850 -1.3009 -1.2327 -1.1767 -1.1335 -1.1041
 -1.0887 -1.0855 -1.0917 -1.1048 -1.1228 -1.1443 -1.1685 -1.1950 -1.2241 -1.2561
 -1.2914
 -2.6388 -2.4329 -2.2570 -2.1082 -1.9788 -1.8671 -1.7723 -1.6947 -1.6344 -1.5880
 -1.5500 -1.5132 -1.4717 -1.4251 -1.3816 -1.2965 -1.2295 -1.1750 -1.1328 -1.1035
 -1.0876 -1.0837 -1.0899 -1.1034 -1.1224 -1.1452 -1.1712 -1.1995 -1.2299 -1.2627
 -1.2980
 -2.7155 -2.4823 -2.2883 -2.1345 -2.0001 -1.8833 -1.7824 -1.6957 -1.6228 -1.5627
 -1.5134 -1.4723 -1.4365 -1.4029 -1.3792 -1.2917 -1.2251 -1.1718 -1.1307
 [Fe/H] =  1.00 [alpha/Fe] =-0.40 BC value =  o   
 -2.6008 -2.4682 -2.3399 -2.2156 -2.0868 -1.9732 -1.8770 -1.7949 -1.7239 -1.6613
 -1.6051 -1.5533 -1.5044 -1.4569 -1.4105 -1.3083 -1.2224 -1.1529 -1.1016
 -2.6811 -2.4986 -2.3461 -2.2207 -2.0916 -1.9808 -1.8894 -1.8087 -1.7330 -1.6672
 -1.6065 -1.5500 -1.4975 -1.4486 -1.4031 -1.3026 -1.2197 -1.1530 -1.1034 -1.0687
 -2.7572 -2.5522 -2.3779 -2.2313 -2.1044 -1.9821 -1.8838 -1.8007 -1.7234 -1.6579
 -1.5982 -1.5429 -1.4915 -1.4438 -1.3993 -1.3007 -1.2191 -1.1541 -1.1057 -1.0726
 -1.0534
 -2.7766 -2.6111 -2.4230 -2.2558 -2.1182 -1.9939 -1.8839 -1.7955 -1.7206 -1.6503
 -1.5913 -1.5371 -1.4870 -1.4405 -1.3971 -1.3009 -1.2206 -1.1562 -1.1085 -1.0764
 -1.0582 -1.0515
 -2.6231 -2.6104 -2.4649 -2.2915 -2.1362 -2.0095 -1.8929 -1.7958 -1.7162 -1.6458
 -1.5851 -1.5319 -1.4828 -1.4375 -1.3953 -1.3018 -1.2230 -1.1593 -1.1118 -1.0801
 -1.0624 -1.0561 -1.0588 -1.0684
 -2.4906 -2.4288 -2.4384 -2.3194 -2.1642 -2.0235 -1.9073 -1.8024 -1.7165 -1.6447
 -1.5804 -1.5267 -1.4784 -1.4341 -1.3931 -1.3024 -1.2257 -1.1628 -1.1153 -1.0836
 -1.0661 -1.0601 -1.0630 -1.0726 -1.0870 -1.1062 -1.1302 -1.1584 -1.1891 -1.2235
 -2.4876 -2.3350 -2.2499 -2.2607 -2.1797 -2.0460 -1.9205 -1.8148 -1.7221 -1.6443
 -1.5795 -1.5221 -1.4736 -1.4301 -1.3900 -1.3021 -1.2279 -1.1662 -1.1190 -1.0869
 -1.0692 -1.0635 -1.0666 -1.0765 -1.0912 -1.1097 -1.1318 -1.1584 -1.1896 -1.2234
 -1.2607
 -2.5128 -2.3382 -2.1949 -2.0969 -2.0791 -2.0452 -1.9380 -1.8278 -1.7322 -1.6496
 -1.5793 -1.5203 -1.4689 -1.4254 -1.3860 -1.3006 -1.2288 -1.1690 -1.1222 -1.0898
 -1.0718 -1.0660 -1.0694 -1.0796 -1.0947 -1.1134 -1.1353 -1.1604 -1.1900 -1.2244
 -1.2614
 -2.5539 -2.3636 -2.2031 -2.0695 -1.9687 -1.9183 -1.8993 -1.8353 -1.7426 -1.6561
 -1.5813 -1.5189 -1.4655 -1.4196 -1.3802 -1.2966 -1.2273 -1.1695 -1.1238 -1.0916
 -1.0732 -1.0673 -1.0710 -1.0817 -1.0975 -1.1169 -1.1393 -1.1645 -1.1931 -1.2261
 -1.2638
 -2.6121 -2.4058 -2.2307 -2.0838 -1.9607 -1.8624 -1.7953 -1.7587 -1.7247 -1.6644
 -1.5908 -1.5235 -1.4661 -1.4174 -1.3758 -1.2926 -1.2253 -1.1695 -1.1250 -1.0929
 -1.0740 -1.0675 -1.0711 -1.0822 -1.0986 -1.1188 -1.1423 -1.1682 -1.1969 -1.2292
 -1.2654
 -2.6993 -2.4648 -2.2702 -2.1116 -1.9778 -1.8651 -1.7723 -1.7007 -1.6502 -1.6129
 -1.5744 -1.5258 -1.4697 -1.4178 -1.3735 -1.2881 -1.2220 -1.1678 -1.1246 -1.0930
 -1.0736 -1.0664 -1.0697 -1.0809 -1.0979 -1.1192 -1.1438 -1.1710 -1.2008 -1.2335
 -1.2693
 -2.8154 -2.5406 -2.3216 -2.1484 -2.0048 -1.8835 -1.7808 -1.6945 -1.6244 -1.5691
 -1.5254 -1.4882 -1.4516 -1.4126 -1.3733 -1.2831 -1.2174 -1.1644 -1.1226
