 [Fe/H] = -4.00 [alpha/Fe] = 0.40 BC value =F322W2
  1.3445  1.5105  1.4060  0.7629 -0.2828 -0.9256 -1.2121 -1.2984 -1.1525 -0.7990
 -1.1714 -1.6772 -1.3548 -0.5584 -0.0060 -0.1869
  0.7818  0.9031  0.9277  0.7120  0.2904  0.0146 -0.1511 -0.2643 -0.3122 -0.2991
 -0.5223 -0.7473 -0.6086 -0.2491 -0.0085 -0.2004 -0.3848 -0.5463 -0.7179
  0.4864  0.5348  0.5809  0.5633  0.4765  0.4004  0.3160  0.2181  0.1112 -0.0016
 -0.1080 -0.1726 -0.1470 -0.0657 -0.0266 -0.2121 -0.3973 -0.5650 -0.7303 -0.8867
 -1.0377
  0.4583  0.4056  0.3656  0.3168  0.2755  0.2317  0.1892  0.1488  0.1178  0.0935
  0.0713  0.0468  0.0300 -0.0082 -0.0603 -0.2220 -0.4092 -0.5797 -0.7428 -0.8997
 -1.0500 -1.1946 -1.3341
  0.3469  0.3218  0.2994  0.2694  0.2365  0.1986  0.1583  0.1180  0.0798  0.0465
  0.0188 -0.0078 -0.0325 -0.0646 -0.1088 -0.2488 -0.4173 -0.5885 -0.7533 -0.9100
 -1.0595 -1.2028 -1.3407 -1.4739 -1.6031
  0.2276  0.2218  0.2134  0.1994  0.1779  0.1493  0.1152  0.0785  0.0412  0.0049
 -0.0284 -0.0583 -0.0871 -0.1141 -0.1539 -0.2779 -0.4299 -0.5964 -0.7609 -0.9178
 -1.0671 -1.2097 -1.3465 -1.4784 -1.6059 -1.7297
  0.1005  0.1056  0.1076  0.1068  0.0996  0.0838  0.0599  0.0303 -0.0025 -0.0367
 -0.0710 -0.1037 -0.1343 -0.1615 -0.1956 -0.3093 -0.4470 -0.6034 -0.7656 -0.9231
 -1.0728 -1.2153 -1.3516 -1.4825 -1.6087 -1.7309 -1.8498 -1.9655 -2.0782 -2.1879
 -0.0345 -0.0268 -0.0180 -0.0082 -0.0016 -0.0022 -0.0114 -0.0295 -0.0542 -0.0828
 -0.1137 -0.1457 -0.1773 -0.2066 -0.2370 -0.3378 -0.4672 -0.6126 -0.7687 -0.9255
 -1.0763 -1.2194 -1.3557 -1.4862 -1.6117 -1.7327 -1.8499 -1.9639 -2.0751 -2.1837
 -2.2896
 -0.1716 -0.1659 -0.1551 -0.1399 -0.1236 -0.1102 -0.1033 -0.1057 -0.1177 -0.1371
 -0.1611 -0.1885 -0.2182 -0.2484 -0.2776 -0.3664 -0.4863 -0.6246 -0.7726 -0.9258
 -1.0768 -1.2214 -1.3585 -1.4892 -1.6143 -1.7348 -1.8512 -1.9639 -2.0734 -2.1802
 -2.2848
 -0.2975 -0.3018 -0.2963 -0.2820 -0.2615 -0.2383 -0.2177 -0.2038 -0.1993 -0.2047
 -0.2181 -0.2375 -0.2615 -0.2887 -0.3168 -0.3978 -0.5063 -0.6381 -0.7806 -0.9283
 -1.0775 -1.2230 -1.3619 -1.4937 -1.6193 -1.7398 -1.8558 -1.9678 -2.0763 -2.1819
 -2.2848
 -0.4163 -0.4269 -0.4274 -0.4188 -0.3993 -0.3742 -0.3462 -0.3197 -0.2992 -0.2883
 -0.2880 -0.2966 -0.3117 -0.3316 -0.3549 -0.4285 -0.5270 -0.6499 -0.7869 -0.9296
 -1.0745 -1.2190 -1.3590 -1.4925 -1.6194 -1.7404 -1.8566 -1.9683 -2.0763 -2.1808
 -2.2844
 -0.5206 -0.5411 -0.5491 -0.5457 -0.5320 -0.5101 -0.4808 -0.4489 -0.4178 -0.3943
 -0.3797 -0.3732 -0.3744 -0.3829 -0.3981 -0.4609 -0.5515 -0.6636 -0.7940 -0.9321
 -1.0730 -1.2143 -1.3536 -1.4885 -1.6172 -1.7396 -1.8565 -1.9687 -2.0767 -2.1809
 -2.2818
 -0.6104 -0.6445 -0.6614 -0.6627 -0.6596 -0.6460 -0.6127 -0.5811 -0.5469 -0.5161
 -0.4897 -0.4674 -0.4490 -0.4426 -0.4465 -0.4950 -0.5798 -0.6792 -0.8019
 [Fe/H] = -3.00 [alpha/Fe] = 0.40 BC value =F322W2
  0.3082  0.2420  0.1727  0.0986  0.0287  0.0463  0.1122  0.1805  0.2252  0.2118
  0.0704 -0.1075 -0.1385 -0.0452  0.0022 -0.1759
  0.3638  0.3011  0.2362  0.1685  0.1037  0.0853  0.0972  0.1201  0.1396  0.1381
  0.0855  0.0125 -0.0144 -0.0014 -0.0145 -0.1948 -0.3735 -0.5456 -0.7114
  0.3954  0.3379  0.2787  0.2179  0.1587  0.1176  0.0933  0.0834  0.0817  0.0823
  0.0800  0.0705  0.0503  0.0164 -0.0338 -0.2127 -0.3906 -0.5629 -0.7278 -0.8853
 -1.0368
  0.4030  0.3524  0.3002  0.2468  0.1936  0.1432  0.1005  0.0704  0.0516  0.0443
  0.0538  0.0665  0.0557  0.0082 -0.0557 -0.2296 -0.4051 -0.5768 -0.7412 -0.8982
 -1.0484 -1.1928 -1.3326
