 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  V   
 -4.3161 -4.0861 -3.7309 -3.3823 -3.0601 -2.7842 -2.5658 -2.3721 -2.1915 -2.0244
 -1.8686 -1.7260 -1.5973 -1.4815 -1.3767 -1.1526 -0.9643 -0.8018 -0.6681
 -3.8157 -3.7010 -3.5679 -3.2800 -2.9741 -2.6947 -2.4605 -2.2645 -2.0862 -1.9224
 -1.7702 -1.6314 -1.5065 -1.3948 -1.2948 -1.0855 -0.9155 -0.7731 -0.6563 -0.5644
 -3.6152 -3.3561 -3.2067 -3.1240 -2.9158 -2.6493 -2.4042 -2.1986 -2.0214 -1.8611
 -1.7125 -1.5767 -1.4543 -1.3449 -1.2472 -1.0451 -0.8852 -0.7553 -0.6506 -0.5682
 -0.5029
 -3.5243 -3.2325 -2.9956 -2.8204 -2.7179 -2.5972 -2.3839 -2.1681 -1.9841 -1.8254
 -1.6804 -1.5473 -1.4269 -1.3188 -1.2221 -1.0228 -0.8681 -0.7454 -0.6489 -0.5737
 -0.5141 -0.4646
 -3.4779 -3.1791 -2.9212 -2.7028 -2.5227 -2.3838 -2.2850 -2.1510 -1.9720 -1.8065
 -1.6636 -1.5331 -1.4144 -1.3073 -1.2111 -1.0122 -0.8592 -0.7405 -0.6492 -0.5797
 -0.5253 -0.4800 -0.4410 -0.4061
 -3.4651 -3.1596 -2.8914 -2.6590 -2.4572 -2.2836 -2.1369 -2.0177 -1.9190 -1.7966
 -1.6580 -1.5283 -1.4105 -1.3044 -1.2086 -1.0089 -0.8553 -0.7380 -0.6499 -0.5846
 -0.5352 -0.4947 -0.4594 -0.4284 -0.3999 -0.3754 -0.3571 -0.3465 -0.3441 -0.3485
 -3.4832 -3.1688 -2.8899 -2.6467 -2.4363 -2.2542 -2.0929 -1.9481 -1.8219 -1.7180
 -1.6247 -1.5227 -1.4126 -1.3067 -1.2108 -1.0102 -0.8545 -0.7367 -0.6498 -0.5872
 -0.5422 -0.5069 -0.4764 -0.4492 -0.4245 -0.4010 -0.3809 -0.3668 -0.3606 -0.3634
 -0.3739
 -3.5245 -3.2043 -2.9140 -2.6581 -2.4362 -2.2446 -2.0780 -1.9293 -1.7945 -1.6731
 -1.5676 -1.4780 -1.3938 -1.3060 -1.2157 -1.0141 -0.8559 -0.7358 -0.6484 -0.5870
 -0.5452 -0.5150 -0.4901 -0.4679 -0.4472 -0.4281 -0.4092 -0.3931 -0.3829 -0.3810
 -0.3890
 -3.5901 -3.2583 -2.9601 -2.6913 -2.4551 -2.2515 -2.0761 -1.9230 -1.7863 -1.6619
 -1.5492 -1.4492 -1.3612 -1.2820 -1.2059 -1.0177 -0.8575 -0.7343 -0.6451 -0.5835
 -0.5431 -0.5171 -0.4981 -0.4819 -0.4666 -0.4519 -0.4381 -0.4267 -0.4179 -0.4114
 -0.4070
 -3.6818 -3.3388 -3.0302 -2.7524 -2.5023 -2.2828 -2.0941 -1.9317 -1.7901 -1.6637
 -1.5492 -1.4455 -1.3521 -1.2682 -1.1920 -1.0197 -0.8625 -0.7359 -0.6433 -0.5794
 -0.5384 -0.5143 -0.5001 -0.4900 -0.4811 -0.4721 -0.4632 -0.4542 -0.4459 -0.4390
 -0.4353
 -3.7946 -3.4298 -3.1153 -2.8319 -2.5736 -2.3397 -2.1342 -1.9573 -1.8054 -1.6730
 -1.5555 -1.4498 -1.3540 -1.2670 -1.1878 -1.0166 -0.8673 -0.7395 -0.6427 -0.5754
 -0.5322 -0.5078 -0.4961 -0.4911 -0.4884 -0.4860 -0.4832 -0.4795 -0.4753 -0.4712
 -0.4681
 -3.9282 -3.5400 -3.2126 -2.9241 -2.6598 -2.4181 -2.1997 -2.0057 -1.8382 -1.6942
 -1.5693 -1.4593 -1.3608 -1.2716 -1.1903 -1.0154 -0.8692 -0.7440 -0.6441
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value =  V   
 -4.3348 -4.0140 -3.6241 -3.2807 -2.9712 -2.7022 -2.4856 -2.2976 -2.1252 -1.9623
 -1.8109 -1.6716 -1.5456 -1.4326 -1.3310 -1.1165 -0.9403 -0.7890 -0.6600
 -3.9048 -3.8160 -3.5461 -3.2098 -2.9040 -2.6286 -2.4017 -2.2100 -2.0378 -1.8775
 -1.7288 -1.5924 -1.4693 -1.3594 -1.2613 -1.0584 -0.8965 -0.7612 -0.6481 -0.5565
 -3.6372 -3.4230 -3.3456 -3.1645 -2.8744 -2.6008 -2.3591 -2.1592 -1.9863 -1.8286
 -1.6828 -1.5488 -1.4275 -1.3191 -1.2226 -1.0247 -0.8703 -0.7446 -0.6416 -0.5589
 -0.4932
 -3.5575 -3.2599 -3.0437 -2.9266 -2.8226 -2.5947 -2.3511 -2.1371 -1.9588 -1.8020
 -1.6590 -1.5272 -1.4074 -1.2998 -1.2037 -1.0071 -0.8560 -0.7356 -0.6394 -0.5632
 -0.5030 -0.4534
 -3.5344 -3.2149 -2.9485 -2.7378 -2.5832 -2.4833 -2.3452 -2.1422 -1.9509 -1.7897
 -1.6485 -1.5188 -1.4003 -1.2933 -1.1972 -0.9999 -0.8492 -0.7315 -0.6394 -0.5680
 -0.5126 -0.4672 -0.4285 -0.3942
 -3.5497 -3.2135 -2.9271 -2.6858 -2.4862 -2.3207 -2.1910 -2.0883 -1.9547 -1.7919
 -1.6463 -1.5181 -1.4008 -1.2943 -1.1983 -0.9994 -0.8472 -0.7299 -0.6402 -0.5722
 -0.5209 -0.4801 -0.4452 -0.4146 -0.3879 -0.3654 -0.3478 -0.3370 -0.3344 -0.3401
 -3.6009 -3.2466 -2.9409 -2.6812 -2.4617 -2.2754 -2.1146 -1.9749 -1.8605 -1.7606
 -1.6455 -1.5229 -1.4060 -1.2998 -1.2038 -1.0032 -0.8483 -0.7297 -0.6406 -0.5748
 -0.5270 -0.4907 -0.4605 -0.4338 -0.4099 -0.3888 -0.3710 -0.3578 -0.3511 -0.3544
 -0.3657
 -3.6783 -3.3123 -2.9864 -2.7066 -2.4695 -2.2692 -2.0971 -1.9456 -1.8102 -1.6913
 -1.5905 -1.5003 -1.4062 -1.3074 -1.2120 -1.0098 -0.8519 -0.7304 -0.6405 -0.5754
 -0.5298 -0.4975 -0.4725 -0.4507 -0.4310 -0.4129 -0.3954 -0.3809 -0.3722 -0.3713
 -0.3797
 -3.7792 -3.3995 -3.0593 -2.7588 -2.5014 -2.2842 -2.1001 -1.9411 -1.8002 -1.6730
 -1.5591 -1.4596 -1.3732 -1.2929 -1.2120 -1.0161 -0.8557 -0.7308 -0.6386 -0.5730
 -0.5285 -0.4995 -0.4795 -0.4634 -0.4489 -0.4353 -0.4227 -0.4114 -0.4022 -0.3974
 -0.3972
 -3.9023 -3.5100 -3.1608 -2.8452 -2.5664 -2.3279 -2.1269 -1.9560 -1.8082 -1.6770
 -1.5588 -1.4524 -1.3580 -1.2742 -1.1985 -1.0229 -0.8629 -0.7344 -0.6385 -0.5706
 -0.5253 -0.4974 -0.4813 -0.4708 -0.4623 -0.4543 -0.4465 -0.4389 -0.4319 -0.4267
 -0.4244
 -4.0444 -3.6344 -3.2777 -2.9542 -2.6614 -2.4019 -2.1792 -1.9909 -1.8307 -1.6919
 -1.5693 -1.4594 -1.3606 -1.2719 -1.1922 -1.0217 -0.8704 -0.7399 -0.6396 -0.5682
 -0.5206 -0.4922 -0.4778 -0.4717 -0.4691 -0.4673 -0.4654 -0.4629 -0.4600 -0.4574
 -0.4554
 -4.2060 -3.7708 -3.4040 -3.0761 -2.7767 -2.5040 -2.2614 -2.0516 -1.8733 -1.7212
 -1.5898 -1.4745 -1.3717 -1.2794 -1.1961 -1.0204 -0.8745 -0.7468 -0.6429
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value =  V   
 -4.3359 -3.9116 -3.5211 -3.1936 -2.9071 -2.6460 -2.4293 -2.2391 -2.0701 -1.9121
 -1.7646 -1.6284 -1.5044 -1.3930 -1.2932 -1.0844 -0.9166 -0.7737 -0.6504
 -4.0448 -3.8406 -3.4837 -3.1406 -2.8460 -2.5825 -2.3597 -2.1687 -1.9975 -1.8413
 -1.6957 -1.5617 -1.4399 -1.3308 -1.2336 -1.0342 -0.8778 -0.7482 -0.6387 -0.5478
 -3.6725 -3.5562 -3.4320 -3.1328 -2.8262 -2.5584 -2.3252 -2.1287 -1.9569 -1.8018
 -1.6586 -1.5265 -1.4061 -1.2981 -1.2018 -1.0059 -0.8552 -0.7330 -0.6319 -0.5490
 -0.4825
 -3.5770 -3.2924 -3.1382 -3.0587 -2.8337 -2.5621 -2.3203 -2.1125 -1.9366 -1.7819
 -1.6408 -1.5105 -1.3913 -1.2837 -1.1876 -0.9918 -0.8432 -0.7250 -0.6293 -0.5521
 -0.4907 -0.4408
 -3.5716 -3.2370 -2.9758 -2.7949 -2.6942 -2.5622 -2.3368 -2.1191 -1.9325 -1.7745
 -1.6346 -1.5060 -1.3879 -1.2807 -1.1844 -0.9871 -0.8380 -0.7214 -0.6290 -0.5560
 -0.4988 -0.4529 -0.4143 -0.3808
 -3.6129 -3.2486 -2.9490 -2.7078 -2.5206 -2.3823 -2.2792 -2.1338 -1.9476 -1.7783
 -1.6355 -1.5083 -1.3913 -1.2846 -1.1880 -0.9887 -0.8374 -0.7206 -0.6299 -0.5597
 -0.5059 -0.4640 -0.4291 -0.3989 -0.3720 -0.3498 -0.3339 -0.3257 -0.3251 -0.3301
 -3.6977 -3.3032 -2.9735 -2.7018 -2.4796 -2.2979 -2.1463 -2.0238 -1.9184 -1.7902
 -1.6439 -1.5148 -1.3988 -1.2925 -1.1958 -0.9945 -0.8402 -0.7214 -0.6308 -0.5623
 -0.5112 -0.4730 -0.4424 -0.4161 -0.3929 -0.3729 -0.3559 -0.3439 -0.3395 -0.3436
 -0.3543
 -3.8139 -3.3984 -3.0381 -2.7371 -2.4891 -2.2843 -2.1128 -1.9636 -1.8337 -1.7234
 -1.6242 -1.5178 -1.4085 -1.3030 -1.2063 -1.0033 -0.8455 -0.7237 -0.6317 -0.5634
 -0.5142 -0.4790 -0.4529 -0.4312 -0.4121 -0.3951 -0.3806 -0.3687 -0.3609 -0.3596
 -0.3685
 -3.9548 -3.5191 -3.1373 -2.8066 -2.5307 -2.3032 -2.1142 -1.9533 -1.8120 -1.6857
 -1.5742 -1.4772 -1.3903 -1.3032 -1.2144 -1.0120 -0.8516 -0.7260 -0.6314 -0.5623
 -0.5138 -0.4810 -0.4589 -0.4424 -0.4284 -0.4156 -0.4044 -0.3946 -0.3870 -0.3830
 -0.3854
 -4.1144 -3.6680 -3.2708 -2.9173 -2.6121 -2.3570 -2.1461 -1.9698 -1.8190 -1.6861
 -1.5669 -1.4602 -1.3662 -1.2834 -1.2068 -1.0228 -0.8611 -0.7317 -0.6331 -0.5616
 -0.5121 -0.4800 -0.4607 -0.4490 -0.4405 -0.4332 -0.4265 -0.4203 -0.4150 -0.4115
 -0.4110
 -4.2867 -3.8265 -3.4215 -3.0558 -2.7294 -2.4467 -2.2089 -2.0111 -1.8451 -1.7027
 -1.5776 -1.4658 -1.3657 -1.2766 -1.1970 -1.0257 -0.8713 -0.7393 -0.6364 -0.5611
 -0.5093 -0.4765 -0.4583 -0.4500 -0.4467 -0.4451 -0.4440 -0.4428 -0.4414 -0.4405
 -0.4397
 -4.4745 -3.9933 -3.5797 -3.2085 -2.8714 -2.5698 -2.3064 -2.0828 -1.8953 -1.7372
 -1.6016 -1.4832 -1.3782 -1.2843 -1.2002 -1.0245 -0.8785 -0.7485 -0.6418
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value =  V   
 -4.3151 -3.8515 -3.4607 -3.1420 -2.8635 -2.6090 -2.3930 -2.1959 -2.0252 -1.8732
 -1.7290 -1.5952 -1.4731 -1.3628 -1.2637 -1.0576 -0.8946 -0.7586 -0.6407
 -4.0325 -3.8263 -3.4328 -3.0917 -2.8026 -2.5476 -2.3296 -2.1367 -1.9659 -1.8133
 -1.6705 -1.5385 -1.4179 -1.3093 -1.2122 -1.0137 -0.8604 -0.7348 -0.6285 -0.5384
 -3.7816 -3.7084 -3.4343 -3.0921 -2.7872 -2.5224 -2.2981 -2.1036 -1.9332 -1.7808
 -1.6399 -1.5095 -1.3900 -1.2821 -1.1857 -0.9895 -0.8406 -0.7209 -0.6216 -0.5386
 -0.4710
 -3.5988 -3.3629 -3.2908 -3.1015 -2.8050 -2.5308 -2.2936 -2.0917 -1.9183 -1.7654
 -1.6262 -1.4973 -1.3789 -1.2713 -1.1746 -0.9780 -0.8303 -0.7137 -0.6187 -0.5406
 -0.4777 -0.4271
 -3.5917 -3.2539 -3.0201 -2.9067 -2.7980 -2.5579 -2.3127 -2.0988 -1.9174 -1.7611
 -1.6226 -1.4953 -1.3778 -1.2706 -1.1736 -0.9751 -0.8262 -0.7106 -0.6182 -0.5437
 -0.4845 -0.4375 -0.3986 -0.3651
 -3.6525 -3.2652 -2.9622 -2.7361 -2.5836 -2.4858 -2.3351 -2.1248 -1.9315 -1.7669
 -1.6255 -1.4993 -1.3829 -1.2761 -1.1789 -0.9781 -0.8267 -0.7103 -0.6191 -0.5470
 -0.4907 -0.4469 -0.4115 -0.3814 -0.3555 -0.3346 -0.3199 -0.3124 -0.3127 -0.3186
 -3.7693 -3.3352 -2.9878 -2.7127 -2.4980 -2.3320 -2.2052 -2.0976 -1.9542 -1.7856
 -1.6353 -1.5072 -1.3917 -1.2855 -1.1883 -0.9853 -0.8306 -0.7120 -0.6204 -0.5497
 -0.4956 -0.4547 -0.4229 -0.3965 -0.3738 -0.3546 -0.3393 -0.3291 -0.3258 -0.3309
 -0.3420
 -3.9290 -3.4580 -3.0659 -2.7504 -2.4987 -2.2968 -2.1321 -1.9930 -1.8762 -1.7698
 -1.6492 -1.5192 -1.4032 -1.2975 -1.2004 -0.9956 -0.8375 -0.7155 -0.6222 -0.5515
 -0.4987 -0.4603 -0.4320 -0.4098 -0.3909 -0.3746 -0.3613 -0.3505 -0.3445 -0.3456
 -0.3554
 -4.1113 -3.6174 -3.1899 -2.8325 -2.5433 -2.3113 -2.1230 -1.9652 -1.8276 -1.7064
 -1.6005 -1.5034 -1.4056 -1.3075 -1.2121 -1.0063 -0.8454 -0.7196 -0.6234 -0.5515
 -0.4992 -0.4625 -0.4374 -0.4195 -0.4053 -0.3932 -0.3830 -0.3742 -0.3683 -0.3669
 -0.3712
 -4.3114 -3.8043 -3.3560 -2.9659 -2.6373 -2.3699 -2.1539 -1.9767 -1.8270 -1.6954
 -1.5777 -1.4730 -1.3802 -1.2969 -1.2159 -1.0201 -0.8570 -0.7274 -0.6271 -0.5525
 -0.4991 -0.4628 -0.4397 -0.4256 -0.4162 -0.4090 -0.4032 -0.3983 -0.3948 -0.3921
 -0.3948
 -4.5190 -4.0016 -3.5425 -3.1334 -2.7753 -2.4722 -2.2228 -2.0194 -1.8514 -1.7088
 -1.5838 -1.4723 -1.3723 -1.2837 -1.2047 -1.0288 -0.8697 -0.7372 -0.6326 -0.5540
 -0.4982 -0.4610 -0.4386 -0.4270 -0.4220 -0.4200 -0.4193 -0.4190 -0.4192 -0.4201
 -0.4210
 -4.7349 -4.2004 -3.7357 -3.3183 -2.9440 -2.6147 -2.3332 -2.0985 -1.9050 -1.7440
 -1.6072 -1.4884 -1.3829 -1.2887 -1.2045 -1.0288 -0.8804 -0.7485 -0.6402
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value =  V   
 -4.1451 -3.7048 -3.3512 -3.0635 -2.7994 -2.5581 -2.3539 -2.1652 -1.9932 -1.8438
 -1.7032 -1.5718 -1.4514 -1.3419 -1.2433 -1.0375 -0.8717 -0.7373 -0.6299
 -4.0728 -3.7283 -3.3455 -3.0269 -2.7558 -2.5100 -2.3026 -2.1132 -1.9423 -1.7925
 -1.6525 -1.5225 -1.4032 -1.2951 -1.1979 -0.9984 -0.8454 -0.7218 -0.6178 -0.5285
 -3.9186 -3.7349 -3.3801 -3.0382 -2.7470 -2.4930 -2.2746 -2.0852 -1.9156 -1.7650
 -1.6265 -1.4978 -1.3794 -1.2718 -1.1749 -0.9770 -0.8277 -0.7091 -0.6108 -0.5279
 -0.4592
 -3.7107 -3.4911 -3.3770 -3.0763 -2.7696 -2.5033 -2.2724 -2.0754 -1.9044 -1.7525
 -1.6153 -1.4880 -1.3705 -1.2630 -1.1658 -0.9671 -0.8184 -0.7023 -0.6077 -0.5291
 -0.4646 -0.4126
 -3.5901 -3.2733 -3.1112 -3.0378 -2.8058 -2.5330 -2.2913 -2.0829 -1.9048 -1.7503
 -1.6132 -1.4872 -1.3706 -1.2634 -1.1660 -0.9651 -0.8151 -0.6996 -0.6071 -0.5315
 -0.4703 -0.4214 -0.3819 -0.3482
 -3.6607 -3.2673 -2.9777 -2.7902 -2.6968 -2.5567 -2.3253 -2.1069 -1.9182 -1.7571
 -1.6170 -1.4919 -1.3763 -1.2697 -1.1721 -0.9689 -0.8161 -0.6996 -0.6080 -0.5345
 -0.4758 -0.4296 -0.3930 -0.3628 -0.3374 -0.3168 -0.3030 -0.2972 -0.2983 -0.3053
 -3.8021 -3.3430 -2.9903 -2.7229 -2.5286 -2.3965 -2.2941 -2.1376 -1.9466 -1.7743
 -1.6276 -1.5004 -1.3857 -1.2796 -1.1821 -0.9769 -0.8209 -0.7019 -0.6097 -0.5372
 -0.4804 -0.4366 -0.4029 -0.3758 -0.3531 -0.3345 -0.3201 -0.3115 -0.3099 -0.3160
 -0.3281
 -4.0041 -3.4858 -3.0726 -2.7518 -2.5040 -2.3139 -2.1651 -2.0460 -1.9358 -1.7993
 -1.6478 -1.5136 -1.3977 -1.2924 -1.1950 -0.9882 -0.8288 -0.7064 -0.6123 -0.5396
 -0.4838 -0.4420 -0.4109 -0.3873 -0.3681 -0.3522 -0.3397 -0.3306 -0.3265 -0.3292
 -0.3401
 -4.2454 -3.6796 -3.2140 -2.8388 -2.5442 -2.3142 -2.1324 -1.9826 -1.8542 -1.7424
 -1.6374 -1.5250 -1.4097 -1.3050 -1.2081 -1.0004 -0.8380 -0.7119 -0.6147 -0.5407
 -0.4852 -0.4446 -0.4160 -0.3958 -0.3806 -0.3685 -0.3590 -0.3521 -0.3478 -0.3480
 -0.3545
 -4.4955 -3.9101 -3.4104 -2.9882 -2.6436 -2.3705 -2.1551 -1.9817 -1.8365 -1.7092
 -1.5959 -1.4948 -1.4011 -1.3106 -1.2216 -1.0164 -0.8514 -0.7216 -0.6202 -0.5432
 -0.4865 -0.4462 -0.4190 -0.4015 -0.3903 -0.3826 -0.3770 -0.3733 -0.3713 -0.3717
 -0.3755
 -4.7383 -4.1506 -3.6345 -3.1832 -2.7976 -2.4793 -2.2237 -2.0196 -1.8538 -1.7140
 -1.5914 -1.4819 -1.3836 -1.2956 -1.2160 -1.0304 -0.8663 -0.7333 -0.6277 -0.5468
 -0.4875 -0.4461 -0.4192 -0.4036 -0.3957 -0.3924 -0.3915 -0.3919 -0.3934 -0.3962
 -0.3994
 -4.9736 -4.4011 -3.8651 -3.4019 -2.9907 -2.6379 -2.3418 -2.1004 -1.9052 -1.7451
 -1.6102 -1.4929 -1.3884 -1.2949 -1.1913 -1.0424 -0.8827 -0.7470 -0.6372
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value =  V   
 -4.0343 -3.6251 -3.2896 -3.0206 -2.7605 -2.5281 -2.3233 -2.1391 -1.9694 -1.8237
 -1.6856 -1.5565 -1.4374 -1.3289 -1.2306 -1.0241 -0.8582 -0.7247 -0.6191
 -4.0985 -3.6575 -3.2865 -2.9829 -2.7244 -2.4866 -2.2790 -2.0946 -1.9247 -1.7783
 -1.6407 -1.5126 -1.3946 -1.2871 -1.1896 -0.9883 -0.8339 -0.7104 -0.6074 -0.5187
 -3.8764 -3.7134 -3.3246 -2.9959 -2.7178 -2.4721 -2.2574 -2.0712 -1.9022 -1.7544
 -1.6179 -1.4908 -1.3736 -1.2663 -1.1690 -0.9688 -0.8175 -0.6985 -0.6006 -0.5176
 -0.4477
