 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value =  R   
 -2.0354 -1.9932 -2.1838 -2.1412 -1.9954 -1.7906 -1.5635 -1.4128 -1.2814 -1.1450
 -1.0158 -0.8954 -0.7855 -0.6858 -0.5963 -0.4120 -0.2703 -0.1596 -0.1091
 -2.0387 -1.8804 -1.7497 -1.6643 -1.6228 -1.5523 -1.4262 -1.2860 -1.1569 -1.0353
 -0.9195 -0.8112 -0.7119 -0.6219 -0.5406 -0.3725 -0.2505 -0.1700 -0.1207 -0.0911
 -1.8765 -1.7233 -1.5792 -1.4534 -1.3530 -1.2920 -1.2488 -1.1728 -1.0684 -0.9564
 -0.8514 -0.7532 -0.6627 -0.5806 -0.5067 -0.3549 -0.2467 -0.1766 -0.1337 -0.1074
 -0.0919
 -1.7418 -1.6071 -1.4704 -1.3408 -1.2253 -1.1275 -1.0521 -1.0029 -0.9546 -0.8841
 -0.7971 -0.7091 -0.6272 -0.5522 -0.4843 -0.3444 -0.2454 -0.1831 -0.1457 -0.1226
 -0.1084 -0.1009
 -1.6176 -1.5057 -1.3852 -1.2633 -1.1479 -1.0445 -0.9554 -0.8804 -0.8247 -0.7779
 -0.7269 -0.6638 -0.5951 -0.5282 -0.4664 -0.3368 -0.2442 -0.1874 -0.1550 -0.1360
 -0.1240 -0.1174 -0.1152 -0.1173
 -1.5014 -1.4071 -1.3068 -1.1987 -1.0904 -0.9881 -0.8967 -0.8174 -0.7499 -0.6930
 -0.6449 -0.5998 -0.5509 -0.4984 -0.4458 -0.3287 -0.2411 -0.1878 -0.1595 -0.1457
 -0.1375 -0.1331 -0.1321 -0.1341 -0.1387 -0.1470 -0.1597 -0.1779 -0.2020 -0.2323
 -1.3952 -1.3124 -1.2281 -1.1357 -1.0389 -0.9429 -0.8526 -0.7721 -0.7033 -0.6442
 -0.5920 -0.5451 -0.5018 -0.4596 -0.4168 -0.3160 -0.2350 -0.1823 -0.1578 -0.1494
 -0.1467 -0.1462 -0.1479 -0.1515 -0.1569 -0.1626 -0.1708 -0.1846 -0.2060 -0.2356
 -0.2695
 -1.3010 -1.2248 -1.1494 -1.0699 -0.9861 -0.8998 -0.8148 -0.7352 -0.6652 -0.6057
