 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = G_RP 
 -1.5138 -1.5066 -1.6893 -1.6968 -1.6229 -1.4948 -1.3355 -1.2344 -1.1436 -1.0481
 -0.9564 -0.8698 -0.7896 -0.7180 -0.6564 -0.5295 -0.4735 -0.4735 -0.4730
 -1.5180 -1.4465 -1.3882 -1.3588 -1.3597 -1.3359 -1.2647 -1.1759 -1.0892 -1.0051
 -0.9237 -0.8468 -0.7763 -0.7135 -0.6588 -0.5574 -0.5025 -0.4840 -0.4868 -0.5014
 -1.3985 -1.3332 -1.2671 -1.2081 -1.1629 -1.1450 -1.1397 -1.1074 -1.0465 -0.9734
 -0.9013 -0.8319 -0.7677 -0.7103 -0.6605 -0.5681 -0.5177 -0.5021 -0.5067 -0.5215
 -0.5427
 -1.2884 -1.2397 -1.1819 -1.1224 -1.0672 -1.0200 -0.9868 -0.9733 -0.9598 -0.9267
 -0.8753 -0.8172 -0.7602 -0.7081 -0.6625 -0.5774 -0.5304 -0.5166 -0.5230 -0.5386
 -0.5594 -0.5843
 -1.1753 -1.1471 -1.1053 -1.0550 -1.0027 -0.9533 -0.9096 -0.8731 -0.8495 -0.8328
 -0.8137 -0.7835 -0.7443 -0.7015 -0.6610 -0.5830 -0.5389 -0.5269 -0.5350 -0.5525
 -0.5741 -0.5988 -0.6264 -0.6570
 -1.0585 -1.0470 -1.0241 -0.9890 -0.9464 -0.9013 -0.8585 -0.8198 -0.7857 -0.7573
 -0.7362 -0.7190 -0.6993 -0.6753 -0.6485 -0.5834 -0.5422 -0.5313 -0.5414 -0.5623
 -0.5862 -0.6120 -0.6399 -0.6698 -0.7019 -0.7368 -0.7749 -0.8167 -0.8624 -0.9121
 -0.9408 -0.9414 -0.9339 -0.9149 -0.8864 -0.8512 -0.8136 -0.7772 -0.7442 -0.7142
 -0.6877 -0.6655 -0.6477 -0.6318 -0.6155 -0.5740 -0.5397 -0.5283 -0.5409 -0.5661
 -0.5942 -0.6227 -0.6521 -0.6827 -0.7145 -0.7466 -0.7808 -0.8190 -0.8629 -0.9126
 -0.9646
 -0.8252 -0.8340 -0.8367 -0.8308 -0.8165 -0.7947 -0.7669 -0.7363 -0.7064 -0.6789
 -0.6540 -0.6315 -0.6116 -0.5951 -0.5811 -0.5522 -0.5302 -0.5214 -0.5342 -0.5626
 -0.5959 -0.6290 -0.6616 -0.6941 -0.7270 -0.7604 -0.7938 -0.8290 -0.8682 -0.9129
 -0.9642
 -0.7146 -0.7287 -0.7374 -0.7392 -0.7365 -0.7269 -0.7114 -0.6905 -0.6669 -0.6431
 -0.6213 -0.6017 -0.5839 -0.5680 -0.5541 -0.5285 -0.5141 -0.5108 -0.5233 -0.5531
 -0.5908 -0.6295 -0.6669 -0.7030 -0.7384 -0.7734 -0.8085 -0.8442 -0.8822 -0.9227
 -0.9654
 -0.6118 -0.6293 -0.6414 -0.6487 -0.6517 -0.6508 -0.6459 -0.6360 -0.6220 -0.6047
 -0.5871 -0.5709 -0.5565 -0.5434 -0.5315 -0.5086 -0.4969 -0.4971 -0.5104 -0.5393
 -0.5787 -0.6218 -0.6646 -0.7057 -0.7450 -0.7829 -0.8201 -0.8569 -0.8938 -0.9318
 -0.9716
 -0.5185 -0.5358 -0.5493 -0.5595 -0.5665 -0.5708 -0.5725 -0.5717 -0.5675 -0.5594
 -0.5485 -0.5369 -0.5261 -0.5166 -0.5083 -0.4911 -0.4813 -0.4834 -0.4980 -0.5252
 -0.5639 -0.6086 -0.6553 -0.7014 -0.7457 -0.7879 -0.8285 -0.8677 -0.9061 -0.9445
 -0.9835
 -0.4317 -0.4370 -0.4469 -0.4593 -0.4723 -0.4844 -0.4942 -0.5009 -0.5044 -0.5049
