 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value =  G   
 -1.8025 -1.7629 -1.7647 -1.7346 -1.6595 -1.5896 -1.5657 -1.5661 -1.5484 -1.4973
 -1.4277 -1.3442 -1.2571 -1.1756 -1.0967 -0.9276 -0.7997 -0.7100 -0.6419
 -1.7686 -1.6756 -1.6128 -1.5608 -1.5183 -1.4866 -1.4627 -1.4408 -1.4151 -1.3818
 -1.3379 -1.2808 -1.2106 -1.1349 -1.0620 -0.9078 -0.7934 -0.7134 -0.6567 -0.6187
 -1.7444 -1.6253 -1.5270 -1.4558 -1.4158 -1.3920 -1.3678 -1.3418 -1.3166 -1.2917
 -1.2610 -1.2212 -1.1672 -1.1011 -1.0346 -0.8930 -0.7892 -0.7174 -0.6691 -0.6358
 -0.6123
 -1.7299 -1.6120 -1.5073 -1.4196 -1.3520 -1.3058 -1.2810 -1.2691 -1.2529 -1.2270
 -1.1970 -1.1654 -1.1269 -1.0742 -1.0145 -0.8832 -0.7871 -0.7220 -0.6790 -0.6494
 -0.6283 -0.6127
 -1.7013 -1.5950 -1.4967 -1.4091 -1.3347 -1.2752 -1.2311 -1.2005 -1.1812 -1.1666
 -1.1451 -1.1159 -1.0854 -1.0469 -0.9970 -0.8759 -0.7855 -0.7254 -0.6876 -0.6621
 -0.6439 -0.6303 -0.6202 -0.6127
 -1.6486 -1.5595 -1.4748 -1.3961 -1.3247 -1.2622 -1.2101 -1.1688 -1.1365 -1.1107
 -1.0885 -1.0654 -1.0391 -1.0113 -0.9742 -0.8683 -0.7828 -0.7260 -0.6927 -0.6722
 -0.6578 -0.6472 -0.6392 -0.6333 -0.6289 -0.6262 -0.6258 -0.6302 -0.6413 -0.6589
 -1.5709 -1.5006 -1.4328 -1.3681 -1.3064 -1.2486 -1.1959 -1.1496 -1.1108 -1.0782
 -1.0493 -1.0221 -0.9949 -0.9702 -0.9420 -0.8561 -0.7778 -0.7232 -0.6927 -0.6772
 -0.6680 -0.6616 -0.6570 -0.6535 -0.6509 -0.6492 -0.6491 -0.6508 -0.6578 -0.6729
 -0.6950
 -1.4744 -1.4210 -1.3696 -1.3204 -1.2720 -1.2242 -1.1769 -1.1316 -1.0902 -1.0541
 -1.0221 -0.9924 -0.9637 -0.9358 -0.9102 -0.8371 -0.7691 -0.7174 -0.6881 -0.6758
 -0.6721 -0.6711 -0.6711 -0.6715 -0.6720 -0.6726 -0.6736 -0.6759 -0.6805 -0.6899
 -0.7090
 -1.3658 -1.3271 -1.2896 -1.2540 -1.2190 -1.1831 -1.1454 -1.1063 -1.0675 -1.0308
