 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F430M
 -3.9076 -4.0655 -4.1512 -4.1847 -4.2422 -4.3129 -4.3899 -4.4605 -4.5399 -4.6228
 -4.7047 -4.7849 -4.8641 -4.9424 -5.0197 -5.2061 -5.3866 -5.5439 -5.7058
 -3.9971 -4.0660 -4.1398 -4.2193 -4.3024 -4.3718 -4.4357 -4.5048 -4.5791 -4.6578
 -4.7376 -4.8173 -4.8961 -4.9740 -5.0507 -5.2369 -5.4138 -5.5802 -5.7430 -5.9018
 -4.0378 -4.1011 -4.1706 -4.2439 -4.3197 -4.3996 -4.4770 -4.5449 -4.6135 -4.6860
 -4.7623 -4.8400 -4.9177 -4.9948 -5.0711 -5.2560 -5.4317 -5.5977 -5.7603 -5.9186
 -6.0701
 -4.0824 -4.1395 -4.2034 -4.2727 -4.3456 -4.4199 -4.4953 -4.5723 -4.6457 -4.7157
 -4.7864 -4.8594 -4.9342 -5.0096 -5.0849 -5.2688 -5.4442 -5.6112 -5.7729 -5.9309
 -6.0821 -6.2265
 -4.1357 -4.1834 -4.2405 -4.3041 -4.3727 -4.4445 -4.5173 -4.5901 -4.6646 -4.7388
 -4.8107 -4.8807 -4.9510 -5.0226 -5.0955 -5.2771 -5.4521 -5.6196 -5.7818 -5.9398
 -6.0909 -6.2351 -6.3731 -6.5056
 -4.1971 -4.2370 -4.2846 -4.3409 -4.4036 -4.4707 -4.5406 -4.6114 -4.6827 -4.7545
 -4.8265 -4.8979 -4.9679 -5.0372 -5.1066 -5.2829 -5.4565 -5.6242 -5.7871 -5.9457
 -6.0972 -6.2415 -6.3793 -6.5115 -6.6387 -6.7615 -6.8805 -6.9960 -7.1084 -7.2181
 -4.2644 -4.2991 -4.3381 -4.3862 -4.4411 -4.5020 -4.5670 -4.6344 -4.7033 -4.7727
 -4.8420 -4.9112 -4.9803 -5.0492 -5.1176 -5.2885 -5.4589 -5.6251 -5.7886 -5.9485
 -6.1012 -6.2461 -6.3840 -6.5161 -6.6428 -6.7648 -6.8828 -6.9971 -7.1082 -7.2165
 -7.3227
 -4.3353 -4.3670 -4.4012 -4.4419 -4.4884 -4.5413 -4.5996 -4.6617 -4.7268 -4.7934
 -4.8604 -4.9272 -4.9936 -5.0602 -5.1269 -5.2942 -5.4609 -5.6249 -5.7870 -5.9476
 -6.1023 -6.2487 -6.3873 -6.5195 -6.6462 -6.7679 -6.8852 -6.9986 -7.1086 -7.2157
 -7.3202
