 [Fe/H] = -2.50 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.1573 -0.1345 -0.1162 -0.1046 -0.0917 -0.0736 -0.0307 -0.0063  0.0251  0.0698
  0.1281  0.1892  0.2548  0.3267  0.3945  0.5201  0.5815  0.5977  0.5952
 -0.1351 -0.0428  0.0151  0.0421  0.0453  0.0502  0.0647  0.0852  0.1088  0.1363
  0.1744  0.2260  0.2865  0.3464  0.4004  0.5007  0.5563  0.5767  0.5769  0.5650
 -0.0856 -0.0084  0.0573  0.1091  0.1434  0.1567  0.1530  0.1528  0.1667  0.1929
  0.2224  0.2575  0.3041  0.3555  0.4035  0.4942  0.5424  0.5584  0.5564  0.5443
  0.5255
 -0.0351  0.0278  0.0859  0.1381  0.1819  0.2143  0.2342  0.2415  0.2417  0.2486
  0.2677  0.2914  0.3230  0.3636  0.4051  0.4872  0.5311  0.5434  0.5391  0.5263
  0.5080  0.4855
  0.0351  0.0797  0.1236  0.1672  0.2088  0.2456  0.2746  0.2954  0.3092  0.3177
  0.3262  0.3394  0.3558  0.3806  0.4113  0.4832  0.5240  0.5336  0.5258  0.5111
  0.4923  0.4700  0.4449  0.4178
  0.1248  0.1510  0.1782  0.2082  0.2409  0.2740  0.3045  0.3298  0.3493  0.3649
  0.3782  0.3905  0.4012  0.4153  0.4337  0.4854  0.5224  0.5303  0.5185  0.5001
  0.4791  0.4559  0.4305  0.4031  0.3735  0.3411  0.3052  0.2654  0.2213  0.1728
  0.2266  0.2392  0.2507  0.2657  0.2856  0.3097  0.3356  0.3604  0.3816  0.3988
  0.4138  0.4278  0.4404  0.4519  0.4650  0.4992  0.5269  0.5336  0.5189  0.4954
  0.4702  0.4444  0.4175  0.3893  0.3600  0.3304  0.2986  0.2626  0.2207  0.1727
  0.1219
  0.3387  0.3382  0.3375  0.3395  0.3458  0.3577  0.3747  0.3944  0.4136  0.4306
  0.4449  0.4577  0.4698  0.4810  0.4927  0.5195  0.5381  0.5424  0.5265  0.4986
  0.4678  0.4374  0.4074  0.3772  0.3467  0.3157  0.2847  0.2518  0.2149  0.1722
  0.1227
  0.4527  0.4423  0.4332  0.4253  0.4203  0.4204  0.4261  0.4369  0.4505  0.4646
  0.4772  0.4880  0.4976  0.5067  0.5163  0.5394  0.5531  0.5541  0.5384  0.5086
  0.4729  0.4367  0.4016  0.3678  0.3347  0.3020  0.2692  0.2347  0.1984  0.1605
  0.1212
  0.5687  0.5515  0.5330  0.5180  0.5050  0.4952  0.4901  0.4904  0.4952  0.5032
  0.5122  0.5203  0.5272  0.5333  0.5393  0.5567  0.5679  0.5669  0.5517  0.5228
  0.4851  0.4443  0.4038  0.3648  0.3276  0.2918  0.2569  0.2224  0.1838  0.1481
  0.1144
  0.6867  0.6658  0.6369  0.6130  0.5952  0.5786  0.5649  0.5554  0.5505  0.5498
  0.5523  0.5562  0.5599  0.5628  0.5653  0.5734  0.5818  0.5794  0.5643  0.5369
  0.5000  0.4576  0.4131  0.3689  0.3267  0.2865  0.2480  0.2109  0.1747  0.1385
  0.1015
  0.8066  0.7852  0.7449  0.7092  0.6874  0.6661  0.6465  0.6295  0.6159  0.6061
  0.6001  0.5972  0.5962  0.5955  0.5943  0.5895  0.5948  0.5916  0.5762
 [Fe/H] = -2.00 [alpha/Fe] = 0.00 BC value = G_RP 
 -0.2251 -0.1734 -0.1349 -0.1075 -0.0847 -0.0627 -0.0331 -0.0077  0.0271  0.0731
  0.1306  0.1944  0.2616  0.3279  0.3888  0.5073  0.5763  0.6043  0.6043
 -0.1511 -0.0767 -0.0371 -0.0047  0.0245  0.0471  0.0646  0.0814  0.1025  0.1314
  0.1709  0.2218  0.2803  0.3383  0.3913  0.4951  0.5569  0.5820  0.5835  0.5726
 -0.1287 -0.0309  0.0436  0.0918  0.1094  0.1129  0.1226  0.1399  0.1599  0.1813
  0.2079  0.2433  0.2899  0.3409  0.3889  0.4838  0.5408  0.5638  0.5640  0.5523
  0.5337
 -0.1165 -0.0219  0.0579  0.1218  0.1686  0.1973  0.2052  0.2000  0.2020  0.2181
  0.2411  0.2675  0.3011  0.3434  0.3856  0.4735  0.5270  0.5488  0.5477  0.5353
  0.5170  0.4943
 -0.0904 -0.0075  0.0658  0.1295  0.1830  0.2251  0.2550  0.2729  0.2774  0.2754
  0.2815  0.2966  0.3194  0.3508  0.3871  0.4667  0.5171  0.5379  0.5354  0.5214
  0.5023  0.4797  0.4540  0.4254
 -0.0423  0.0245  0.0857  0.1416  0.1924  0.2373  0.2748  0.3038  0.3249  0.3384
