 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F390M
 -9.1956 -9.0899 -9.0489 -8.9525 -8.7709 -8.5848 -8.4842 -8.4432 -8.3639 -8.1862
 -7.9395 -7.6400 -7.3115 -6.9786 -6.6424 -5.7895 -4.9430 -4.2427 -3.6702
 -8.9239 -8.6781 -8.4939 -8.3348 -8.1928 -8.0672 -7.9538 -7.8400 -7.7083 -7.5431
 -7.3324 -7.0705 -6.7651 -6.4461 -6.1346 -5.3811 -4.6568 -4.0428 -3.5640 -3.2068
 -8.7762 -8.4360 -8.1506 -7.9227 -7.7543 -7.6180 -7.4799 -7.3307 -7.1727 -7.0051
 -6.8105 -6.5787 -6.3042 -6.0070 -5.7189 -5.0500 -4.4288 -3.8903 -3.4784 -3.1687
 -2.9258
 -8.7525 -8.3636 -8.0190 -7.7162 -7.4554 -7.2372 -7.0625 -6.9153 -6.7571 -6.5722
 -6.3738 -6.1646 -5.9288 -5.6613 -5.3953 -4.7962 -4.2590 -3.7852 -3.4135 -3.1343
 -2.9160 -2.7370
 -8.8120 -8.3858 -8.0025 -7.6565 -7.3452 -7.0679 -6.8238 -6.6113 -6.4278 -6.2578
 -6.0705 -5.8632 -5.6495 -5.4158 -5.1697 -4.6197 -4.1439 -3.7211 -3.3788 -3.1208
 -2.9208 -2.7573 -2.6185 -2.4976
 -8.9460 -8.4888 -8.0717 -7.6912 -7.3447 -7.0291 -6.7427 -6.4847 -6.2531 -6.0448
 -5.8543 -5.6663 -5.4694 -5.2614 -5.0349 -4.5128 -4.0766 -3.6910 -3.3687 -3.1229
 -2.9354 -2.7841 -2.6562 -2.5453 -2.4471 -2.3589 -2.2795 -2.2058 -2.1377 -2.0843
 -9.1394 -8.6609 -8.2166 -7.8053 -7.4268 -7.0802 -6.7628 -6.4715 -6.2060 -5.9645
 -5.7443 -5.5418 -5.3501 -5.1632 -4.9625 -4.4642 -4.0476 -3.6873 -3.3778 -3.1369
 -2.9558 -2.8134 -2.6952 -2.5932 -2.5034 -2.4230 -2.3509 -2.2853 -2.2272 -2.1781
 -2.1394
 -9.3764 -8.8830 -8.4202 -7.9855 -7.5793 -7.2038 -6.8578 -6.5392 -6.2457 -5.9765
 -5.7298 -5.5041 -5.2973 -5.1055 -4.9181 -4.4546 -4.0452 -3.7005 -3.4008 -3.1595
 -2.9792 -2.8420 -2.7316 -2.6383 -2.5569 -2.4844 -2.4196 -2.3612 -2.3092 -2.2649
 -2.2331
 -9.6349 -9.1334 -8.6573 -8.2079 -7.7817 -7.3815 -7.0094 -6.6650 -6.3471 -6.0535
 -5.7825 -5.5334 -5.3056 -5.0975 -4.9028 -4.4544 -4.0573 -3.7182 -3.4277 -3.1861
 -3.0025 -2.8662 -2.7615 -2.6762 -2.6035 -2.5395 -2.4827 -2.4317 -2.3861 -2.3465
 -2.3153
 -9.9079 -9.4155 -8.9283 -8.4664 -8.0267 -7.6091 -7.2158 -6.8481 -6.5063 -6.1897
 -5.8963 -5.6248 -5.3746 -5.1458 -4.9350 -4.4718 -4.0822 -3.7448 -3.4586 -3.2185
 -3.0303 -2.8904 -2.7867 -2.7072 -2.6425 -2.5872 -2.5388 -2.4959 -2.4577 -2.4243
 -2.3938
-10.1948 -9.6980 -9.2118 -8.7414 -8.2911 -7.8635 -7.4566 -7.0711 -6.7087 -6.3702
 -6.0551 -5.7622 -5.4904 -5.2395 -5.0081 -4.5093 -4.1127 -3.7756 -3.4892 -3.2494
 -3.0579 -2.9131 -2.8065 -2.7285 -2.6698 -2.6229 -2.5836 -2.5493 -2.5192 -2.4931
 -2.4713
-10.4957 -9.9809 -9.4810 -9.0133 -8.5598 -8.1265 -7.7131 -7.3179 -6.9415 -6.5857
 -6.2511 -5.9378 -5.6451 -5.3729 -5.1221 -4.5669 -4.1488 -3.8106 -3.5195
 [Fe/H] = -2.00 [alpha/Fe] = 0.40 BC value = F390M
 -8.5592 -8.4907 -8.4530 -8.4317 -8.4140 -8.3881 -8.3442 -8.2737 -8.1669 -8.0118
 -7.8006 -7.5323 -7.2244 -6.9113 -6.6099 -5.8626 -5.1110 -4.4093 -3.8498
 -8.2127 -8.0723 -7.9771 -7.9155 -7.8710 -7.8265 -7.7693 -7.6893 -7.5781 -7.4279
 -7.2308 -6.9820 -6.6902 -6.3876 -6.0970 -5.4233 -4.7801 -4.1828 -3.6940 -3.3182
